panel,cadence,leg,cost,rule,unif,matched,move,big
U56,D,L_H1,c0,SWAP,0.0,0.0,0.0,False
U56,D,L_H1,c0,HOLD,0.0,0.0,0.0,False
U56,D,L_H1,c0,FIXED,0.0,0.05,0.05,False
U56,D,L_H1,c10,SWAP,1.0,0.6,-0.4,True
U56,D,L_H1,c10,HOLD,1.0,0.5,-0.5,True
U56,D,L_H1,c10,FIXED,1.0,0.15,-0.85,True
U56,D,L_H2,c0,SWAP,0.0,0.0,0.0,False
U56,D,L_H2,c0,HOLD,0.0,0.05,0.05,False
U56,D,L_H2,c0,FIXED,0.0,0.05,0.05,False
U56,D,L_H2,c10,SWAP,1.0,0.45,-0.55,True
U56,D,L_H2,c10,HOLD,1.0,0.5,-0.5,True
U56,D,L_H2,c10,FIXED,1.0,0.05,-0.95,True
U56,D,L_OOS,c0,SWAP,0.0,0.0,0.0,False
U56,D,L_OOS,c0,HOLD,0.0,0.0,0.0,False
U56,D,L_OOS,c0,FIXED,0.0,0.0,0.0,False
U56,D,L_OOS,c10,SWAP,1.0,0.35,-0.65,True
U56,D,L_OOS,c10,HOLD,1.0,0.45,-0.55,True
U56,D,L_OOS,c10,FIXED,1.0,0.05,-0.95,True
U56,D,L_DD,c0,SWAP,0.85,1.0,0.15000000000000002,False
U56,D,L_DD,c0,HOLD,0.85,0.95,0.09999999999999998,False
U56,D,L_DD,c0,FIXED,0.85,0.9,0.050000000000000044,False
U56,D,L_DD,c10,SWAP,1.0,1.0,0.0,False
U56,D,L_DD,c10,HOLD,1.0,0.95,-0.050000000000000044,False
U56,D,L_DD,c10,FIXED,1.0,0.9,-0.09999999999999998,False
U56,D,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
U56,D,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
U56,D,L_CAGR,c0,FIXED,0.0,0.15,0.15,False
U56,D,L_CAGR,c10,SWAP,1.0,0.65,-0.35,True
U56,D,L_CAGR,c10,HOLD,1.0,0.6,-0.4,True
U56,D,L_CAGR,c10,FIXED,1.0,0.2,-0.8,True
U56,W,L_H1,c0,SWAP,0.0,0.0,0.0,False
U56,W,L_H1,c0,HOLD,0.0,0.0,0.0,False
U56,W,L_H1,c0,FIXED,0.0,0.05,0.05,False
U56,W,L_H1,c10,SWAP,1.0,0.15,-0.85,True
U56,W,L_H1,c10,HOLD,1.0,0.05,-0.95,True
U56,W,L_H1,c10,FIXED,1.0,0.15,-0.85,True
U56,W,L_H2,c0,SWAP,0.0,0.15,0.15,False
U56,W,L_H2,c0,HOLD,0.0,0.0,0.0,False
U56,W,L_H2,c0,FIXED,0.0,0.05,0.05,False
U56,W,L_H2,c10,SWAP,1.0,0.25,-0.75,True
U56,W,L_H2,c10,HOLD,1.0,0.2,-0.8,True
U56,W,L_H2,c10,FIXED,1.0,0.05,-0.95,True
U56,W,L_OOS,c0,SWAP,0.0,0.05,0.05,False
U56,W,L_OOS,c0,HOLD,0.0,0.0,0.0,False
U56,W,L_OOS,c0,FIXED,0.0,0.05,0.05,False
U56,W,L_OOS,c10,SWAP,1.0,0.25,-0.75,True
U56,W,L_OOS,c10,HOLD,1.0,0.2,-0.8,True
U56,W,L_OOS,c10,FIXED,1.0,0.05,-0.95,True
U56,W,L_DD,c0,SWAP,1.0,0.95,-0.050000000000000044,False
U56,W,L_DD,c0,HOLD,1.0,0.8,-0.19999999999999996,False
U56,W,L_DD,c0,FIXED,1.0,0.9,-0.09999999999999998,False
U56,W,L_DD,c10,SWAP,1.0,0.95,-0.050000000000000044,False
U56,W,L_DD,c10,HOLD,1.0,0.85,-0.15000000000000002,False
U56,W,L_DD,c10,FIXED,1.0,0.9,-0.09999999999999998,False
U56,W,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
U56,W,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
U56,W,L_CAGR,c0,FIXED,0.0,0.2,0.2,False
U56,W,L_CAGR,c10,SWAP,1.0,0.15,-0.85,True
U56,W,L_CAGR,c10,HOLD,1.0,0.2,-0.8,True
U56,W,L_CAGR,c10,FIXED,1.0,0.2,-0.8,True
U56,M,L_H1,c0,SWAP,0.0,0.0,0.0,False
U56,M,L_H1,c0,HOLD,0.0,0.0,0.0,False
U56,M,L_H1,c0,FIXED,0.0,0.15,0.15,False
U56,M,L_H1,c10,SWAP,0.15,0.0,-0.15,False
U56,M,L_H1,c10,HOLD,0.15,0.0,-0.15,False
U56,M,L_H1,c10,FIXED,0.15,0.15,0.0,False
U56,M,L_H2,c0,SWAP,0.0,0.0,0.0,False
U56,M,L_H2,c0,HOLD,0.0,0.05,0.05,False
U56,M,L_H2,c0,FIXED,0.0,0.05,0.05,False
U56,M,L_H2,c10,SWAP,0.1,0.1,0.0,False
U56,M,L_H2,c10,HOLD,0.1,0.05,-0.05,False
U56,M,L_H2,c10,FIXED,0.1,0.05,-0.05,False
U56,M,L_OOS,c0,SWAP,0.0,0.0,0.0,False
U56,M,L_OOS,c0,HOLD,0.0,0.0,0.0,False
U56,M,L_OOS,c0,FIXED,0.0,0.05,0.05,False
U56,M,L_OOS,c10,SWAP,0.05,0.05,0.0,False
U56,M,L_OOS,c10,HOLD,0.05,0.05,0.0,False
U56,M,L_OOS,c10,FIXED,0.05,0.05,0.0,False
U56,M,L_DD,c0,SWAP,0.95,0.8,-0.1499999999999999,False
U56,M,L_DD,c0,HOLD,0.95,1.0,0.050000000000000044,False
U56,M,L_DD,c0,FIXED,0.95,0.9,-0.04999999999999993,False
U56,M,L_DD,c10,SWAP,0.95,0.8,-0.1499999999999999,False
U56,M,L_DD,c10,HOLD,0.95,1.0,0.050000000000000044,False
U56,M,L_DD,c10,FIXED,0.95,0.9,-0.04999999999999993,False
U56,M,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
U56,M,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
U56,M,L_CAGR,c0,FIXED,0.0,0.2,0.2,False
U56,M,L_CAGR,c10,SWAP,0.1,0.1,0.0,False
U56,M,L_CAGR,c10,HOLD,0.1,0.0,-0.1,False
U56,M,L_CAGR,c10,FIXED,0.1,0.2,0.1,False
U56,Q,L_H1,c0,SWAP,0.0,0.0,0.0,False
U56,Q,L_H1,c0,HOLD,0.0,0.0,0.0,False
U56,Q,L_H1,c0,FIXED,0.0,0.1,0.1,False
U56,Q,L_H1,c10,SWAP,0.0,0.05,0.05,False
U56,Q,L_H1,c10,HOLD,0.0,0.05,0.05,False
U56,Q,L_H1,c10,FIXED,0.0,0.1,0.1,False
U56,Q,L_H2,c0,SWAP,0.0,0.0,0.0,False
U56,Q,L_H2,c0,HOLD,0.0,0.0,0.0,False
U56,Q,L_H2,c0,FIXED,0.0,0.05,0.05,False
U56,Q,L_H2,c10,SWAP,0.05,0.0,-0.05,False
U56,Q,L_H2,c10,HOLD,0.05,0.0,-0.05,False
U56,Q,L_H2,c10,FIXED,0.05,0.05,0.0,False
U56,Q,L_OOS,c0,SWAP,0.0,0.0,0.0,False
U56,Q,L_OOS,c0,HOLD,0.0,0.0,0.0,False
U56,Q,L_OOS,c0,FIXED,0.0,0.05,0.05,False
U56,Q,L_OOS,c10,SWAP,0.0,0.0,0.0,False
U56,Q,L_OOS,c10,HOLD,0.0,0.0,0.0,False
U56,Q,L_OOS,c10,FIXED,0.0,0.05,0.05,False
U56,Q,L_DD,c0,SWAP,0.85,0.65,-0.19999999999999996,False
U56,Q,L_DD,c0,HOLD,0.85,0.9,0.050000000000000044,False
U56,Q,L_DD,c0,FIXED,0.85,0.8,-0.04999999999999993,False
U56,Q,L_DD,c10,SWAP,0.85,0.65,-0.19999999999999996,False
U56,Q,L_DD,c10,HOLD,0.85,0.9,0.050000000000000044,False
U56,Q,L_DD,c10,FIXED,0.85,0.8,-0.04999999999999993,False
U56,Q,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
U56,Q,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
U56,Q,L_CAGR,c0,FIXED,0.0,0.15,0.15,False
U56,Q,L_CAGR,c10,SWAP,0.0,0.0,0.0,False
U56,Q,L_CAGR,c10,HOLD,0.0,0.05,0.05,False
U56,Q,L_CAGR,c10,FIXED,0.0,0.15,0.15,False
B136,D,L_H1,c0,SWAP,0.0,0.0,0.0,False
B136,D,L_H1,c0,HOLD,0.0,0.0,0.0,False
B136,D,L_H1,c0,FIXED,0.0,0.0,0.0,False
B136,D,L_H1,c10,SWAP,1.0,0.65,-0.35,True
B136,D,L_H1,c10,HOLD,1.0,0.75,-0.25,True
B136,D,L_H1,c10,FIXED,1.0,0.0,-1.0,True
B136,D,L_H2,c0,SWAP,0.05,0.0,-0.05,False
B136,D,L_H2,c0,HOLD,0.05,0.1,0.05,False
B136,D,L_H2,c0,FIXED,0.05,0.05,0.0,False
B136,D,L_H2,c10,SWAP,1.0,0.7,-0.30000000000000004,True
B136,D,L_H2,c10,HOLD,1.0,0.9,-0.09999999999999998,False
B136,D,L_H2,c10,FIXED,1.0,0.1,-0.9,True
B136,D,L_OOS,c0,SWAP,0.05,0.0,-0.05,False
B136,D,L_OOS,c0,HOLD,0.05,0.1,0.05,False
B136,D,L_OOS,c0,FIXED,0.05,0.1,0.05,False
B136,D,L_OOS,c10,SWAP,1.0,0.65,-0.35,True
B136,D,L_OOS,c10,HOLD,1.0,0.8,-0.19999999999999996,False
B136,D,L_OOS,c10,FIXED,1.0,0.15,-0.85,True
B136,D,L_DD,c0,SWAP,1.0,1.0,0.0,False
B136,D,L_DD,c0,HOLD,1.0,1.0,0.0,False
B136,D,L_DD,c0,FIXED,1.0,1.0,0.0,False
B136,D,L_DD,c10,SWAP,1.0,1.0,0.0,False
B136,D,L_DD,c10,HOLD,1.0,1.0,0.0,False
B136,D,L_DD,c10,FIXED,1.0,1.0,0.0,False
B136,D,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
B136,D,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
B136,D,L_CAGR,c0,FIXED,0.0,0.05,0.05,False
B136,D,L_CAGR,c10,SWAP,1.0,0.5,-0.5,True
B136,D,L_CAGR,c10,HOLD,1.0,0.65,-0.35,True
B136,D,L_CAGR,c10,FIXED,1.0,0.05,-0.95,True
B136,W,L_H1,c0,SWAP,0.05,0.0,-0.05,False
B136,W,L_H1,c0,HOLD,0.05,0.05,0.0,False
B136,W,L_H1,c0,FIXED,0.05,0.0,-0.05,False
B136,W,L_H1,c10,SWAP,1.0,0.05,-0.95,True
B136,W,L_H1,c10,HOLD,1.0,0.2,-0.8,True
B136,W,L_H1,c10,FIXED,1.0,0.0,-1.0,True
B136,W,L_H2,c0,SWAP,0.05,0.05,0.0,False
B136,W,L_H2,c0,HOLD,0.05,0.05,0.0,False
B136,W,L_H2,c0,FIXED,0.05,0.05,0.0,False
B136,W,L_H2,c10,SWAP,1.0,0.25,-0.75,True
B136,W,L_H2,c10,HOLD,1.0,0.45,-0.55,True
B136,W,L_H2,c10,FIXED,1.0,0.1,-0.9,True
B136,W,L_OOS,c0,SWAP,0.05,0.0,-0.05,False
B136,W,L_OOS,c0,HOLD,0.05,0.0,-0.05,False
B136,W,L_OOS,c0,FIXED,0.05,0.1,0.05,False
B136,W,L_OOS,c10,SWAP,1.0,0.15,-0.85,True
B136,W,L_OOS,c10,HOLD,1.0,0.4,-0.6,True
B136,W,L_OOS,c10,FIXED,1.0,0.15,-0.85,True
B136,W,L_DD,c0,SWAP,1.0,1.0,0.0,False
B136,W,L_DD,c0,HOLD,1.0,1.0,0.0,False
B136,W,L_DD,c0,FIXED,1.0,1.0,0.0,False
B136,W,L_DD,c10,SWAP,1.0,1.0,0.0,False
B136,W,L_DD,c10,HOLD,1.0,1.0,0.0,False
B136,W,L_DD,c10,FIXED,1.0,1.0,0.0,False
B136,W,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
B136,W,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
B136,W,L_CAGR,c0,FIXED,0.0,0.05,0.05,False
B136,W,L_CAGR,c10,SWAP,1.0,0.0,-1.0,True
B136,W,L_CAGR,c10,HOLD,1.0,0.05,-0.95,True
B136,W,L_CAGR,c10,FIXED,1.0,0.05,-0.95,True
B136,M,L_H1,c0,SWAP,0.0,0.0,0.0,False
B136,M,L_H1,c0,HOLD,0.0,0.05,0.05,False
B136,M,L_H1,c0,FIXED,0.0,0.0,0.0,False
B136,M,L_H1,c10,SWAP,0.05,0.1,0.05,False
B136,M,L_H1,c10,HOLD,0.05,0.05,0.0,False
B136,M,L_H1,c10,FIXED,0.05,0.0,-0.05,False
B136,M,L_H2,c0,SWAP,0.1,0.0,-0.1,False
B136,M,L_H2,c0,HOLD,0.1,0.1,0.0,False
B136,M,L_H2,c0,FIXED,0.1,0.05,-0.05,False
B136,M,L_H2,c10,SWAP,0.6,0.1,-0.5,True
B136,M,L_H2,c10,HOLD,0.6,0.25,-0.35,True
B136,M,L_H2,c10,FIXED,0.6,0.1,-0.5,True
B136,M,L_OOS,c0,SWAP,0.05,0.0,-0.05,False
B136,M,L_OOS,c0,HOLD,0.05,0.1,0.05,False
B136,M,L_OOS,c0,FIXED,0.05,0.1,0.05,False
B136,M,L_OOS,c10,SWAP,0.5,0.0,-0.5,True
B136,M,L_OOS,c10,HOLD,0.5,0.1,-0.4,True
B136,M,L_OOS,c10,FIXED,0.5,0.1,-0.4,True
B136,M,L_DD,c0,SWAP,1.0,0.95,-0.050000000000000044,False
B136,M,L_DD,c0,HOLD,1.0,1.0,0.0,False
B136,M,L_DD,c0,FIXED,1.0,1.0,0.0,False
B136,M,L_DD,c10,SWAP,1.0,0.95,-0.050000000000000044,False
B136,M,L_DD,c10,HOLD,1.0,1.0,0.0,False
B136,M,L_DD,c10,FIXED,1.0,1.0,0.0,False
B136,M,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
B136,M,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
B136,M,L_CAGR,c0,FIXED,0.0,0.05,0.05,False
B136,M,L_CAGR,c10,SWAP,0.05,0.0,-0.05,False
B136,M,L_CAGR,c10,HOLD,0.05,0.05,0.0,False
B136,M,L_CAGR,c10,FIXED,0.05,0.05,0.0,False
B136,Q,L_H1,c0,SWAP,0.0,0.0,0.0,False
B136,Q,L_H1,c0,HOLD,0.0,0.0,0.0,False
B136,Q,L_H1,c0,FIXED,0.0,0.0,0.0,False
B136,Q,L_H1,c10,SWAP,0.0,0.0,0.0,False
B136,Q,L_H1,c10,HOLD,0.0,0.0,0.0,False
B136,Q,L_H1,c10,FIXED,0.0,0.0,0.0,False
B136,Q,L_H2,c0,SWAP,0.05,0.1,0.05,False
B136,Q,L_H2,c0,HOLD,0.05,0.05,0.0,False
B136,Q,L_H2,c0,FIXED,0.05,0.05,0.0,False
B136,Q,L_H2,c10,SWAP,0.1,0.15,0.04999999999999999,False
B136,Q,L_H2,c10,HOLD,0.1,0.05,-0.05,False
B136,Q,L_H2,c10,FIXED,0.1,0.05,-0.05,False
B136,Q,L_OOS,c0,SWAP,0.0,0.05,0.05,False
B136,Q,L_OOS,c0,HOLD,0.0,0.05,0.05,False
B136,Q,L_OOS,c0,FIXED,0.0,0.05,0.05,False
B136,Q,L_OOS,c10,SWAP,0.1,0.1,0.0,False
B136,Q,L_OOS,c10,HOLD,0.1,0.05,-0.05,False
B136,Q,L_OOS,c10,FIXED,0.1,0.05,-0.05,False
B136,Q,L_DD,c0,SWAP,1.0,1.0,0.0,False
B136,Q,L_DD,c0,HOLD,1.0,1.0,0.0,False
B136,Q,L_DD,c0,FIXED,1.0,1.0,0.0,False
B136,Q,L_DD,c10,SWAP,1.0,1.0,0.0,False
B136,Q,L_DD,c10,HOLD,1.0,1.0,0.0,False
B136,Q,L_DD,c10,FIXED,1.0,1.0,0.0,False
B136,Q,L_CAGR,c0,SWAP,0.0,0.0,0.0,False
B136,Q,L_CAGR,c0,HOLD,0.0,0.0,0.0,False
B136,Q,L_CAGR,c0,FIXED,0.0,0.05,0.05,False
B136,Q,L_CAGR,c10,SWAP,0.0,0.0,0.0,False
B136,Q,L_CAGR,c10,HOLD,0.0,0.0,0.0,False
B136,Q,L_CAGR,c10,FIXED,0.0,0.05,0.05,False
