kind,panel,mech,freq,hold,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,turn_yr,pass4b,nfail,pass4a
BOOK_H0,U56,CAND20,D,0,0.75,0.11319908634471476,0.9711619470167405,-0.18337203843928174,0.9522444465111723,0.9922655564158079,0.13114806537691392,1.0636488141998224,-0.18337203843928185,0.09176087969431701,0.8491298730663729,-0.1306843625536842,False,True,True,True,True,25.813429810020168,False,1,False
BOOK_H0,U56,CAND20,D,0,0.65,0.09824635046684604,0.9708747070213659,-0.16060153466565175,0.9519499501254839,0.9919832253467604,0.11366287553985388,1.0633727680796818,-0.16060153466565197,0.07979094472313508,0.8488264766236364,-0.11389933883637549,False,True,True,True,False,22.40083605280187,False,2,False
BOOK_H0,U56,CAND20,D,0,0.55,0.08322745469393955,0.9704992894190886,-0.1373293322504966,0.9515638987221111,0.9916151823791193,0.09615133731268499,1.0630102243188462,-0.1373293322504966,0.06772036922661062,0.8484323624996747,-0.09691888297686213,False,True,True,True,False,18.986852392677292,False,2,False
BOOK_H0,U56,CAND20,D,0,0.45,0.06815631637650954,0.9700495019584808,-0.11354695857849129,0.9511020952427011,0.991173576800328,0.07862901485542828,1.0625724524632791,-0.11354695857849095,0.05556104569430542,0.8479648186710461,-0.07974227979280413,False,True,True,True,False,15.566386699486324,False,2,False
BOOK_H0,U56,CAND20,D,0,0.35,0.05304515485626404,0.969531560620776,-0.08924652596131866,0.9505693785686461,0.9906658496145987,0.061110036734238316,1.0620675142200822,-0.0892465259613181,0.04332283035282858,0.8474275815613295,-0.06236830585003028,False,True,True,True,False,12.135576320402286,False,2,False
BOOK_HARD,U56,CAND20,D,5,0.75,0.12923677096481545,1.0688121745659234,-0.17160875896881345,1.048271220103259,1.0927635785302863,0.14881028012003572,1.1572627877347041,-0.17160875896881345,0.10588900585391814,0.9518277714889787,-0.1272152296783583,True,True,True,True,True,15.161106501599008,True,0,False
BOOK_HARD,U56,CAND20,D,5,0.65,0.11199478196935209,1.0685515720438168,-0.15005302645635377,1.047995128623364,1.09251449441441,0.12878498226881874,1.1570185300622942,-0.15005302645635377,0.09191820281909435,0.9515436717645779,-0.11076537373453965,True,True,True,True,True,13.16689437513881,True,0,False
BOOK_HARD,U56,CAND20,D,5,0.55,0.09473085978128992,1.068199902050102,-0.12809673727825854,1.0476255035158488,1.0921758481749748,0.10878768924886706,1.1566839914147842,-0.12809673727825877,0.07788114792179512,0.951167061551193,-0.0941575720656751,True,True,True,True,False,11.172338015617404,False,1,False
BOOK_HARD,U56,CAND20,D,5,0.45,0.07746031683393872,1.067771265862199,-0.10573560156495665,1.0471753000604083,1.0917627968548838,0.0888358589931062,1.1562734294951795,-0.10573560156495676,0.06379051053472118,0.9507118880189183,-0.0773914498552507,True,True,True,True,False,9.172051729184655,False,1,False
BOOK_HARD,U56,CAND20,D,5,0.35,0.060196648311039436,1.067273479667156,-0.08296572700489657,1.0466532271965217,1.0912824644288726,0.06894488975110469,1.1557950683110678,-0.0829657270048968,0.04965739300106731,0.9501854285607535,-0.060467011576034624,True,True,True,True,False,7.1618589153030845,False,1,False
BOOK_SOFT,U56,CAND20,D,5,0.75,0.12171038397896328,1.0356714576499848,-0.18748134371657477,1.0243827270059267,1.0506558390567196,0.1391647193825618,1.119689639125993,-0.18748134371657488,0.10085017389305784,0.9251520372768935,-0.13219484616848154,True,True,True,True,True,17.69676805437743,True,0,False
BOOK_SOFT,U56,CAND20,D,5,0.65,0.10552157958820474,1.0353902499180216,-0.16428129144043557,1.0240917990021015,1.0503816215364876,0.12050396311741807,1.1194222184465168,-0.16428129144043568,0.08757638722663619,0.9248511579855012,-0.11523701187627189,True,True,True,True,False,15.365844816939617,False,1,False
BOOK_SOFT,U56,CAND20,D,5,0.55,0.08929721425703496,1.0350183817220244,-0.14054584007095183,1.0237074895493377,1.0500185976383987,0.10184921078899345,1.1190651904530766,-0.1405458400709525,0.07422962130591482,0.9244579055458502,-0.09807529323751052,True,True,True,True,False,13.033918007016212,False,1,False
