panel,tau,mode,bps,kind,on_share,real_turnover,null_turnover,gap,gap_draw_sd,ex_ante_gap,overlap,band,d_real
BROAD136,0.05,half,10,ROT,0.9364102564102564,8.921185033684834,9.211388720587806,0.03252972400047902,0.010547134043631032,0.06263353836192959,0.9382803943044907,0.04947918084837455,0.04333910725396495
BROAD136,0.05,half,10,RS1,0.9364102564102564,8.921185033684834,9.262696683849793,0.03828097375802325,0.002273546637327223,0.06355616704435073,0.9362541073384447,0.06501993969648434,0.04333910725396495
BROAD136,0.05,half,10,RS16,0.9364102564102564,8.921185033684834,8.920678731708602,5.6752771556741594e-05,0.00012125180628406268,0.00016186468112655369,0.998904709748083,0.04360128448244327,0.04333910725396495
BROAD136,0.05,half,10,RS2,0.9364102564102564,8.921185033684834,9.15557624265739,0.026273550888983366,0.0016515123199939902,0.03719650372288758,0.9421139101861993,0.04929579800789252,0.04333910725396495
BROAD136,0.05,half,10,RS4,0.9364102564102564,8.921185033684834,9.083424925694262,0.018185912678286374,0.0012724210235793485,0.023599870508254985,0.9496166484118292,0.04470071304847312,0.04333910725396495
BROAD136,0.05,half,10,RS8,0.9364102564102564,8.921185033684834,8.997397437609424,0.008542856541684206,0.0011495831443282165,0.009371965037228697,0.9673603504928805,0.041623687743185034,0.04333910725396495
BROAD136,0.05,half,25,ROT,0.9364102564102564,8.921185033684834,9.211388720587806,0.03252972400047902,0.010547134043631032,0.06263353836192959,0.9382803943044907,0.09720415973160579,0.09506986413478313
BROAD136,0.05,half,25,RS1,0.9364102564102564,8.921185033684834,9.262696683849793,0.03828097375802325,0.002273546637327223,0.06355616704435073,0.9362541073384447,0.11250969836839853,0.09506986413478313
BROAD136,0.05,half,25,RS16,0.9364102564102564,8.921185033684834,8.920678731708602,5.6752771556741594e-05,0.00012125180628406268,0.00016186468112655369,0.998904709748083,0.09530705560147779,0.09506986413478313
BROAD136,0.05,half,25,RS2,0.9364102564102564,8.921185033684834,9.15557624265739,0.026273550888983366,0.0016515123199939902,0.03719650372288758,0.9421139101861993,0.09856026094020232,0.09506986413478313
BROAD136,0.05,half,25,RS4,0.9364102564102564,8.921185033684834,9.083424925694262,0.018185912678286374,0.0012724210235793485,0.023599870508254985,0.9496166484118292,0.09466359195924734,0.09506986413478313
BROAD136,0.05,half,25,RS8,0.9364102564102564,8.921185033684834,8.997397437609424,0.008542856541684206,0.0011495831443282165,0.009371965037228697,0.9673603504928805,0.09259468565427675,0.09506986413478313
BROAD136,0.05,skip,10,ROT,0.9364102564102564,0.3995313212682598,1.2404530230540591,2.1047704072772158,0.6525369410140044,0.06263353836192959,0.9382803943044907,0.15383932295732472,-0.007147121351681829
BROAD136,0.05,skip,10,RS1,0.9364102564102564,0.3995313212682598,2.542440046631036,5.363556275288739,0.2912745360434744,0.06254451278730962,0.9360898138006573,0.1778033337132061,-0.007147121351681829
BROAD136,0.05,skip,10,RS16,0.9364102564102564,0.3995313212682598,0.37339965505045153,0.06540580131454204,0.06719660534814224,0.00016995791518281388,0.998904709748083,0.06502126605258352,-0.007147121351681829
BROAD136,0.05,skip,10,RS2,0.9364102564102564,0.3995313212682598,2.32436446477209,4.817727775118355,0.24713925535145506,0.03793298802201339,0.9406900328587076,0.19884688449768317,-0.007147121351681829
BROAD136,0.05,skip,10,RS4,0.9364102564102564,0.3995313212682598,1.842110121249257,3.610677619471034,0.25503092826591106,0.024020718679184073,0.948630887185104,0.17157516001386997,-0.007147121351681829
BROAD136,0.05,skip,10,RS8,0.9364102564102564,0.3995313212682598,1.4579972319234413,2.6492689166276633,0.27260173894609635,0.009177727419876857,0.9676889375684556,0.12237182152682813,-0.007147121351681829
BROAD136,0.05,skip,25,ROT,0.9364102564102564,0.3995313212682598,1.2404530230540591,2.1047704072772158,0.6525369410140044,0.06263353836192959,0.9382803943044907,0.28597914613712827,0.13488965887285143
BROAD136,0.05,skip,25,RS1,0.9364102564102564,0.3995313212682598,2.542440046631036,5.363556275288739,0.2912745360434744,0.06254451278730962,0.9360898138006573,0.2986442423661514,0.13488965887285143
BROAD136,0.05,skip,25,RS16,0.9364102564102564,0.3995313212682598,0.37339965505045153,0.06540580131454204,0.06719660534814224,0.00016995791518281388,0.998904709748083,0.1997557657317789,0.13488965887285143
BROAD136,0.05,skip,25,RS2,0.9364102564102564,0.3995313212682598,2.32436446477209,4.817727775118355,0.24713925535145506,0.03793298802201339,0.9406900328587076,0.32311385463262077,0.13488965887285143
BROAD136,0.05,skip,25,RS4,0.9364102564102564,0.3995313212682598,1.842110121249257,3.610677619471034,0.25503092826591106,0.024020718679184073,0.948630887185104,0.30199009491781836,0.13488965887285143
BROAD136,0.05,skip,25,RS8,0.9364102564102564,0.3995313212682598,1.4579972319234413,2.6492689166276633,0.27260173894609635,0.009177727419876857,0.9676889375684556,0.2537003499323748,0.13488965887285143
BROAD136,0.1,half,10,ROT,0.8769230769230769,9.091063055703115,9.533874704596867,0.04870845644569168,0.011098833222587992,0.10456120092378753,0.8796491228070176,0.05569254810864366,0.025503676449835533
BROAD136,0.1,half,10,RS1,0.8769230769230769,9.091063055703115,9.582398465028266,0.054045979696172114,0.0035037645740860846,0.10512207192345759,0.8781286549707602,0.058756921693276176,0.025503676449835533
BROAD136,0.1,half,10,RS16,0.8769230769230769,9.091063055703115,9.088823768119736,0.00024631746250775277,0.0002680944404015193,0.00032167601451655616,0.9978362573099412,0.0373401728685846,0.025503676449835533
BROAD136,0.1,half,10,RS2,0.8769230769230769,9.091063055703115,9.38721331283061,0.03257597657313692,0.002179170571913619,0.05587264929066322,0.8953216374269006,0.05095303907146609,0.025503676449835533
BROAD136,0.1,half,10,RS4,0.8769230769230769,9.091063055703115,9.242196133492861,0.016624357004644832,0.0021064267572404663,0.029025074232926475,0.928187134502924,0.0418672474661802,0.025503676449835533
BROAD136,0.1,half,10,RS8,0.8769230769230769,9.091063055703115,9.090893715403805,1.8627117452883295e-05,0.00019952888410803597,0.0006186077202243484,0.99766081871345,0.036959720362071624,0.025503676449835533
BROAD136,0.1,half,25,ROT,0.8769230769230769,9.091063055703115,9.533874704596867,0.04870845644569168,0.011098833222587992,0.10456120092378753,0.8796491228070176,0.10147504399329832,0.07539181517360305
BROAD136,0.1,half,25,RS1,0.8769230769230769,9.091063055703115,9.582398465028266,0.054045979696172114,0.0035037645740860846,0.10512207192345759,0.8781286549707602,0.10297149487573098,0.07539181517360305
BROAD136,0.1,half,25,RS16,0.8769230769230769,9.091063055703115,9.088823768119736,0.00024631746250775277,0.0002680944404015193,0.00032167601451655616,0.9978362573099412,0.08733568874091124,0.07539181517360305
BROAD136,0.1,half,25,RS2,0.8769230769230769,9.091063055703115,9.38721331283061,0.03257597657313692,0.002179170571913619,0.05587264929066322,0.8953216374269006,0.09788141894616553,0.07539181517360305
BROAD136,0.1,half,25,RS4,0.8769230769230769,9.091063055703115,9.242196133492861,0.016624357004644832,0.0021064267572404663,0.029025074232926475,0.928187134502924,0.09027158750922548,0.07539181517360305
BROAD136,0.1,half,25,RS8,0.8769230769230769,9.091063055703115,9.090893715403805,1.8627117452883295e-05,0.00019952888410803597,0.0006186077202243484,0.99766081871345,0.08691168414283679,0.07539181517360305
BROAD136,0.1,skip,10,ROT,0.8769230769230769,2.183047938995812,3.1549895210017933,0.44522228057578445,0.11813815060741177,0.10456120092378753,0.8796491228070176,0.18371209940511868,0.009128794167337584
