script,worst,committed,today
2026-09-04_broad-H2-binding-bar_cloud.py,0.0030000000000000027,"ew-all    SPY      25    9.9%   0.927  -19.2%  1.034  0.829  0.920   KILL 4b (H2,CAGR)","ew-all    SPY      25    9.9%   0.925  -19.2%  1.034  0.826  0.918   KILL 4b (H2,CAGR)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.0030000000000000027,ew-band3  SPY      10   11.3%   1.040  -17.7%  1.127  0.960  1.049   KEEP 4b,ew-band3  SPY      10   11.2%   1.039  -17.7%  1.127  0.957  1.046   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.0030000000000000027,ew-band3  SPY      25   10.6%   0.985  -17.8%  1.075  0.902  0.992   KILL 4b (CAGR),ew-band3  SPY      25   10.6%   0.984  -17.8%  1.075  0.899  0.990   KILL 4b (CAGR)
2026-09-04_broad-H2-binding-bar_cloud.py,0.016000000000000014,SPY H1 Sharpe 0.957  H2 Sharpe 0.837  (the 4b bars),SPY H1 Sharpe 0.960  H2 Sharpe 0.821  (the 4b bars)
2026-09-04_broad-H2-binding-bar_cloud.py,0.01200000000000001,SPY OOS 15.5%/0.884/-33.7%,SPY OOS 15.2%/0.872/-33.7%
2026-09-04_broad-H2-binding-bar_cloud.py,0.025999999999999912,"v1        SPY      10    7.8%   0.817  -16.0%  0.824  0.817  0.877   KILL 4b (H1,H2,OOS,CAGR)","v1        SPY      10    7.7%   0.806  -16.0%  0.830  0.791  0.857   KILL 4b (H1,H2,OOS,CAGR)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.025000000000000022,"v1        SPY      25    5.0%   0.545  -16.3%  0.544  0.548  0.603   KILL 4b (H1,H2,OOS,CAGR)","v1        SPY      25    4.9%   0.533  -16.3%  0.550  0.523  0.582   KILL 4b (H1,H2,OOS,CAGR)"
2026-09-04_broad-H2-binding-bar_cloud.py,0.011959521619135143,top20     SPY      10   12.5%   1.093  -18.8%  1.107  1.087  1.153   KEEP 4b,top20     SPY      10   12.4%   1.089  -18.8%  1.113  1.074  1.146   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.014000000000000012,top20     SPY      25   11.2%   0.997  -18.9%  1.003  0.996  1.061   KEEP 4b,top20     SPY      25   11.2%   0.992  -18.9%  1.010  0.982  1.054   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.017699115044247697,ew-all    SPY      10   10.8%   1.045  -17.0%  1.079  1.017  1.088   KEEP 4b,ew-all    SPY      10   10.7%   1.038  -17.0%  1.086  0.999  1.076   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.018000000000000016,ew-all    SPY      25    9.7%   0.954  -17.1%  0.989  0.925  0.998   KILL 4b (CAGR),ew-all    SPY      25    9.6%   0.947  -17.1%  0.996  0.907  0.986   KILL 4b (CAGR)
2026-09-04_broad-H2-binding-bar_cloud.py,0.01627486437613021,ew-band3  SPY      10   11.4%   1.106  -16.5%  1.110  1.106  1.175   KEEP 4b,ew-band3  SPY      10   11.3%   1.099  -16.5%  1.116  1.088  1.163   KEEP 4b
2026-09-04_broad-H2-binding-bar_cloud.py,0.017126546146527134,ew-band3  SPY      25   10.8%   1.051  -16.5%  1.055  1.051  1.121   KEEP 4b,ew-band3  SPY      25   10.7%   1.044  -16.5%  1.061  1.033  1.109   KEEP 4b
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0.015725727681187733,A_LIVE (RULES v2's 0.03)                     0.03 0.0744  1.0712 -0.1175 1.1198 1.0238    0.0751      1.0968  ,A_LIVE (RULES v2's 0.03)                     0.03 0.0739  1.0652 -0.1175 1.1241 1.0077    0.0743      1.0857  
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0.012900000000000023,SPY (equal-weight of the 3 panels)                        - 0.1523  0.8891 -0.3372 0.9568 0.8342    0.1545    ,SPY (equal-weight of the 3 panels)                        - 0.1511  0.8836 -0.3372 0.9598 0.8213    0.1524    
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0.016215688189899335,RULES v2 (live) @10 bps                        - 0.0722  1.0609 -0.1088 1.0988 1.0237    0.0737      1.0991   ,RULES v2 (live) @10 bps                        - 0.0717  1.0549 -0.1088 1.1036 1.0071    0.0729      1.0879   
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0.012900000000000023,"KEEP paths (4b bars off the pooled SPY: H1>0.9568, H2>0.8342, OOS>0.8822, |MaxDD|<=0.2023, CAGR>=0.1066)","KEEP paths (4b bars off the pooled SPY: H1>0.9598, H2>0.8213, OOS>0.8723, |MaxDD|<=0.2023, CAGR>=0.1058)"
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C.py,0.015725727681187733,A_LIVE (RULES v2's 0.03)                     0.03   False   False    CAGR 0.0744  1.0712 -0.1175 1.1198 1.0238,A_LIVE (RULES v2's 0.03)                     0.03   False   False    CAGR 0.0739  1.0652 -0.1175 1.1241 1.0077
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud.py,0.010000000000000009,"reference (U56 window, 10 bps): SPY 15.23%/0.889/-33.7%  OOS 15.45%/0.882/-33.7% | RULES v2 8.66%/1.206/-12.1%","reference (U56 window, 10 bps): SPY 15.11%/0.883/-33.7%  OOS 15.24%/0.872/-33.7% | RULES v2 8.61%/1.200/-12.1%"
2026-09-05_is-the-value-cost-parallelism-general_cloud.py,0.013000000000000012,SPY  full  15.23%/0.889/ -33.72%  halves 0.957/0.834 | OOS  15.45%/0.882/ -33.72%,SPY  full  15.11%/0.883/ -33.72%  halves 0.960/0.821 | OOS  15.24%/0.872/ -33.72%
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.py,0.0034000000000000696,RULES v2       OOS Sharpe 0.9905  CAGR   7.12%  MaxDD -12.99%   (panel mean),RULES v2       OOS Sharpe 0.9871  CAGR   7.09%  MaxDD -12.99%   (panel mean)
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.py,0.0032999999999999696,SPY            OOS Sharpe 0.8820  CAGR  15.45%  MaxDD -33.72%   (panel mean),SPY            OOS Sharpe 0.8787  CAGR  15.38%  MaxDD -33.72%   (panel mean)
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.py,0.016199999999999992,"U56       v1 0.7471 (7.73%, -13.83%)  v2 1.2851 (9.53%, -12.05%)  SPY 0.8820 (15.45%, -33.72%)","U56       v1 0.7309 (7.54%, -13.83%)  v2 1.2747 (9.45%, -12.05%)  SPY 0.8721 (15.24%, -33.72%)"
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.py,0.010000000000000009,SPY full 15.23%/0.889/-33.72% | OOS 15.45%/0.882/-33.72%,SPY full 15.11%/0.883/-33.72% | OOS 15.24%/0.872/-33.72%
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.py,0.007782101167315182,RULES v2 @10bps 8.66%/1.206/-12.05% | OOS 9.53%/1.285/-12.05%,RULES v2 @10bps 8.61%/1.200/-12.05% | OOS 9.45%/1.275/-12.05%
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.py,0.016199999999999992,u56    SPY 15.45%/0.8820/-33.72%   RULES v2  9.53%/1.2851/-12.05%   RULES v1  7.73%/0.7471/-13.83%,u56    SPY 15.24%/0.8721/-33.72%   RULES v2  9.45%/1.2747/-12.05%   RULES v1  7.54%/0.7309/-13.83%
2026-09-05_shallow-window-prices-are-not-prices_C.py,0.016000000000000014,benchmarks (OOS 2017-2026): RULES v1 7.73%/0.747/-13.8%   SPY 15.45%/0.882/-33.7%,benchmarks (OOS 2017-2026): RULES v1 7.54%/0.731/-13.8%   SPY 15.24%/0.872/-33.7%
2026-09-04_drawdown-insurance-price-list_B.py,0.013000000000000012,SPY  CAGR 15.23%  Sharpe 0.889  MaxDD -33.72%  halves 0.957/0.834  OOS Sharpe 0.882,SPY  CAGR 15.11%  Sharpe 0.883  MaxDD -33.72%  halves 0.960/0.821  OOS Sharpe 0.872
2026-09-04_asset-class-dispersion_B.py,0.007000000000000006,SPY        15.3% / 0.890 / -33.7%,SPY        15.1% / 0.883 / -33.7%
2026-09-04_asset-class-dispersion_B.py,0.006000000000000005,SPY on it: 14.2% / 0.863 / -33.7%  halves 0.886/0.864  IS 0.832  OOS 0.884,SPY on it: 14.1% / 0.862 / -33.7%  halves 0.891/0.858  IS 0.832  OOS 0.882
2026-09-04_asset-class-dispersion_B.py,0.0020000000000000018,"SPY OOS: CAGR 15.5%  Sharpe 0.884  MaxDD -33.7%  (4b OOS bars: DD <= 20.2%, CAGR >= 10.85%)","SPY OOS: CAGR 15.5%  Sharpe 0.882  MaxDD -33.7%  (4b OOS bars: DD <= 20.2%, CAGR >= 10.82%)"
2026-09-06_gate-instrument-speed-curve_cloud.py,0.015955660060463662,"[b] LIVE RULES v2 on U56 @10bps: 8.66% / 1.2056 / -12.05%, halves 1.2259/1.1908   (record 8.66% / 1.2056 / -12","[b] LIVE RULES v2 on U56 @10bps: 8.61% / 1.1998 / -12.05%, halves 1.2349/1.1718   (record 8.66% / 1.2056 / -12"
2026-09-06_gate-instrument-speed-curve_cloud.py,0.0034999999999999476,P7: IS chooser beats do-nothing OOS in 3/24 (mean 0.8452 vs 0.9669; SPY 0.8820),P7: IS chooser beats do-nothing OOS in 3/24 (mean 0.8434 vs 0.9634; SPY 0.8787)
2026-09-04_gross-exposure-is-the-error_B.py,0.016000000000000014,SPY 15.3%/0.890/-33.7%  halves 0.957/0.837  OOS Sharpe 0.884   Ulcer 0.062 top5DD -23.7% 2020DD -33.7% 2022DD ,SPY 15.1%/0.883/-33.7%  halves 0.960/0.821  OOS Sharpe 0.872   Ulcer 0.062 top5DD -23.7% 2020DD -33.7% 2022DD 
2026-09-04_gross-exposure-is-the-error_B.py,0.0030000000000000027,SPY 15.3%/0.890/-33.7%  halves 0.957/0.837  OOS Sharpe 0.884   Ulcer 0.062 top5DD -23.7% 2020DD -33.7% 2022DD ,SPY 15.2%/0.889/-33.7%  halves 0.957/0.834  OOS Sharpe 0.882   Ulcer 0.062 top5DD -23.7% 2020DD -33.7% 2022DD 
2026-09-04_gross-exposure-is-the-error_B.py,0.020000000000000018,SPY OOS  15.5%/0.884/-33.7%   RULES v1 OOS 7.8%/0.751/-13.8%,SPY OOS  15.2%/0.872/-33.7%   RULES v1 OOS 7.5%/0.731/-13.8%
2026-09-04_gross-exposure-is-the-error_B.py,0.0050000000000000044,SPY OOS  15.5%/0.884/-33.7%   RULES v1 OOS 6.0%/0.581/-21.2%,SPY OOS  15.5%/0.882/-33.7%   RULES v1 OOS 5.9%/0.576/-21.2%
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.003587443946188344,"LOW  span (n=24): mean OOS_W 1.115, mean dOOS vs SPY +0.233, OOS span 0.144, 4b-all 0/24","LOW  span (n=24): mean OOS_W 1.111, mean dOOS vs SPY +0.234, OOS span 0.144, 4b-all 0/24"
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.0040000000000000036,"HIGH span (n=24): mean OOS_W 0.846, mean dOOS vs SPY -0.036, OOS span 0.462, 4b-all 0/24","HIGH span (n=24): mean OOS_W 0.842, mean dOOS vs SPY -0.035, OOS span 0.463, 4b-all 0/24"
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.010000000000000009,u56 @10bps  unbarred pick: v2-live    IS 1.104 -> OOS 1.285 (+0.403 vs SPY 0.882),u56 @10bps  unbarred pick: v2-live    IS 1.104 -> OOS 1.275 (+0.403 vs SPY 0.872)
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.007782101167315182,barred   pick (span<=median): v2-live    IS 1.104 -> OOS 1.285 (+0.403 vs SPY)   worth +0.000 OOS Sharpe,barred   pick (span<=median): v2-live    IS 1.104 -> OOS 1.275 (+0.403 vs SPY)   worth +0.000 OOS Sharpe
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.010000000000000009,u56 @25bps  unbarred pick: v2-live    IS 1.066 -> OOS 1.248 (+0.366 vs SPY 0.882),u56 @25bps  unbarred pick: v2-live    IS 1.066 -> OOS 1.238 (+0.366 vs SPY 0.872)
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.py,0.00801282051282052,barred   pick (span<=median): v2-live    IS 1.066 -> OOS 1.248 (+0.366 vs SPY)   worth +0.000 OOS Sharpe,barred   pick (span<=median): v2-live    IS 1.066 -> OOS 1.238 (+0.366 vs SPY)   worth +0.000 OOS Sharpe
2026-09-04_drawdown-control_C.py,0.016000000000000014,SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884,SPY  CAGR 15.11%  Sharpe 0.883  MaxDD -33.72%  halves 0.960/0.821  OOS Sharpe 0.872
2026-09-04_drawdown-control_C.py,0.020000000000000018,"OOS references: SPY 15.50%/0.884/-33.72%   RULES v1 7.78%/0.751/-13.83%   OOS 4b bars: Sharpe > 0.884, MaxDD <","OOS references: SPY 15.24%/0.872/-33.72%   RULES v1 7.54%/0.731/-13.83%   OOS 4b bars: Sharpe > 0.872, MaxDD <"
2026-09-04_drawdown-control_C.py,0.0030000000000000027,SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884,SPY  CAGR 15.23%  Sharpe 0.889  MaxDD -33.72%  halves 0.957/0.834  OOS Sharpe 0.882
2026-09-04_drawdown-control_C.py,0.0050000000000000044,"OOS references: SPY 15.50%/0.884/-33.72%   RULES v1 5.99%/0.581/-21.19%   OOS 4b bars: Sharpe > 0.884, MaxDD <","OOS references: SPY 15.45%/0.882/-33.72%   RULES v1 5.94%/0.576/-21.19%   OOS 4b bars: Sharpe > 0.882, MaxDD <"
