panel,ladder,object,current,vintage,delta,rel_delta
U56,N,OBJ_MAXDD,19.127561830465034,19.127561830465034,0.0,0.0
U56,N,OBJ_SPREAD,6.726035227550565,6.726035227550565,0.0,0.0
U56,N,OBJ_ARGMAX,1.041669434402614,1.041669434402614,0.0,0.0
U56,H,OBJ_MAXDD,19.127561830465034,19.127561830465034,0.0,0.0
U56,H,OBJ_SPREAD,6.564562358976911,6.564562358976911,0.0,0.0
U56,H,OBJ_ARGMAX,1.1140698119624375,1.1140698119624375,0.0,0.0
U56,GROSS,OBJ_MAXDD,19.127561830465034,19.127561830465034,0.0,0.0
U56,GROSS,OBJ_SPREAD,11.137226275573886,11.137226275573886,0.0,0.0
U56,GROSS,OBJ_ARGMAX,1.2859293517064607,1.2859293517064607,0.0,0.0
U56,CADENCE,OBJ_MAXDD,19.127561830465034,19.127561830465034,0.0,0.0
U56,CADENCE,OBJ_SPREAD,4.003306333817537,4.003306333817537,0.0,0.0
U56,CADENCE,OBJ_ARGMAX,0.8170782430751444,0.8170782430751444,0.0,0.0
