cost_bps,pooled_d_Sharpe,SE,t,lo95,hi95
0,-0.028874235336211806,0.028799303149340684,-1.002601874999633,-0.08974039827581222,0.023811935617874137
10,-0.036070935726011756,0.028849266819854186,-1.2503241746576237,-0.09799455543956559,0.016371272597945165
25,-0.04688052065251647,0.028949479178025164,-1.6193908140531357,-0.1103780893354566,0.0038105770003153917
50,-0.06483833589073737,0.029178984513832877,-2.2220902122210413,-0.12860050953451166,-0.015434457906037308
