panel,window,n,g_min,g_min_status,g_max,g_max_status,W,n_pass,pass_lo,pass_hi,contiguous,cagr_floor,dd_cap
BSTK100,IS,15,0.49746029731760766,interp,0.7190856440946797,interp,0.22162534677707202,5,0.5,0.7,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,20,0.5319849650170823,interp,0.7346465150287825,interp,0.20266155001170028,4,0.55,0.7,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,25,0.5641778159346944,interp,0.7614152297933917,interp,0.1972374138586973,4,0.6,0.75,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,30,0.5864716574986331,interp,0.7580856322183688,interp,0.17161397471973572,4,0.6,0.75,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,40,0.632786568746212,interp,0.7689547682946708,interp,0.13616819954845882,3,0.65,0.75,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,50,0.6783681707684286,interp,0.822910331584087,interp,0.1445421608156584,3,0.7,0.8,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,60,0.6826906845259728,interp,0.8780536831896778,interp,0.195362998663705,4,0.7,0.85,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,75,0.7443472700971014,interp,1.0,right-censored,0.25565272990289856,6,0.75,1.0,True,0.10471833401393035,-0.13235017257609064
BSTK100,IS,100,0.9884286595123767,interp,1.0,right-censored,0.011571340487623316,1,1.0,1.0,True,0.10471833401393035,-0.13235017257609064
BSTK100,OOS,5,0.4989246262885317,interp,0.681763389436612,interp,0.18283876314808029,0,,,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,10,0.6399656083930209,interp,0.6715191286654767,interp,0.03155352027245584,0,,,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,15,0.5719958535165741,interp,0.7151938457001467,interp,0.14319799218357254,3,0.6,0.7,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,20,0.6038850036777945,interp,0.7432593004755789,interp,0.13937429679778435,2,0.65,0.7,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,25,0.6568681472006095,interp,0.7401071451148653,interp,0.08323899791425582,1,0.7,0.7,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,30,0.6455293591441791,interp,0.7855066372551398,interp,0.13997727811096072,3,0.65,0.75,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,40,0.6548832557016784,interp,0.7980978395245382,interp,0.1432145838228598,2,0.7,0.75,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,50,0.6717738758430039,interp,0.8144829217028495,interp,0.14270904585984567,3,0.7,0.8,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,60,0.6916167787558994,interp,0.897267358358371,interp,0.20565057960247157,4,0.7,0.85,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,75,0.7952502783983442,interp,0.9997944086747674,interp,0.20454413027642326,4,0.8,0.95,True,0.106800269687641,-0.20229571984435804
BSTK100,OOS,100,,none,1.0,right-censored,,0,,,True,0.106800269687641,-0.20229571984435804
B136,FULL,5,0.47753362737515137,interp,0.6346239678812832,interp,0.1570903405061318,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,10,0.5488232785841765,interp,0.7045649919463579,interp,0.15574171336218146,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,15,0.588990150809109,interp,0.7037114114423509,interp,0.11472126063324195,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,20,0.6096967944644247,interp,0.7570846277700645,interp,0.14738783330563976,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,25,0.6443283589206286,interp,0.7512305683407363,interp,0.10690220942010775,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,30,0.6512588725137304,interp,0.7473473699288176,interp,0.09608849741508718,0,,,True,0.10586020506004694,-0.20229571984435812
B136,FULL,40,0.6718520736909691,interp,0.7962558822981529,interp,0.12440380860718381,2,0.7,0.75,True,0.10586020506004694,-0.20229571984435812
B136,FULL,50,0.6993081765131507,interp,0.8023348174541235,interp,0.1030266409409728,3,0.7,0.8,True,0.10586020506004694,-0.20229571984435812
B136,FULL,60,0.730014175863476,interp,0.802961775596943,interp,0.0729475997334671,2,0.75,0.8,True,0.10586020506004694,-0.20229571984435812
B136,FULL,75,0.7641542907925828,interp,0.8851821204273649,interp,0.12102782963478209,2,0.8,0.85,True,0.10586020506004694,-0.20229571984435812
B136,FULL,100,0.8671898901032047,interp,1.0,right-censored,0.13281010989679531,3,0.9,1.0,True,0.10586020506004694,-0.20229571984435812
B136,IS,5,0.4473166366572847,interp,0.4169797368615248,interp,-0.03033689979575993,0,,,True,0.10471833401393035,-0.13235017257609064
B136,IS,10,0.4857428352196745,interp,0.5219237326701603,interp,0.03618089745048586,1,0.5,0.5,True,0.10471833401393035,-0.13235017257609064
B136,IS,15,0.5543928733860337,interp,0.6519169771735035,interp,0.09752410378746978,0,,,True,0.10471833401393035,-0.13235017257609064
B136,IS,20,0.5679392834611425,interp,0.7268332407284688,interp,0.15889395726732625,3,0.6,0.7,True,0.10471833401393035,-0.13235017257609064
B136,IS,25,0.5986863084889718,interp,0.7401387460967302,interp,0.1414524376077585,3,0.6,0.7,True,0.10471833401393035,-0.13235017257609064
B136,IS,30,0.6032163492316749,interp,0.7772906396254863,interp,0.1740742903938114,3,0.65,0.75,True,0.10471833401393035,-0.13235017257609064
B136,IS,40,0.653815397231573,interp,0.7884778432185925,interp,0.13466244598701949,2,0.7,0.75,True,0.10471833401393035,-0.13235017257609064
B136,IS,50,0.7132189981176583,interp,0.8186992883752571,interp,0.10548029025759875,0,,,True,0.10471833401393035,-0.13235017257609064
B136,IS,60,0.7450089383403987,interp,0.8071549196018457,interp,0.06214598126144699,0,,,True,0.10471833401393035,-0.13235017257609064
B136,IS,75,0.8069310879301782,interp,0.8730696147605994,interp,0.06613852683042121,0,,,True,0.10471833401393035,-0.13235017257609064
B136,IS,100,0.870673852556073,interp,1.0,right-censored,0.129326147443927,3,0.9,1.0,True,0.10471833401393035,-0.13235017257609064
B136,OOS,5,0.505584071215897,interp,0.6346239678812822,interp,0.12903989666538518,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,10,0.6147978862979863,interp,0.7045649919463568,interp,0.08976710564837054,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,15,0.620797667041221,interp,0.7037114114423494,interp,0.08291374440112842,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,20,0.6488214430028094,interp,0.7570846277700646,interp,0.10826318476725516,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,25,0.6872939366542422,interp,0.7512305683407364,interp,0.06393663168649422,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,30,0.6967183404199465,interp,0.7473473699288163,interp,0.05062902950886983,0,,,True,0.106800269687641,-0.20229571984435804
B136,OOS,40,0.6872650460169799,interp,0.7962558822981517,interp,0.10899083628117179,2,0.7,0.75,True,0.106800269687641,-0.20229571984435804
B136,OOS,50,0.6884658417857933,interp,0.8023348174541227,interp,0.11386897566832943,3,0.7,0.8,True,0.106800269687641,-0.20229571984435804
B136,OOS,60,0.7183263457505078,interp,0.8029617755969432,interp,0.08463542984643535,2,0.75,0.8,True,0.106800269687641,-0.20229571984435804
B136,OOS,75,0.7329011240794925,interp,0.8851821204273643,interp,0.15228099634787184,3,0.75,0.85,True,0.106800269687641,-0.20229571984435804
B136,OOS,100,0.8643942047220617,interp,1.0,right-censored,0.13560579527793826,3,0.9,1.0,True,0.106800269687641,-0.20229571984435804
U56,FULL,5,0.47794714258841436,interp,0.7004572874767505,interp,0.22251014488833615,0,,,True,0.10585818940070381,-0.2023037352040425
U56,FULL,10,0.6040097129374162,interp,0.8722783733530491,interp,0.2682686604156329,0,,,True,0.10585818940070381,-0.2023037352040425
U56,FULL,15,0.5868338155992117,interp,0.794161814833264,interp,0.20732799923405232,4,0.6,0.75,True,0.10585818940070381,-0.2023037352040425
U56,FULL,20,0.6213562220212818,interp,0.8400458656394575,interp,0.21868964361817567,4,0.65,0.8,True,0.10585818940070381,-0.2023037352040425
U56,FULL,25,0.6774397964725786,interp,0.8546003924288852,interp,0.17716059595630662,4,0.7,0.85,True,0.10585818940070381,-0.2023037352040425
U56,FULL,30,0.7103562248457446,interp,0.9299713798147007,interp,0.21961515496895612,4,0.75,0.9,True,0.10585818940070381,-0.2023037352040425
U56,FULL,40,0.832734640927504,interp,1.0,right-censored,0.16726535907249596,4,0.85,1.0,True,0.10585818940070381,-0.2023037352040425
U56,FULL,50,,none,1.0,right-censored,,0,,,True,0.10585818940070381,-0.2023037352040425
U56,FULL,60,,none,1.0,right-censored,,0,,,True,0.10585818940070381,-0.2023037352040425
U56,FULL,75,,none,1.0,right-censored,,0,,,True,0.10585818940070381,-0.2023037352040425
U56,FULL,100,,none,1.0,right-censored,,0,,,True,0.10585818940070381,-0.2023037352040425
U56,IS,5,0.5536146980407819,interp,0.5200906738729278,interp,-0.03352402416785405,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,10,0.7073827597978992,interp,0.7090149480013017,interp,0.001632188203402496,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,15,0.6705119212491497,interp,0.8052958680431243,interp,0.13478394679397454,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,20,0.7272046539229677,interp,0.8450258331922682,interp,0.11782117926930047,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,25,0.8307977796599515,interp,0.7926822610484469,interp,-0.03811551861150464,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,30,0.8733427572954604,interp,0.826999569421395,interp,-0.04634318787406544,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,40,,none,0.9591779341291368,interp,,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,50,,none,1.0,right-censored,,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,60,,none,1.0,right-censored,,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,75,,none,1.0,right-censored,,0,,,True,0.1047115636435229,-0.13237166967088515
U56,IS,100,,none,1.0,right-censored,,0,,,True,0.1047115636435229,-0.13237166967088515
U56,OOS,5,0.4304647892638138,interp,0.7004572874767504,interp,0.2699924982129366,6,0.45,0.7,True,0.10680217350908636,-0.20230373520404268
U56,OOS,10,0.5404107980574218,interp,0.8722783733530496,interp,0.3318675752956278,7,0.55,0.85,True,0.10680217350908636,-0.20230373520404268
U56,OOS,15,0.5331991158247382,interp,0.7941618148332636,interp,0.2609626990085254,5,0.55,0.75,True,0.10680217350908636,-0.20230373520404268
U56,OOS,20,0.5563115226819638,interp,0.8400458656394583,interp,0.28373434295749445,5,0.6,0.8,True,0.10680217350908636,-0.20230373520404268
U56,OOS,25,0.590370367308096,interp,0.854600392428886,interp,0.26423002512078997,6,0.6,0.85,True,0.10680217350908636,-0.20230373520404268
U56,OOS,30,0.6181504463469705,interp,0.9299713798147013,interp,0.3118209334677309,6,0.65,0.9,True,0.10680217350908636,-0.20230373520404268
U56,OOS,40,0.7241740736778441,interp,1.0,right-censored,0.27582592632215586,6,0.75,1.0,True,0.10680217350908636,-0.20230373520404268
U56,OOS,50,0.885024496058828,interp,1.0,right-censored,0.11497550394117195,3,0.9,1.0,True,0.10680217350908636,-0.20230373520404268
U56,OOS,60,,none,1.0,right-censored,,0,,,True,0.10680217350908636,-0.20230373520404268
U56,OOS,75,,none,1.0,right-censored,,0,,,True,0.10680217350908636,-0.20230373520404268
U56,OOS,100,,none,1.0,right-censored,,0,,,True,0.10680217350908636,-0.20230373520404268
