panel,book,conv,cost,ctl,c0,c3,cw,gap,inc1,inc2,R,rec3,recw,klass,n4b,n4a,narms
B136,EWall,dg,0.0,0.14256296328763862,0.0813788846521235,0.08247733207508934,0.0848446901043518,0.061184078635515116,0.0010984474229658314,0.0023673580292624674,2.155185564431068,0.017953157871502586,0.056645544552116955,NO-SIGNAL,0,2,8
B136,EWall,dg,10.0,0.14157411947237497,0.07779290013391771,0.0803031894255104,0.08396835877768982,0.06378121933845726,0.0025102892915926933,0.0036651693521794204,1.460058553591644,0.03935781281119377,0.09682252405683603,NO-SIGNAL,0,0,8
B136,EWall,dg,25.0,0.1400924235152614,0.07243563607578585,0.07704992234239327,0.0826551467920138,0.06765678743947556,0.004614286266607426,0.005605224449620527,1.214754379281646,0.0682013799537153,0.15104930492554242,NO-SIGNAL,0,0,8
B136,EWall,rw,0.0,0.14256296328763862,0.12516176879159646,0.12272541128743475,0.13831851871202416,0.01740119449604216,-0.0024363575041617125,0.015593107424589414,,-0.14001093457784483,0.7560831483965171,NO-RECOVERY,5,0,8
B136,EWall,rw,10.0,0.14157411947237497,0.11636996319748638,0.11734120862469899,0.13650788610561393,0.02520415627488859,0.0009712454272126081,0.01916667748091494,19.7341237795288,0.03853512954846577,0.798992145918067,NO-SIGNAL,5,0,8
B136,EWall,rw,25.0,0.1400924235152614,0.10330625398809601,0.10931100688100681,0.13379691955909112,0.0367861695271654,0.006004752892910803,0.02448591267808431,4.0777552573382865,0.1632339808708946,0.8288622045434423,NO-SIGNAL,3,0,8
B136,TOP20,dg,0.0,0.1620746280800225,0.1599915458586867,0.15925649077185855,0.15777744473345856,0.002083082221335797,-0.0007350550868281402,-0.0014790460383999893,,-0.35286897430134995,-1.0628966550385686,NO-RECOVERY,0,0,8
B136,TOP20,dg,10.0,0.1468667394709784,0.1449845955368254,0.1443367069347965,0.14414232515480996,0.00188214393415298,-0.0006478886020289121,-0.00019438177998654105,,-0.34422904129299814,-0.44750582924705995,NO-RECOVERY,0,0,8
B136,TOP20,dg,25.0,0.12441906717919538,0.12282939564181938,0.12230835105132165,0.12398332452125294,0.0015896715373759918,-0.0005210445904977323,0.0016749734699312846,,-0.3277687108607355,0.725891388442607,NO-RECOVERY,0,0,8
B136,TOP20,rw,0.0,0.1620746280800225,0.16179418641342957,0.16178370393931107,0.17251515214779523,0.00028044166659291214,-1.0482474118500562e-05,0.010731448208484151,,-0.03737844752476412,38.228861868547355,NO-RECOVERY,0,0,8
B136,TOP20,rw,10.0,0.1468667394709784,0.1466309996034283,0.14672492906876622,0.1584459266322351,0.0002357398675500999,9.392946533792745e-05,0.011720997563468893,124.7850982788051,0.3984453979468084,50.118493539476894,NO-SIGNAL,0,0,8
B136,TOP20,rw,25.0,0.12441906717919538,0.12424823126699658,0.12449384375256667,0.1376508888737089,0.0001708359121987968,0.0002456124855700903,0.013157045121142241,53.5683073708711,1.4377099194710194,78.45339679584494,NO-SIGNAL,0,0,8
B136,V1u,dg,0.0,0.09382741333852285,0.09142771922874449,0.0918302106015969,0.07239185639524859,0.002399694109778361,0.0004024913728524204,-0.01943835420634832,-48.29508286995181,0.16772611609635327,-7.932620560232186,SATURATES,0,0,8
B136,V1u,dg,10.0,0.06211404538728038,0.06002521009675332,0.060322512162544584,0.04637606715158227,0.002088835290527058,0.0002973020657912606,-0.013946445010962316,-46.91001717005991,0.1423291090204843,-6.534331838929763,SATURATES,0,0,8
