panel,book,conv,cost,ctl,c0,c3,cw,gap,inc1,inc2,R,rec3,recw,klass,n4b,n4a,narms
B136,V1u,dg,25.0,0.016219255382610376,0.014567691876034017,0.014717633974622446,0.008501003267129326,0.001651563506576359,0.00014994209858842922,-0.00621663070749312,-41.46020874735741,0.09078797030291293,-3.6733002302047426,SATURATES,0,0,8
B136,V1u,rw,0.0,0.09382741333852285,0.096610205400391,0.09246406113412187,0.09254691547482996,-0.0027827920618681556,-0.004146144266269136,8.285434070809394e-05,,,,NO-RECOVERY,0,0,8
B136,V1u,rw,10.0,0.06211404538728038,0.06479394099103741,0.06073466136729033,0.06144142778047512,-0.002679895603757032,-0.004059279623747081,0.0007067664131847895,,,,NO-RECOVERY,0,0,8
B136,V1u,rw,25.0,0.016219255382610376,0.018751719350940776,0.014819846298433248,0.01639740496959341,-0.0025324639683304007,-0.0039318730525075285,0.001577558671160162,,,,NO-RECOVERY,0,0,8
SMALL439,EWall,dg,0.0,0.1037521506625243,0.0394640012231271,0.04104298152437069,0.048708562722662,0.0642881494393972,0.0015789803012435932,0.007665581198291305,4.854766834173897,0.02456098542285865,0.14379884286838138,NO-SIGNAL,0,6,8
SMALL439,EWall,dg,10.0,0.10183625900053594,0.03561676411947223,0.03813706916300896,0.04728460690787406,0.06621949488106371,0.0025203050435367302,0.009147537744865097,3.6295359438032184,0.03805986512073868,0.17619951359276212,NO-SIGNAL,0,1,8
SMALL439,EWall,dg,25.0,0.09896852761550168,0.02987203963495011,0.03379307869868797,0.045152213568859345,0.06909648798055157,0.003921039063737863,0.011359134870171372,2.8969705951725184,0.056747299006593636,0.22114255558415807,NO-SIGNAL,0,0,8
SMALL439,EWall,rw,0.0,0.1037521506625243,0.07574106117658075,0.0815534149911219,0.10396058122806062,0.028011089485943552,0.005812353814541149,0.022407166236938725,3.855093298154224,0.20750188304735123,1.0074410017375768,NO-SIGNAL,0,0,8
SMALL439,EWall,rw,10.0,0.10183625900053594,0.06468939950850472,0.07322999640344796,0.10068787657634992,0.037146859492031226,0.008540596894943242,0.02745788017290196,3.214983743016762,0.2299143726207966,0.9690853428825558,NO-SIGNAL,0,0,8
SMALL439,EWall,rw,25.0,0.09896852761550168,0.04831895869624958,0.060861410534913896,0.09579636208763365,0.0506495689192521,0.012542451838664315,0.03493495155271975,2.785336711042941,0.2476319563283959,0.9373703351172594,NO-SIGNAL,0,0,8
SMALL439,TOP20,dg,0.0,0.16503887316734822,0.16061557649765956,0.16184504792604182,0.15811739514792666,0.004423296669688659,0.001229471428382256,-0.0037276527781151536,-3.0319149286942078,0.27795364412416734,-0.5647781589808527,SATURATES,0,0,8
SMALL439,TOP20,dg,10.0,0.1462782745530804,0.14190906410323967,0.14314089473728298,0.13967278478643252,0.0043692104498407325,0.0012318306340433072,-0.003468109950850451,-2.8154113520191313,0.2819343788048045,-0.5118268718067039,SATURATES,0,0,8
SMALL439,TOP20,dg,25.0,0.11869049103278306,0.11440130598748133,0.11563596433157186,0.11254370644092182,0.0042891850453017355,0.0012346583440905334,-0.003092257890650041,-2.504545411652194,0.2878538302848339,-0.43308915958155614,SATURATES,0,0,8
SMALL439,TOP20,rw,0.0,0.16503887316734822,0.1603425985187965,0.16171076718021538,0.16412341504177985,0.004696274648551713,0.001368168661418867,0.0024126478615644764,1.7634140655307997,0.2913306320022824,0.8050671661950844,NO-SIGNAL,0,0,8
SMALL439,TOP20,rw,10.0,0.1462782745530804,0.14156890105892117,0.1429537157221361,0.1455513346869841,0.00470937349415923,0.0013848146632149394,0.002597618964848003,1.8757881714058817,0.2940549661080071,0.8456397932765642,NO-SIGNAL,0,0,8
SMALL439,TOP20,rw,25.0,0.11869049103278306,0.11396437353688427,0.11537257580359594,0.11823569723660543,0.004726117495898796,0.0014082022667116778,0.0028631214330094856,2.0331748504390776,0.29796175569771166,0.9037701037749715,NO-SIGNAL,0,0,8
SMALL439,V1u,dg,0.0,0.10030767880469638,0.09730286187096548,0.09641859781301232,0.09961595830470626,0.0030048169337308916,-0.0008842640579531658,0.0031973604916939458,,-0.294282173408558,0.7697961256058132,NO-RECOVERY,0,0,8
SMALL439,V1u,dg,10.0,0.06527112663443924,0.06287025705741223,0.06228006852949197,0.0683433478198705,0.0024008695770270094,-0.0005901885279202546,0.0060632792903785315,,-0.24582281918499024,2.2796285207777056,NO-RECOVERY,0,0,8
SMALL439,V1u,dg,25.0,0.014750911549907597,0.013191849394059485,0.013010671005000418,0.02305592627112918,0.0015590621558481121,-0.0001811783890590668,0.01004525526612876,,-0.11620985627767215,6.326929840525664,NO-RECOVERY,0,0,8
SMALL439,V1u,rw,0.0,0.10030767880469638,0.11259959717786505,0.10458316257100742,0.12327306353683865,-0.012291918373168675,-0.008016434606857636,0.01868990096583123,,,,NO-RECOVERY,0,0,8
SMALL439,V1u,rw,10.0,0.06527112663443924,0.07704755484307513,0.06896157006439996,0.08576886996157507,-0.011776428208635892,-0.00808598477867517,0.01680729989717511,,,,NO-RECOVERY,0,0,8
SMALL439,V1u,rw,25.0,0.014750911549907597,0.025791380336396053,0.017624116531395284,0.03179661902916098,-0.011040468786488455,-0.008167263805000768,0.014172502497765693,,,,NO-RECOVERY,0,0,8
U56,EWall,dg,0.0,0.13345998589594044,0.0852709752329015,0.08837755823172655,0.08648338578469827,0.048189010663038934,0.003106582998825047,-0.001894172447028275,-0.6097285820931478,0.06446662747545889,0.025159482112520174,SATURATES,0,4,8
U56,EWall,dg,10.0,0.13252074064831088,0.08187299221941369,0.08644750633071019,0.08570557919805943,0.05064774842889719,0.0045745141112965015,-0.0007419271326507548,-0.16218709016955662,0.09032018704086167,0.07567141872113421,SATURATES,0,0,8
U56,EWall,dg,25.0,0.1311132998077993,0.07679539150297843,0.08355862722433804,0.08453988013431823,0.05431790830482086,0.006763235721359617,0.0009812529099801903,0.1450863093358113,0.12451207957798628,0.14257707767168315,SATURATES,0,0,8
U56,EWall,rw,0.0,0.13345998589594044,0.12381210918910557,0.12714308808169794,0.1511510916017087,0.009647876706834868,0.0033309788925923733,0.024008003520010757,7.20749193980219,0.3452551264707394,2.8336786676839796,NO-SIGNAL,7,0,8
U56,EWall,rw,10.0,0.13252074064831088,0.11528211463665872,0.12228574454187324,0.14940756040928105,0.01723862601165216,0.007003629905214526,0.027121815867407806,3.872536989313836,0.40627541316114985,1.979591978476464,NO-SIGNAL,7,0,8
U56,EWall,rw,25.0,0.1311132998077993,0.10260377122398667,0.11503698439884169,0.14679682536707195,0.028509528583812616,0.012433213174855018,0.03175984096823026,2.554435488362855,0.4361072873689835,1.5501152189579728,NO-SIGNAL,6,0,8
U56,TOP20,dg,0.0,0.16528625889015314,0.15153972314114972,0.15345244926134005,0.13937681167914917,0.013746535749003419,0.0019127261201903334,-0.01407563758219088,-7.358940432512225,0.13914241050360635,-0.8847983000285959,SATURATES,7,0,8
U56,TOP20,dg,10.0,0.1547921905285503,0.1412542362173812,0.1435457025215705,0.1318824493644286,0.01353795431116911,0.0022914663041893046,-0.011663253157141895,-5.089864570916405,0.16926237535746408,-0.6922601921636462,SATURATES,7,0,8
U56,TOP20,dg,25.0,0.13922382877084694,0.12599385738897584,0.1288409987816368,0.12073088395527964,0.013229971381871097,0.0028471413926609568,-0.008110114826357151,-2.84851143932033,0.21520389655282002,-0.3978068645641967,SATURATES,6,0,8
U56,TOP20,rw,0.0,0.16528625889015314,0.15308265864502113,0.153979978247766,0.16882925305625407,0.012203600245132007,0.0008973196027448616,0.014849274808488078,16.548479229769185,0.07352908852474094,1.290323682760276,NO-SIGNAL,6,0,8
U56,TOP20,rw,10.0,0.1547921905285503,0.14255205213454358,0.14412346711162827,0.16110499452769256,0.012240138394006728,0.0015714149770846841,0.01698152741606429,10.806520024117823,0.12838212498104704,1.515746129327529,NO-SIGNAL,6,0,8
U56,TOP20,rw,25.0,0.13922382877084694,0.1269317951131248,0.12949240555193064,0.14961173975384545,0.012292033657722135,0.0025606104388058437,0.020119334201914807,7.857241342536111,0.2083146296298343,1.8450929498124662,NO-SIGNAL,5,0,8
U56,V1u,dg,0.0,0.0876537016355754,0.08574718056020236,0.08629546308303504,0.07841557430010648,0.0019065210753730355,0.0005482825228326771,-0.007879888782928557,-14.371949596747065,0.287582723272754,-3.845541680498526,SATURATES,0,0,8
U56,V1u,dg,10.0,0.0626378441795239,0.06118468016408429,0.061786887395292256,0.06027771613971522,0.0014531640154396008,0.0006022072312079629,-0.0015091712555770354,-2.506066313002918,0.41441105395510874,-0.6241305280978239,SATURATES,0,0,8
U56,V1u,dg,25.0,0.02616047061648974,0.025351388671227548,0.02602946247542115,0.033624413285309185,0.0008090819452621911,0.0006780738041936019,0.007594950809888035,11.2007730764947,0.8380780317299816,10.225199885532831,NO-SIGNAL,0,0,8
U56,V1u,rw,0.0,0.0876537016355754,0.09154671511720558,0.08997148942534983,0.13706667549146,-0.003893013481630181,-0.0015752256918557528,0.047095186066110184,,,,NO-RECOVERY,1,0,8
U56,V1u,rw,10.0,0.0626378441795239,0.0660295500064596,0.06520040150520301,0.11301370508310793,-0.003391705826935709,-0.0008291485012565936,0.04781330357790492,,,,NO-RECOVERY,0,0,8
U56,V1u,rw,25.0,0.02616047061648974,0.028839303845597852,0.02906748134259618,0.07785987498915148,-0.002678833229108113,0.00022817749699832746,0.0487923936465553,213.8352567120716,,,NO-SIGNAL,0,0,8
