panel,device,family,null,CAGR,Sharpe,MaxDD,H1,H2,act_share,diff_share,leg_H1,leg_H2,leg_DD,_dSh_H1,_dSh_H2,_dMaxDD_pp,R0_CURRENT,_n_R1a_ACTIVE_GROSS,R1a_ACTIVE_GROSS,_n_R1b_ACTIVE_DIFF,R1b_ACTIVE_DIFF,_blockshare,R2_BLOCKS p=0.50,R2_BLOCKS p=0.60,R2_BLOCKS p=0.70,R2_BLOCKS p=0.80,R2_BLOCKS p=0.90,R2_BLOCKS p=1.00,_minmargin,R3_MARGIN m=0.00,R3_MARGIN m=0.05,R3_MARGIN m=0.10,R3_MARGIN m=0.20,R3_MARGIN m=0.30
U56,BAND c=0.00,BAND,False,0.08165184515098312,1.1669654581755384,-0.12011689731741992,1.1827514915238246,1.1553434908466196,1.0,0.9444694244604317,False,False,True,-0.04489725728956495,-0.02520161765245099,0.043267183098916195,False,4448,False,4201,False,0.0,False,False,False,False,False,False,-0.04489725728956495,False,False,False,False,False
U56,BAND c=0.03,BAND,False,0.08618487105855244,1.2009973252288961,-0.12054956914840909,1.2276487488133896,1.1805451084990706,1.0,0.0,False,False,True,0.0,0.0,0.0,False,4448,False,0,False,0.0,False,False,False,False,False,False,0.0,False,False,False,False,False
U56,BAND c=0.06,BAND,False,0.0829572196037005,1.1375623435605255,-0.13472550081233814,1.1845293670049966,1.1001754225483344,1.0,0.9957284172661871,False,False,False,-0.04311938180839303,-0.08036968595073612,-1.4175931663929053,False,4448,False,4429,False,0.0,False,False,False,False,False,False,-0.08036968595073612,False,False,False,False,False
U56,BAND c=0.10,BAND,False,0.0876137006887876,1.172605613220285,-0.12347909752914066,1.246472986086968,1.1073120418241167,1.0,1.0,True,False,False,0.018824237273578515,-0.07323306667495388,-0.2929528380731572,False,4448,False,4448,False,0.38461538461538464,False,False,False,False,False,False,-0.07323306667495388,False,False,False,False,False
U56,MAXVOL m=0.45,MAXVOL,False,0.10071395082557899,1.1264086259384207,-0.15191664748290645,1.144629132760744,1.1096586497461849,1.0,1.0,False,False,False,-0.08301961605264552,-0.07088645875288568,-3.1367078334497367,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.08301961605264552,False,False,False,False,False
U56,MAXVOL m=0.60,MAXVOL,False,0.11517403123775627,1.1277414717728733,-0.16883955825527786,1.158128387928357,1.1005492930632539,1.0,1.0,False,False,False,-0.06952036088503255,-0.07999581543581669,-4.828998910686877,False,4448,False,4448,False,0.07692307692307693,False,False,False,False,False,False,-0.07999581543581669,False,False,False,False,False
U56,MAXVOL m=0.80,MAXVOL,False,0.12030220423902804,1.098339587922499,-0.18874856830519882,1.1827288318545814,1.0236006847370769,1.0,1.0,False,False,False,-0.04491991695880815,-0.1569444237619937,-6.819899915678973,False,4448,False,4448,False,0.15384615384615385,False,False,False,False,False,False,-0.1569444237619937,False,False,False,False,False
U56,MAXVOL m=1.00,MAXVOL,False,0.1265570382417962,1.1123656764143004,-0.20929385991333982,1.1954823417014913,1.0418764704543921,1.0,1.0,False,False,False,-0.03216640711189833,-0.13866863804467844,-8.874429076493072,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.13866863804467844,False,False,False,False,False
U56,DEGROSS G=0.25,DEGROSS,False,0.0436078936655655,1.1172257788937678,-0.0795203622488202,1.1888461018325978,1.0600143235055093,1.0,1.0,False,False,True,-0.03880264698079183,-0.12053078499356129,4.102920689958889,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12053078499356129,False,False,False,False,False
U56,DEGROSS G=0.50,DEGROSS,False,0.08762494034637824,1.1181907944182743,-0.15455473059743474,1.1907929792412677,1.0602939763365393,1.0,1.0,False,False,False,-0.03685576957212189,-0.12025113216253125,-3.4005161449025656,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12025113216253125,False,False,False,False,False
U56,DEGROSS G=0.75,DEGROSS,False,0.13192022053588337,1.1189188484334327,-0.2252587495057875,1.1925484167836449,1.0603191054170487,1.0,1.0,False,False,False,-0.03510033202974472,-0.12022600308202191,-10.470918035737842,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12022600308202191,False,False,False,False,False
U56,DEGROSS G=1.00,DEGROSS,False,0.17634380362702484,1.1193698953811717,-0.2917898169192258,1.1940665240509098,1.0600572271403694,1.0,1.0,False,False,False,-0.03358222476247974,-0.12048788135870114,-17.12402477708167,False,4448,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12048788135870114,False,False,False,False,False
U56,TOPN n=3,TOPN,False,0.2748431506576161,1.1167674422158527,-0.3449480204638985,1.3174556681729401,0.9919908300219906,1.0,1.0,True,False,False,0.08980691935955054,-0.18855427847707995,-22.439845131548942,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.18855427847707995,False,False,False,False,False
U56,TOPN n=5,TOPN,False,0.23293777770955604,1.1420935773096632,-0.2845403666679691,1.2782771388350893,1.0651833156017068,1.0,1.0,True,False,False,0.05062839002169972,-0.11536179289736381,-16.399079751956002,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.11536179289736381,False,False,False,False,False
U56,TOPN n=10,TOPN,False,0.16869889785481895,1.0787561407420263,-0.24091690207959549,1.1724927476099727,1.0219531765168204,1.0,1.0,False,False,False,-0.055156001203416904,-0.1585919319822502,-12.03673329311864,False,4448,False,4448,False,0.3076923076923077,False,False,False,False,False,False,-0.1585919319822502,False,False,False,False,False
U56,TOPN n=20,TOPN,False,0.15447936500026382,1.168808127116249,-0.22210381390217981,1.269080128309945,1.102053039336102,1.0,1.0,True,False,False,0.04143137949655551,-0.07849206916296847,-10.155424475377073,False,4448,False,4448,False,0.5384615384615384,False,False,False,False,False,False,-0.07849206916296847,False,False,False,False,False
U56,SPYFILT L=100,SPYFILT,False,0.08966917557704135,1.1172690406004997,-0.1532906426319871,1.1029097491425168,1.1312878639336972,0.7949640287769785,1.0,False,False,False,-0.12473899967087276,-0.04925724456537339,-3.274107348357802,False,3536,False,4448,False,0.23076923076923078,False,False,False,False,False,False,-0.12473899967087276,False,False,False,False,False
U56,SPYFILT L=200,SPYFILT,False,0.08957109147516085,1.0919338738144921,-0.14197698240882017,1.0222886890216212,1.158176069642128,0.8259892086330936,1.0,False,False,False,-0.2053600597917684,-0.022369038856942636,-2.142741326041109,False,3674,False,4448,False,0.15384615384615385,False,False,False,False,False,False,-0.2053600597917684,False,False,False,False,False
U56,MADIST q=0.20,MADIST,False,0.03206460988903603,1.075720814764436,-0.04447176686283261,1.106964980685548,1.0633565360721435,1.0,0.997751798561151,False,False,True,-0.12068376812784165,-0.11718857242692704,7.6077802285576475,False,4448,False,4438,False,0.38461538461538464,False,False,False,False,False,False,-0.12068376812784165,False,False,False,False,False
U56,MADIST q=0.50,MADIST,False,0.07042352166843857,1.1785739892898757,-0.10666602271398784,1.2639234347160855,1.115862857251128,1.0,0.9991007194244604,True,False,True,0.03627468590269589,-0.06468225124794258,1.3883546434421246,False,4448,False,4444,False,0.38461538461538464,False,False,False,False,False,False,-0.06468225124794258,False,False,False,False,False
U56,STOP s=0.10,STOP,False,0.055354583044924466,1.0028515922090835,-0.09494810503246198,0.9837957947009095,1.0226142794577406,1.0,1.0,False,False,True,-0.2438529541124801,-0.15793082904132993,2.5601464115947103,False,4448,False,4448,False,0.07692307692307693,False,False,False,False,False,False,-0.2438529541124801,False,False,False,False,False
U56,STOP s=0.20,STOP,False,0.09775263012276159,1.1270003200748044,-0.15616159110506966,1.221540153013973,1.039313282557462,1.0,0.9988758992805755,False,False,False,-0.006108595799416694,-0.14123182594160855,-3.561202195666058,False,4448,False,4443,False,0.23076923076923078,False,False,False,False,False,False,-0.14123182594160855,False,False,False,False,False
