k,draw,n_in_U56,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4b,first_fail_4b,n_fail_4b
55,232,21,0.134758,1.061067,-0.200893,1.174195,0.981436,1.044288,0.147321,1.078963,-0.200893,True,-,0
55,233,21,0.125594,1.024555,-0.200525,1.157803,0.913314,1.057641,0.127269,1.001318,-0.200525,True,-,0
55,234,21,0.108985,0.948293,-0.203321,1.115265,0.792481,1.040806,0.099403,0.872113,-0.203321,False,H2,3
55,235,20,0.128269,1.070034,-0.186647,1.193034,0.954189,1.099457,0.125153,1.045609,-0.186647,True,-,0
55,236,20,0.117373,0.985173,-0.189363,1.085893,0.894014,0.972542,0.120109,0.995281,-0.189363,True,-,0
55,237,20,0.097873,0.822487,-0.196997,0.885881,0.775075,0.770192,0.108713,0.863144,-0.196997,False,H1,4
55,238,21,0.112115,0.958133,-0.189008,1.053033,0.873828,0.951172,0.114642,0.963758,-0.189008,True,-,0
55,239,25,0.142264,1.08734,-0.197932,1.2533,0.9403,1.158863,0.13727,1.031926,-0.197932,True,-,0
55,240,23,0.12037,0.979106,-0.189059,1.032091,0.932426,0.920642,0.128974,1.025701,-0.189059,True,-,0
55,241,19,0.130787,1.029452,-0.178155,1.20922,0.877502,1.122475,0.125673,0.960922,-0.178155,True,-,0
55,242,24,0.112525,0.965404,-0.19425,1.066485,0.867682,0.980739,0.109761,0.952377,-0.19425,True,-,0
55,243,21,0.107715,0.890457,-0.199568,0.991424,0.817656,0.885643,0.115661,0.898013,-0.199568,False,H2,1
55,244,22,0.111032,0.947826,-0.202512,1.03381,0.874501,0.92832,0.116235,0.963585,-0.202512,False,DD,1
55,245,20,0.147932,1.085581,-0.200138,1.322234,0.889236,1.224324,0.139188,0.986507,-0.200138,True,-,0
55,246,21,0.126114,1.034414,-0.201368,1.180721,0.900239,1.114853,0.118573,0.969656,-0.201368,True,-,0
55,247,20,0.114614,0.98097,-0.195004,1.194126,0.790342,1.087255,0.105509,0.89698,-0.195004,False,H2,1
55,248,21,0.110069,0.978093,-0.181686,1.111681,0.863349,1.016147,0.109414,0.949303,-0.181686,True,-,0
55,249,23,0.117277,0.990938,-0.178091,1.118312,0.872319,1.044728,0.111565,0.946512,-0.178091,True,-,0
55,250,20,0.145132,1.136184,-0.225708,1.295657,1.009107,1.185904,0.148223,1.103749,-0.225708,False,DD,1
55,251,19,0.106685,0.929626,-0.174087,1.063908,0.804405,0.936453,0.106223,0.923842,-0.174087,False,H2,1
55,252,30,0.11324,0.992877,-0.198105,0.968237,1.017306,0.846991,0.130492,1.108637,-0.198105,True,-,0
55,253,27,0.109551,0.941032,-0.196479,1.030362,0.865688,0.942432,0.113067,0.940909,-0.196479,True,-,0
55,254,24,0.14813,1.150468,-0.193489,1.218556,1.098812,1.139286,0.157516,1.161846,-0.193489,True,-,0
55,255,25,0.13874,1.101356,-0.203345,1.147827,1.061917,1.082489,0.143893,1.116538,-0.203345,False,DD,1
55,256,22,0.102381,0.907946,-0.178069,1.057869,0.773671,0.946294,0.100377,0.877774,-0.178069,False,H2,3
55,257,21,0.101558,0.863928,-0.199397,0.903073,0.83369,0.805901,0.111594,0.909083,-0.199397,False,H1,3
55,258,22,0.117878,0.977835,-0.185838,1.127015,0.837234,1.013379,0.114197,0.948486,-0.185838,True,-,0
55,259,23,0.128917,1.011961,-0.206729,1.024259,1.008555,0.918379,0.147006,1.083267,-0.206729,False,DD,1
55,260,18,0.119458,0.99803,-0.174477,1.200824,0.80688,1.115079,0.106508,0.901276,-0.174477,False,H2,1
55,261,22,0.103996,0.918456,-0.183799,1.058736,0.781534,0.970279,0.096957,0.874298,-0.183799,False,H2,3
55,262,24,0.134272,1.074529,-0.173137,1.111468,1.04193,0.998631,0.14488,1.135296,-0.173137,True,-,0
55,263,24,0.130774,1.027078,-0.199774,1.173249,0.907773,1.0573,0.134197,1.007439,-0.199774,True,-,0
55,264,23,0.135024,1.107584,-0.194101,1.293127,0.938153,1.207823,0.125917,1.027608,-0.194101,True,-,0
55,265,22,0.123919,1.044403,-0.188396,1.214492,0.898245,1.090778,0.123155,1.009853,-0.188396,True,-,0
55,266,21,0.102472,0.892902,-0.177167,0.912626,0.875259,0.848742,0.108085,0.928489,-0.177167,False,H1,2
55,267,27,0.132654,1.109548,-0.189709,1.254405,0.987817,1.127121,0.136667,1.098345,-0.189709,True,-,0
55,268,23,0.13911,1.104031,-0.197501,1.201879,1.029785,1.104402,0.147398,1.107428,-0.197501,True,-,0
55,269,17,0.115317,1.006555,-0.176839,1.124158,0.891506,1.045014,0.109239,0.97373,-0.176839,True,-,0
55,270,24,0.117343,0.98201,-0.18974,1.06902,0.909048,0.950448,0.124474,1.007166,-0.18974,True,-,0
55,271,24,0.112975,0.951768,-0.200738,1.086843,0.840687,0.958181,0.117638,0.949028,-0.200738,True,-,0
55,272,26,0.145817,1.179799,-0.192506,1.265627,1.106592,1.208338,0.146695,1.158337,-0.192506,True,-,0
55,273,19,0.127234,1.010119,-0.219276,1.075543,0.955685,1.004558,0.131918,1.015294,-0.219276,False,DD,1
55,274,27,0.129417,1.038704,-0.21294,1.084262,1.010276,0.975254,0.145334,1.088528,-0.21294,False,DD,1
55,275,22,0.11179,0.94452,-0.181711,0.982987,0.90615,0.908512,0.113191,0.97633,-0.181711,True,-,0
55,276,25,0.13277,1.078336,-0.204208,1.21316,0.965785,1.106745,0.135271,1.058702,-0.204208,False,DD,1
55,277,24,0.11156,0.990954,-0.170218,1.114016,0.872898,1.016023,0.108012,0.969758,-0.170218,True,-,0
55,278,21,0.133203,1.0242,-0.217149,1.208255,0.882217,1.126543,0.131206,0.956587,-0.217149,False,DD,1
55,279,21,0.151492,1.097001,-0.203356,1.226701,1.000101,1.085376,0.164176,1.110786,-0.203356,False,DD,1
55,280,25,0.141069,1.108578,-0.184784,1.198633,1.034006,1.086445,0.149003,1.126846,-0.184784,True,-,0
55,281,24,0.108207,0.927171,-0.20669,0.947513,0.915273,0.819325,0.124468,1.009342,-0.20669,False,H1,2
55,282,22,0.132473,1.116939,-0.188835,1.228089,1.01252,1.133667,0.130871,1.102969,-0.188835,True,-,0
55,283,23,0.126424,0.99829,-0.197314,1.073977,0.948855,0.936035,0.143854,1.047785,-0.197314,True,-,0
55,284,21,0.124559,1.053259,-0.185935,1.194878,0.923135,1.126074,0.117891,0.994359,-0.185935,True,-,0
55,285,24,0.097143,0.85482,-0.200486,0.837065,0.873657,0.674016,0.118863,0.994174,-0.200486,False,H1,2
55,286,24,0.122879,1.064428,-0.186682,1.155123,0.980952,1.073348,0.12281,1.05703,-0.186682,True,-,0
55,287,23,0.120887,1.000131,-0.195674,1.201418,0.822226,1.106478,0.111904,0.916827,-0.195674,False,H2,1
55,288,23,0.118954,0.975918,-0.193529,1.063367,0.895669,0.988256,0.118365,0.965745,-0.193529,True,-,0
55,289,20,0.120547,0.964119,-0.213139,0.958405,0.97692,0.839352,0.141819,1.057533,-0.213139,False,DD,1
55,290,19,0.11905,1.03099,-0.202209,1.28677,0.794901,1.221405,0.099842,0.876116,-0.202209,False,H2,2
55,291,20,0.106197,0.911622,-0.203764,1.034447,0.797101,0.985066,0.098355,0.850948,-0.203764,False,H2,4
55,292,23,0.111413,0.949971,-0.182083,0.90203,0.998498,0.772861,0.137843,1.078881,-0.182083,False,H1,1
55,293,23,0.123178,1.038541,-0.183629,1.096922,0.987279,1.033192,0.125896,1.042927,-0.183629,True,-,0
55,294,22,0.122113,0.996902,-0.195427,1.158193,0.865992,1.023436,0.12579,0.980116,-0.195427,True,-,0
55,295,22,0.126695,1.070067,-0.191392,1.25208,0.905979,1.159735,0.119185,0.998869,-0.191392,True,-,0
55,296,20,0.11181,0.914812,-0.19024,1.102947,0.740642,1.061053,0.096477,0.796643,-0.19024,False,H2,2
55,297,25,0.100199,0.891467,-0.184438,0.993392,0.800603,0.902076,0.100881,0.883189,-0.184438,False,H2,2
55,298,24,0.126697,1.049868,-0.176661,1.120661,0.987752,1.026115,0.131843,1.068872,-0.176661,True,-,0
55,299,21,0.119118,0.962758,-0.194341,1.06936,0.86905,0.961234,0.121883,0.964271,-0.194341,True,-,0
100,0,37,0.137669,0.965493,-0.22229,1.154766,0.812277,1.024709,0.138256,0.925732,-0.22229,False,H2,2
100,1,40,0.152344,1.042212,-0.229228,1.143774,0.970108,1.047238,0.163408,1.044429,-0.229228,False,DD,1
100,2,39,0.127962,0.981892,-0.21539,1.213026,0.777321,1.147434,0.112061,0.854143,-0.21539,False,H2,3
100,3,41,0.127569,0.963315,-0.202214,1.107053,0.839188,1.014265,0.125627,0.925129,-0.202214,True,-,0
100,4,42,0.145319,1.04587,-0.209624,1.218242,0.903463,1.140275,0.140868,0.978373,-0.209624,False,DD,1
100,5,39,0.121559,0.926975,-0.213174,1.043531,0.832424,0.944618,0.12537,0.915989,-0.213174,False,H2,2
100,6,39,0.133041,0.980682,-0.217671,1.092734,0.891126,0.992163,0.138506,0.974713,-0.217671,False,DD,1
100,7,45,0.147883,1.029987,-0.227665,1.206586,0.888454,1.113197,0.146123,0.973109,-0.227665,False,DD,1
100,8,38,0.141085,1.022024,-0.223089,1.137689,0.93039,1.038587,0.146824,1.01284,-0.223089,False,DD,1
100,9,41,0.131217,0.972162,-0.20336,1.181333,0.796765,1.067523,0.125836,0.903103,-0.20336,False,H2,2
100,10,41,0.136778,0.994293,-0.216349,1.203656,0.830633,1.107292,0.13283,0.91875,-0.216349,False,H2,2
100,11,39,0.125254,0.954268,-0.208646,1.073257,0.860403,0.965973,0.131015,0.948716,-0.208646,False,DD,1
100,12,40,0.118326,0.904421,-0.208223,1.104654,0.731653,1.011662,0.109796,0.823554,-0.208223,False,H2,3
100,13,40,0.123906,0.945161,-0.224487,1.036899,0.87362,0.991422,0.12496,0.913558,-0.224487,False,DD,1
100,14,45,0.155659,1.081143,-0.219851,1.244978,0.953473,1.159115,0.156097,1.029729,-0.219851,False,DD,1
100,15,38,0.140516,1.026768,-0.211227,1.281385,0.819656,1.193478,0.128552,0.90851,-0.211227,False,H2,2
100,16,41,0.122469,0.897601,-0.208785,1.046992,0.776422,0.93451,0.124272,0.872765,-0.208785,False,H2,3
100,17,41,0.130893,0.956474,-0.214569,1.177467,0.775372,1.084857,0.122529,0.865269,-0.214569,False,H2,3
100,18,43,0.151998,1.059127,-0.216679,1.17782,0.96807,1.09614,0.157206,1.036776,-0.216679,False,DD,1
100,19,41,0.142656,1.006322,-0.212591,1.197283,0.847602,1.094388,0.138922,0.944003,-0.212591,False,DD,1
100,20,43,0.13113,1.000376,-0.198683,1.238054,0.796789,1.116582,0.1228,0.914086,-0.198683,False,H2,1
100,21,40,0.125874,0.938921,-0.216459,1.072173,0.829613,0.980739,0.126756,0.909786,-0.216459,False,H2,2
100,22,41,0.148188,1.034489,-0.211425,1.201439,0.902171,1.107603,0.14819,0.985573,-0.211425,False,DD,1
100,23,42,0.149787,1.068731,-0.205749,1.229029,0.938216,1.147078,0.147879,1.013759,-0.205749,False,DD,1
100,24,40,0.122241,0.919561,-0.222347,1.027465,0.833451,0.910531,0.129688,0.928652,-0.222347,False,H2,2
100,25,41,0.150637,1.052439,-0.225528,1.219887,0.919018,1.106052,0.152923,1.017195,-0.225528,False,DD,1
100,26,43,0.141648,1.037501,-0.21966,1.160045,0.93973,1.081096,0.14384,1.008146,-0.21966,False,DD,1
100,27,47,0.130933,0.92657,-0.209881,1.075397,0.812128,0.981107,0.133238,0.892209,-0.209881,False,H2,2
100,28,40,0.129087,0.964751,-0.209964,1.152974,0.815704,1.069926,0.124645,0.892236,-0.209964,False,H2,2
100,29,44,0.142549,1.023173,-0.218377,1.226726,0.851104,1.145519,0.133368,0.932995,-0.218377,False,DD,1
100,30,41,0.128922,0.956785,-0.208902,1.14995,0.795135,1.077187,0.120236,0.868625,-0.208902,False,H2,3
100,31,40,0.129778,0.971815,-0.209508,1.082299,0.879805,0.997012,0.132299,0.954564,-0.209508,False,DD,1
100,32,46,0.128762,0.941379,-0.231428,1.041514,0.868891,0.941432,0.138192,0.946209,-0.231428,False,DD,1
100,33,42,0.134781,0.971969,-0.224677,1.146075,0.825814,1.053653,0.131031,0.913311,-0.224677,False,H2,2
100,34,39,0.136242,1.003045,-0.22638,1.145467,0.888511,1.012015,0.142448,0.999196,-0.22638,False,DD,1
100,35,41,0.141962,1.004393,-0.22958,1.178528,0.876908,1.085272,0.144283,0.955672,-0.22958,False,DD,1
100,36,39,0.139927,1.002453,-0.233837,1.128893,0.902906,1.025791,0.145196,0.988743,-0.233837,False,DD,1
100,37,46,0.139914,1.020833,-0.208812,1.19759,0.874095,1.081103,0.139103,0.97806,-0.208812,False,DD,1
100,38,41,0.129011,0.969541,-0.199083,1.184918,0.787839,1.110424,0.118014,0.865824,-0.199083,False,H2,2
100,39,37,0.134214,0.995719,-0.218161,1.153278,0.862927,1.077687,0.12997,0.935712,-0.218161,False,DD,1
100,40,39,0.149671,1.033517,-0.239366,1.205692,0.893884,1.090518,0.150829,0.995102,-0.239366,False,DD,1
100,41,41,0.134421,0.971714,-0.239241,1.166864,0.812404,1.114143,0.124231,0.86998,-0.239241,False,H2,3
100,42,41,0.13137,0.961623,-0.214919,1.130939,0.823703,1.068159,0.125444,0.885975,-0.214919,False,H2,2
100,43,39,0.141743,1.01136,-0.214391,1.166262,0.88682,1.073048,0.142029,0.96934,-0.214391,False,DD,1
100,44,39,0.132288,0.975703,-0.204854,1.177471,0.804935,1.071346,0.126251,0.905422,-0.204854,False,H2,2
100,45,40,0.130777,0.970853,-0.221233,1.09976,0.863945,1.010922,0.131561,0.942485,-0.221233,False,DD,1
100,46,39,0.144885,1.021718,-0.22402,1.170036,0.903451,1.08125,0.145803,0.981665,-0.22402,False,DD,1
100,47,41,0.137997,1.017841,-0.206451,1.168369,0.896081,1.054974,0.140703,0.99309,-0.206451,False,DD,1
100,48,38,0.134054,0.962522,-0.216313,1.120808,0.842752,1.013207,0.13776,0.93183,-0.216313,False,DD,1
100,49,42,0.126227,0.948416,-0.211596,1.121003,0.81289,1.023037,0.125969,0.899192,-0.211596,False,H2,2
100,50,38,0.140305,1.040754,-0.203851,1.215491,0.892762,1.126677,0.135332,0.97703,-0.203851,False,DD,1
100,51,37,0.144461,1.034808,-0.2239,1.181939,0.918612,1.10308,0.144604,0.988682,-0.2239,False,DD,1
100,52,45,0.125158,0.915679,-0.215973,1.033625,0.827626,0.929758,0.132468,0.910342,-0.215973,False,H2,2
100,53,37,0.148622,1.049477,-0.203884,1.204511,0.93419,1.090147,0.155297,1.027103,-0.203884,False,DD,1
100,54,40,0.134587,0.979194,-0.229882,1.146557,0.843512,1.040052,0.134633,0.937591,-0.229882,False,DD,1
100,55,42,0.146497,1.021906,-0.224567,1.143815,0.927201,1.068744,0.149339,0.991469,-0.224567,False,DD,1
100,56,40,0.14867,1.037543,-0.230692,1.245118,0.874685,1.126793,0.147904,0.978992,-0.230692,False,DD,1
100,57,44,0.139305,0.98102,-0.217855,1.081379,0.909205,0.982196,0.150253,0.98608,-0.217855,False,DD,1
100,58,39,0.149768,1.046131,-0.22193,1.239557,0.89222,1.127697,0.148908,0.991286,-0.22193,False,DD,1
100,59,43,0.144033,1.033755,-0.231556,1.191737,0.905693,1.09909,0.143537,0.9884,-0.231556,False,DD,1
100,60,39,0.145511,1.018504,-0.239546,1.184077,0.889045,1.091289,0.145796,0.970369,-0.239546,False,DD,1
100,61,43,0.124534,0.938235,-0.207596,1.041714,0.858872,0.960033,0.129763,0.926085,-0.207596,False,DD,1
100,62,43,0.150186,1.034189,-0.230838,1.173641,0.924186,1.082231,0.152565,1.002377,-0.230838,False,DD,1
100,63,44,0.127893,0.947001,-0.223148,1.019464,0.889766,0.927418,0.136351,0.963624,-0.223148,False,DD,1
100,64,40,0.142391,1.021941,-0.22897,1.169214,0.908352,1.082343,0.144618,0.983234,-0.22897,False,DD,1
100,65,40,0.130853,0.981472,-0.212156,1.110797,0.871968,1.001243,0.133458,0.967792,-0.212156,False,DD,1
100,66,40,0.137986,0.984871,-0.217373,1.16478,0.840482,1.068621,0.136036,0.927829,-0.217373,False,DD,1
100,67,44,0.137677,0.98515,-0.225874,1.119215,0.889586,1.030387,0.14393,0.960705,-0.225874,False,DD,1
100,68,46,0.150743,1.021006,-0.228028,1.128989,0.944291,1.016458,0.163525,1.030402,-0.228028,False,DD,1
100,69,42,0.134133,0.986298,-0.217472,1.178333,0.831293,1.036823,0.135862,0.952753,-0.217472,False,H2,2
100,70,40,0.143107,0.999421,-0.216881,1.188905,0.855935,1.112522,0.140219,0.926195,-0.216881,False,DD,1
100,71,38,0.12691,0.945371,-0.22133,1.080966,0.839644,1.003124,0.128121,0.907493,-0.22133,False,DD,1
100,72,37,0.123796,0.938488,-0.223054,1.113851,0.787667,1.022191,0.118279,0.875813,-0.223054,False,H2,3
100,73,40,0.127094,0.954489,-0.222035,1.170044,0.781463,1.034391,0.125471,0.900123,-0.222035,False,H2,2
100,74,41,0.151381,1.068512,-0.207373,1.276396,0.908279,1.174153,0.149198,0.998833,-0.207373,False,DD,1
100,75,44,0.123815,0.937907,-0.214169,1.105319,0.795246,1.056342,0.114382,0.849134,-0.214169,False,H2,3
100,76,41,0.138727,1.014399,-0.201998,1.220438,0.844181,1.143857,0.130145,0.92137,-0.201998,True,-,0
100,77,40,0.146467,1.042359,-0.21896,1.208789,0.907762,1.10472,0.146713,0.99962,-0.21896,False,DD,1
100,78,38,0.131299,0.95868,-0.211683,1.137489,0.816987,1.012894,0.132777,0.92298,-0.211683,False,H2,2
100,79,45,0.138554,1.022048,-0.211135,1.212883,0.863881,1.129007,0.132681,0.945414,-0.211135,False,DD,1
100,80,43,0.134957,0.995499,-0.221387,1.089855,0.923064,0.985116,0.144138,1.00633,-0.221387,False,DD,1
100,81,44,0.142019,1.027785,-0.205836,1.200513,0.880162,1.087816,0.140119,0.983791,-0.205836,False,DD,1
100,82,39,0.146031,1.039637,-0.211385,1.186739,0.924935,1.084652,0.149974,1.011495,-0.211385,False,DD,1
100,83,44,0.128857,0.966013,-0.202085,1.135647,0.829505,1.024203,0.12924,0.92647,-0.202085,False,H2,1
100,84,41,0.147764,1.070309,-0.226793,1.232634,0.942439,1.147329,0.147886,1.018988,-0.226793,False,DD,1
100,85,38,0.13002,0.940642,-0.225264,1.089237,0.817582,1.012773,0.126863,0.888509,-0.225264,False,H2,2
100,86,44,0.151877,1.060358,-0.220256,1.171335,0.974618,1.08605,0.157768,1.045359,-0.220256,False,DD,1
100,87,37,0.158038,1.082436,-0.226008,1.255409,0.948828,1.163225,0.158781,1.029999,-0.226008,False,DD,1
100,88,41,0.139776,0.982176,-0.230698,1.125529,0.869248,1.04078,0.140807,0.94319,-0.230698,False,DD,1
100,89,40,0.156239,1.065653,-0.225101,1.261522,0.914814,1.17466,0.153823,0.994231,-0.225101,False,DD,1
100,90,37,0.148388,1.005049,-0.237728,1.195489,0.857403,1.08743,0.148305,0.951647,-0.237728,False,DD,1
100,91,38,0.152024,1.075814,-0.225374,1.216361,0.970661,1.091289,0.161346,1.070343,-0.225374,False,DD,1
100,92,41,0.145859,1.023674,-0.22074,1.23638,0.846628,1.138891,0.138473,0.940794,-0.22074,False,DD,1
100,93,40,0.135761,0.980233,-0.211683,1.073384,0.91104,0.967793,0.146551,0.993459,-0.211683,False,DD,1
100,94,41,0.13953,1.00502,-0.219829,1.17321,0.864584,1.081304,0.136479,0.950136,-0.219829,False,DD,1
100,95,39,0.152086,1.067411,-0.231934,1.212409,0.950963,1.116398,0.154254,1.034564,-0.231934,False,DD,1
100,96,43,0.12494,0.943498,-0.209392,1.059297,0.850954,0.94617,0.131519,0.944331,-0.209392,False,DD,1
100,97,44,0.160242,1.117749,-0.225323,1.282254,0.984193,1.208034,0.157149,1.054082,-0.225323,False,DD,1
100,98,39,0.14001,1.020892,-0.217563,1.171199,0.895283,1.071555,0.139861,0.984679,-0.217563,False,DD,1
100,99,38,0.132278,0.988175,-0.209573,1.230472,0.788037,1.156331,0.119556,0.867421,-0.209573,False,H2,3
100,100,37,0.13978,0.983302,-0.206362,1.130769,0.868518,1.019009,0.144292,0.961581,-0.206362,False,DD,1
100,101,42,0.126016,0.973301,-0.19879,1.13281,0.839084,1.048296,0.122773,0.918681,-0.19879,True,-,0
100,102,39,0.131766,0.985828,-0.225288,1.111009,0.878774,1.028226,0.131141,0.954426,-0.225288,False,DD,1
100,103,44,0.140165,1.011687,-0.202442,1.144758,0.906493,1.060703,0.142285,0.979257,-0.202442,False,DD,1
100,104,39,0.148356,1.042736,-0.216947,1.15784,0.953746,1.060171,0.155359,1.033931,-0.216947,False,DD,1
100,105,40,0.145102,1.044009,-0.217455,1.202166,0.909289,1.122308,0.140651,0.985742,-0.217455,False,DD,1
100,106,41,0.137702,0.976941,-0.21954,1.104451,0.879667,0.986731,0.145764,0.974211,-0.21954,False,DD,1
100,107,40,0.146267,1.01819,-0.237685,1.19014,0.886861,1.098575,0.146438,0.965939,-0.237685,False,DD,1
100,108,45,0.143548,1.031996,-0.219042,1.181407,0.904481,1.084201,0.142746,0.994059,-0.219042,False,DD,1
100,109,38,0.15186,1.047053,-0.227636,1.201204,0.921065,1.118975,0.150531,0.996844,-0.227636,False,DD,1
100,110,41,0.127982,0.946127,-0.202601,1.061386,0.853909,0.939762,0.135546,0.953391,-0.202601,False,DD,1
100,111,39,0.150591,1.047195,-0.223273,1.237289,0.898543,1.145397,0.148306,0.981484,-0.223273,False,DD,1
100,112,43,0.140231,1.019119,-0.226696,1.180797,0.884806,1.080995,0.139499,0.975537,-0.226696,False,DD,1
100,113,42,0.151531,1.044919,-0.233472,1.245104,0.886031,1.165316,0.145789,0.962283,-0.233472,False,DD,1
100,114,40,0.141298,1.055612,-0.222084,1.24992,0.884624,1.190443,0.12863,0.951188,-0.222084,False,DD,1
100,115,42,0.153362,1.054782,-0.230444,1.212419,0.930219,1.134078,0.15253,1.001141,-0.230444,False,DD,1
100,116,44,0.142712,1.055517,-0.201323,1.25265,0.892855,1.170339,0.136362,0.973448,-0.201323,True,-,0
100,117,41,0.136149,0.986079,-0.231116,1.155564,0.853045,1.061479,0.135497,0.935438,-0.231116,False,DD,1
100,118,40,0.146596,1.043818,-0.221342,1.158791,0.963236,1.033774,0.160157,1.05757,-0.221342,False,DD,1
100,119,39,0.131013,0.971272,-0.218893,1.085405,0.884214,1.017988,0.1336,0.941179,-0.218893,False,DD,1
100,120,41,0.142717,0.991816,-0.223923,1.10814,0.901576,1.00999,0.149138,0.982257,-0.223923,False,DD,1
100,121,41,0.139575,1.016661,-0.221975,1.189754,0.876301,1.094505,0.137726,0.962483,-0.221975,False,DD,1
100,122,42,0.151636,1.054653,-0.235018,1.220062,0.924967,1.125404,0.152315,1.007765,-0.235018,False,DD,1
100,123,42,0.145692,1.030977,-0.216764,1.199988,0.896638,1.105342,0.144983,0.980351,-0.216764,False,DD,1
100,124,46,0.131871,0.999839,-0.2198,1.15846,0.863543,1.126047,0.121317,0.904131,-0.2198,False,DD,1
100,125,45,0.134418,0.989163,-0.208055,1.171345,0.839682,1.087289,0.129686,0.919608,-0.208055,False,DD,1
100,126,43,0.146277,1.056816,-0.213103,1.210744,0.929722,1.156045,0.140902,0.98507,-0.213103,False,DD,1
100,127,42,0.149189,1.060083,-0.212085,1.259657,0.893102,1.167562,0.142474,0.981855,-0.212085,False,DD,1
100,128,38,0.145987,1.045508,-0.225981,1.220934,0.906354,1.10009,0.148444,1.010051,-0.225981,False,DD,1
100,129,36,0.145356,1.023775,-0.229596,1.168437,0.910575,1.054428,0.150495,1.005367,-0.229596,False,DD,1
100,130,40,0.145717,1.030869,-0.224742,1.202388,0.897074,1.097216,0.147267,0.987867,-0.224742,False,DD,1
100,131,40,0.140546,1.008053,-0.218434,1.269006,0.79677,1.159576,0.130763,0.902478,-0.218434,False,H2,2
100,132,42,0.150198,1.061743,-0.215036,1.242266,0.912489,1.160707,0.145096,0.990751,-0.215036,False,DD,1
100,133,44,0.137445,1.003937,-0.201344,1.175364,0.863599,1.062789,0.13763,0.963428,-0.201344,True,-,0
100,134,44,0.129874,0.960752,-0.209015,1.11846,0.842396,1.01981,0.132614,0.924333,-0.209015,False,DD,1
100,135,42,0.138646,0.97885,-0.238751,1.18532,0.813254,1.086646,0.13363,0.904463,-0.238751,False,H2,2
100,136,40,0.157811,1.084994,-0.217674,1.257995,0.94258,1.168381,0.155103,1.026123,-0.217674,False,DD,1
100,137,39,0.128663,0.948339,-0.225541,1.145686,0.786236,1.075851,0.120078,0.857053,-0.225541,False,H2,3
100,138,43,0.132177,0.950074,-0.214372,1.107225,0.83281,1.019908,0.133965,0.906738,-0.214372,False,H2,2
100,139,43,0.135786,0.994688,-0.225324,1.161274,0.860393,1.095317,0.131345,0.924314,-0.225324,False,DD,1
100,140,47,0.134859,0.996417,-0.214066,1.130353,0.889851,1.059752,0.134822,0.953114,-0.214066,False,DD,1
100,141,39,0.132579,0.97179,-0.215194,1.165441,0.814806,1.058191,0.129975,0.912282,-0.215194,False,H2,2
100,142,40,0.129046,0.965763,-0.200357,1.111656,0.842446,1.029721,0.126591,0.918974,-0.200357,True,-,0
100,143,44,0.144687,1.025416,-0.217805,1.220382,0.871257,1.11686,0.142941,0.964225,-0.217805,False,DD,1
100,144,39,0.133752,0.968791,-0.220802,1.108391,0.862846,0.998358,0.13966,0.952517,-0.220802,False,DD,1
100,145,42,0.143367,1.018696,-0.22636,1.139483,0.9303,1.049733,0.150394,1.002379,-0.22636,False,DD,1
100,146,36,0.119349,0.921855,-0.196923,1.086754,0.782559,1.01115,0.113673,0.855645,-0.196923,False,H2,2
100,147,38,0.145435,1.046061,-0.215425,1.231552,0.893007,1.146561,0.139949,0.9736,-0.215425,False,DD,1
100,148,41,0.151792,1.069529,-0.227262,1.25095,0.921539,1.17059,0.147299,0.998323,-0.227262,False,DD,1
100,149,43,0.156078,1.094039,-0.23037,1.312349,0.912181,1.246622,0.144396,0.983359,-0.23037,False,DD,1
100,150,37,0.118559,0.908864,-0.216092,1.138511,0.709396,1.017617,0.109956,0.826936,-0.216092,False,H2,3
100,151,41,0.145017,1.049174,-0.22044,1.280973,0.859579,1.228881,0.130893,0.920009,-0.22044,False,DD,1
100,152,42,0.133104,0.972291,-0.21163,1.057786,0.906563,0.959175,0.141903,0.984647,-0.21163,False,DD,1
100,153,43,0.144462,1.002732,-0.22199,1.193464,0.857664,1.10491,0.142889,0.93705,-0.22199,False,DD,1
100,154,39,0.154096,1.077238,-0.217651,1.237111,0.954331,1.1452,0.15643,1.033941,-0.217651,False,DD,1
100,155,37,0.122356,0.929237,-0.193361,1.092991,0.789967,1.017539,0.116366,0.863217,-0.193361,False,H2,2
100,156,39,0.14798,1.039138,-0.223217,1.222728,0.899736,1.108904,0.150339,0.995437,-0.223217,False,DD,1
100,157,42,0.133029,0.979736,-0.209688,1.093642,0.887958,0.994455,0.137922,0.971218,-0.209688,False,DD,1
100,158,43,0.153619,1.058809,-0.229866,1.217934,0.93681,1.124491,0.155744,1.016633,-0.229866,False,DD,1
100,159,43,0.128696,0.956629,-0.226445,1.094205,0.846105,0.978805,0.133044,0.943119,-0.226445,False,DD,1
100,160,39,0.138762,1.017936,-0.206153,1.16378,0.901188,1.072963,0.140104,0.981024,-0.206153,False,DD,1
100,161,44,0.143531,1.041588,-0.218476,1.196487,0.917569,1.132759,0.140515,0.978106,-0.218476,False,DD,1
100,162,42,0.142609,1.017079,-0.217722,1.133448,0.923479,1.065205,0.143752,0.983932,-0.217722,False,DD,1
100,163,40,0.13283,1.001918,-0.202142,1.170721,0.856124,1.099719,0.125474,0.927782,-0.202142,True,-,0
