ticker,year,day,action,kind,scheme,d,seed
GLD,2015,2015-07-28,DROP,RANDOM,SHRINK,0.2,1
NFLX,2015,2015-08-25,DROP,RANDOM,SHRINK,0.2,1
USO,2016,2016-11-17,DROP,RANDOM,SHRINK,0.2,1
LQD,2016,2016-06-07,DROP,RANDOM,SHRINK,0.2,1
GOOGL,2017,2017-05-03,DROP,RANDOM,SHRINK,0.2,1
VTI,2017,2017-04-10,DROP,RANDOM,SHRINK,0.2,1
TSLA,2018,2018-12-26,DROP,RANDOM,SHRINK,0.2,1
SLV,2019,2019-12-03,DROP,RANDOM,SHRINK,0.2,1
EEM,2020,2020-01-24,DROP,RANDOM,SHRINK,0.2,1
ITB,2021,2021-03-31,DROP,RANDOM,SHRINK,0.2,1
XLV,2022,2022-10-24,DROP,RANDOM,SHRINK,0.2,1
PLTR,2009,2009-08-20,DROP,RANDOM,SHRINK,0.2,2
NFLX,2009,2009-05-28,DROP,RANDOM,SHRINK,0.2,2
KRE,2009,2009-06-10,DROP,RANDOM,SHRINK,0.2,2
BRK-B,2009,2009-10-19,DROP,RANDOM,SHRINK,0.2,2
UUP,2009,2009-01-13,DROP,RANDOM,SHRINK,0.2,2
NVDA,2009,2009-11-09,DROP,RANDOM,SHRINK,0.2,2
EEM,2009,2009-08-27,DROP,RANDOM,SHRINK,0.2,2
AMD,2009,2009-03-12,DROP,RANDOM,SHRINK,0.2,2
UNH,2009,2009-10-05,DROP,RANDOM,SHRINK,0.2,2
MSFT,2009,2009-04-08,DROP,RANDOM,SHRINK,0.2,2
RSP,2009,2009-03-12,DROP,RANDOM,SHRINK,0.2,2
ORCL,2010,2010-01-07,DROP,RANDOM,SHRINK,0.2,2
SHY,2010,2010-09-28,DROP,RANDOM,SHRINK,0.2,2
XLK,2010,2010-08-02,DROP,RANDOM,SHRINK,0.2,2
JPM,2010,2010-04-07,DROP,RANDOM,SHRINK,0.2,2
XLP,2010,2010-06-25,DROP,RANDOM,SHRINK,0.2,2
EFA,2010,2010-04-09,DROP,RANDOM,SHRINK,0.2,2
AAPL,2010,2010-03-29,DROP,RANDOM,SHRINK,0.2,2
XLE,2010,2010-01-25,DROP,RANDOM,SHRINK,0.2,2
XLRE,2011,2011-06-02,DROP,RANDOM,SHRINK,0.2,2
HYG,2011,2011-05-16,DROP,RANDOM,SHRINK,0.2,2
DIA,2011,2011-01-18,DROP,RANDOM,SHRINK,0.2,2
XLC,2011,2011-07-13,DROP,RANDOM,SHRINK,0.2,2
META,2011,2011-02-11,DROP,RANDOM,SHRINK,0.2,2
COST,2011,2011-08-08,DROP,RANDOM,SHRINK,0.2,2
GDX,2011,2011-06-22,DROP,RANDOM,SHRINK,0.2,2
IEF,2012,2012-09-17,DROP,RANDOM,SHRINK,0.2,2
XLF,2012,2012-03-13,DROP,RANDOM,SHRINK,0.2,2
AVGO,2012,2012-06-25,DROP,RANDOM,SHRINK,0.2,2
XBI,2012,2012-07-06,DROP,RANDOM,SHRINK,0.2,2
USO,2012,2012-03-02,DROP,RANDOM,SHRINK,0.2,2
XLB,2013,2013-05-16,DROP,RANDOM,SHRINK,0.2,2
XLV,2013,2013-05-21,DROP,RANDOM,SHRINK,0.2,2
ITB,2013,2013-07-12,DROP,RANDOM,SHRINK,0.2,2
XOM,2013,2013-02-01,DROP,RANDOM,SHRINK,0.2,2
XLI,2014,2014-07-23,DROP,RANDOM,SHRINK,0.2,2
V,2014,2014-01-16,DROP,RANDOM,SHRINK,0.2,2
GLD,2014,2014-08-14,DROP,RANDOM,SHRINK,0.2,2
LLY,2014,2014-06-16,DROP,RANDOM,SHRINK,0.2,2
XLY,2015,2015-09-08,DROP,RANDOM,SHRINK,0.2,2
SMH,2015,2015-05-01,DROP,RANDOM,SHRINK,0.2,2
TIP,2015,2015-08-06,DROP,RANDOM,SHRINK,0.2,2
TLT,2016,2016-12-21,DROP,RANDOM,SHRINK,0.2,2
SLV,2016,2016-09-09,DROP,RANDOM,SHRINK,0.2,2
XLU,2017,2017-04-05,DROP,RANDOM,SHRINK,0.2,2
QQQ,2017,2017-02-28,DROP,RANDOM,SHRINK,0.2,2
UNG,2018,2018-07-06,DROP,RANDOM,SHRINK,0.2,2
VTI,2019,2019-11-12,DROP,RANDOM,SHRINK,0.2,2
CRM,2020,2020-03-16,DROP,RANDOM,SHRINK,0.2,2
IWM,2021,2021-07-02,DROP,RANDOM,SHRINK,0.2,2
DBC,2022,2022-05-31,DROP,RANDOM,SHRINK,0.2,2
ITB,2009,2009-11-25,DROP,RANDOM,SHRINK,0.2,3
NFLX,2009,2009-06-10,DROP,RANDOM,SHRINK,0.2,3
XLB,2009,2009-12-02,DROP,RANDOM,SHRINK,0.2,3
GDX,2009,2009-04-03,DROP,RANDOM,SHRINK,0.2,3
IEF,2009,2009-04-30,DROP,RANDOM,SHRINK,0.2,3
USO,2009,2009-05-20,DROP,RANDOM,SHRINK,0.2,3
NVDA,2009,2009-08-03,DROP,RANDOM,SHRINK,0.2,3
AMZN,2009,2009-06-05,DROP,RANDOM,SHRINK,0.2,3
BRK-B,2009,2009-09-28,DROP,RANDOM,SHRINK,0.2,3
XLU,2009,2009-01-13,DROP,RANDOM,SHRINK,0.2,3
XLV,2009,2009-08-05,DROP,RANDOM,SHRINK,0.2,3
DIA,2010,2010-10-20,DROP,RANDOM,SHRINK,0.2,3
META,2010,2010-10-27,DROP,RANDOM,SHRINK,0.2,3
LLY,2010,2010-09-21,DROP,RANDOM,SHRINK,0.2,3
GOOGL,2010,2010-02-26,DROP,RANDOM,SHRINK,0.2,3
AMD,2010,2010-04-21,DROP,RANDOM,SHRINK,0.2,3
XBI,2010,2010-12-27,DROP,RANDOM,SHRINK,0.2,3
AVGO,2010,2010-03-09,DROP,RANDOM,SHRINK,0.2,3
VTI,2010,2010-04-14,DROP,RANDOM,SHRINK,0.2,3
GLD,2011,2011-11-16,DROP,RANDOM,SHRINK,0.2,3
XLK,2011,2011-05-23,DROP,RANDOM,SHRINK,0.2,3
ORCL,2011,2011-08-05,DROP,RANDOM,SHRINK,0.2,3
QQQ,2011,2011-02-04,DROP,RANDOM,SHRINK,0.2,3
EEM,2011,2011-03-07,DROP,RANDOM,SHRINK,0.2,3
RSP,2011,2011-08-11,DROP,RANDOM,SHRINK,0.2,3
XLF,2011,2011-04-12,DROP,RANDOM,SHRINK,0.2,3
XLC,2012,2012-11-20,DROP,RANDOM,SHRINK,0.2,3
XLY,2012,2012-11-21,DROP,RANDOM,SHRINK,0.2,3
MSFT,2012,2012-12-14,DROP,RANDOM,SHRINK,0.2,3
V,2012,2012-12-20,DROP,RANDOM,SHRINK,0.2,3
TLT,2012,2012-02-16,DROP,RANDOM,SHRINK,0.2,3
XOM,2013,2013-12-26,DROP,RANDOM,SHRINK,0.2,3
KRE,2013,2013-07-26,DROP,RANDOM,SHRINK,0.2,3
UNG,2013,2013-08-29,DROP,RANDOM,SHRINK,0.2,3
XLE,2013,2013-07-03,DROP,RANDOM,SHRINK,0.2,3
DBC,2014,2014-11-19,DROP,RANDOM,SHRINK,0.2,3
LQD,2014,2014-02-25,DROP,RANDOM,SHRINK,0.2,3
IWM,2014,2014-12-04,DROP,RANDOM,SHRINK,0.2,3
HYG,2014,2014-05-28,DROP,RANDOM,SHRINK,0.2,3
PLTR,2015,2015-11-23,DROP,RANDOM,SHRINK,0.2,3
AAPL,2015,2015-12-10,DROP,RANDOM,SHRINK,0.2,3
SHY,2015,2015-05-01,DROP,RANDOM,SHRINK,0.2,3
TSLA,2016,2016-05-24,DROP,RANDOM,SHRINK,0.2,3
SLV,2016,2016-07-27,DROP,RANDOM,SHRINK,0.2,3
COST,2017,2017-06-12,DROP,RANDOM,SHRINK,0.2,3
XLI,2017,2017-02-22,DROP,RANDOM,SHRINK,0.2,3
XLRE,2018,2018-12-26,DROP,RANDOM,SHRINK,0.2,3
XLP,2019,2019-04-30,DROP,RANDOM,SHRINK,0.2,3
SMH,2020,2020-08-24,DROP,RANDOM,SHRINK,0.2,3
EFA,2021,2021-03-18,DROP,RANDOM,SHRINK,0.2,3
CRM,2022,2022-10-11,DROP,RANDOM,SHRINK,0.2,3
GDX,2009,2009-11-03,DROP,RANDOM,SHRINK,0.2,4
SMH,2009,2009-07-02,DROP,RANDOM,SHRINK,0.2,4
ORCL,2009,2009-07-07,DROP,RANDOM,SHRINK,0.2,4
TIP,2009,2009-05-26,DROP,RANDOM,SHRINK,0.2,4
DIA,2009,2009-11-02,DROP,RANDOM,SHRINK,0.2,4
HYG,2009,2009-12-23,DROP,RANDOM,SHRINK,0.2,4
XBI,2009,2009-09-24,DROP,RANDOM,SHRINK,0.2,4
V,2009,2009-09-30,DROP,RANDOM,SHRINK,0.2,4
JPM,2009,2009-03-26,DROP,RANDOM,SHRINK,0.2,4
QQQ,2009,2009-05-22,DROP,RANDOM,SHRINK,0.2,4
XLV,2009,2009-03-12,DROP,RANDOM,SHRINK,0.2,4
TLT,2010,2010-11-03,DROP,RANDOM,SHRINK,0.2,4
MSFT,2010,2010-03-15,DROP,RANDOM,SHRINK,0.2,4
AMD,2010,2010-05-03,DROP,RANDOM,SHRINK,0.2,4
XOM,2010,2010-05-18,DROP,RANDOM,SHRINK,0.2,4
XLRE,2010,2010-07-23,DROP,RANDOM,SHRINK,0.2,4
AAPL,2010,2010-08-20,DROP,RANDOM,SHRINK,0.2,4
ITB,2010,2010-11-16,DROP,RANDOM,SHRINK,0.2,4
SHY,2010,2010-11-15,DROP,RANDOM,SHRINK,0.2,4
NFLX,2011,2011-07-12,DROP,RANDOM,SHRINK,0.2,4
AVGO,2011,2011-09-28,DROP,RANDOM,SHRINK,0.2,4
LQD,2011,2011-08-16,DROP,RANDOM,SHRINK,0.2,4
META,2011,2011-07-14,DROP,RANDOM,SHRINK,0.2,4
XLK,2011,2011-06-29,DROP,RANDOM,SHRINK,0.2,4
XLE,2011,2011-09-07,DROP,RANDOM,SHRINK,0.2,4
XLB,2011,2011-09-06,DROP,RANDOM,SHRINK,0.2,4
XLY,2012,2012-07-27,DROP,RANDOM,SHRINK,0.2,4
TSLA,2012,2012-09-21,DROP,RANDOM,SHRINK,0.2,4
EEM,2012,2012-02-06,DROP,RANDOM,SHRINK,0.2,4
DBC,2012,2012-01-31,DROP,RANDOM,SHRINK,0.2,4
NVDA,2012,2012-03-21,DROP,RANDOM,SHRINK,0.2,4
LLY,2013,2013-11-20,DROP,RANDOM,SHRINK,0.2,4
XLP,2013,2013-09-20,DROP,RANDOM,SHRINK,0.2,4
KRE,2013,2013-08-02,DROP,RANDOM,SHRINK,0.2,4
IEF,2013,2013-06-19,DROP,RANDOM,SHRINK,0.2,4
COST,2014,2014-09-10,DROP,RANDOM,SHRINK,0.2,4
BRK-B,2014,2014-12-17,DROP,RANDOM,SHRINK,0.2,4
EFA,2014,2014-01-31,DROP,RANDOM,SHRINK,0.2,4
XLI,2014,2014-09-11,DROP,RANDOM,SHRINK,0.2,4
VTI,2015,2015-06-01,DROP,RANDOM,SHRINK,0.2,4
XLC,2015,2015-07-07,DROP,RANDOM,SHRINK,0.2,4
SLV,2015,2015-12-23,DROP,RANDOM,SHRINK,0.2,4
XLU,2016,2016-11-21,DROP,RANDOM,SHRINK,0.2,4
GOOGL,2016,2016-03-16,DROP,RANDOM,SHRINK,0.2,4
RSP,2017,2017-03-08,DROP,RANDOM,SHRINK,0.2,4
XLF,2017,2017-08-29,DROP,RANDOM,SHRINK,0.2,4
UNG,2018,2018-11-20,DROP,RANDOM,SHRINK,0.2,4
IWM,2019,2019-02-06,DROP,RANDOM,SHRINK,0.2,4
PLTR,2020,2020-11-12,DROP,RANDOM,SHRINK,0.2,4
AMZN,2021,2021-02-16,DROP,RANDOM,SHRINK,0.2,4
UNH,2022,2022-11-09,DROP,RANDOM,SHRINK,0.2,4
IWM,2009,2009-12-08,DROP,RANDOM,SHRINK,0.2,5
XLK,2009,2009-06-10,DROP,RANDOM,SHRINK,0.2,5
COST,2009,2009-03-25,DROP,RANDOM,SHRINK,0.2,5
XLE,2009,2009-02-12,DROP,RANDOM,SHRINK,0.2,5
TLT,2009,2009-05-19,DROP,RANDOM,SHRINK,0.2,5
XLB,2009,2009-03-31,DROP,RANDOM,SHRINK,0.2,5
BRK-B,2009,2009-02-02,DROP,RANDOM,SHRINK,0.2,5
RSP,2009,2009-09-01,DROP,RANDOM,SHRINK,0.2,5
XLU,2009,2009-08-13,DROP,RANDOM,SHRINK,0.2,5
XLI,2009,2009-12-08,DROP,RANDOM,SHRINK,0.2,5
LLY,2009,2009-09-10,DROP,RANDOM,SHRINK,0.2,5
ITB,2010,2010-03-19,DROP,RANDOM,SHRINK,0.2,5
UUP,2010,2010-09-07,DROP,RANDOM,SHRINK,0.2,5
GOOGL,2010,2010-07-27,DROP,RANDOM,SHRINK,0.2,5
LQD,2010,2010-10-01,DROP,RANDOM,SHRINK,0.2,5
UNG,2010,2010-10-11,DROP,RANDOM,SHRINK,0.2,5
PLTR,2010,2010-10-18,DROP,RANDOM,SHRINK,0.2,5
NVDA,2010,2010-08-11,DROP,RANDOM,SHRINK,0.2,5
GDX,2010,2010-04-06,DROP,RANDOM,SHRINK,0.2,5
XLP,2011,2011-11-29,DROP,RANDOM,SHRINK,0.2,5
DIA,2011,2011-04-27,DROP,RANDOM,SHRINK,0.2,5
V,2011,2011-08-30,DROP,RANDOM,SHRINK,0.2,5
KRE,2011,2011-08-10,DROP,RANDOM,SHRINK,0.2,5
TSLA,2011,2011-06-29,DROP,RANDOM,SHRINK,0.2,5
XLY,2011,2011-08-17,DROP,RANDOM,SHRINK,0.2,5
XLV,2011,2011-10-31,DROP,RANDOM,SHRINK,0.2,5
JPM,2012,2012-01-06,DROP,RANDOM,SHRINK,0.2,5
TIP,2012,2012-05-18,DROP,RANDOM,SHRINK,0.2,5
XLRE,2012,2012-03-02,DROP,RANDOM,SHRINK,0.2,5
IEF,2012,2012-01-20,DROP,RANDOM,SHRINK,0.2,5
AMZN,2012,2012-07-25,DROP,RANDOM,SHRINK,0.2,5
DBC,2013,2013-11-21,DROP,RANDOM,SHRINK,0.2,5
QQQ,2013,2013-09-23,DROP,RANDOM,SHRINK,0.2,5
ORCL,2013,2013-02-27,DROP,RANDOM,SHRINK,0.2,5
UNH,2013,2013-10-23,DROP,RANDOM,SHRINK,0.2,5
XLF,2014,2014-06-13,DROP,RANDOM,SHRINK,0.2,5
XOM,2014,2014-01-17,DROP,RANDOM,SHRINK,0.2,5
HYG,2014,2014-12-08,DROP,RANDOM,SHRINK,0.2,5
USO,2014,2014-11-19,DROP,RANDOM,SHRINK,0.2,5
XLC,2015,2015-09-29,DROP,RANDOM,SHRINK,0.2,5
EFA,2015,2015-03-11,DROP,RANDOM,SHRINK,0.2,5
AAPL,2015,2015-09-17,DROP,RANDOM,SHRINK,0.2,5
SMH,2016,2016-02-09,DROP,RANDOM,SHRINK,0.2,5
SHY,2016,2016-09-01,DROP,RANDOM,SHRINK,0.2,5
AVGO,2017,2017-04-28,DROP,RANDOM,SHRINK,0.2,5
NFLX,2017,2017-12-04,DROP,RANDOM,SHRINK,0.2,5
XBI,2018,2018-08-30,DROP,RANDOM,SHRINK,0.2,5
MSFT,2019,2019-07-22,DROP,RANDOM,SHRINK,0.2,5
AMD,2020,2020-09-10,DROP,RANDOM,SHRINK,0.2,5
SLV,2021,2021-01-08,DROP,RANDOM,SHRINK,0.2,5
VTI,2022,2022-08-10,DROP,RANDOM,SHRINK,0.2,5
AVGO,2009,2009-07-30,DROP,WINNERCUT,SHRINK,0.05,1
NVDA,2009,2009-03-06,DROP,WINNERCUT,SHRINK,0.05,1
TSLA,2010,2010-05-28,DROP,WINNERCUT,SHRINK,0.05,1
NFLX,2010,2010-03-10,DROP,WINNERCUT,SHRINK,0.05,1
AMD,2011,2011-05-16,DROP,WINNERCUT,SHRINK,0.05,1
AAPL,2011,2011-12-30,DROP,WINNERCUT,SHRINK,0.05,1
AMZN,2012,2012-01-18,DROP,WINNERCUT,SHRINK,0.05,1
SMH,2012,2012-04-04,DROP,WINNERCUT,SHRINK,0.05,1
LLY,2013,2013-07-12,DROP,WINNERCUT,SHRINK,0.05,1
V,2013,2013-03-25,DROP,WINNERCUT,SHRINK,0.05,1
GOOGL,2014,2014-03-07,DROP,WINNERCUT,SHRINK,0.05,1
MSFT,2014,2014-03-26,DROP,WINNERCUT,SHRINK,0.05,1
COST,2015,2015-02-24,DROP,WINNERCUT,SHRINK,0.05,1
PLTR,2015,2015-12-31,DROP,WINNERCUT,SHRINK,0.05,1
XLK,2016,2016-03-17,DROP,WINNERCUT,SHRINK,0.05,1
META,2016,2016-01-08,DROP,WINNERCUT,SHRINK,0.05,1
QQQ,2017,2017-06-19,DROP,WINNERCUT,SHRINK,0.05,1
CRM,2018,2018-10-10,DROP,WINNERCUT,SHRINK,0.05,1
JPM,2019,2019-09-03,DROP,WINNERCUT,SHRINK,0.05,1
XLY,2020,2020-06-16,DROP,WINNERCUT,SHRINK,0.05,1
UNH,2021,2021-05-04,DROP,WINNERCUT,SHRINK,0.05,1
XBI,2022,2022-01-04,DROP,WINNERCUT,SHRINK,0.05,1
ORCL,2023,2023-03-03,DROP,WINNERCUT,SHRINK,0.05,1
VTI,2024,2024-06-28,DROP,WINNERCUT,SHRINK,0.05,1
XLV,2025,2025-06-09,DROP,WINNERCUT,SHRINK,0.05,1
XLI,2026,2026-03-17,DROP,WINNERCUT,SHRINK,0.05,1
AVGO,2009,2009-03-25,DROP,WINNERCUT,SHRINK,0.05,2
NVDA,2009,2009-09-15,DROP,WINNERCUT,SHRINK,0.05,2
TSLA,2010,2010-08-16,DROP,WINNERCUT,SHRINK,0.05,2
NFLX,2010,2010-10-05,DROP,WINNERCUT,SHRINK,0.05,2
AMD,2011,2011-12-20,DROP,WINNERCUT,SHRINK,0.05,2
AAPL,2011,2011-05-13,DROP,WINNERCUT,SHRINK,0.05,2
AMZN,2012,2012-12-28,DROP,WINNERCUT,SHRINK,0.05,2
SMH,2012,2012-03-15,DROP,WINNERCUT,SHRINK,0.05,2
LLY,2013,2013-05-13,DROP,WINNERCUT,SHRINK,0.05,2
V,2013,2013-03-18,DROP,WINNERCUT,SHRINK,0.05,2
GOOGL,2014,2014-03-31,DROP,WINNERCUT,SHRINK,0.05,2
MSFT,2014,2014-07-17,DROP,WINNERCUT,SHRINK,0.05,2
COST,2015,2015-10-12,DROP,WINNERCUT,SHRINK,0.05,2
PLTR,2015,2015-07-24,DROP,WINNERCUT,SHRINK,0.05,2
XLK,2016,2016-01-25,DROP,WINNERCUT,SHRINK,0.05,2
META,2016,2016-02-09,DROP,WINNERCUT,SHRINK,0.05,2
QQQ,2017,2017-02-22,DROP,WINNERCUT,SHRINK,0.05,2
CRM,2018,2018-01-26,DROP,WINNERCUT,SHRINK,0.05,2
JPM,2019,2019-03-05,DROP,WINNERCUT,SHRINK,0.05,2
XLY,2020,2020-09-11,DROP,WINNERCUT,SHRINK,0.05,2
UNH,2021,2021-12-07,DROP,WINNERCUT,SHRINK,0.05,2
XBI,2022,2022-10-04,DROP,WINNERCUT,SHRINK,0.05,2
ORCL,2023,2023-04-17,DROP,WINNERCUT,SHRINK,0.05,2
VTI,2024,2024-08-08,DROP,WINNERCUT,SHRINK,0.05,2
XLV,2025,2025-09-03,DROP,WINNERCUT,SHRINK,0.05,2
XLI,2026,2026-04-21,DROP,WINNERCUT,SHRINK,0.05,2
AVGO,2009,2009-09-29,DROP,WINNERCUT,SHRINK,0.05,3
NVDA,2009,2009-07-28,DROP,WINNERCUT,SHRINK,0.05,3
TSLA,2010,2010-03-08,DROP,WINNERCUT,SHRINK,0.05,3
NFLX,2010,2010-12-20,DROP,WINNERCUT,SHRINK,0.05,3
AMD,2011,2011-08-18,DROP,WINNERCUT,SHRINK,0.05,3
AAPL,2011,2011-06-03,DROP,WINNERCUT,SHRINK,0.05,3
AMZN,2012,2012-03-21,DROP,WINNERCUT,SHRINK,0.05,3
SMH,2012,2012-07-06,DROP,WINNERCUT,SHRINK,0.05,3
LLY,2013,2013-07-18,DROP,WINNERCUT,SHRINK,0.05,3
V,2013,2013-02-08,DROP,WINNERCUT,SHRINK,0.05,3
GOOGL,2014,2014-06-04,DROP,WINNERCUT,SHRINK,0.05,3
MSFT,2014,2014-08-06,DROP,WINNERCUT,SHRINK,0.05,3
COST,2015,2015-04-07,DROP,WINNERCUT,SHRINK,0.05,3
PLTR,2015,2015-07-10,DROP,WINNERCUT,SHRINK,0.05,3
XLK,2016,2016-01-19,DROP,WINNERCUT,SHRINK,0.05,3
META,2016,2016-12-01,DROP,WINNERCUT,SHRINK,0.05,3
QQQ,2017,2017-06-19,DROP,WINNERCUT,SHRINK,0.05,3
CRM,2018,2018-12-21,DROP,WINNERCUT,SHRINK,0.05,3
JPM,2019,2019-06-10,DROP,WINNERCUT,SHRINK,0.05,3
XLY,2020,2020-10-08,DROP,WINNERCUT,SHRINK,0.05,3
UNH,2021,2021-03-08,DROP,WINNERCUT,SHRINK,0.05,3
XBI,2022,2022-04-21,DROP,WINNERCUT,SHRINK,0.05,3
ORCL,2023,2023-03-15,DROP,WINNERCUT,SHRINK,0.05,3
VTI,2024,2024-04-15,DROP,WINNERCUT,SHRINK,0.05,3
XLV,2025,2025-12-15,DROP,WINNERCUT,SHRINK,0.05,3
XLI,2026,2026-04-24,DROP,WINNERCUT,SHRINK,0.05,3
AVGO,2009,2009-06-05,DROP,WINNERCUT,SHRINK,0.05,4
NVDA,2009,2009-03-09,DROP,WINNERCUT,SHRINK,0.05,4
TSLA,2010,2010-05-27,DROP,WINNERCUT,SHRINK,0.05,4
NFLX,2010,2010-10-18,DROP,WINNERCUT,SHRINK,0.05,4
AMD,2011,2011-09-08,DROP,WINNERCUT,SHRINK,0.05,4
AAPL,2011,2011-06-06,DROP,WINNERCUT,SHRINK,0.05,4
AMZN,2012,2012-08-21,DROP,WINNERCUT,SHRINK,0.05,4
SMH,2012,2012-04-19,DROP,WINNERCUT,SHRINK,0.05,4
LLY,2013,2013-07-01,DROP,WINNERCUT,SHRINK,0.05,4
V,2013,2013-04-05,DROP,WINNERCUT,SHRINK,0.05,4
GOOGL,2014,2014-06-30,DROP,WINNERCUT,SHRINK,0.05,4
MSFT,2014,2014-03-27,DROP,WINNERCUT,SHRINK,0.05,4
COST,2015,2015-01-13,DROP,WINNERCUT,SHRINK,0.05,4
PLTR,2015,2015-04-17,DROP,WINNERCUT,SHRINK,0.05,4
XLK,2016,2016-05-10,DROP,WINNERCUT,SHRINK,0.05,4
META,2016,2016-11-02,DROP,WINNERCUT,SHRINK,0.05,4
QQQ,2017,2017-12-01,DROP,WINNERCUT,SHRINK,0.05,4
CRM,2018,2018-06-13,DROP,WINNERCUT,SHRINK,0.05,4
JPM,2019,2019-11-21,DROP,WINNERCUT,SHRINK,0.05,4
XLY,2020,2020-03-04,DROP,WINNERCUT,SHRINK,0.05,4
UNH,2021,2021-03-22,DROP,WINNERCUT,SHRINK,0.05,4
XBI,2022,2022-03-31,DROP,WINNERCUT,SHRINK,0.05,4
ORCL,2023,2023-10-04,DROP,WINNERCUT,SHRINK,0.05,4
VTI,2024,2024-12-10,DROP,WINNERCUT,SHRINK,0.05,4
XLV,2025,2025-02-06,DROP,WINNERCUT,SHRINK,0.05,4
XLI,2026,2026-02-24,DROP,WINNERCUT,SHRINK,0.05,4
AVGO,2009,2009-01-29,DROP,WINNERCUT,SHRINK,0.05,5
NVDA,2009,2009-09-29,DROP,WINNERCUT,SHRINK,0.05,5
TSLA,2010,2010-11-18,DROP,WINNERCUT,SHRINK,0.05,5
NFLX,2010,2010-06-17,DROP,WINNERCUT,SHRINK,0.05,5
AMD,2011,2011-04-13,DROP,WINNERCUT,SHRINK,0.05,5
AAPL,2011,2011-05-18,DROP,WINNERCUT,SHRINK,0.05,5
AMZN,2012,2012-04-18,DROP,WINNERCUT,SHRINK,0.05,5
SMH,2012,2012-09-20,DROP,WINNERCUT,SHRINK,0.05,5
LLY,2013,2013-03-06,DROP,WINNERCUT,SHRINK,0.05,5
V,2013,2013-03-19,DROP,WINNERCUT,SHRINK,0.05,5
GOOGL,2014,2014-03-19,DROP,WINNERCUT,SHRINK,0.05,5
MSFT,2014,2014-02-21,DROP,WINNERCUT,SHRINK,0.05,5
COST,2015,2015-01-14,DROP,WINNERCUT,SHRINK,0.05,5
PLTR,2015,2015-12-16,DROP,WINNERCUT,SHRINK,0.05,5
XLK,2016,2016-07-05,DROP,WINNERCUT,SHRINK,0.05,5
META,2016,2016-07-01,DROP,WINNERCUT,SHRINK,0.05,5
QQQ,2017,2017-11-30,DROP,WINNERCUT,SHRINK,0.05,5
CRM,2018,2018-04-04,DROP,WINNERCUT,SHRINK,0.05,5
JPM,2019,2019-04-26,DROP,WINNERCUT,SHRINK,0.05,5
XLY,2020,2020-11-06,DROP,WINNERCUT,SHRINK,0.05,5
UNH,2021,2021-04-27,DROP,WINNERCUT,SHRINK,0.05,5
XBI,2022,2022-05-16,DROP,WINNERCUT,SHRINK,0.05,5
ORCL,2023,2023-03-24,DROP,WINNERCUT,SHRINK,0.05,5
VTI,2024,2024-08-30,DROP,WINNERCUT,SHRINK,0.05,5
XLV,2025,2025-11-26,DROP,WINNERCUT,SHRINK,0.05,5
XLI,2026,2026-09-16,DROP,WINNERCUT,SHRINK,0.05,5
AVGO,2009,2009-07-17,DROP,WINNERCUT,SHRINK,0.1,1
NVDA,2009,2009-11-27,DROP,WINNERCUT,SHRINK,0.1,1
TSLA,2009,2009-06-01,DROP,WINNERCUT,SHRINK,0.1,1
NFLX,2009,2009-03-10,DROP,WINNERCUT,SHRINK,0.1,1
AMD,2009,2009-01-27,DROP,WINNERCUT,SHRINK,0.1,1
AAPL,2010,2010-11-17,DROP,WINNERCUT,SHRINK,0.1,1
AMZN,2010,2010-04-05,DROP,WINNERCUT,SHRINK,0.1,1
SMH,2010,2010-08-25,DROP,WINNERCUT,SHRINK,0.1,1
LLY,2010,2010-12-30,DROP,WINNERCUT,SHRINK,0.1,1
V,2010,2010-02-16,DROP,WINNERCUT,SHRINK,0.1,1
GOOGL,2011,2011-02-23,DROP,WINNERCUT,SHRINK,0.1,1
MSFT,2011,2011-06-28,DROP,WINNERCUT,SHRINK,0.1,1
COST,2011,2011-09-07,DROP,WINNERCUT,SHRINK,0.1,1
PLTR,2011,2011-09-21,DROP,WINNERCUT,SHRINK,0.1,1
XLK,2012,2012-10-15,DROP,WINNERCUT,SHRINK,0.1,1
META,2012,2012-04-27,DROP,WINNERCUT,SHRINK,0.1,1
QQQ,2012,2012-11-30,DROP,WINNERCUT,SHRINK,0.1,1
CRM,2012,2012-05-07,DROP,WINNERCUT,SHRINK,0.1,1
JPM,2013,2013-06-28,DROP,WINNERCUT,SHRINK,0.1,1
XLY,2013,2013-11-26,DROP,WINNERCUT,SHRINK,0.1,1
UNH,2013,2013-10-31,DROP,WINNERCUT,SHRINK,0.1,1
XBI,2014,2014-02-21,DROP,WINNERCUT,SHRINK,0.1,1
ORCL,2014,2014-11-17,DROP,WINNERCUT,SHRINK,0.1,1
VTI,2014,2014-07-14,DROP,WINNERCUT,SHRINK,0.1,1
XLV,2015,2015-07-16,DROP,WINNERCUT,SHRINK,0.1,1
XLI,2015,2015-08-31,DROP,WINNERCUT,SHRINK,0.1,1
RSP,2015,2015-12-17,DROP,WINNERCUT,SHRINK,0.1,1
DIA,2016,2016-10-13,DROP,WINNERCUT,SHRINK,0.1,1
ITB,2016,2016-11-09,DROP,WINNERCUT,SHRINK,0.1,1
BRK-B,2017,2017-11-03,DROP,WINNERCUT,SHRINK,0.1,1
IWM,2017,2017-03-31,DROP,WINNERCUT,SHRINK,0.1,1
XLP,2018,2018-08-06,DROP,WINNERCUT,SHRINK,0.1,1
