panel,family,REAL_IS,BLOCK_IS,REAL_OOS,BLOCK_OOS,excess_IS,excess_OOS,sign_holds
B136,ABS,0.05555555555555555,0.25555555555555554,0.8611111111111112,0.26666666666666666,-0.19999999999999998,0.5944444444444446,False
B136,CORR,0.2777777777777778,0.2833333333333333,0.7777777777777778,0.2611111111111111,-0.005555555555555536,0.5166666666666666,False
B136,DDGATE,0.3333333333333333,0.38333333333333336,0.0,0.25,-0.050000000000000044,-0.25,True
B136,DISP,0.0,0.2111111111111111,0.6666666666666666,0.275,-0.2111111111111111,0.3916666666666666,False
B136,MAGATE,0.2777777777777778,0.2861111111111111,0.8888888888888888,0.26944444444444443,-0.008333333333333304,0.6194444444444445,False
B136,MOMGATE,0.05555555555555555,0.3,0.3611111111111111,0.32222222222222224,-0.24444444444444444,0.03888888888888886,False
B136,QEXP,0.5,0.29444444444444445,0.6111111111111112,0.1527777777777778,0.20555555555555555,0.45833333333333337,True
B136,QROLL,0.5,0.3055555555555556,1.0,0.25555555555555554,0.19444444444444442,0.7444444444444445,True
B136,RVOL,0.0,0.24444444444444444,0.6666666666666666,0.20833333333333334,-0.24444444444444444,0.45833333333333326,False
SMALL,ABS,0.5555555555555556,0.375,0.0,0.3333333333333333,0.18055555555555558,-0.3333333333333333,False
SMALL,CORR,0.5555555555555556,0.28055555555555556,0.0,0.37777777777777777,0.275,-0.37777777777777777,False
SMALL,DDGATE,0.0,0.3888888888888889,0.0,0.35,-0.3888888888888889,-0.35,True
SMALL,DISP,0.4444444444444444,0.3611111111111111,0.0,0.3888888888888889,0.08333333333333331,-0.3888888888888889,False
SMALL,MAGATE,0.6111111111111112,0.3611111111111111,0.5,0.35555555555555557,0.25000000000000006,0.14444444444444443,True
SMALL,MOMGATE,0.6111111111111112,0.41388888888888886,0.05555555555555555,0.37222222222222223,0.1972222222222223,-0.31666666666666665,False
SMALL,QEXP,0.6666666666666666,0.45555555555555555,0.3888888888888889,0.2833333333333333,0.21111111111111108,0.10555555555555557,True
SMALL,QROLL,0.6666666666666666,0.3861111111111111,0.9444444444444444,0.3416666666666667,0.2805555555555555,0.6027777777777777,True
SMALL,RVOL,0.1388888888888889,0.36666666666666664,0.16666666666666666,0.3611111111111111,-0.22777777777777775,-0.19444444444444445,True
U56,ABS,0.2777777777777778,0.3111111111111111,1.0,0.24444444444444444,-0.033333333333333326,0.7555555555555555,False
U56,CORR,0.7222222222222222,0.3055555555555556,0.7777777777777778,0.3055555555555556,0.41666666666666663,0.4722222222222222,True
U56,DDGATE,0.16666666666666666,0.3055555555555556,0.0,0.2222222222222222,-0.13888888888888892,-0.2222222222222222,True
U56,DISP,0.2777777777777778,0.20555555555555555,0.6111111111111112,0.25,0.07222222222222224,0.36111111111111116,True
U56,MAGATE,0.3333333333333333,0.25555555555555554,0.8888888888888888,0.2388888888888889,0.07777777777777778,0.6499999999999999,True
U56,MOMGATE,0.1111111111111111,0.3333333333333333,0.7222222222222222,0.2833333333333333,-0.2222222222222222,0.4388888888888889,False
U56,QEXP,0.6666666666666666,0.4861111111111111,0.6666666666666666,0.33611111111111114,0.18055555555555552,0.3305555555555555,True
U56,QROLL,0.8888888888888888,0.3388888888888889,1.0,0.26944444444444443,0.5499999999999999,0.7305555555555556,True
U56,RVOL,0.1111111111111111,0.22777777777777777,0.6666666666666666,0.2111111111111111,-0.11666666666666667,0.4555555555555555,False
