panel,arm,bps,is_n_ok,is_lo,is_hi,mid_g,mid_OOS_Sharpe,mid_OOS_CAGR,mid_OOS_MaxDD,dn_g,dn_OOS_Sharpe,dn_OOS_CAGR,dn_OOS_MaxDD,isS_g,isS_OOS_Sharpe,d_mid_minus_dn,d_isS_minus_dn,oracle_OOS_Sharpe,spy_OOS_Sharpe
broad,band3-dg,5.0,3,0.6809772604082424,0.6916089115879073,0.6862931163663675,1.1323009437492748,0.1045965720014892,-0.15634931792160423,0.5321081075221801,1.1333248961415157,0.08096874887198968,-0.1222609669578778,0.6916089115879073,1.1322643939530888,-0.0010239523922408456,-0.001060502188426904,1.13610465883891,0.8820239235972316
broad,band3-dg,10.0,1,0.6916089115879073,0.6916089115879073,0.6916089115879073,1.1175280635971454,0.10390963941093645,-0.15769727522509613,0.5321081075221801,1.1185082795688426,0.07983337481604336,-0.12240793860208021,0.6916089115879073,1.1175280635971454,-0.0009802159716971737,-0.0009802159716971737,1.1207869873506866,0.8820239235972316
broad,band3-dg,25.0,0,,,,,,,0.5321081075221801,1.0740236940215924,0.07643420182382155,-0.12284879701089035,0.6916089115879073,1.0732846443346835,,-0.0007390496869088548,1.0748070577536206,0.8820239235972316
broad,band3-rw,5.0,38,0.6752514096058374,0.9525499245625052,0.8101731908566022,1.0978492192805505,0.1327633360429077,-0.19834103861350882,0.750212727056559,1.098046269943201,0.12287776009843987,-0.18456243904925562,0.9750268123881856,1.097275351739345,-0.00019705066265052196,-0.000770918203855997,1.0998654584592424,0.8820239235972316
broad,band3-rw,10.0,36,0.6902446441621974,0.9525499245625052,0.8176677230524625,1.0758330788058679,0.13100518285026364,-0.2008294036283914,0.750212727056559,1.0759636446032401,0.12014792469678315,-0.18528570357900875,0.9750268123881856,1.0754870461044077,-0.00013056579737225071,-0.00047659849883241456,1.0767298446194782,0.8820239235972316
broad,band3-rw,25.0,0,,,,,,,0.750212727056559,1.0096448187449245,0.11199630421691165,-0.18745349090203722,0.9750268123881856,1.0100537105658043,,0.0004088918208797754,1.0100537105658043,0.8820239235972316
broad,vol60-dg,5.0,29,0.5932106048286955,0.7955815798355131,0.6944069798779408,1.1294883843525412,0.11604687860125118,-0.17980148839857701,0.7233161870936443,1.1292571990420697,0.1209181805324493,-0.1869189737094884,0.9400809173144001,1.127424376998385,0.00023118531047150448,-0.0018328220436847342,1.13380132629531,0.8820239235972316
broad,vol60-dg,10.0,28,0.6004396605407357,0.7955815798355131,0.6944069798779408,1.1226713371503607,0.11527406301956566,-0.17984405451305463,0.7233161870936443,1.1224553129457142,0.12011126700793429,-0.18696236312424186,0.9400809173144001,1.120686546467191,0.0002160242046465033,-0.0017687664785233093,1.1263432613341584,0.8820239235972316
broad,vol60-dg,25.0,26,0.6076686004749305,0.7883555237078274,0.6944069798779408,1.102208876326584,0.11295868414564558,-0.17997174506380675,0.7233161870936443,1.1020383628219215,0.11769385576362001,-0.18709252316824732,0.9400809173144001,1.1004618438114357,0.00017051350466257276,-0.0015765190104857219,1.1039563002480623,0.8820239235972316
broad,vol60-rw,5.0,18,0.5852705132472903,0.7127237884022454,0.6452527923987845,1.1109294057169585,0.10826196307748659,-0.18014254168635824,0.7502036376726019,1.1099969009815944,0.12597557442648344,-0.20724127978640727,0.9750255313864132,1.1078726298460184,0.0009325047353641036,-0.0021242711355760058,1.1154039382955296,0.8820239235972316
broad,vol60-rw,10.0,16,0.592768721103486,0.7052274759623218,0.6452527923987845,1.1017301128568446,0.10729513933036894,-0.18062881799822406,0.7502036376726019,1.1008541645691114,0.12483914938406637,-0.20779147076326998,0.9750255313864132,1.0987938429408814,0.0008759482877331859,-0.0020603216282299996,1.1056352990689757,0.8820239235972316
broad,vol60-rw,25.0,15,0.6002668072482866,0.7052274759623218,0.6527500386775235,1.0740413263864823,0.1056165203151942,-0.18406192865289472,0.7502036376726019,1.0733820979436113,0.12143585457891093,-0.20944165272460558,0.9750255313864132,1.0715138803787492,0.0006592284428710293,-0.0018682175648621069,1.0762848814944683,0.8820239235972316
small,band3-dg,5.0,0,,,,,,,0.37715651358601243,0.5867725240158825,0.03987218581424812,-0.14515041480789792,0.4902632241746071,0.5859975114494671,,-0.0007750125664154339,0.5890665408747123,0.8820107671822842
small,band3-dg,10.0,0,,,,,,,0.37715651358601243,0.5664863714962136,0.03837588361212907,-0.1470362580000889,0.4902632241746071,0.5657654345499322,,-0.0007209369462813919,0.5684940496259906,0.8820107671822842
small,band3-dg,25.0,0,,,,,,,0.37715651358601243,0.5055965085014014,0.033899609793537344,-0.1526692136114992,0.4902632241746071,0.5050381744349585,,-0.0005583340664429004,0.5067427834749086,0.8820107671822842
small,band3-rw,5.0,0,,,,,,,0.7501087536175585,0.6013925425972277,0.08529287125933949,-0.3722233883721472,0.9750124904862246,0.6008165177457343,,-0.0005760248514934396,0.6029467470617422,0.8820107671822842
small,band3-rw,10.0,0,,,,,,,0.7501087536175585,0.5750092709182847,0.08082201079563234,-0.37675263629148525,0.9750124904862246,0.5747961184821951,,-0.0002131524360895476,0.5753661218311064,0.8820107671822842
small,band3-rw,25.0,0,,,,,,,0.7501087536175585,0.4958261821428166,0.06751650996241287,-0.39014913159496745,0.9750124904862246,0.4967036631270955,,0.0008774809842789222,0.4967036631270955,0.8820107671822842
small,vol60-dg,5.0,0,,,,,,,0.5866302170101508,0.3245762464505982,0.029221437528474503,-0.21197701223919718,0.7625817629536784,0.323757586913443,,-0.0008186595371552086,0.3266842061561492,0.8820107671822842
small,vol60-dg,10.0,0,,,,,,,0.5866302170101508,0.3045044582097228,0.027033005525108678,-0.21427820921876595,0.7625817629536784,0.303762456868027,,-0.0007420013416957749,0.30612972345416056,0.8820107671822842
small,vol60-dg,25.0,0,,,,,,,0.5866302170101508,0.24428871161050636,0.020494985817709033,-0.22114209511898586,0.7625817629536784,0.24377702776265806,,-0.0005116838478483043,0.2446222605862011,0.8820107671822842
small,vol60-rw,5.0,0,,,,,,,0.7500422434932876,0.35235258864659263,0.04240669025403676,-0.3468655084250306,0.07502895745236306,0.35451639800836543,,0.002163809361772795,0.35451639800836543,0.8820107671822842
small,vol60-rw,10.0,0,,,,,,,0.7500422434932876,0.3283211971347637,0.0386657855176602,-0.3502936762057103,0.7650397242437653,0.32827845301737674,,-4.274411738697248e-05,0.3300129514557556,0.8820107671822842
small,vol60-rw,25.0,0,,,,,,,0.7500422434932876,0.2562779927308283,0.027520813206586503,-0.36047453251158756,0.952507534458164,0.2559002819478099,,-0.00037771078301840344,0.2566325898714954,0.8820107671822842
u56,band3-dg,5.0,0,,,,,,,0.532752804375372,1.2973382100776587,0.09632687190876354,-0.12042377850251806,0.6924148072351936,1.2966445144564498,,-0.0006936956212089118,1.299004025899207,0.8820107671822842
u56,band3-dg,10.0,0,,,,,,,0.532752804375372,1.285072363206482,0.09534722887472857,-0.12054942313126815,0.6924148072351936,1.2844415452112408,,-0.0006308179952412285,1.2862629069466767,0.8820107671822842
u56,band3-dg,25.0,0,,,,,,,0.532752804375372,1.2482435320727505,0.0924133776660172,-0.12092631068492765,0.6924148072351936,1.24780168953489,,-0.000441842537860504,1.2484201427455204,0.8820107671822842
