gate,value,bar,passed
G2,0.0,max|d| == 0,True
G1,0.0,max|d| < 1e-12,True
G3,0.0,identity + strict drop,True
G4,54.0,>0 dropped,True
G5,0.0,baseline's own,True
G6,0.7372613030746193,<= nominal gross,True
G7,-0.24496390282198155,"-24.50% +/- 0.6pp, trough in 2022",True
