panel,family,state,side,q,w,depth,cadence,gross,kind,rate,nswitch_real,sw_ratio,nruns,mean_runlen,degenerate,same_multiset,sd_runlen_ratio,excess_0bps,excess_10bps,excess_25bps,share_pos_0bps,share_pos_10bps,share_pos_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.06230062362548072,0.06250127049505816,0.06271497043080504,1.0,1.0,1.0,-0.011368963092928563,0.11679663436602072
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,0.75,BLOCK,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.8,0.9720985096956994,0.054089747558654144,0.0533082793927383,0.05221746244597403,1.0,1.0,1.0,-0.001211040419090148,0.1020617969285268
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,RAND,0.11566156615661566,56,16.14107142857143,28,18.357142857142858,False,0.0,0.030168567787990874,0.05937861475562223,0.1532314109040555,0.2938646005823598,1.0,1.0,1.0,0.08654075184925242,0.20615201449107512
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,SWITCHMATCH,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.0,1.3742975756556102,0.07436781339157905,0.07410970578573306,0.07361347580989364,1.0,1.0,1.0,0.014132593009894168,0.12927284430156438
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.061277872817734114,0.06060978427964814,0.059726077055718974,1.0,1.0,1.0,0.007333317534241157,0.10607461708650034
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.25,W,1.0,BLOCK,0.11566156615661566,56,0.9964285714285716,28,18.357142857142858,False,1.0,1.0,0.05528516607040734,0.055497036004501954,0.05582185222833003,1.0,1.0,1.0,-0.013764137345129324,0.10494094671785648
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,RAND,0.11093609360936094,116,7.587068965517242,58,8.5,False,0.0,0.03775733002333273,0.17537133878682798,0.34737299496098545,0.6041529703548039,1.0,1.0,1.0,0.2678823841045735,0.4137269506057292
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SWITCHMATCH,0.11093609360936094,116,0.9991379310344828,58,8.5,False,0.0,0.7834376637164033,0.1639909811325726,0.16180766072472708,0.15875858783718433,1.0,1.0,1.0,0.054508404937537724,0.25412249643761586
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,RUNPERM,0.11093609360936094,116,1.0,58,8.5,False,1.0,1.0,0.17904585616807922,0.176690200609895,0.17384630405258872,1.0,1.0,1.0,0.08268958454678965,0.26525577898147157
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK,0.11093609360936094,116,1.0,58,8.5,False,1.0,1.0,0.17646301684330057,0.1769000276702719,0.17609441206972448,1.0,1.0,1.0,0.08397958804160682,0.2703824087254453
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,RAND,0.11093609360936094,116,7.540517241379311,58,8.5,False,0.0,0.03846282214760925,0.17447779877653335,0.34257934983070226,0.5963067869845935,1.0,1.0,1.0,0.260142882673055,0.41783513895263724
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,SWITCHMATCH,0.11093609360936094,116,1.0,58,8.5,False,0.0,0.7676485148258873,0.16783611185423675,0.16607859358294885,0.16338982285831066,1.0,1.0,1.0,0.05220210350136539,0.26338289417297855
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,RUNPERM,0.11093609360936094,116,1.0,58,8.5,False,1.0,1.0,0.17609705349850868,0.17448388762937128,0.17180309786535763,1.0,1.0,1.0,0.06967375811359539,0.27965395645369207
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,1.0,BLOCK,0.11093609360936094,116,1.0,58,8.5,False,0.9,0.9990164238106016,0.17402427292980072,0.17214178375209488,0.16915462082396227,1.0,1.0,1.0,0.12275535010130062,0.2663708527624693
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,RAND,0.11566156615661566,56,16.29285714285714,28,18.357142857142858,False,0.0,0.02850170763617193,0.1072048478642541,0.3008245304498176,0.5903266769432365,1.0,1.0,1.0,0.17601471547724612,0.4088321525665284
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,SWITCHMATCH,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.0,1.339147405576909,0.13311285553075225,0.13293409496747322,0.13248184363830773,1.0,1.0,1.0,0.010876349801883678,0.23685405662610692
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.1218161296396818,0.12124583828013791,0.12019672978587831,1.0,1.0,1.0,0.0053195703583547305,0.22206991132872533
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,0.75,BLOCK,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.9,1.0011294147619672,0.12243613154870836,0.12343710477431169,0.12471134709957299,1.0,1.0,1.0,-0.019520252542302496,0.23544733027461784
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,RAND,0.11566156615661566,56,16.15714285714286,28,18.357142857142858,False,0.0,0.02935876619927479,0.1388701665475488,0.3310941132441216,0.6150209712083664,1.0,1.0,1.0,0.18674389881696551,0.4323042250442388
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,SWITCHMATCH,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.0,1.2672749462121546,0.13685731883702879,0.13603694729096216,0.13554083250193982,1.0,1.0,1.0,-0.013124235619377866,0.2752633042797621
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.09624622422794238,0.09676705543790087,0.09735623087673406,1.0,1.0,1.0,0.006860800213103813,0.19725848901702858
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,W,1.0,BLOCK,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.13412991772510696,0.13349481090735693,0.1323382603639967,1.0,1.0,1.0,0.01783819610822518,0.24939682870694269
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,0.75,RAND,0.11093609360936094,116,7.505172413793103,58,8.5,False,0.0,0.04003248908036392,0.3823082062395191,0.7277869423304008,1.23849852564055,1.0,1.0,1.0,0.582886530331752,0.8782712751379378
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,0.75,SWITCHMATCH,0.11093609360936094,116,0.9991379310344828,58,8.5,False,0.0,0.7323593809169122,0.30594546291707037,0.3051823417438911,0.30354149366522065,1.0,1.0,1.0,0.1359429846198693,0.4688624865900987
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,0.75,RUNPERM,0.11093609360936094,116,1.0,58,8.5,False,1.0,1.0,0.3133713917509219,0.3114029855676043,0.30786544205175076,1.0,1.0,1.0,0.14085788139038058,0.46556686721847185
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,0.75,BLOCK,0.11093609360936094,116,1.0,58,8.5,False,0.9,0.9964773662440972,0.32964877949764937,0.33006432194110663,0.3300777281077196,1.0,1.0,1.0,0.20853214895389965,0.4605046318165523
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,1.0,RAND,0.11093609360936094,116,7.554310344827584,58,8.5,False,0.0,0.0373275393501873,0.2971321399872222,0.6416085430453082,1.1513661113810567,1.0,1.0,1.0,0.46643367261216656,0.8147489295948532
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,1.0,SWITCHMATCH,0.11093609360936094,116,0.9982758620689655,58,8.5,False,0.0,0.789893758985209,0.29407389013385155,0.29071530595520156,0.28714291226838623,1.0,1.0,1.0,0.1792645881333358,0.4799554971677347
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,1.0,RUNPERM,0.11093609360936094,116,1.0,58,8.5,False,1.0,1.0,0.26178879406538336,0.2608804168128082,0.26122935360061317,1.0,1.0,1.0,0.14754032376020632,0.42986027554471273
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,D,1.0,BLOCK,0.11093609360936094,116,0.9991379310344828,58,8.5,False,0.8,0.9963672579329226,0.29914313660058756,0.3007547268600415,0.302520882297296,1.0,1.0,1.0,0.145352304337189,0.46272495550654047
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,0.75,RAND,0.11566156615661566,56,16.178571428571427,28,18.357142857142858,False,0.0,0.02972569354026879,0.17784539580365188,0.5644671406147455,1.139180534822867,1.0,1.0,1.0,0.3170898559651826,0.817575725056923
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,0.75,SWITCHMATCH,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.0,1.2236537285423748,0.22181416946191324,0.22506151496427118,0.22943181474863095,1.0,1.0,1.0,-0.03879237355248599,0.4411013245783718
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,0.75,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.2094326546962667,0.21176961414564394,0.21476017406046977,1.0,1.0,1.0,-0.030935020880914987,0.462115572860101
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,0.75,BLOCK,0.11566156615661566,56,1.0,28,18.357142857142858,False,0.8,0.9869157801490474,0.23431217027616758,0.2382540573543127,0.24354743499277293,1.0,1.0,1.0,0.01839300606603428,0.430103362762035
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,1.0,RAND,0.11566156615661566,56,16.326785714285712,28,18.357142857142858,False,0.0,0.028186375614119807,0.19035877935301937,0.5825178734314844,1.170385427818959,1.0,1.0,1.0,0.3479188751824225,0.8187252794993964
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,1.0,SWITCHMATCH,0.11566156615661566,56,0.9982142857142857,28,18.357142857142858,False,0.0,1.3589897575333676,0.17382126750721016,0.17629520948882133,0.17962002337985306,1.0,1.0,1.0,-0.07651208254308273,0.4146801942519066
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,1.0,RUNPERM,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.20076909092771866,0.2022027613057163,0.20386425031954325,1.0,1.0,1.0,0.016009258703999996,0.405396978181934
U56,BREADTH-LO,BREADTH,LO,0.07,252,1.0,W,1.0,BLOCK,0.11566156615661566,56,1.0,28,18.357142857142858,False,1.0,1.0,0.2158645707696939,0.21796381588277258,0.22052543377232747,1.0,1.0,1.0,-0.05736338659208273,0.47796431636899
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,0.75,RAND,0.10598559855985598,100,8.461,50,9.42,False,0.0,0.024578444035925857,0.07727509342814742,0.1584790235289144,0.2801735245623064,1.0,1.0,1.0,0.1267880504112292,0.17420698355300057
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,0.75,SWITCHMATCH,0.10598559855985598,100,1.0,50,9.42,False,0.0,0.6786884825162008,0.07066593604263727,0.07043557982748394,0.07006949899788573,1.0,1.0,1.0,0.029256911063556545,0.09693306027896476
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,0.75,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0000000000000002,0.0565318711576317,0.05639551310908952,0.05618242166532461,1.0,1.0,1.0,0.03357405407030617,0.08310565982092655
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,0.75,BLOCK,0.10598559855985598,100,0.999,50,9.42,False,0.9,0.9975846200164916,0.07089674225063758,0.07027562681467991,0.06908215598772044,1.0,1.0,1.0,0.04470367932464714,0.09171019079790232
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,1.0,RAND,0.10598559855985598,100,8.423,50,9.42,False,0.0,0.025410103563085255,0.07161973677591926,0.15276866631216707,0.2744776717624368,1.0,1.0,1.0,0.12603436872121754,0.16696179598105232
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,1.0,SWITCHMATCH,0.10598559855985598,100,1.0,50,9.42,False,0.0,0.6479314615649274,0.07086121393191036,0.07053380399651377,0.06999965392160962,1.0,1.0,1.0,0.057449328130377675,0.07924579306535917
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,1.0,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0,0.06216912231156346,0.062096460399759024,0.06195561386058612,1.0,1.0,1.0,0.040151923396611,0.07445748972792277
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,D,1.0,BLOCK,0.10598559855985598,100,1.0,50,9.42,False,0.8,0.9851209744621411,0.0737725584078478,0.07411785364960832,0.0746069120212805,1.0,1.0,1.0,0.050761320791919806,0.08712304039404606
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,0.75,RAND,0.10553555355535553,42,19.78333333333333,21,22.333333333333332,False,0.0,0.01925079306101018,0.017158126464324908,0.10662652171544063,0.24068880241813806,0.9,1.0,1.0,0.07470646106315554,0.13884258695064422
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,0.75,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,1.054867371949989,0.04320784431877456,0.044159846534840064,0.04550647230782923,0.8,0.8,0.8,0.006372368894930369,0.07006415531942778
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,0.75,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.029379355873119906,0.03044593327356815,0.03197059975973071,0.9,0.9,0.9,-0.00024937812993119923,0.060879946117739725
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,0.75,BLOCK,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.9,0.9820521052269531,0.037810215501484,0.038748468176917794,0.04022769677242127,0.9,0.9,0.9,-0.0011693054318080986,0.07756529220070785
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,1.0,RAND,0.10553555355535553,42,19.923809523809524,21,22.333333333333332,False,0.0,0.018740163073907964,0.045749722666173276,0.13391734904390779,0.2656006771564626,1.0,1.0,1.0,0.09291320175187578,0.1563085699128255
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,1.0,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,0.9878584595967853,0.03926134034963458,0.04042956943975684,0.04208163574817303,1.0,1.0,1.0,0.011981464266679787,0.06427119756690514
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,1.0,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.029664541691794,0.030587700956389963,0.03174382728711894,0.9,0.9,0.9,-0.005501113885055364,0.0640600187353435
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.25,W,1.0,BLOCK,0.10553555355535553,42,0.9976190476190476,21,22.333333333333332,False,0.9,0.9945761065320404,0.02749302495882333,0.02847853101543818,0.03015480992629499,1.0,1.0,1.0,-0.0017622941033653139,0.053841970111841886
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,0.75,RAND,0.10598559855985598,100,8.354,50,9.42,False,0.0,0.027224869721131306,0.1339104496757325,0.29561972775400713,0.5372478789076051,1.0,1.0,1.0,0.26460353461232206,0.3194269016169167
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,0.75,SWITCHMATCH,0.10598559855985598,100,0.998,50,9.42,False,0.0,0.6397350414420754,0.14283227582427271,0.14189450860237096,0.14036294463170168,1.0,1.0,1.0,0.1262240695334707,0.16122922764449854
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,0.75,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0000000000000002,0.09875218988831802,0.09839490888179603,0.0977419685773635,1.0,1.0,1.0,0.07420163940759322,0.1320054324102008
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,0.75,BLOCK,0.10598559855985598,100,1.0,50,9.42,False,0.8,0.9964148854554825,0.1415730136310236,0.14229146159037132,0.14328907644788064,1.0,1.0,1.0,0.12642997976045606,0.15461429118695702
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,1.0,RAND,0.10598559855985598,100,8.424000000000001,50,9.42,False,0.0,0.026222800035297023,0.14485234120413493,0.30829269482381727,0.5541268954503298,1.0,1.0,1.0,0.2775176974291274,0.33851221304266654
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,1.0,SWITCHMATCH,0.10598559855985598,100,0.999,50,9.42,False,0.0,0.6075633673809191,0.1416219016840118,0.1408410010081242,0.13930438166041664,0.9,0.9,1.0,0.09236484719552074,0.1683001556029774
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,1.0,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0000000000000002,0.1176836516342602,0.11789970625479851,0.11812667835033824,0.9,0.9,0.9,0.07646859553046936,0.1452715101528429
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,D,1.0,BLOCK,0.10598559855985598,100,0.999,50,9.42,False,1.0,1.0000000000000002,0.14784939635660577,0.14786151266742642,0.14837763372378598,1.0,1.0,1.0,0.09263502237796806,0.1801088015356741
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,0.75,RAND,0.10553555355535553,42,19.780952380952378,21,22.333333333333332,False,0.0,0.01942669544154756,0.04820772846420296,0.22636626674197913,0.4931794234453229,0.7,1.0,1.0,0.14263929421984167,0.29372594686748954
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,0.75,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,1.0360891297277321,0.05477022619214078,0.0569190499665615,0.059978812776627144,0.9,0.9,0.9,-0.007512484513305884,0.10775533078988997
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,0.75,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.0750869058248993,0.07704218847160027,0.07979705609388099,1.0,1.0,1.0,0.0007865195657548174,0.15048153387529195
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,0.75,BLOCK,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.8,0.9957233275839839,0.049623774877048166,0.05030590774510879,0.0514337372303717,1.0,1.0,1.0,-0.026442255550649718,0.1287757084825638
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,1.0,RAND,0.10553555355535553,42,19.821428571428573,21,22.333333333333332,False,0.0,0.019310539079426457,0.0535081722947528,0.23278529433526557,0.5013010986918699,0.9,1.0,1.0,0.1870509511647762,0.2967154803436142
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,1.0,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,1.0113774722308952,0.04871837528126299,0.05142192973110371,0.055346514042261596,1.0,1.0,1.0,-0.03157078743299152,0.10809220875865799
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,1.0,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.04240508229819362,0.04408087937081073,0.04646692132925778,1.0,1.0,1.0,-0.0419123260213527,0.11221431044418939
U56,BREADTH-LO,BREADTH,LO,0.07,504,0.5,W,1.0,BLOCK,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.9,0.9957448237372105,0.06937429196384493,0.07237197923976746,0.0766794115160655,0.9,0.9,0.9,-0.022226052923969952,0.1343668531314549
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,0.75,RAND,0.10598559855985598,100,8.404999999999998,50,9.42,False,0.0,0.025672308067705218,0.23061604481636488,0.5785811798454599,1.0953821457050457,1.0,1.0,1.0,0.5116315440763378,0.6091123399268102
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,0.75,SWITCHMATCH,0.10598559855985598,100,1.0,50,9.42,False,0.0,0.6442932479423505,0.2022588411092625,0.20405807476376786,0.20639989190326813,1.0,1.0,1.0,0.11131929898159348,0.2942496411297792
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,0.75,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0,0.22534392771227696,0.22692176033476574,0.22889761099315192,1.0,1.0,1.0,0.13426500039373473,0.2782912844246703
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,0.75,BLOCK,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0,0.22905299445436045,0.23180699490743323,0.23559578959366523,1.0,1.0,1.0,0.1948549683483476,0.29300642332135185
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,1.0,RAND,0.10598559855985598,100,8.475999999999999,50,9.42,False,0.0,0.024658311504821298,0.19910553983007462,0.5436299475911879,1.0551477067325628,1.0,1.0,1.0,0.5797236907797141,0.5542061606279629
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,1.0,SWITCHMATCH,0.10598559855985598,100,1.0,50,9.42,False,0.0,0.6366559164238856,0.21192020511375775,0.2130083361308015,0.21435467435434152,0.9,0.9,0.9,0.10651969355367474,0.2804318374723095
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,1.0,RUNPERM,0.10598559855985598,100,1.0,50,9.42,False,1.0,1.0,0.2372941690856214,0.23977067198356883,0.24298708993766654,1.0,1.0,1.0,0.17554388033475926,0.25972277931939863
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,D,1.0,BLOCK,0.10598559855985598,100,1.0,50,9.42,False,0.7,0.9940892298496669,0.19603977069665424,0.1989568166614082,0.2060156491944517,1.0,1.0,1.0,0.12770180803058073,0.24041387533679048
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,0.75,RAND,0.10553555355535553,42,19.961904761904762,21,22.333333333333332,False,0.0,0.018418713547284027,0.09462034338791614,0.46270741934899684,1.0098749627227104,0.9,1.0,1.0,0.33704858918082825,0.5901396572930973
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,0.75,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,1.110401237262384,0.08266015232750556,0.08936286083969769,0.09917364072595158,0.8,0.8,0.8,0.009533453601654196,0.142935581931511
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,0.75,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.12807182474825396,0.13473676933833967,0.14430467443221806,1.0,1.0,1.0,-0.09726706827768866,0.26630591585100033
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,0.75,BLOCK,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.9,0.9974026418444145,0.06649969097439734,0.07265588203973233,0.08163176728701871,1.0,1.0,1.0,-0.08901152943309054,0.1726264968045581
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,1.0,RAND,0.10553555355535553,42,20.045238095238098,21,22.333333333333332,False,0.0,0.017890080565203647,0.10510058823947976,0.47607909450039904,1.0191283887121376,0.8,1.0,1.0,0.31234506549065677,0.5937478622605934
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,1.0,SWITCHMATCH,0.10553555355535553,42,1.0,21,22.333333333333332,False,0.0,1.0179220502629849,0.12231710197609935,0.12725550642329836,0.1350354347247767,0.9,0.9,0.9,-0.052375634868022714,0.2701324146047205
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,1.0,RUNPERM,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.1176862443806026,0.12252630286409294,0.1291409740842912,0.9,0.9,0.9,-0.11275230153316468,0.2772605774928468
U56,BREADTH-LO,BREADTH,LO,0.07,504,1.0,W,1.0,BLOCK,0.10553555355535553,42,1.0,21,22.333333333333332,False,1.0,1.0,0.11349920194074348,0.11844650624111625,0.1255446691241215,1.0,1.0,1.0,0.005876886897825062,0.21277881243145513
U56,BREADTH-LO,BREADTH,LO,0.07,1008,0.25,D,0.75,RAND,0.0594059405940594,64,7.728125,32,8.25,False,0.0,0.01948646714663069,0.03051788332549321,0.07675584921731748,0.1460963144320503,0.9,1.0,1.0,0.07786711223180087,0.0770595939524491
U56,BREADTH-LO,BREADTH,LO,0.07,1008,0.25,D,0.75,SWITCHMATCH,0.0594059405940594,64,1.0,32,8.25,False,0.0,0.5494494239202812,0.04227080754401635,0.042181385873238164,0.04203317419055186,1.0,1.0,1.0,0.0418436289773047,0.03958802248245019
