panel,ladder,null_type,object,machinery_ratio
B136,CADENCE,N_BLOCK,OBJ_ARGMAX,0.7438882274659543
B136,CADENCE,N_BLOCK,OBJ_MAXDD,0.9563389241983418
B136,CADENCE,N_BLOCK,OBJ_SPREAD,0.811363095708762
B136,CADENCE,N_IID,OBJ_ARGMAX,0.584016368449222
B136,CADENCE,N_IID,OBJ_MAXDD,0.9247939174661208
B136,CADENCE,N_IID,OBJ_SPREAD,0.776950022556267
B136,CADENCE,N_STAT,OBJ_ARGMAX,0.6197586549332404
B136,CADENCE,N_STAT,OBJ_MAXDD,0.9824156307129515
B136,CADENCE,N_STAT,OBJ_SPREAD,0.8050829300540935
B136,GROSS,N_BLOCK,OBJ_ARGMAX,1.0203206785292924
B136,GROSS,N_BLOCK,OBJ_MAXDD,1.0203783647095854
B136,GROSS,N_BLOCK,OBJ_SPREAD,1.0167594168929757
B136,GROSS,N_IID,OBJ_ARGMAX,0.9963544360006072
B136,GROSS,N_IID,OBJ_MAXDD,0.9973465921039534
B136,GROSS,N_IID,OBJ_SPREAD,1.011545253267148
B136,GROSS,N_STAT,OBJ_ARGMAX,1.0320134863278996
B136,GROSS,N_STAT,OBJ_MAXDD,1.031124195039567
B136,GROSS,N_STAT,OBJ_SPREAD,1.0237165058460638
B136,H,N_BLOCK,OBJ_ARGMAX,0.9735466131459876
B136,H,N_BLOCK,OBJ_MAXDD,1.0787955796723816
B136,H,N_BLOCK,OBJ_SPREAD,0.7641794933494555
B136,H,N_IID,OBJ_ARGMAX,0.8672914509014045
B136,H,N_IID,OBJ_MAXDD,1.068377899915934
B136,H,N_IID,OBJ_SPREAD,0.7744256727173763
B136,H,N_STAT,OBJ_ARGMAX,0.999817035953636
B136,H,N_STAT,OBJ_MAXDD,1.0599661434764764
B136,H,N_STAT,OBJ_SPREAD,0.8044529911864357
B136,N,N_BLOCK,OBJ_ARGMAX,1.2031482716620634
B136,N,N_BLOCK,OBJ_MAXDD,1.1133285896892178
B136,N,N_BLOCK,OBJ_SPREAD,1.055479600392684
B136,N,N_IID,OBJ_ARGMAX,1.2749609361059837
B136,N,N_IID,OBJ_MAXDD,1.0906541560226006
B136,N,N_IID,OBJ_SPREAD,1.0575129651976314
B136,N,N_STAT,OBJ_ARGMAX,1.085846925140337
B136,N,N_STAT,OBJ_MAXDD,1.0897131507205977
B136,N,N_STAT,OBJ_SPREAD,1.0049500097489907
SMALL,CADENCE,N_BLOCK,OBJ_ARGMAX,0.5279279514398677
SMALL,CADENCE,N_BLOCK,OBJ_MAXDD,0.99675939758197
SMALL,CADENCE,N_BLOCK,OBJ_SPREAD,0.8935328274102422
SMALL,CADENCE,N_IID,OBJ_ARGMAX,0.5542977262327734
SMALL,CADENCE,N_IID,OBJ_MAXDD,1.0145936431899252
SMALL,CADENCE,N_IID,OBJ_SPREAD,0.8661944262109955
SMALL,CADENCE,N_STAT,OBJ_ARGMAX,0.5287404718387704
SMALL,CADENCE,N_STAT,OBJ_MAXDD,1.0241457745851175
SMALL,CADENCE,N_STAT,OBJ_SPREAD,0.9033739175366554
SMALL,GROSS,N_BLOCK,OBJ_ARGMAX,0.9674297481897053
SMALL,GROSS,N_BLOCK,OBJ_MAXDD,0.9689673877364683
SMALL,GROSS,N_BLOCK,OBJ_SPREAD,0.9786722702502059
SMALL,GROSS,N_IID,OBJ_ARGMAX,0.964619171188608
SMALL,GROSS,N_IID,OBJ_MAXDD,0.965976083427272
SMALL,GROSS,N_IID,OBJ_SPREAD,0.981204340333064
SMALL,GROSS,N_STAT,OBJ_ARGMAX,0.9615831930290336
SMALL,GROSS,N_STAT,OBJ_MAXDD,0.9624301620127599
SMALL,GROSS,N_STAT,OBJ_SPREAD,0.9795902287296515
SMALL,H,N_BLOCK,OBJ_ARGMAX,0.9647498768835087
SMALL,H,N_BLOCK,OBJ_MAXDD,0.9403314450357914
SMALL,H,N_BLOCK,OBJ_SPREAD,0.8279455167353581
SMALL,H,N_IID,OBJ_ARGMAX,0.7837811850553558
SMALL,H,N_IID,OBJ_MAXDD,0.9283720929186375
SMALL,H,N_IID,OBJ_SPREAD,0.8704390145011088
SMALL,H,N_STAT,OBJ_ARGMAX,0.7985404195378258
SMALL,H,N_STAT,OBJ_MAXDD,0.9338173082491489
SMALL,H,N_STAT,OBJ_SPREAD,0.8319603365817781
SMALL,N,N_BLOCK,OBJ_ARGMAX,0.8625153914420584
SMALL,N,N_BLOCK,OBJ_MAXDD,0.9782277489169485
SMALL,N,N_BLOCK,OBJ_SPREAD,1.0033031789366191
SMALL,N,N_IID,OBJ_ARGMAX,0.8510204619602922
SMALL,N,N_IID,OBJ_MAXDD,0.967254518208621
SMALL,N,N_IID,OBJ_SPREAD,0.9968612933824775
SMALL,N,N_STAT,OBJ_ARGMAX,0.8314488677064417
SMALL,N,N_STAT,OBJ_MAXDD,0.996815030147667
SMALL,N,N_STAT,OBJ_SPREAD,0.9881804920668551
U56,CADENCE,N_BLOCK,OBJ_ARGMAX,0.8291381186977216
U56,CADENCE,N_BLOCK,OBJ_MAXDD,0.9471348601634717
U56,CADENCE,N_BLOCK,OBJ_SPREAD,0.826158691627153
U56,CADENCE,N_IID,OBJ_ARGMAX,0.800122968007835
U56,CADENCE,N_IID,OBJ_MAXDD,0.935511688608496
U56,CADENCE,N_IID,OBJ_SPREAD,0.7808336965197136
U56,CADENCE,N_STAT,OBJ_ARGMAX,0.8369831151196818
U56,CADENCE,N_STAT,OBJ_MAXDD,0.9703432403976769
