panel,n,g,held_mean,realised_gross,max_gross,turnover,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_H1,FULL_H2,FULL_4b,FULL_4b_H1,FULL_4b_H2,FULL_4b_DD,FULL_4b_CAGR,FULL_4a,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,IS_4b,IS_4b_H1,IS_4b_H2,IS_4b_DD,IS_4b_CAGR,IS_4a,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,OOS_4b,OOS_4b_H1,OOS_4b_H2,OOS_4b_DD,OOS_4b_CAGR,OOS_4a
BSTK100,5,0.3,4.688843398157625,0.297961326533051,0.3273099295850755,8.420511667349338,0.06847399448705893,0.8761353302607315,-0.09222745936250054,1.0275229635139242,0.7493801904569829,False,True,False,True,False,False,0.07289257822203288,0.9865511476601351,-0.09057106940239312,0.8243755896147927,1.1857450503941156,False,False,True,True,False,False,0.06485465243643551,0.7976417892216509,-0.09222745936250043,0.7993098535288364,0.7976667531873258,False,False,True,True,False,False
BSTK100,5,0.35,4.688843398157625,0.34757338482072214,0.3793946225098026,9.813493976308456,0.07976652100106985,0.8770501487383129,-0.10710495197975722,1.0277903153519803,0.7508519743133156,False,True,False,True,False,False,0.08498947566197179,0.9867335694515985,-0.10525263444411925,0.8242960821321339,1.1862317083996268,False,False,True,True,False,False,0.07549102656877205,0.7990871946671891,-0.10710495197975711,0.800554106091371,0.799281290377313,False,False,True,True,False,False
BSTK100,5,0.4,4.688843398157625,0.397172638266753,0.43081066378370425,11.204198110454362,0.09101410226475104,0.8779560459637988,-0.12184285652059668,1.0280470211945791,0.7523174863777042,False,True,False,True,False,False,0.09706055308789696,0.9869055878964743,-0.11981197983364889,0.8242064145264414,1.1867080860928154,False,False,True,True,False,False,0.08606765845572784,0.8005255084437577,-0.12184285652059645,0.801793195507108,0.8008868995389975,False,False,True,True,False,False
BSTK100,5,0.45,4.688843398157625,0.4467594441274458,0.4815708472850561,12.592988886713938,0.1022125130246363,0.8788522344339472,-0.13644172667611132,1.028293141301523,0.7537752193225792,False,True,False,True,False,False,0.10910162575574134,0.9870678237566206,-0.13424768370580686,0.8241067935296075,1.187175303366516,False,False,True,False,True,False,0.09658032414806894,0.8019549165913642,-0.13644172667611176,0.8030259103863753,0.8024812120349522,False,False,True,True,False,False
BSTK100,5,0.5,4.688843398157625,0.49633415924067525,0.5316876425658607,13.980156124674668,0.11335759176132854,0.8797390011398613,-0.15090211499031014,1.0285298368706564,0.755224682789041,False,True,False,True,True,False,0.1211085204184692,0.9872210326456844,-0.14855914882434607,0.8239956343855821,1.1876369261989053,False,False,True,False,True,False,0.1070249062684312,0.8033753501646436,-0.15090211499031003,0.8042526171431783,0.8040637603273142,False,False,True,True,True,False
BSTK100,5,0.55,4.688843398157625,0.5458971400900573,0.5811732050642604,15.366371447777919,0.12444467043875207,0.8806136795890226,-0.16522457287103998,1.0287542388924433,0.7566633890954357,False,True,False,True,True,False,0.13307649082656003,0.98736234870806,-0.16274563388411623,0.8238708251968103,1.188089174971828,False,False,True,False,True,False,0.11739683509622334,0.8047842880112918,-0.16522457287103987,0.8054708576991751,0.8056319494920302,False,False,True,True,True,False
BSTK100,5,0.6,4.688843398157625,0.5954487428694977,0.630039385933483,16.75168012829089,0.13546974934232958,0.8814785795777615,-0.1794096506007712,1.0289683296162249,0.758094037473302,False,True,False,True,True,False,0.14500135090585786,0.9874938118759233,-0.17680569509513133,0.8237350837656378,1.1885333132828142,False,False,True,False,True,False,0.12769229678471716,0.8061842942435596,-0.17940965060077096,0.8066833385703771,0.8071882050019966,False,False,True,True,True,False
BSTK100,5,0.65,4.688843398157625,0.644989323548203,0.678297741504013,18.136613724509598,0.14642824905514584,0.8823324489952977,-0.19345789734723895,1.0291698262760975,0.7595162407578263,False,True,False,True,True,False,0.15687833624685288,0.9876137205611433,-0.19073864284085396,0.8235850279048488,1.1889695395636468,False,False,True,False,True,False,0.13790689628275832,0.8075744412418544,-0.19345789734723873,0.8078854267790374,0.8087349863886856,False,False,True,True,True,False
BSTK100,5,0.7,4.688843398157625,0.6945192379362382,0.7259595423948577,19.521741748153925,0.15731550726146093,0.8831743312892504,-0.20736986117395206,1.0293560600021696,0.760930549160054,False,True,False,False,True,False,0.1687021419569077,0.987718621873928,-0.20454462732925593,0.8234156245278639,1.1893963639067708,False,False,True,False,True,False,0.14803652484646768,0.8089556040371857,-0.2073698611739524,0.8090806680954036,0.8102707410259481,False,False,True,False,True,False
BSTK100,5,0.75,4.688843398157625,0.7440388417507224,0.7730357822889968,20.907675469680857,0.16812677122584252,0.8840033472716049,-0.22114716261306455,1.0295287239978967,0.7623338255914801,False,True,False,False,True,False,0.18046835433637765,0.9878102974218281,-0.21822091622487683,0.8232274076682936,1.1898169891288208,False,False,True,False,True,False,0.15807618927019074,0.8103249228044624,-0.22114716261306433,0.8102679914397936,0.8117909716104521,False,False,True,False,True,False
