ladder,panel,book,cost,family,max_bought,at_level,paid_at_max,rate_at_max,cheapest_rate,IS_max_bought,OOS_max_bought,IS_argmax_level,OOS_argmax_level,OOS_at_IS_pick
PUB,broad,CAND20,10,200d,4.067192007129982,75.0,1.4955046643834402,0.3676995484259777,-0.46657131691688297,-9.992007221626409e-14,4.067192007129994,300.0,75.0,0.5566635704615686
PUB,broad,CAND20,10,abs,2.6003505828176565,42.0,2.4057466086966794,0.9251624087125551,-0.34934603144681325,0.16745763869900898,2.600350582817723,63.0,42.0,2.0318213935738405
PUB,broad,CAND20,10,band,1.0971133764323682,0.01,0.015983808754671536,0.0145689671623987,-0.4415321924645439,-6.661338147750939e-14,1.097113376432346,0.02,0.01,1.097113376432346
PUB,broad,CAND20,10,ddctl,9.421563192787286,0.05,5.294119541740927,0.5619151974476869,0.2688871830283788,2.837152304010293,9.421563192787286,0.05,0.05,9.421563192787286
PUB,broad,CAND20,10,dg,14.857702225913705,0.4,8.822574001477257,0.5938047396110534,0.5938047396110534,7.766873539215824,14.857702225913716,0.4,0.4,14.857702225913716
PUB,broad,CAND20,10,stop,1.8472350844963015,0.08,2.1924928188884474,1.186905141251304,1.186905141251304,0.0,1.8472350844963348,0.3,0.08,-1.132326062214295
PUB,broad,CAND20,25,200d,2.996803405465698,100.0,1.377610796132367,0.4596934165317023,-0.3289954458450452,0.0,2.996803405465709,250.0,100.0,0.6776771185561858
PUB,broad,CAND20,25,abs,2.0421133791177826,63.0,0.8904525326386192,0.43604461032585046,-0.2208842958829871,0.1012246123246241,2.0421133791177493,378.0,63.0,0.6903801960438272
PUB,broad,CAND20,25,band,1.1228808824149006,0.01,0.08687948395624812,0.07737195041508102,-0.36570240697746803,3.3306690738754696e-14,1.1228808824149228,0.12,0.01,0.6071452840974878
PUB,broad,CAND20,25,ddctl,7.157523571037938,0.05,5.285468064851218,0.7384492712309367,0.27374279621949754,2.5643974844837936,7.157523571037771,0.05,0.05,7.157523571037771
PUB,broad,CAND20,25,dg,14.953553411499465,0.4,7.415376589895506,0.495893944792613,0.495893944792613,7.961112126926029,14.95355341149951,0.4,0.4,14.95355341149951
PUB,broad,CAND20,25,stop,1.519008520087639,0.08,3.0617412591219972,2.015618226384504,2.015618226384504,3.3306690738754696e-14,1.519008520087628,0.25,0.08,-2.350408308323848
PUB,broad,EWALL0,10,200d,7.0177930383906295,100.0,3.225329141203015,0.4595930834037064,0.4595930834037064,4.404314359707151,7.0177930383906295,150.0,100.0,5.960370020158512
PUB,broad,EWALL0,10,abs,5.051362865865794,63.0,2.971213143652296,0.5882002981274709,0.516374604699159,4.673948346326129,5.051362865865883,126.0,63.0,4.1841387592056805
PUB,broad,EWALL0,10,band,6.869856328677826,0.03,2.4196988992176927,0.35221972388517014,0.1416892017445584,4.837698394140544,6.869856328677804,0.03,0.03,6.869856328677804
PUB,broad,EWALL0,10,ddctl,8.56635116156147,0.05,4.089374760000286,0.47737650288607564,0.3063142617627666,4.838936343205347,8.566351161561547,0.05,0.05,8.566351161561547
PUB,broad,EWALL0,10,dg,14.649787275634596,0.4,8.532261522548668,0.5824153867912781,0.5824153867912781,8.95893416498078,14.649787275634585,0.4,0.4,14.649787275634585
PUB,broad,EWALL0,10,stop,2.727496419617692,0.08,2.428492812707872,0.8903743356877694,0.8903743356877694,1.498510083505733,2.727496419617692,0.08,0.08,2.727496419617692
PUB,broad,EWALL0,25,200d,5.017616602786079,100.0,5.029221789638227,1.002312888323453,0.7398045881864811,3.717067987786693,5.017616602786134,250.0,100.0,4.777260973574304
PUB,broad,EWALL0,25,abs,3.9825053313012337,126.0,3.4386828747620113,0.8634471491437941,0.7028463181043766,4.3918884407111,3.982505331301256,126.0,126.0,3.982505331301256
PUB,broad,EWALL0,25,band,6.673474483152986,0.03,3.0746294933720275,0.46072394539513867,0.20546767748377678,4.730861892173044,6.673474483153042,0.03,0.03,6.673474483153042
PUB,broad,EWALL0,25,ddctl,8.42747304134026,0.05,4.490367978244092,0.5328249590615086,0.3219960901062918,4.620039283282051,8.427473041340273,0.05,0.05,8.427473041340273
PUB,broad,EWALL0,25,dg,14.66059835716964,0.4,8.438392416360463,0.5755830840447068,0.5755830840447068,8.97190656803647,14.66059835716964,0.4,0.4,14.66059835716964
PUB,broad,EWALL0,25,stop,2.268747944842864,0.08,3.6964121446458,1.6292740465278164,1.6292740465278164,1.2234117954153745,2.268747944842864,0.15,0.08,-1.1251684287863162
PUB,u56,CAND20,10,200d,1.212980832192645,100.0,2.074557273685995,1.7102968312664277,1.7102968312664277,-0.5488730935314434,1.2129808321926117,300.0,100.0,-1.0779310034349843
PUB,u56,CAND20,10,abs,-0.1119211035793044,42.0,3.066950823330017,,,0.9437981415635122,-0.11192110357924889,42.0,42.0,-0.11192110357924889
PUB,u56,CAND20,10,band,0.024520494675694948,0.01,0.9881336115029393,40.29827393663436,38.875284713496235,-0.2541612444002306,0.024520494675672744,0.02,0.01,0.024520494675672744
PUB,u56,CAND20,10,ddctl,8.117196548089911,0.05,4.557633733974109,0.5614787946765418,0.1826999597687444,1.5864945779500705,8.117196548089911,0.05,0.05,8.117196548089911
PUB,u56,CAND20,10,dg,12.74209713553337,0.4,9.429001325215157,0.7399881844347963,0.7399881844347963,6.641364053600595,12.742097135533381,0.4,0.4,12.742097135533381
PUB,u56,CAND20,10,stop,2.5929907676758623,0.08,1.717545453767344,0.6623800883436259,0.6623800883436259,-0.09990270168697135,2.5929907676758623,0.25,0.08,-1.324694501030077
