panel,clause,g,arm,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS,OOS_CAGR,OOS_MaxDD,IS,keep4a,fail4a,keep4b,fail4b,degen,meanGross
U56,GROSS,0.4,T,0,0.0708763493029263,1.1305733974002756,-0.12496253665725532,1.1953484952971998,1.079439231236113,1.1434476793041781,0.07378115395810747,-0.12496253665725465,1.114967188699688,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.4,T,10,0.07037093102841285,1.1229626382837452,-0.1250691444956924,1.1876268964544474,1.07188516691122,1.1358465611995425,0.0732593319112671,-0.1250691444956924,1.1073359048559455,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.4,T,25,0.06961324069575703,1.1115450844859167,-0.1252290379254668,1.176043623656218,1.060552271547503,1.124442904642254,0.0724770634741625,-0.1252290379254668,1.0958883465750962,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.4,L0,0,0.06641590140635856,1.1305281157394125,-0.11748607717458037,1.195205107318164,1.0794632843390837,1.1434818809521063,0.0691360683962079,-0.11748607717458037,1.1148163559561413,0,H1+H2,0,CAGR,STATIC-GROSS,0.3749999999999999
U56,GROSS,0.4,L0,10,0.06594102736238616,1.1228679550614198,-0.11758842013262905,1.1874329901352205,1.071860623881192,1.1358333432407215,0.06864600737710558,-0.11758842013262882,1.107133105302326,0,H1+H2,0,CAGR,STATIC-GROSS,0.3749999999999999
U56,GROSS,0.4,L0,25,0.06522910373205115,1.1113762756393204,-0.11774191784193588,1.175773921710177,1.0604548073828413,1.1243585281394894,0.06791132739314709,-0.11774191784193622,1.0956075817723538,0,H1+H2,0,CAGR,STATIC-GROSS,0.3749999999999999
U56,GROSS,0.4,L1,0,0.0708763493029263,1.1305733974002758,-0.12496253665725521,1.1953484952971996,1.079439231236113,1.1434476793041781,0.07378115395810725,-0.12496253665725465,1.1149671886996881,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.39999999999999974
U56,GROSS,0.4,L1,10,0.07037093102841285,1.1229626382837454,-0.12506914449569217,1.1876268964544476,1.0718851669112202,1.1358465611995425,0.0732593319112671,-0.1250691444956924,1.1073359048559457,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.39999999999999974
U56,GROSS,0.4,L1,25,0.06961324069575703,1.111545084485917,-0.1252290379254668,1.176043623656218,1.0605522715475033,1.124442904642254,0.07247706347416272,-0.1252290379254669,1.0958883465750962,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.39999999999999974
U56,GROSS,0.4,L2,0,0.0708763493029263,1.130573397400276,-0.12496253665725521,1.1953484952972,1.0794392312361132,1.1434476793041783,0.07378115395810725,-0.12496253665725465,1.1149671886996881,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.4,L2,10,0.07037093102841285,1.1229626382837454,-0.1250691444956924,1.1876268964544479,1.07188516691122,1.1358465611995427,0.0732593319112671,-0.1250691444956924,1.1073359048559457,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.4,L2,25,0.06961324069575703,1.1115450844859172,-0.1252290379254668,1.1760436236562182,1.0605522715475033,1.1244429046422542,0.0724770634741625,-0.1252290379254668,1.0958883465750962,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.3999999999999998
U56,GROSS,0.5,T,0,0.08875169447420239,1.1307488443883253,-0.154433163165559,1.1959208448502754,1.0793355557219952,1.1433018519355718,0.09239809178537639,-0.15443316316555866,1.1155698435633101,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.5000000000000002
U56,GROSS,0.5,T,10,0.08812432280957028,1.1233179952328105,-0.15455471963277678,1.188385143458152,1.071956824578408,1.1358717527687157,0.09174907915661179,-0.154554719632777,1.1081299719935538,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.5000000000000002
U56,GROSS,0.5,T,25,0.08718392786253992,1.1121703907151879,-0.1547370295606283,1.177080777607346,1.0608870300724482,1.1247247333004748,0.09077626688431506,-0.15473702956062796,1.0969695819268817,0,H1+H2+DD,0,CAGR,STATIC-GROSS,0.5000000000000002
