panel,bps,arm,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
U56,10,S0 do-nothing (control),control,1.17749120356185,0.1448677868155137,-0.18207063572861204,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,10,"A1 IS-Sharpe, all cells",BUDGET/0.5/skip,1.1025718182754574,0.13948545828472958,-0.20899338001140866,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,10,"A2 IS-Sharpe, inert dropped",BUDGET/0.5/skip,1.1025718182754574,0.13948545828472958,-0.20899338001140866,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,10,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.5/skip,1.1025718182754574,0.13948545828472958,-0.20899338001140866,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,25,S0 do-nothing (control),control,1.0617574699026995,0.12892455052135476,-0.18334972497388902,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,25,"A1 IS-Sharpe, all cells",BUDGET/0.05/half,1.1302911533631972,0.14116016660099606,-0.18250344185802225,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,25,"A2 IS-Sharpe, inert dropped",BUDGET/0.05/half,1.1302911533631972,0.14116016660099606,-0.18250344185802225,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
U56,25,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.05/half,1.1302911533631972,0.14116016660099606,-0.18250344185802225,0.747063834691694,0.07730300522922962,-0.1382779615448081,0.8820107671822842,0.15450717694493266,-0.33717235283398284
BROAD136,10,S0 do-nothing (control),control,0.8757653518480898,0.12397539681393677,-0.21570287649607056,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,10,"A1 IS-Sharpe, all cells",BUDGET/0.2/skip,0.6985632186076824,0.10422568167652835,-0.277871321094844,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,10,"A2 IS-Sharpe, inert dropped",BUDGET/0.2/skip,0.6985632186076824,0.10422568167652835,-0.277871321094844,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,10,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.2/skip,0.6985632186076824,0.10422568167652835,-0.277871321094844,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,25,S0 do-nothing (control),control,0.7310232139337223,0.10056721799550972,-0.21680281437912718,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,25,"A1 IS-Sharpe, all cells",BUDGET/0.2/skip,0.6446662817622812,0.09471793062604994,-0.2796670341693569,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,25,"A2 IS-Sharpe, inert dropped",BUDGET/0.2/skip,0.6446662817622812,0.09471793062604994,-0.2796670341693569,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
BROAD136,25,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.2/skip,0.6446662817622812,0.09471793062604994,-0.2796670341693569,0.5762455290533604,0.05941503739942622,-0.2119277621616107,0.8820239235972316,0.1545044425578177,-0.3371595330739301
SMALL439,10,S0 do-nothing (control),control,0.4997458748747829,0.07462803543701835,-0.26835374821130753,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,10,"A1 IS-Sharpe, all cells",BUDGET/0.3/skip,0.21761253782725634,0.023413554235963696,-0.4364756110335324,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,10,"A2 IS-Sharpe, inert dropped",BUDGET/0.3/skip,0.21761253782725634,0.023413554235963696,-0.4364756110335324,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,10,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.3/skip,0.21761253782725634,0.023413554235963696,-0.4364756110335324,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,25,S0 do-nothing (control),control,0.31384361495353913,0.04032385970352159,-0.34555014716230303,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,25,"A1 IS-Sharpe, all cells",BUDGET/0.3/skip,0.13906390726522505,0.008434830849155084,-0.4488587613296078,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,25,"A2 IS-Sharpe, inert dropped",BUDGET/0.3/skip,0.13906390726522505,0.008434830849155084,-0.4488587613296078,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
SMALL439,25,"A3 IS-Sharpe, OOS-inert also dropped (unavailable IS; upper bound only)",BUDGET/0.3/skip,0.13906390726522505,0.008434830849155084,-0.4488587613296078,0.6617067723253529,0.07877950048613513,-0.323701236248903,0.8820107671822842,0.15450717694493266,-0.33717235283398284
