selector,n,g,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_Sharpe,v1_OOS_Sharpe,pass4a,pass4b
S1 argmax IS Sharpe,20,1.0,0.24110167016407846,-0.33227137389360384,-0.09166164911523489,-0.1707466503616877,-0.8336459754896913,0.8820107671822842,0.580661855167167,False,False
S2 argmax IS Sharpe | IS MaxDD <= 60% SPY,20,0.25,0.23065367401100256,-0.08694856361776016,-0.015593791908570909,-0.1736624319640133,-0.33453473533253486,0.8820107671822842,0.580661855167167,False,False
