panel,conv,lag,d_sharpe,se_sharpe,d_cagr,se_cagr,d_maxdd,d_oos_sharpe,se_oos_sharpe,pass4b,t_sharpe,t_oos,resolved
U56,LATE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False
U56,LATE,2,0.0024168068577676838,0.012937352830893072,0.0010592444021495506,0.0017977309024037114,-0.009454862379209117,-0.004871199509678181,0.017134360374413758,True,0.18680845218943065,-0.28429421368726443,False
U56,LATE,3,-0.004600179234750534,0.013976801609805382,-0.00016517203420818305,0.0020991943687071195,-0.009418814218617788,-0.00782399078976348,0.01770148296769835,True,-0.3291296079872303,-0.4419963459581715,False
U56,LATE,5,-0.028035844779185526,0.022363971207987082,-0.003176791869471618,0.003166990582878096,-0.014665235058744286,-0.026371337109565518,0.030674647967952173,False,-1.2536165656112448,-0.8597111574717139,False
U56,LATE,10,-0.024812387345684472,0.025583810827422226,-0.0019169297835377463,0.004056425040998408,-0.019400468879422372,-0.02533568376044104,0.029365147296717454,False,-0.9698472019301011,-0.8627807483626401,False
U56,LATE,21,-0.03091035088245664,0.038327035599137006,-0.001706267728944777,0.006417513345778241,-0.01971293730057666,-0.06181590853211949,0.061423214094114734,False,-0.806489476664682,-1.0063932577250525,False
U56,SNAP,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False
U56,SNAP,2,-0.048694891879759394,0.036696935328051836,-0.005356636364178824,0.0054801712519957895,-0.024377479368361876,-0.08347443649537434,0.05321928718785105,False,-1.3269470991092842,-1.5684997095269242,False
U56,SNAP,3,-0.03339197517614889,0.03960073975245104,-0.003130033017493483,0.005974924789186793,-0.013668258065723138,-0.050749352858307395,0.059149099315546835,False,-0.8432159445729075,-0.8579902897180441,False
U56,SNAP,5,-0.028654273944995756,0.04074059867925224,-0.003354589772598171,0.00632980656866011,-0.00645720196764854,-0.023799741186368406,0.06225234944954394,True,-0.7033346311523,-0.3823107303871045,False
U56,SNAP,10,-0.01702259343196344,0.0431168442739308,-0.0010472403224583982,0.00662766085798243,-0.017788039734110805,-0.05090427540942377,0.052745028954941535,False,-0.39480146839632224,-0.9651009093749808,False
U56,SNAP,21,-0.014784110264330685,0.049953973699346586,0.0019016830085472058,0.008516032188077888,-0.032636324480721735,0.02405590768588861,0.0706734267657258,False,-0.2959546392307138,0.34038122653414205,False
B136,LATE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,False
B136,LATE,2,-0.009227248370123897,0.016678027472841632,-0.000663687617512787,0.0023976838972782077,-0.026188494170423238,-0.019242828524061784,0.023781973254829156,False,-0.5532577749466762,-0.8091350670472369,False
