tape,panel,n,slope_width_per_log_days,spearman,width_f1,width_f6_med
T_OWN,U56,16,6.657230110173573,0.6410780444612832,11.0,0.0
T_OWN,B136,16,4.958380891734282,0.572785516303934,10.0,0.0
T_OWN,SMALL,16,0.0,,0.0,0.0
T_MATCHED,U56,16,4.217561794118358,0.4528850574742411,11.0,0.0
T_MATCHED,B136,16,1.6257787247088862,0.2619207599104158,6.0,0.0
T_MATCHED,SMALL,16,0.0,,0.0,0.0
