panel,book,cost,instr,regime,on_days,off_days,d_on,d_off,L_per_armed,armed_frac,d_cond_on,d_cond_off,L_always,total,CONC,ACT,LEAK,ident,CONC_,ACT_,LEAK_,total_,d_ann_cond,d_ann_always,unnorm,leakfree,V_norm,V_unnorm,V_leakfree,flip_unnorm,flip_leakfree
u56,V1u,10.0,g200-dg,spy200,757,3682,-0.5367475647121944,-0.061387764949961,-0.8570425541379172,0.1705339040324397,-0.5934944900911967,-0.0541841076815231,-0.1424527274234925,-0.7145898267144246,-0.3942948372887009,-0.0567469253790022,-0.2635480640467218,4.440892098500626e-16,-0.39429483728870096,-0.05674692537900228,-0.2635480640467214,-0.7145898267144246,-0.14615481267907274,-0.14245272742349346,-0.003702085255579274,-0.45104176266770324,True,True,True,False,False
u56,V1u,10.0,g200-dg,breadth20,384,4055,-0.1534739986834537,-0.1414090361377167,-0.94781373406312,0.0865059698130209,-0.1297733362203436,-0.0774667109177879,-0.1424527274234925,-0.8053610066396275,-0.0110212712599602,0.0237006624631101,-0.8180403978427869,9.43689570931383e-15,-0.011021271259960268,0.023700662463110117,-0.8180403978427867,-0.8053610066396368,-0.08199154626723178,-0.14245272742349344,0.06046118115626166,0.01267939120314985,True,False,False,True,True
u56,V1u,10.0,g200-dg,hivol80,482,3957,-0.1427678475463845,-0.1424143428141345,-0.7222243382125368,0.1085830141923856,-0.3911145911123138,-0.0403322967152664,-0.1424527274234925,-0.5797716107890443,-0.0003151201228909,-0.2483467435659293,-0.3311097471002264,2.4980018054066026e-15,-0.0003151201228910115,-0.24834674356592928,-0.33110974710022667,-0.5797716107890469,-0.07842129556621857,-0.14245272742349346,0.06403143185727489,-0.2486618636888203,True,False,True,True,False
u56,V1u,10.0,band3-dg,spy200,757,3682,-0.5420672968064458,0.0110978455155758,-0.6013401037744002,0.1705339040324397,-0.5118852456384201,-0.0183914523652729,-0.0832355657792591,-0.518104537995141,-0.4588317310271871,0.0301820511680257,-0.0894548581359775,2.067790383364354e-15,-0.4588317310271871,0.030182051168025748,-0.08945485813597732,-0.5181045379951387,-0.10254887554792042,-0.0832355657792587,-0.01931330976866172,-0.42864967985916136,True,True,True,False,False
u56,V1u,10.0,band3-dg,breadth20,384,4055,0.3063644201441776,-0.1201298677754608,0.0272810188392916,0.0865059698130209,0.2966011228300308,-0.0255040493051661,-0.0832355657792591,0.1105165846185507,0.3895999859234363,-0.0097632973141468,-0.2693201039907523,1.3600232051658168e-14,0.3895999859234363,-0.009763297314146768,-0.26932010399075157,0.11051658461853797,0.002359970992179144,-0.0832355657792587,0.08559553677143784,0.37983668860928954,False,False,False,False,False
u56,V1u,10.0,band3-dg,hivol80,482,3957,-0.0619206052758203,-0.0858319294291594,-0.3959111586630541,0.1085830141923856,-0.0363180799569398,-0.0438018357180556,-0.0832355657792591,-0.312675592883795,0.0213149605034383,0.0256025253188804,-0.3595930787061123,1.4988010832439613e-15,0.02131496050343835,0.0256025253188805,-0.3595930787061123,-0.31267559288379343,-0.042989226960034016,-0.08323556577925866,0.04024633881922464,0.04691748582231885,True,False,False,True,True
u56,V1u,10.0,abs12-dg,spy200,757,3682,-0.1477093149783296,-0.1492497555673153,-0.9653140701381244,0.1705339040324397,-0.5257461347398215,-0.0903728753657054,-0.1489870582197445,-0.8163270119183798,0.0012777432414159,-0.3780368197614918,-0.4395679353983188,1.4932499681208355e-14,0.0012777432414159357,-0.37803681976149184,-0.4395679353983188,-0.8163270119183947,-0.1646187769981014,-0.14898705821974553,-0.01563171877835587,-0.3767590765200759,True,True,True,False,False
u56,V1u,10.0,abs12-dg,breadth20,384,4055,1.4908347776700843,-0.3042747487207801,-0.8799024840089655,0.0865059698130209,0.8304757344862838,-0.1619692320350628,-0.1489870582197445,-0.730915425789221,1.6398218358898298,-0.6603590431838006,-1.71037821849526,9.769962616701378e-15,1.6398218358898298,-0.6603590431838006,-1.7103782184952605,-0.7309154257892313,-0.07611681772008265,-0.14898705821974573,0.07287024049966308,0.9794627927060292,True,False,False,True,True
u56,V1u,10.0,abs12-dg,hivol80,482,3957,0.2955910877235964,-0.203140878372561,-0.2723407311155161,0.1085830141923856,0.1498298719236308,-0.0514243696398467,-0.1489870582197445,-0.1233536728957715,0.444578145943342,-0.1457612157999656,-0.4221706030391566,8.604228440844963e-15,0.44457814594334194,-0.1457612157999656,-0.42217060303915677,-0.12335367289578042,-0.029571577471881827,-0.14898705821974556,0.11941548074786373,0.29881693014337635,True,False,False,True,True
u56,V1u,10.0,vol60-dg,spy200,757,3682,0.0,0.0,0.0,0.1705339040324397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False
