panel,family,mode,theta,gross,turn_yr,excision,window,CAGR,Sharpe,MaxDD,H1,H2,beta_FULL,beta_DOWN,beta_ROLL,beta_MAXROLL,beta_EWMA,beta_SEMI,beta_TAIL10,beta_HIVOL,beta_SPYDD,beta_SPYDD10,beta_DDWIN,ddwin_len,ndays,dd_ratio,leg_DDCAP,leg_CAGR,leg_H1,leg_H2,pass4b,pass4a,bkey
U56,TREND,ROW,,0.25,0.6068224812056858,NONE,FULL,0.028506270552729696,1.201199221720831,-0.04099162088253072,1.2307538054473104,1.1780341994290893,0.10433166907856857,0.09656132287264683,0.13732781982533757,0.21234427704639552,0.11404945365114405,0.11031120771797098,0.0609888734276564,0.06574319190435621,0.09010352025978127,0.05496606683607717,,17.0,4444,0.12157456303092615,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,NONE,IS,0.025247938203808662,1.1029524277293772,-0.026607538151037335,0.9178983737214793,1.3447357769807795,0.1019759982605038,0.09002169317201482,0.13724199112838575,0.1952838443368495,0.11203379806040706,0.10707487297944839,0.02987238039456512,0.060288143870029946,-0.0002653238346368345,0.04244928588909196,0.06312480091119933,160.0,2007,0.12060291609578758,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,NONE,OOS,0.031197456020707337,1.2781513089646166,-0.04099162088253128,1.4134823628750555,1.1299134749147508,0.10606209491516044,0.10073077206200824,0.11457156904581789,0.21234427704639522,0.11192962203069012,0.11262118845556096,0.07408726849584829,0.0694062390575727,0.09010352025978127,0.05916465517425783,,17.0,2437,0.12157456303092787,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,SPYDD,FULL,0.030808779339902115,1.3328034480754822,-0.026607538151037335,1.2210335363423375,1.4392957935705881,0.10588243821956714,0.09954405665308473,0.13725780510370197,0.21234427704639877,0.11596292315428344,0.11374049436280423,0.0493867505861804,0.06321117192751788,0.045472710473206904,0.047818213791326475,0.06312480091119933,160.0,4420,0.10861816759114905,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,SPYDD,IS,0.025247938203808662,1.1029524277293772,-0.026607538151037335,0.9178983737214793,1.3447357769807795,0.1019759982605038,0.09002169317201482,0.13724199112838575,0.1952838443368495,0.11203379806040706,0.10707487297944839,0.02987238039456512,0.060288143870029946,-0.0002653238346368345,0.04244928588909196,0.06312480091119933,160.0,2007,0.12060291609578758,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,SPYDD,OOS,0.03545694873402305,1.522110944850766,-0.024556871245577816,1.9256255026736122,1.1083744159616484,0.10938023834210701,0.10875532266985266,0.11232106141140599,0.2123442770463987,0.11545542207093865,0.12013707835927874,0.07209631024103204,0.06528001616221012,0.045472710473206904,0.051149107281599625,0.10891151930073563,35.0,2413,0.1002468676855941,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CRASH,FULL,0.03030556221249836,1.3108770193121506,-0.026607538151037335,1.198281971016699,1.4183943287294205,0.11036777716523424,0.10179253456075277,0.14581927138522743,0.21234427704639766,0.11985052552379372,0.11562880585121604,0.05127219379811085,0.06672860374584805,0.045472710473206904,0.047818213791326475,0.06312480091119933,160.0,4393,0.10861816759114881,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CRASH,IS,0.025247938203808662,1.1029524277293772,-0.026607538151037335,0.9178983737214793,1.3447357769807795,0.1019759982605038,0.09002169317201482,0.13724199112838575,0.1952838443368495,0.11203379806040706,0.10707487297944839,0.02987238039456512,0.060288143870029946,-0.0002653238346368345,0.04244928588909196,0.06312480091119933,160.0,2007,0.12060291609578758,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CRASH,OOS,0.03457913150234937,1.4838544738369635,-0.024556871245577483,1.7649168272011089,1.1887690512033104,0.1187896121591639,0.11381485663094605,0.1433986472334589,0.21234427704639808,0.12202592424895849,0.12421329069559645,0.07841608968663677,0.07226089007019088,0.045472710473206904,0.051149107281599625,0.10891151930073563,35.0,2386,0.10024686768559292,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,H1_20,FULL,0.029260746524954362,1.269797076767659,-0.026607538151037335,1.1961632110221676,1.340695345597982,0.11047803959577314,0.10099531835079793,0.1510106985462526,0.2123442770463982,0.11911332385419082,0.11563097718097179,0.04720385141586333,0.06621469372271549,0.045472710473206904,0.047818213791326475,0.06312480091119933,160.0,4319,0.10861816759114881,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,H1_20,IS,0.025247938203808662,1.1029524277293772,-0.026607538151037335,0.9178983737214793,1.3447357769807795,0.1019759982605038,0.09002169317201482,0.13724199112838575,0.1952838443368495,0.11203379806040706,0.10707487297944839,0.02987238039456512,0.060288143870029946,-0.0002653238346368345,0.04244928588909196,0.06312480091119933,160.0,2007,0.12060291609578758,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,H1_20,OOS,0.0327569161378467,1.4135721350229375,-0.024556871245577705,1.5500893931410837,1.2687705441824544,0.11949605867663465,0.11315444411152312,0.15284812044262497,0.212344277046399,0.12192047255644242,0.12478605629167833,0.07384447304258546,0.07201940802358073,0.045472710473206904,0.051149107281599625,0.10891151930073563,35.0,2312,0.10024686768559314,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CAL20,FULL,0.027397400475978717,1.2106245295078344,-0.026607538151037335,1.1558656873305848,1.265157199120597,0.10803520207033727,0.09809741790138615,0.1480846695146176,0.212344277046398,0.11778645412692318,0.11335517661918687,0.04226796866151284,0.06306481880275652,0.045472710473206904,0.047818213791326475,0.06312480091119933,160.0,4191,0.10861816759114876,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CAL20,IS,0.025247938203808662,1.1029524277293772,-0.026607538151037335,0.9178983737214793,1.3447357769807795,0.1019759982605038,0.09002169317201482,0.13724199112838575,0.1952838443368495,0.11203379806040706,0.10707487297944839,0.02987238039456512,0.060288143870029946,-0.0002653238346368345,0.04244928588909196,0.06312480091119933,160.0,2007,0.12060291609578758,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.25,0.6068224812056858,CAL20,OOS,0.0293766349811464,1.3121449062383723,-0.02455687124557715,1.2597609333482533,1.3634988219133408,0.1148897252628678,0.10754359152943226,0.14552519422662016,0.21234427704639788,0.11811181872357902,0.12051019912855368,0.06258665070262281,0.06598565358367371,0.045472710473206904,0.051149107281599625,0.10891151930073563,35.0,2184,0.10024686768559152,True,False,True,True,False,False,TREND|ROW|na|0.25
U56,TREND,ROW,,0.5,1.19590169766028,NONE,FULL,0.0572599018279345,1.2012908100792083,-0.08117568893512128,1.2315328104064827,1.1775641186976964,0.2088059525058786,0.1933319556039357,0.2746915174066332,0.424695047323907,0.22813939180121662,0.22074573832799166,0.12249483645163188,0.131695531478748,0.181458330688184,0.11024473986406404,,17.0,4444,0.24075405408590603,True,False,True,True,False,False,TREND|ROW|na|0.50
U56,TREND,ROW,,0.5,1.19590169766028,NONE,IS,0.0506227938757946,1.1036664597413963,-0.052900131251130356,0.9177039918081893,1.34658260356144,0.20399278732368226,0.1800891292142064,0.27447843861083354,0.39060618703818134,0.22410366616132021,0.21416961593372374,0.059915512399571644,0.12062007853948106,-0.000534387333854745,0.0849904990258834,0.12631547645878172,160.0,2007,0.23977829344905005,True,False,True,True,False,False,TREND|ROW|na|0.50
