support,size,draw,family,statistic,window,pick,pick_OOS_adv,median_OOS_adv,beat_median,rank_of_pick
B136,135,-1,MA-DIST,DROP,FULL_IS,0.12,0.08945834409186393,-0.4938346280835004,True,3
B136,135,-1,MA-DIST,DROP,TRAIL3Y,0.12,0.08945834409186393,-0.4938346280835004,True,3
B136,135,-1,MA-DIST,DROP,TRAIL1Y,0.06,0.3226718068119361,-0.4938346280835004,True,2
B136,135,-1,MA-DIST,SPREAD,FULL_IS,0.12,0.08945834409186393,-0.4938346280835004,True,3
B136,135,-1,MA-DIST,SPREAD,TRAIL3Y,-0.25,-0.4938346280835004,-0.4938346280835004,False,5
B136,135,-1,MA-DIST,SPREAD,TRAIL1Y,-0.25,-0.4938346280835004,-0.4938346280835004,False,5
B136,135,-1,MOM12_1,DROP,FULL_IS,0.3,1.1460940114941254,-0.19832835173383412,True,1
B136,135,-1,MOM12_1,DROP,TRAIL3Y,0.2,0.39103432608498245,-0.19832835173383412,True,2
B136,135,-1,MOM12_1,DROP,TRAIL1Y,0.3,1.1460940114941254,-0.19832835173383412,True,1
B136,135,-1,MOM12_1,SPREAD,FULL_IS,0.3,1.1460940114941254,-0.19832835173383412,True,1
B136,135,-1,MOM12_1,SPREAD,TRAIL3Y,0.2,0.39103432608498245,-0.19832835173383412,True,2
B136,135,-1,MOM12_1,SPREAD,TRAIL1Y,0.2,0.39103432608498245,-0.19832835173383412,True,2
B136,135,-1,LOWVOL,DROP,FULL_IS,-0.2,-1.5735268140524727,-1.286381068091269,False,6
B136,135,-1,LOWVOL,DROP,TRAIL3Y,-0.3,-1.788103408014674,-1.286381068091269,False,7
B136,135,-1,LOWVOL,DROP,TRAIL1Y,-0.2,-1.5735268140524727,-1.286381068091269,False,6
B136,135,-1,LOWVOL,SPREAD,FULL_IS,-0.3,-1.788103408014674,-1.286381068091269,False,7
B136,135,-1,LOWVOL,SPREAD,TRAIL3Y,-0.6,-0.9524312930757617,-1.286381068091269,True,3
B136,135,-1,LOWVOL,SPREAD,TRAIL1Y,-0.8,-0.580274196787145,-1.286381068091269,True,1
B136@55,55,0,MA-DIST,DROP,FULL_IS,0.12,1.672762425834473,-0.5724249839906381,True,1
B136@55,55,0,MA-DIST,DROP,TRAIL3Y,0.12,1.672762425834473,-0.5724249839906381,True,1
B136@55,55,0,MA-DIST,DROP,TRAIL1Y,-0.25,-0.5724249839906381,-0.5724249839906381,False,5
B136@55,55,0,MA-DIST,SPREAD,FULL_IS,0.12,1.672762425834473,-0.5724249839906381,True,1
B136@55,55,0,MA-DIST,SPREAD,TRAIL3Y,-0.25,-0.5724249839906381,-0.5724249839906381,False,5
B136@55,55,0,MA-DIST,SPREAD,TRAIL1Y,-0.25,-0.5724249839906381,-0.5724249839906381,False,5
B136@55,55,0,MOM12_1,DROP,FULL_IS,0.2,1.0788871478504047,-0.04505499628537635,True,2
