panel,cap,gross,bps,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,turnover_per_yr,mean_risk_gross,pass4a,pass4b_SPY,legs4b_SPY,pass4b_EWBH_proto,legs4b_EWBH_proto,pass4b_EWBH_strict,legs4b_EWBH_strict,pass4b_EWBHNOSWEEP_strict
U56,0.015,0.75,0.0,0.10151611297870322,1.3024588633423029,-0.12696806901781443,1.321192330102194,1.2966788941468046,1.3841465671576902,0.11475474286793097,-0.12696806901781443,3.0004287848382387,0.5626367667075155,False,False,11110,False,11110,False,11110,False
U56,0.015,1.0,0.0,0.10153510738420146,1.300488041067578,-0.126968069017814,1.3208746333994288,1.2936651914537387,1.380971462701617,0.11480348124837803,-0.12696806901781432,3.0161501053649635,0.5635617977528093,False,False,11110,False,11110,False,11110,False
U56,0.015,1.25,0.0,0.10153510738420146,1.300488041067578,-0.126968069017814,1.3208746333994288,1.2936651914537387,1.380971462701617,0.11480348124837803,-0.12696806901781432,3.0161501053649635,0.5635617977528093,False,False,11110,False,11110,False,11110,False
U56,0.015,1.5,0.0,0.10153510738420146,1.300488041067578,-0.126968069017814,1.3208746333994288,1.2936651914537387,1.380971462701617,0.11480348124837803,-0.12696806901781432,3.0161501053649635,0.5635617977528093,False,False,11110,False,11110,False,11110,False
U56,0.020,0.75,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,1.3431232040383605,1.2841509485625666,1.3693466954314062,0.13168913356431755,-0.14765004422980454,3.5063829420832278,0.6563907410266212,False,True,11111,False,11110,False,11110,False
U56,0.020,1.0,0.0,0.1311471792024872,1.2578720128376346,-0.17219526991017187,1.2854339862310473,1.2434023420162417,1.333105459265909,0.14757573417524883,-0.17219526991017187,3.9918738682526236,0.7501823556100206,False,True,11111,False,11110,False,11110,False
U56,0.020,1.25,0.0,0.1311471792024872,1.2578720128376346,-0.17219526991017164,1.2854339862310473,1.2434023420162414,1.333105459265909,0.14757573417524883,-0.17219526991017187,3.9918738682526254,0.7501823556100207,False,True,11111,False,11110,False,11110,False
U56,0.020,1.5,0.0,0.1311471792024872,1.2578720128376346,-0.17219526991017164,1.2854339862310473,1.2434023420162414,1.333105459265909,0.14757573417524883,-0.17219526991017187,3.9918738682526254,0.7501823556100207,False,True,11111,False,11110,False,11110,False
U56,0.030,0.75,0.0,0.12612720379595688,1.2813754722775066,-0.15311594269704654,1.3075410666273974,1.2643348148601872,1.3431240485038725,0.13758001583686763,-0.15311594269704676,3.963810322834365,0.6939888829306098,False,True,11111,False,11110,False,11110,False
U56,0.030,1.0,0.0,0.15891252848851778,1.2560496782727468,-0.2062588600012345,1.300680790356651,1.2233595029550226,1.3078134589551156,0.17282660092902002,-0.20625886000123428,4.746284143092728,0.8937183644696194,False,False,11101,False,11110,False,11110,False
U56,0.030,1.25,0.0,0.15891252848851734,1.2560496782727468,-0.20625886000123472,1.300680790356651,1.2233595029550226,1.3078134589551156,0.17282660092902002,-0.2062588600012345,4.746284143092727,0.8937183644696196,False,False,11101,False,11110,False,11110,False
U56,0.030,1.5,0.0,0.15891252848851756,1.2560496782727468,-0.20625886000123417,1.3006807903566513,1.2233595029550224,1.3078134589551156,0.17282660092902002,-0.20625886000123428,4.746284143092727,0.8937183644696193,False,False,11101,False,11110,False,11110,False
U56,INF,0.75,0.0,0.13091115306515166,1.236081945622843,-0.17274816551070726,1.2807509256361373,1.2090273914491203,1.2803390722324455,0.14353853330986377,-0.17274816551070737,4.39457281063272,0.7305320362213588,False,True,11111,False,11110,False,11110,False
U56,INF,1.0,0.0,0.17030054382337756,1.2017284167082611,-0.22996762296763928,1.2537450125288214,1.1677291870716016,1.240320117227432,0.18588102761864733,-0.22996762296763928,5.679032812388823,0.9740427149618115,False,False,11101,False,11110,False,11110,False
