panel,B,ladder,H,slope_ols,slope_c50,dcagr_c50_pp,ddd_c50_pp,dcagr_pp,ddd_pp
U56,126,fine,100,-0.7023614387113555,-0.7223532481945245,-1.7297066343596956,1.249459205753345,-0.8488;-1.7297;-2.6229;-3.5244,0.6252;1.2495;1.8759;2.5048
U56,126,fine,112,-0.4717339567419155,-0.5101512299958341,-1.887926656347605,0.9631281058776531,-0.9287;-1.8879;-2.8580;-3.8354,0.5013;0.9631;1.4184;1.8734
U56,126,fine,126,-0.9006410952464751,-1.0140458784350799,-1.7049765419176133,1.7289244351600508,-0.8368;-1.7050;-2.5865;-3.4773,0.9196;1.7289;2.5136;3.3011
U56,126,fine,142,-1.390862546088216,-1.4389274961959564,-1.3248287053644558,1.906332451898607,-0.6455;-1.3248;-2.0192;-2.7250,0.9503;1.9063;2.8707;3.8432
U56,126,fine,160,-1.128213225400937,-1.1561351498265235,-1.6541775136908576,1.9124527676306458,-0.8103;-1.6542;-2.5115;-3.3786,0.9537;1.9125;2.8784;3.8517
U56,126,coarse,21,-0.46221585732030923,-0.6220813870708353,-1.5301586047858917,0.9518831873035816,-0.7472;-1.5302;-2.3280;-3.1378,0.5804;0.9519;1.3198;1.6857
U56,126,coarse,63,-0.3905774104866722,-0.40804834576493315,-1.620421229649227,0.661210202200746,-0.7946;-1.6204;-2.4584;-3.3053,0.3332;0.6612;0.9878;1.3141
U56,126,coarse,126,-0.9006410952464751,-1.0140458784350799,-1.7049765419176133,1.7289244351600508,-0.8368;-1.7050;-2.5865;-3.4773,0.9196;1.7289;2.5136;3.3011
U56,126,coarse,189,-0.7553257755743014,-0.7726264053673861,-1.7100796499234017,1.321252692812236,-0.8397;-1.7101;-2.5920;-3.4818,0.6594;1.3213;1.9865;2.6554
U56,126,coarse,252,-0.608322689890505,-0.6531344512122789,-2.0247484760484324,1.3224329847467908,-0.9984;-2.0247;-3.0617;-4.1056,0.6627;1.3224;1.9823;2.5435
U56,126,coarse,378,-0.8103086513967493,-0.83316152404716,-1.6287864777016825,1.3570422241093394,-0.8000;-1.6288;-2.4695;-3.3185,0.6783;1.3570;2.0374;2.7195
U56,252,fine,100,-0.8950010281538017,-0.9127526885977392,-1.652360855651347,1.5081968135294277,-0.8142;-1.6524;-2.5025;-3.3616,0.7525;1.5082;2.2678;3.0329
U56,252,fine,112,-0.6106900957463436,-0.6243564968380995,-1.9891315419446443,1.2419272012787252,-0.9835;-1.9891;-3.0041;-4.0256,0.6203;1.2419;1.8653;2.4769
U56,252,fine,126,-0.8699300436470597,-0.9746835433802232,-1.7600141796833446,1.7154568570531992,-0.8685;-1.7600;-2.6637;-3.5764,0.9165;1.7155;2.4937;3.2750
U56,252,fine,142,-1.3290078052215073,-1.3634560465500074,-1.5200120286204877,2.072469591251347,-0.7481;-1.5200;-2.3049;-3.1000,1.0316;2.0725;3.1229;4.1552
U56,252,fine,160,-1.204637802294741,-1.2239370618397287,-1.6662890801590002,2.039432960945431,-0.8212;-1.6663;-2.5243;-3.3920,1.0156;2.0394;3.0717;4.1129
B136,126,fine,100,0.22051573971099966,0.2237873024116908,-1.627772873566613,-0.3642749003143986,-0.7971;-1.6278;-2.4706;-3.3211,-0.1795;-0.3643;-0.5500;-0.7362
B136,126,fine,112,-0.2803624824737975,-0.32067178130801427,-1.1974759553331271,0.38399674767019,-0.5804;-1.1975;-1.8300;-2.4733,0.2058;0.3840;0.5606;0.7368
B136,126,fine,126,-1.0467599844377113,-1.7920395833493519,-1.0679691632378585,1.913843014318728,-0.5152;-1.0680;-1.6380;-2.2207,0.9572;1.9138;2.5040;2.7511
B136,126,fine,142,-0.06600177333586552,-0.1936418327610892,-1.3561120240435098,0.26260001776513553,-0.6605;-1.3561;-2.0669;-2.7878,0.2140;0.2626;0.3091;0.3546
B136,126,fine,160,-1.04986444394936,-1.1532617136486283,-0.7422803170487491,0.8560434704472875,-0.3523;-0.7423;-1.1493;-1.5687,0.4301;0.8560;1.2817;1.7081
B136,126,coarse,21,-0.6416459787063876,-0.6892627478612183,-1.1677648225823178,0.8048967904687565,-0.5620;-1.1678;-1.7899;-2.4237,0.4046;0.8049;1.2027;1.5998
B136,126,coarse,63,-0.6438797692076956,-0.695869281902541,-1.031144598117617,0.7175418510297904,-0.4966;-1.0311;-1.5823;-2.1455,0.3620;0.7175;1.0713;1.4242
B136,126,coarse,126,-1.0467599844377113,-1.7920395833493519,-1.0679691632378585,1.913843014318728,-0.5152;-1.0680;-1.6380;-2.2207,0.9572;1.9138;2.5040;2.7511
B136,126,coarse,189,-0.6184147168162596,-0.6660486835262293,-1.2065968488180312,0.8036522427021464,-0.5862;-1.2066;-1.8419;-2.4874,0.4060;0.8037;1.1956;1.5823
B136,126,coarse,252,-0.2667545038000553,-0.30671944594288586,-0.9214961070552974,0.28264077539452703,-0.4417;-0.9215;-1.4187;-1.9287,0.1434;0.2826;0.4200;0.5387
B136,126,coarse,378,-0.9246101156244249,-0.995237123112382,-0.9927015757145163,0.9879734603232437,-0.4788;-0.9927;-1.5227;-2.0645,0.4971;0.9880;1.4770;1.9639
B136,252,fine,100,0.21329732281917935,0.21495270911052008,-1.7982318335515668,-0.3865348042306871,-0.8878;-1.7982;-2.7189;-3.6460,-0.1915;-0.3865;-0.5828;-0.7799
B136,252,fine,112,-0.2656575320256552,-0.29574464307026344,-1.3716456399430088,0.40565685020382825,-0.6728;-1.3716;-2.0838;-2.8057,0.2155;0.4057;0.5944;0.7823
B136,252,fine,126,-0.9786113641470445,-1.5670912992329122,-1.2021836163732758,1.8839314852989175,-0.5877;-1.2022;-1.8321;-2.4736,0.9417;1.8839;2.5276;2.7832
B136,252,fine,142,-0.0787713665772922,-0.1808354209717415,-1.6591217031541428,0.30002797163323214,-0.8178;-1.6591;-2.5117;-3.3723,0.2313;0.3000;0.3668;0.4327
B136,252,fine,160,-0.702611286023848,-0.7404554450637824,-1.0800640115189442,0.7997392783466339,-0.5267;-1.0801;-1.6474;-2.2252,0.4016;0.7997;1.1974;1.5955
SMALL,126,fine,100,2.7533349280070523,2.5308942176887914,0.8236540706117124,2.084581324687018,0.4369;0.8237;1.1823;1.5190,1.0413;2.0846;3.1386;3.9977
SMALL,126,fine,112,1.7853403681929676,2.3410397229614337,-0.33784386330077965,-0.7909059041458777,-0.1427;-0.3378;-0.5640;-0.8130,-0.3916;-0.7909;-1.1918;-1.5932
SMALL,126,fine,126,1.6853423955065066,1.6054817417308662,1.6045586530683886,2.5760896210375694,0.8249;1.6046;2.3596;3.0967,1.2999;2.5761;3.8506;5.1286
SMALL,126,fine,142,2.1510256496748497,1.997952974865625,0.9011981603327168,1.8005515453801801,0.4763;0.9012;1.2966;1.6693,0.9190;1.8006;2.6524;3.4862
SMALL,126,fine,160,-1.202249687396269,-1.0444421558067993,0.7572519930842514,-0.790905904145911,0.4014;0.7573;1.0881;1.4007,-0.3916;-0.7909;-1.1918;-1.5932
SMALL,126,coarse,21,0.4085694729768752,1.3707218211678105,1.649257834394957,2.260673702337135,0.8487;1.6493;2.4248;3.1817,1.7061;2.2607;2.4755;2.6902
SMALL,126,coarse,63,4.248787255260559,4.391252942793845,0.9754020550637899,4.283237144706032,0.5133;0.9754;1.4085;1.8195,2.1301;4.2832;6.4844;7.5428
SMALL,126,coarse,126,1.6853423955065066,1.6054817417308662,1.6045586530683886,2.5760896210375694,0.8249;1.6046;2.3596;3.0967,1.2999;2.5761;3.8506;5.1286
SMALL,126,coarse,189,1.995536549844923,1.744787931622183,0.8965533071604082,1.5642953903894363,0.4748;0.8966;1.2880;1.6567,0.7822;1.5643;2.3505;3.1417
SMALL,126,coarse,252,2.31899576116314,2.1896196127077543,0.9251379290157402,2.025700153832699,0.4872;0.9251;1.3347;1.7225,1.0138;2.0257;2.9531;3.8865
SMALL,126,coarse,378,-1.5018982164987995,0.5274659615751855,0.6193537011395023,0.3266879955266977,0.3357;0.6194;0.8748;1.1090,0.2157;0.3267;-0.2791;-0.8979
SMALL,252,fine,100,1.7840020142096016,1.8941347985387367,0.9867088281916292,1.8689595275031445,0.5099;0.9867;1.4393;1.8719,0.9318;1.8690;2.8117;3.3107
SMALL,252,fine,112,-6.573701028610354,-3.746501264601647,0.2011511251490683,-0.7536129447470286,0.1198;0.2012;0.2557;0.2878,-0.3738;-0.7536;-1.1353;-1.5188
SMALL,252,fine,126,1.8460340394657768,1.8866255693036922,1.7735275533952821,3.3459824301001584,0.9016;1.7735;2.6261;3.4638,1.6698;3.3460;5.0416;6.3573
SMALL,252,fine,142,1.380475681387401,1.8440473500388628,2.082296699412778,3.8398537105468034,1.0554;2.0823;3.0903;4.0839,1.9073;3.8399;5.5709;5.9668
SMALL,252,fine,160,-0.7953465955680782,-0.7323268577523122,1.029066374897214,-0.7536129447470397,0.5298;1.0291;1.5075;1.9694,-0.3738;-0.7536;-1.1353;-1.5188
