panel,H,N,window,seeds,book_CAGR,book_MaxDD,null_CAGR_med,EDGE_pp,EDGE_se_pp,null_CAGR_sd,book_pct_of_null,n_clipped_at_lam1
U56,63,5,FULL,40,0.18991289016400814,-0.26264611203990496,0.12403957837122481,6.587331179278333,0.43447062079239607,0.02192478637407295,1.0,21
U56,63,5,FULL15,40,0.19046174881158917,-0.26264611203990496,0.12409222062808567,6.63695281835035,0.43321088611758246,0.021861216106461002,1.0,21
U56,63,5,2014-12-31|IS,40,0.1613649173724805,-0.19385427683587197,0.13521758017557028,2.6147337196910203,0.7922595293838586,0.039979966661231776,0.7,27
U56,63,5,2014-12-31|OOS,40,0.20475699236059786,-0.26264611203990473,0.11908647650067261,8.567051585992525,0.511570670496339,0.02581550311829461,1.0,21
U56,63,5,2016-12-31|IS,40,0.2030649616514255,-0.19385427683587197,0.1200677309791428,8.299723067228271,0.6691605193862847,0.03376799427945293,1.0,23
U56,63,5,2016-12-31|OOS,40,0.1792026138060938,-0.26264611203990507,0.12580288627935532,5.33997275267385,0.5786768417139829,0.02920189657717899,0.975,21
U56,63,5,2018-12-31|IS,40,0.1906018291630105,-0.19385427683587197,0.11212811696878655,7.847371219422394,0.6095829492977867,0.030761518273102122,1.0,20
U56,63,5,2018-12-31|OOS,40,0.18902155866546932,-0.2626461120399045,0.14101603683358765,4.800552183188167,0.6864264341233741,0.034639287927509574,0.875,21
U56,63,8,FULL,40,0.2029345471984303,-0.258059993066694,0.12288407212466124,8.005047507376906,0.35321570416944775,0.017824401667847885,1.0,29
U56,63,8,FULL15,40,0.20326299815031046,-0.258059993066694,0.12256137103440667,8.070162711590378,0.3540429605867172,0.017866147690150002,1.0,29
U56,63,8,2014-12-31|IS,40,0.1672717850680452,-0.1519967397257571,0.1265629973883854,4.070878767965979,0.5810666016560131,0.029322491558074985,0.95,17
U56,63,8,2014-12-31|OOS,40,0.22155950744725916,-0.25805999306669414,0.11518775445840679,10.637175298885237,0.42958733445212577,0.021678360022807614,1.0,29
U56,63,8,2016-12-31|IS,40,0.17462211408034323,-0.15843554705133,0.11339720356829774,6.122491051204548,0.4978028261354337,0.02512073336402722,1.0,20
U56,63,8,2016-12-31|OOS,40,0.22673347775958286,-0.2580599930666938,0.12111610789201932,10.561736986756355,0.5250214229404805,0.02649427139351306,1.0,29
U56,63,8,2018-12-31|IS,40,0.18178963886338884,-0.170530851347239,0.10905318125643582,7.273645760695302,0.4187674011509713,0.02113235135189478,1.0,21
U56,63,8,2018-12-31|OOS,40,0.23087239647730362,-0.2580599930666939,0.13420620845173703,9.666618802556659,0.6132534784049195,0.03094674498971401,1.0,29
U56,63,10,FULL,40,0.19224957063650971,-0.276870745694927,0.12410668460193242,6.8142886034577295,0.3046446862025963,0.015373351718941617,1.0,38
U56,63,10,FULL15,40,0.1921701659539008,-0.276870745694927,0.12419056158642572,6.797960436747507,0.3056596866026198,0.015424571907085814,1.0,38
U56,63,10,2014-12-31|IS,40,0.1661175336424805,-0.16075988758304016,0.1287471051819975,3.7370428460482996,0.5081074060389605,0.025640735643231608,0.925,30
U56,63,10,2014-12-31|OOS,40,0.2058157382728676,-0.27687074569492676,0.11968193212808975,8.613380614477784,0.37574438487368955,0.01896127143093877,1.0,38
U56,63,10,2016-12-31|IS,40,0.1690545047482208,-0.16075988758304016,0.11718902184631219,5.186548290190862,0.40139438909799724,0.020255653228461352,1.0,27
U56,63,10,2016-12-31|OOS,40,0.2116730145398582,-0.27687074569492665,0.1289068158692518,8.276619867060642,0.45585925402756583,0.02300412567130605,1.0,38
U56,63,10,2018-12-31|IS,40,0.17086923649204477,-0.20092150263482023,0.108857169045947,6.201206744609777,0.3435685647162692,0.01733757595050462,1.0,34
U56,63,10,2018-12-31|OOS,40,0.22051020411071964,-0.27687074569492676,0.13882398434620113,8.16862197645185,0.4996650562778729,0.025214707492767788,1.0,38
U56,63,12,FULL,40,0.17709029563383205,-0.26938503182739926,0.1230538540223507,5.403644161148136,0.22591020923726748,0.011400156512805796,1.0,36
U56,63,12,FULL15,40,0.1768263188137431,-0.26938503182739926,0.12325544372348785,5.3570875090255266,0.22859457387011184,0.01153561819492803,1.0,36
U56,63,12,2014-12-31|IS,40,0.17278541236646205,-0.13916940948861467,0.1149279402755311,5.7857472090930955,0.3997428339664986,0.020172310439075337,1.0,14
U56,63,12,2014-12-31|OOS,40,0.17929415648559832,-0.2693850318273997,0.12008907317995965,5.920508330563868,0.2669267593179872,0.013469983689338749,1.0,36
U56,63,12,2016-12-31|IS,40,0.16324978830048908,-0.14225244372096213,0.10885717010828366,5.439261819220542,0.3587593743022773,0.018104153111498877,1.0,14
U56,63,12,2016-12-31|OOS,40,0.1885980278869659,-0.2693850318273996,0.13209876146165245,5.649926642531344,0.30672102393438155,0.015478130405994822,1.0,36
U56,63,12,2018-12-31|IS,40,0.1568010580515029,-0.18738440680304147,0.1085672021477655,4.823385590373741,0.28938580941146325,0.014603339667623306,1.0,38
U56,63,12,2018-12-31|OOS,40,0.20388690350950434,-0.2693850318273996,0.14224206479347634,6.164483871602799,0.37397583892277914,0.01887202490813425,1.0,36
U56,63,15,FULL,40,0.16908780228383158,-0.2597700264415326,0.12286489707213744,4.622290521169415,0.21556451383713107,0.010878079413264454,1.0,37
U56,63,15,FULL15,40,0.16880663524090256,-0.2597700264415326,0.12250702434143834,4.629961089946422,0.2160630582712341,0.010903237570554253,1.0,37
U56,63,15,2014-12-31|IS,40,0.16129037342699792,-0.1425249326068322,0.12663485338526836,3.465552004172956,0.3915515053069845,0.019758949621600217,0.9,22
U56,63,15,2014-12-31|OOS,40,0.17308878822915075,-0.25977002644153224,0.12287268155547348,5.021610667367726,0.2754342911073755,0.013899301134814772,1.0,37
U56,63,15,2016-12-31|IS,40,0.15751192450932172,-0.1425249326068322,0.11636469547389428,4.114722903542745,0.3105076167778673,0.01566921407242917,1.0,20
U56,63,15,2016-12-31|OOS,40,0.17869615851850318,-0.25977002644153235,0.1282469701487533,5.044918836974988,0.33141979921388703,0.016724510128326254,1.0,37
U56,63,15,2018-12-31|IS,40,0.15464863194042056,-0.17113461978872302,0.1116612555069122,4.298737643350837,0.21799567076265303,0.01100076341923177,1.0,34
U56,63,15,2018-12-31|OOS,40,0.18804977043285365,-0.2597700264415326,0.14005500641115165,4.7994764021702,0.3921283284832142,0.01978805797624888,1.0,37
U56,63,20,FULL,40,0.14963211468865367,-0.2569212407170116,0.1283572229814598,2.1274891707193877,0.14966508837798975,0.007552582230668525,1.0,35
U56,63,20,FULL15,40,0.14949010314954347,-0.2569212407170116,0.12826747504608838,2.12226281034551,0.15080444789525238,0.007610077980263033,1.0,35
U56,63,20,2014-12-31|IS,40,0.13825639869551942,-0.1280546084388534,0.12806380960331132,1.0192589092208104,0.38643529680361505,0.01950076926805408,0.675,20
U56,63,20,2014-12-31|OOS,40,0.1554835232264855,-0.2569212407170116,0.12928298729659427,2.6200535929891244,0.18330787721811978,0.009250305673976675,1.0,35
U56,63,20,2016-12-31|IS,40,0.13381165775054682,-0.1280546084388534,0.11680361176563514,1.700804598491168,0.293054976784449,0.014788497666745807,0.85,18
U56,63,20,2016-12-31|OOS,40,0.16281041630091497,-0.2569212407170116,0.1351283128756442,2.7682103425270776,0.19127724684209726,0.009652465723885372,1.0,35
U56,63,20,2018-12-31|IS,40,0.13070462904273628,-0.16724939748883394,0.11482347318950248,1.5881155853233797,0.19459589700307714,0.009819935495942834,0.95,40
U56,63,20,2018-12-31|OOS,40,0.17460766207209755,-0.2569212407170116,0.14787895964367903,2.6728702428418516,0.2402960458276415,0.01212611214469876,0.975,35
U56,63,25,FULL,40,0.14646000410598203,-0.2257949640719069,0.12383086016750589,2.262914393847615,0.2140253826981903,0.010800409900510255,1.0,19
U56,63,25,FULL15,40,0.1463132094322408,-0.2257949640719069,0.12360585696275772,2.2707352469483078,0.21451493583106856,0.010825114327791294,1.0,19
U56,63,25,2014-12-31|IS,40,0.13434119444275483,-0.12595845473845813,0.12234490150864397,1.1996292934110864,0.368214015067031,0.01858126472524336,0.75,10
U56,63,25,2014-12-31|OOS,40,0.1526968545569285,-0.22579496407190724,0.12102932114449749,3.1667533412431004,0.230920129515624,0.011652973220305538,1.0,19
U56,63,25,2016-12-31|IS,40,0.13188610260239142,-0.12595845473845813,0.11412726733258416,1.775883526980726,0.3141060030139743,0.015850800227493377,0.925,10
U56,63,25,2016-12-31|OOS,40,0.1585881832094742,-0.22579496407190713,0.12807238572699697,3.0515797482477236,0.2593688537572354,0.013088587440835952,1.0,19
U56,63,25,2018-12-31|IS,40,0.1268065888855323,-0.16281822147123626,0.1127281869299076,1.4078401955624709,0.18154232564156567,0.009161210256943051,0.925,37
U56,63,25,2018-12-31|OOS,40,0.1724140092739639,-0.22579496407190713,0.1433913339355578,2.902267533840608,0.30236776094523155,0.015258450739523475,1.0,19
U56,63,30,FULL,40,0.14076462671622347,-0.21778448440609055,0.12004345513098202,2.072117158524145,0.15866615963198397,0.00800680526655921,1.0,8
U56,63,30,FULL15,40,0.14062095128494012,-0.21778448440609055,0.11986158059181384,2.075937069312628,0.15878762278365297,0.008012934688262816,1.0,8
