stratum,n_names,dv_CAGR,sv_CAGR,gap_pp,dv_Sharpe,sv_Sharpe,s_star_k,dv_adm,sv_adm
POOLED,439,0.05920368593779335,0.08487992434427505,2.56762384064817,0.41275110225949035,0.5427376449874601,,,
Q1,88,0.011153061238955653,0.07719793076588011,6.6044869526924455,0.1611268823809928,0.44333013562377555,189399.99999998402,33.84570411794611,33.845958312150486
Q2,88,0.046520976328588315,0.0695291852935429,2.300820896495459,0.333188475801021,0.44105760941414,104649.99999999502,43.183528215556684,43.18581596339603
Q3,87,0.05021409429089152,0.0679210389723719,1.7706944681480374,0.35496896990232923,0.4433685023985542,70400.00000000381,48.99796644636502,48.98830706659888
Q4,88,0.06982964591877994,0.08745296353893073,1.7623317620150791,0.4700632075386508,0.5580818522639504,43583.49999999956,59.360447381799695,59.36095577020844
Q5,88,0.07304720534677411,0.0930061170036951,1.9958911656920986,0.5023649950858239,0.6102905382795273,23469.999999981002,66.70742247076767,66.70818505338079
