panel,gross,chooser,pick,turn_py,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_credit,keep4a_oos,keep4b_oos
U56,0.75,C_SHARPE,EVT k=16 fb=NONE,0.6917782013543067,0.09938031091747335,1.2593272321883555,-0.10747913776185691,6.061467404399668,False,False
U56,0.75,C_CALMAR,CAL W,1.773555812069992,0.09455179369762767,1.276620821629499,-0.12054956914840886,4.344255161029597,False,False
U56,0.75,C_CREDIT,EVT k=1 fb=NONE,1.8757708945551588,0.0935485923411099,1.2917644309050194,-0.11427878839195527,4.995536799772504,True,False
U56,0.75,C_CREDPERTURN,CAL M,1.2338600285030952,0.09554273464862484,1.2242094738024114,-0.1438168863521796,1.7502633964845304,False,False
U56,1.0,C_SHARPE,EVT k=16 fb=NONE,0.9118902363985304,0.13176780408644095,1.2649123056158902,-0.13935931623417175,7.690464980271628,False,True
U56,1.0,C_CALMAR,CAL M,1.6406495978413955,0.12817345402287073,1.22512665479931,-0.1880527937465054,2.338851529672148,False,True
U56,1.0,C_CREDIT,EVT k=1 fb=NONE,2.4852363870406413,0.12538871738704693,1.29284724732309,-0.14956225745484553,6.485344682666694,False,True
U56,1.0,C_CREDPERTURN,CAL W,2.3519481633058517,0.12669164118494414,1.2759272265148862,-0.1591100739598581,5.512029422141018,False,True
B136,0.75,C_SHARPE,CAL W,2.0111459572387926,0.07847283605551292,1.1016867720596069,-0.12241069123223391,6.278940886809803,False,False
B136,0.75,C_CALMAR,CAL M,1.3884774589851807,0.08203424188320096,1.07961931062633,-0.15687484753427483,2.3839066729430147,False,False
B136,0.75,C_CREDIT,CAL D,2.7313932178609313,0.07823623719380901,1.1277834292964488,-0.11204576025117075,7.129469637693342,True,False
B136,0.75,C_CREDPERTURN,CAL M,1.3884774589851807,0.08203424188320096,1.07961931062633,-0.15687484753427483,2.3839066729430147,False,False
B136,1.0,C_SHARPE,CAL W,2.6663752770669493,0.10473004292318322,1.100613060466633,-0.1615809194428045,7.962215799766681,False,False
B136,1.0,C_CALMAR,CAL M,1.8454538268563285,0.10974494092365039,1.0802317302043447,-0.20501142132896133,3.1719911485809105,False,False
B136,1.0,C_CREDIT,CAL D,3.6035978580765025,0.10451151719822338,1.1281440247639203,-0.14721765614814564,9.212899715355515,False,False
B136,1.0,C_CREDPERTURN,CAL M,1.8454538268563285,0.10974494092365039,1.0802317302043447,-0.20501142132896133,3.1719911485809105,False,False
SMALL,0.75,C_SHARPE,CAL M,1.6004564384947535,0.039783196544816324,0.5761761771276078,-0.17068035663894143,2.1822275076244346,False,False
SMALL,0.75,C_CALMAR,CAL M,1.6004564384947535,0.039783196544816324,0.5761761771276078,-0.17068035663894143,2.1822275076244346,False,False
SMALL,0.75,C_CREDIT,CAL M,1.6004564384947535,0.039783196544816324,0.5761761771276078,-0.17068035663894143,2.1822275076244346,False,False
SMALL,0.75,C_CREDPERTURN,CAL M,1.6004564384947535,0.039783196544816324,0.5761761771276078,-0.17068035663894143,2.1822275076244346,False,False
SMALL,1.0,C_SHARPE,CAL M,2.13012004445155,0.052319961986785124,0.5779338996631376,-0.22277199251811597,2.9889792697294526,False,False
SMALL,1.0,C_CALMAR,CAL M,2.13012004445155,0.052319961986785124,0.5779338996631376,-0.22277199251811597,2.9889792697294526,False,False
SMALL,1.0,C_CREDIT,CAL M,2.13012004445155,0.052319961986785124,0.5779338996631376,-0.22277199251811597,2.9889792697294526,False,False
SMALL,1.0,C_CREDPERTURN,CAL M,2.13012004445155,0.052319961986785124,0.5779338996631376,-0.22277199251811597,2.9889792697294526,False,False
