panel,rung,tie,pick_dp,pick_n,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,v2_oos_Sharpe,v2_oos_CAGR,v2_oos_MaxDD,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD,beats_spy_oos,beats_v2_oos,p4a,p4b
U56,10,ALPHA,dp2,5,1.261218948874324,0.2967178953544978,1.0140217782865586,-0.36531655675773933,1.2788365375971418,0.09481988847882739,-0.12054946142590728,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
U56,10,SPREAD,FULL,5,1.2470201122768352,0.30868473166799815,1.0511630093868287,-0.365316556757739,1.2788365375971418,0.09481988847882739,-0.12054946142590728,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
U56,25,ALPHA,dp4,5,1.1232094731991757,0.2679050680734001,0.9392803386873446,-0.3655181396860204,1.2419798947110108,0.09188615777182041,-0.12092634875468711,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
U56,25,SPREAD,FULL,5,1.107032985280607,0.26706174303211827,0.9430048093944956,-0.3655181396860204,1.2419798947110108,0.09188615777182041,-0.12092634875468711,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
B136,10,ALPHA,dp1,5,1.3027744859126416,0.26419548038696505,0.877468365736855,-0.3781271246211002,1.1185082795688428,0.07983337481604313,-0.12240793860207999,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
B136,10,SPREAD,FULL,10,1.2032197925027874,0.20929692858261983,0.8473973069896206,-0.3351844727620453,1.1185082795688428,0.07983337481604313,-0.12240793860207999,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
B136,25,ALPHA,dp1,5,1.1409387841675567,0.21073245742859115,0.7462044949269248,-0.4052668739920955,1.0740236940215926,0.07643420182382155,-0.12284879701089024,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
B136,25,SPREAD,FULL,10,1.0541088632800826,0.17057471064509588,0.7253244325173429,-0.3467309516553567,1.0740236940215926,0.07643420182382155,-0.12284879701089024,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False
SMALL439,10,ALPHA,dp1,20,0.7534694620144886,0.1729160570254964,0.6908767034298872,-0.4040780823300385,0.5680478246931873,0.038484818306812274,-0.1468466058133,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,True,False,False
SMALL439,10,SPREAD,dp2,10,0.7916108681491051,0.18705780912111902,0.6571879176727801,-0.44857722893547136,0.5680478246931873,0.038484818306812274,-0.1468466058133,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,True,False,False
SMALL439,25,ALPHA,dp1,20,0.6020201087627929,0.1290191585522238,0.5609940301016908,-0.47502355477832414,0.5072384570086396,0.034014705644267895,-0.15247448897194638,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,True,False,False
SMALL439,25,SPREAD,dp2,10,0.6427804275895413,0.1377632954295538,0.5393552137596986,-0.5236481350008524,0.5072384570086396,0.034014705644267895,-0.15247448897194638,0.8820107009842559,0.15450723909089614,-0.33717235283398284,False,True,False,False
