book,set,panel,strip,rung,days,CAGR,Sharpe,MaxDD,H1,H2,cap,floor,dd_margin,cagr_margin,SPY_MaxDD,SPY_CAGR,pass4a,pass4b,pass4b_fixedbar,fail4b
u56-v2band-gross100,SHELF,U56,NONE,10.0,4443,0.11544485987825248,1.201665107711654,-0.15910990262743974,1.2353972967586033,1.1749351988336658,-0.20230341170038982,0.10614170707669568,0.04319350907295008,0.009303152801556802,-0.33717235283398306,0.15163101010956526,False,True,True,-
u56-v2band-gross100,SHELF,U56,NONE,25.0,4443,0.11151608279647607,1.164302861157589,-0.159589704540126,1.197734308850856,1.137731493562293,-0.20230341170038982,0.10614170707669568,0.04271370716026382,0.005374375719780389,-0.33717235283398306,0.15163101010956526,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,10.0,4408,0.12488936675809503,1.3264898241232443,-0.10451949838088259,1.217649860040171,1.4303153586081823,-0.14697838533526614,0.1178771765583349,0.042458886954383546,0.007012190199760127,-0.24496397555877691,0.16839596651190702,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,25.0,4408,0.12098727201117154,1.2886139132749121,-0.10872888876761333,1.1800839592789667,1.3921281489626227,-0.14697838533526614,0.1178771765583349,0.03824949656765281,0.0031100954528366365,-0.24496397555877691,0.16839596651190702,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,10.0,4322,0.11800356660485911,1.2635094261732154,-0.10451949838088259,1.1801979086031351,1.3439362387418523,-0.1469783853352659,0.10901330345380626,0.042458886954383296,0.008990263151052849,-0.24496397555877647,0.15573329064829466,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_DD,25.0,4322,0.11413903505469913,1.2256125811007903,-0.10872888876761333,1.1425758825318701,1.3057692691342868,-0.1469783853352659,0.10901330345380626,0.03824949656765256,0.005125731600892872,-0.24496397555877647,0.15573329064829466,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_WIDE,10.0,4339,0.11914955622737944,1.2736299803385298,-0.10451949838088259,1.1842372319636578,1.3598144791625828,-0.14697838533526614,0.11038786851433326,0.042458886954383546,0.008761687713046182,-0.24496397555877691,0.1576969550204761,False,True,True,-
u56-v2band-gross100,SHELF,U56,COVID_WIDE,25.0,4339,0.11527688616455145,1.2357379209476649,-0.10872888876761333,1.1466943489384174,1.3215812694598024,-0.14697838533526614,0.11038786851433326,0.03824949656765281,0.004889017650218194,-0.24496397555877691,0.1576969550204761,False,True,True,-
u56-v2band-gross100,SHELF,U56,DD_2015,10.0,4407,0.11864972980987942,1.233677553443404,-0.15910990262743951,1.308921731463662,1.171265301594967,-0.20230341170038976,0.11146962991228287,0.04319350907295025,0.007180099897596548,-0.33717235283398295,0.1592423284461184,False,True,True,-
u56-v2band-gross100,SHELF,U56,DD_2015,25.0,4407,0.11472537889793388,1.1964480884035218,-0.1595897045401259,1.2716287009551417,1.1339734628399434,-0.20230341170038976,0.11146962991228287,0.042713707160263875,0.003255748985651008,-0.33717235283398295,0.1592423284461184,False,True,True,-
u56-v2band-gross100,SHELF,U56,BEAR2022,10.0,4247,0.12554802228579787,1.2829825362938467,-0.15910990262743974,1.1860053708015703,1.3732334044052128,-0.20230341170038982,0.12477055670001189,0.04319350907295008,0.0007774655857859802,-0.33717235283398306,0.17824365242858842,False,True,True,-
u56-v2band-gross100,SHELF,U56,BEAR2022,25.0,4247,0.12161045083893574,1.2462866536893151,-0.159589704540126,1.1481151039712973,1.3374910677057128,-0.20230341170038982,0.12477055670001189,0.04271370716026382,-0.003160105861076151,-0.33717235283398306,0.17824365242858842,False,False,True,CAGRFLOOR
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,10.0,4409,0.11588556857029264,1.2035061083453416,-0.15910990262743985,1.2452181713220474,1.169758959881553,-0.20230341170038982,0.10679805203246315,0.04319350907294997,0.009087516537829493,-0.33717235283398306,0.15256864576066165,False,True,True,-
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,25.0,4409,0.11194048748439567,1.166075955322608,-0.15958970454012567,1.207495087327242,1.1324764382606352,-0.20230341170038982,0.10679805203246315,0.04271370716026415,0.00514243545193252,-0.33717235283398306,0.15256864576066165,False,True,True,-
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,10.0,4410,0.11608432370030952,1.2068593817583708,-0.15910990262743951,1.252671658241586,1.169758959881553,-0.20230341170038962,0.10587443119837767,0.04319350907295011,0.010209892501931855,-0.3371723528339827,0.15124918742625382,False,True,True,-
