date,idea,CAGR,Sharpe,MaxDD,H1,H2,bS,bH1,bH2,verdict,script,n_match,treats,identified
2026-09-03,dual-momentum-classes K=1 monthly,0.087,0.54,-0.33799999999999997,0.36,0.69,0.67,0.64,0.69,KILL,2026-09-03_dual-momentum-classes.py,0,[],none
2026-09-03,dual-momentum-classes K=1 weekly,0.057,0.4,-0.361,0.13,0.61,0.67,0.64,0.69,KILL,2026-09-03_dual-momentum-classes.py,0,[],none
2026-09-03,dual-momentum-classes K=2 monthly,0.071,0.57,-0.24100000000000002,0.39,0.72,0.67,0.64,0.69,KILL,2026-09-03_dual-momentum-classes.py,0,[],none
2026-09-03,dual-momentum-classes K=2 weekly,0.069,0.56,-0.257,0.29,0.8,0.67,0.64,0.69,KILL,2026-09-03_dual-momentum-classes.py,0,[],none
2026-09-03,inv-vol 75% gross,0.05,0.57,-0.14400000000000002,0.6,0.54,0.67,0.64,0.69,KILL,research/backtests/2026-09-03_inverse-vol-weights.py,0,[],none
2026-09-03,inv-vol 100% gross,0.065,0.57,-0.191,0.6,0.54,0.67,0.64,0.69,KILL,research/backtests/2026-09-03_inverse-vol-weights.py,0,[],none
2026-09-03,equal-weight 100% gross (diagnostic),0.085,0.67,-0.182,0.65,0.69,0.67,0.64,0.69,KILL,research/backtests/2026-09-03_inverse-vol-weights.py,0,[],none
2026-09-03,vol-target 10%,0.057999999999999996,0.59,-0.149,0.59,0.58,0.67,0.64,0.69,KILL,research/backtests/2026-09-03_vol-target.py,0,[],none
2026-09-03,vol-target 14%,0.069,0.6,-0.153,0.6,0.61,0.67,0.64,0.69,KILL,research/backtests/2026-09-03_vol-target.py,0,[],none
2026-09-03,"broad-top10 100% gross (N=10,w=10%)",0.086,0.67,-0.221,0.86,0.51,0.64,0.78,0.53,KILL,research/backtests/2026-09-03_broad-momentum-top10.py,0,[],none
2026-09-03,"broad-top20 100% gross (N=20,w=5%)",0.115,0.86,-0.22899999999999998,1.09,0.66,0.64,0.78,0.53,KILL,research/backtests/2026-09-03_broad-momentum-top10.py,0,[],none
2026-09-03,"broad-top10 75% gross (N=10,w=7.5%)",0.066,0.67,-0.168,0.86,0.51,0.64,0.78,0.53,KILL,research/backtests/2026-09-03_broad-momentum-top10.py,0,[],none
2026-09-03,"RULES v1 LIVE (standard universe) — reference, not a new ide",0.064,0.66,-0.138,0.65,0.68,0.66,0.65,0.68,—,research/backtests/2026-09-03_broad-momentum-top10.py,1,['ZERO'],ZERO
2026-09-03,macro-trend-ensemble A (MA votes),0.047,0.83,-0.092,0.69,0.98,0.66,0.65,0.68,KEEP-candidate,research/backtests/2026-09-03_macro-trend-ensemble.py,1,['ZERO'],ZERO
2026-09-03,macro-trend-ensemble B (momentum votes),0.05,0.87,-0.10099999999999999,0.75,0.98,0.66,0.65,0.68,KEEP-candidate,research/backtests/2026-09-03_macro-trend-ensemble.py,1,['ZERO'],ZERO
2026-09-03,A full-exposure 100% gross,0.084,0.66,-0.182,0.65,0.68,0.66,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,1,['ZERO'],ZERO
2026-09-03,B full-exposure + SPY-200d half,0.079,0.65,-0.17600000000000002,0.65,0.66,0.66,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,1,['ZERO'],ZERO
2026-09-03,C full-exposure + SPY-200d cash,0.073,0.62,-0.17600000000000002,0.64,0.61,0.66,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,1,['ZERO'],ZERO
2026-09-03,D full-exposure no per-name 200d,0.08199999999999999,0.66,-0.204,0.69,0.64,0.66,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,1,['ZERO'],ZERO
2026-09-03,"D2 no 200d gate, tilt kept (diagnostic)",0.085,0.67,-0.182,0.65,0.68,0.66,0.65,0.68,KILL,2026-09-03_full-exposure-v1.py,1,['ZERO'],ZERO
2026-09-03,core-plus-sleeve A (60% SPY>200d + 40% sleeve),0.078,0.86,-0.147,0.8,0.92,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,1,['ZERO'],ZERO
2026-09-03,core-plus-sleeve B (60% QQQ>200d + 40% sleeve),0.10800000000000001,0.95,-0.18899999999999997,0.84,1.04,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,1,['ZERO'],ZERO
2026-09-03,core-plus-sleeve C (50% SPY>200d + 50% sleeve),0.073,0.88,-0.13,0.81,0.94,0.66,0.65,0.68,KEEP-candidate,research/backtests/2026-09-03_core-plus-trend-sleeve.py,1,['ZERO'],ZERO
2026-09-03,core-plus-sleeve D (60% SPY no filter + 40% sleeve),0.113,0.93,-0.24100000000000002,0.97,0.9,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_core-plus-trend-sleeve.py,1,['ZERO'],ZERO
2026-09-03,"qqq-trend-only A (QQQ/SHY, 200d, weekly)",0.14400000000000002,0.91,-0.275,0.8,1.01,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_qqq-trend-only.py,1,['ZERO'],ZERO
2026-09-03,"qqq-trend-only B (A + 12-1 mom>0, weekly)",0.125,0.83,-0.28300000000000003,0.64,0.99,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_qqq-trend-only.py,1,['ZERO'],ZERO
2026-09-03,"qqq-trend-only C (50/50 QQQ+SPY core, weekly)",0.12300000000000001,0.88,-0.265,0.75,1.0,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_qqq-trend-only.py,1,['ZERO'],ZERO
2026-09-03,"qqq-trend-only D (QQQ/SHY, 200d, monthly)",0.147,0.88,-0.28600000000000003,0.85,0.91,0.66,0.65,0.68,KILL,research/backtests/2026-09-03_qqq-trend-only.py,1,['ZERO'],ZERO
2026-09-03,A equal-weight all eligible 75% gross,0.10400000000000001,1.05,-0.159,1.07,1.03,0.66,0.65,0.68,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-03,B equal-weight all eligible 100% gross,0.139,1.05,-0.209,1.07,1.03,0.66,0.65,0.68,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-03,C v1 top-5 by score 75% (= baseline),0.064,0.66,-0.138,0.65,0.68,0.66,0.65,0.68,KILL (is the baseline),2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-03,D BOTTOM-5 by score 75%,0.07400000000000001,0.59,-0.239,0.51,0.65,0.66,0.65,0.68,KILL,2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-03,E top-5 by 12-1 momentum only 75%,0.19899999999999998,1.06,-0.24100000000000002,1.05,1.08,0.66,0.65,0.68,KILL 4a / PARK 4b,2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-03,"C2 top-5 by composite, no vol-scaling (diagnostic)",0.165,0.95,-0.21600000000000003,0.9,1.0,0.66,0.65,0.68,KILL,2026-09-03_composite-vs-equal-weight.py,1,['ZERO'],ZERO
2026-09-04,no-vol-scaling ON  n=3 gross=75%,0.064,0.63,-0.136,0.66,0.61,0.67,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling ON  n=3 gross=100%,0.083,0.63,-0.179,0.66,0.61,0.67,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling ON  n=5 gross=75% (= baseline),0.065,0.67,-0.138,0.64,0.69,0.67,0.64,0.69,KILL (is the baseline),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling ON  n=5 gross=100%,0.085,0.67,-0.182,0.64,0.69,0.67,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling ON  n=8 gross=75%,0.08,0.82,-0.16399999999999998,0.87,0.77,0.67,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling ON  n=8 gross=100%,0.106,0.81,-0.215,0.88,0.76,0.67,0.64,0.69,KILL,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=3 gross=75%,0.21899999999999997,1.04,-0.258,1.01,1.06,0.67,0.64,0.69,KILL (DD),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=3 gross=100% (walk-forward pick),0.29,1.04,-0.331,1.02,1.07,0.67,0.64,0.69,KILL (DD),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=5 gross=75%,0.165,0.95,-0.21600000000000003,0.9,1.0,0.67,0.64,0.69,KILL (DD),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=5 gross=100%,0.21899999999999997,0.95,-0.28,0.9,1.01,0.67,0.64,0.69,KILL (DD),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=8 gross=75% (nearest miss),0.138,0.93,-0.179,0.92,0.95,0.67,0.64,0.69,"KILL 4a / PARK 4b (fails H1 only, 0.92 v",2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,no-vol-scaling OFF n=8 gross=100%,0.183,0.93,-0.23399999999999999,0.92,0.95,0.67,0.64,0.69,KILL (DD),2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,SPY reference on corrected trading-day index,0.153,0.89,-0.337,0.96,0.84,0.67,0.64,0.69,—,2026-09-04_no-vol-scaling.py,0,[],none
2026-09-04,40 NONE    n=3,0.21899999999999997,1.04,-0.258,1.01,1.06,0.67,0.64,0.69,KILL 4b (MaxDD -25.8% vs cap -20.2%) — l,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=3 D=6%,0.11800000000000001,0.89,-0.166,0.74,1.02,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=3 D=8%,0.12,0.86,-0.158,0.77,0.94,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=3 D=12%,0.135,0.89,-0.185,0.88,0.9,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=3 B=30%,0.21,1.03,-0.20600000000000002,0.96,1.09,0.67,0.64,0.69,KILL 4a / PARK 4b — NEAREST MISS: fails ,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=3 B=40%,0.19899999999999998,1.0,-0.209,0.95,1.05,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=3 B=50%,0.19399999999999998,0.99,-0.214,0.95,1.04,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1, MaxDD)",2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 NONE    n=5,0.165,0.95,-0.21600000000000003,0.9,1.0,0.67,0.64,0.69,"KILL 4b (MaxDD, H1) — control",2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=5 D=6%,0.09,0.81,-0.14300000000000002,0.73,0.87,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=5 D=8%,0.08,0.7,-0.155,0.68,0.72,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=5 D=12%,0.087,0.7,-0.157,0.67,0.74,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=5 B=30%,0.16,0.95,-0.17800000000000002,0.86,1.03,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only (0.865,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=5 B=40%,0.155,0.94,-0.172,0.89,0.99,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only (0.893,2026-09-04_vol-scaler-replacement_B.py,0,[],none
