date,idea,CAGR,Sharpe,MaxDD,H1,H2,bS,bH1,bH2,verdict,script,n_match,treats,identified
2026-09-04,40 BREADTH n=5 B=50%,0.15,0.93,-0.179,0.9,0.97,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only (0.896,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 NONE    n=8,0.138,0.93,-0.179,0.92,0.95,0.67,0.64,0.69,KILL 4b (H1 0.918 vs SPY 0.957) — contro,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=8 D=6%,0.071,0.72,-0.121,0.69,0.75,0.67,0.64,0.69,"KEEP 4a (marginal) / KILL 4b (H1, H2, OO",2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=8 D=8%,0.07400000000000001,0.7,-0.138,0.71,0.69,0.67,0.64,0.69,"KEEP 4a (marginal) / KILL 4b (H1, H2, OO",2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 DD      n=8 D=12%,0.08199999999999999,0.71,-0.154,0.69,0.73,0.67,0.64,0.69,KILL 4a/4b,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=8 B=30%,0.134,0.93,-0.191,0.88,0.98,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=8 B=40%,0.13,0.93,-0.168,0.92,0.94,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only (0.915,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,40 BREADTH n=8 B=50%,0.124,0.9,-0.18100000000000002,0.9,0.91,0.67,0.64,0.69,KILL 4a / PARK 4b — fails H1 only,2026-09-04_vol-scaler-replacement_B.py,0,[],none
2026-09-04,2 ON  FIXEDW n=2,0.023,0.52,-0.075,0.51,0.52,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  FIXEDW n=3,0.039,0.63,-0.083,0.66,0.62,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  FIXEDW n=4,0.052000000000000005,0.65,-0.11699999999999999,0.64,0.66,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  FIXEDW n=5,0.065,0.67,-0.138,0.64,0.69,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  FIXEDW n=6,0.083,0.72,-0.174,0.81,0.66,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=2,0.054000000000000006,0.52,-0.18,0.52,0.52,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=3,0.064,0.63,-0.136,0.66,0.61,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=4,0.064,0.65,-0.146,0.64,0.65,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=5,0.065,0.67,-0.138,0.64,0.69,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=6,0.07,0.72,-0.146,0.81,0.66,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=8,0.08,0.82,-0.16399999999999998,0.87,0.77,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=10,0.08900000000000001,0.91,-0.129,0.99,0.84,0.67,0.64,0.69,KEEP 4a,2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=12,0.095,0.95,-0.139,1.09,0.85,0.67,0.64,0.69,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=15,0.09,0.91,-0.159,1.05,0.79,0.67,0.64,0.69,"KILL 4a / KILL 4b (H2,OOS,CAGR)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 ON  EQW    n=20,0.099,1.0,-0.174,1.05,0.95,0.67,0.64,0.69,KILL 4a / KILL 4b (CAGR),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF FIXEDW n=2,0.081,0.85,-0.111,0.89,0.82,0.67,0.64,0.69,KEEP 4a,2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF FIXEDW n=3,0.132,1.03,-0.162,1.01,1.06,0.67,0.64,0.69,KEEP 4b,2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF FIXEDW n=4,0.16,1.05,-0.195,1.09,1.02,0.67,0.64,0.69,KEEP 4b,2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF FIXEDW n=5,0.165,0.95,-0.21600000000000003,0.9,1.0,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF FIXEDW n=6,0.183,0.94,-0.23,0.89,0.99,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=2,0.195,0.86,-0.265,0.89,0.83,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,H2,OOS,DD)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=3,0.21899999999999997,1.04,-0.258,1.01,1.06,0.67,0.64,0.69,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=4,0.2,1.05,-0.23800000000000002,1.09,1.03,0.67,0.64,0.69,KILL 4a / KILL 4b (DD),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=5,0.165,0.95,-0.21600000000000003,0.9,1.0,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=6,0.153,0.94,-0.19399999999999998,0.89,0.99,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=8,0.138,0.93,-0.179,0.92,0.95,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=10,0.129,0.93,-0.175,0.92,0.95,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=12,0.127,0.96,-0.17800000000000002,0.98,0.95,0.67,0.64,0.69,KEEP 4b,2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=15,0.132,1.04,-0.192,1.07,1.03,0.67,0.64,0.69,KEEP 4b,2026-09-04_position-count.py,0,[],none
2026-09-04,2 OFF EQW    n=20,0.127,1.09,-0.183,1.09,1.1,0.67,0.64,0.69,KEEP 4b,2026-09-04_position-count.py,0,[],none
2026-09-04,"31 PEAD tercile h=40 (broad, 2012-26)",0.168,0.96,-0.34700000000000003,1.11,0.87,0.67,0.86,0.5,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,0,[],none
2026-09-04,"31 PEAD tercile h=60 (broad, 2012-26)",0.18899999999999997,1.07,-0.335,1.29,0.93,0.67,0.86,0.5,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,0,[],none
2026-09-04,"31 PEAD quintile h=40 (broad, 2012-26)",0.168,0.92,-0.36,1.13,0.78,0.67,0.86,0.5,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,0,[],none
2026-09-04,"31 PEAD quintile h=60 (broad, 2012-26)",0.19399999999999998,1.05,-0.35,1.35,0.84,0.67,0.86,0.5,KILL 4a / KILL 4b,research/backtests/2026-09-04_small-cap-pead.py,0,[],none
2026-09-04,31 PEAD CONTROL bottom-tercile h=60 (sort reversed — beats t,0.207,1.16,-0.321,1.3,1.09,0.67,0.86,0.5,diagnostic,research/backtests/2026-09-04_small-cap-pead.py,0,[],none
2026-09-04,46 N  n=5,0.165,0.95,-0.21600000000000003,0.9,1.0,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=8,0.138,0.93,-0.179,0.92,0.95,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=10,0.129,0.93,-0.175,0.92,0.95,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=12,0.127,0.96,-0.17800000000000002,0.98,0.95,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=15,0.132,1.04,-0.192,1.07,1.03,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=20,0.127,1.09,-0.183,1.09,1.1,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=25,0.11800000000000001,1.09,-0.177,1.05,1.14,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 N  n=30,0.11,1.1,-0.166,1.03,1.17,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=5,0.166,0.95,-0.212,0.9,1.0,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=8,0.14,0.94,-0.179,0.92,0.97,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=10,0.13,0.94,-0.175,0.91,0.96,0.67,0.64,0.69,KILL 4a / KILL 4b (H1),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=12,0.128,0.96,-0.17800000000000002,0.97,0.96,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=15,0.133,1.04,-0.192,1.06,1.03,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=20,0.128,1.07,-0.183,1.08,1.07,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=25,0.121,1.07,-0.17600000000000002,1.04,1.09,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 NF n=30,0.115,1.05,-0.175,1.02,1.09,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.15,0.168,0.98,-0.278,1.05,0.93,0.67,0.64,0.69,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.25,0.14800000000000002,1.0,-0.25,0.94,1.06,0.67,0.64,0.69,"KILL 4a / KILL 4b (H1,DD)",2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.35,0.136,1.01,-0.215,0.96,1.05,0.67,0.64,0.69,KILL 4a / KILL 4b (DD),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.45,0.136,1.06,-0.19699999999999998,1.0,1.12,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.55,0.122,1.01,-0.18,0.96,1.05,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.70,0.11599999999999999,1.04,-0.171,1.0,1.07,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=0.85,0.113,1.07,-0.16699999999999998,1.09,1.06,0.67,0.64,0.69,KEEP 4b,2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,46 F  f=1.00,0.10400000000000001,1.05,-0.159,1.07,1.04,0.67,0.64,0.69,KILL 4a / KILL 4b (CAGR),2026-09-04_eligible-fraction-vs-n_B.py,0,[],none
2026-09-04,"insider-cluster-buying hold=6m (broad universe, 2012+)",0.212,0.97,-0.39799999999999996,0.96,1.01,0.66,0.86,0.49,KILL,research/backtests/2026-09-04_insider-cluster-buying.py,0,[],none
2026-09-04,"insider-cluster-buying hold=12m (broad universe, 2012+)",0.266,1.27,-0.397,1.31,1.28,0.66,0.86,0.49,"PARK (4b: Sharpe yes, MaxDD no)",research/backtests/2026-09-04_insider-cluster-buying.py,0,[],none
2026-09-04,"RULES v1 baseline, 2012+ broad-universe sample - reference",0.068,0.66,-0.212,0.86,0.49,0.66,0.86,0.49,-,research/backtests/2026-09-04_insider-cluster-buying.py,0,[],none
2026-09-04,"SPY buy & hold, 2012+ sample - reference",0.152,0.94,-0.337,1.13,0.85,0.66,0.86,0.49,-,research/backtests/2026-09-04_insider-cluster-buying.py,0,[],none
2026-09-04,50 insider-cluster-smallcap ALL hold=6m EW100%,0.188,0.83,-0.494,1.08,0.69,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
2026-09-04,50 insider-cluster-smallcap ALL hold=6m cap5%,0.18,0.8,-0.494,1.03,0.69,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
2026-09-04,50 insider-cluster-smallcap ALL hold=12m EW100%,0.16,0.75,-0.491,0.96,0.63,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
2026-09-04,50 insider-cluster-smallcap ALL hold=12m cap5%,0.152,0.72,-0.491,0.91,0.63,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
2026-09-04,50 insider-cluster-smallcap OPP hold=6m EW100% (best arm),0.192,0.84,-0.48700000000000004,1.09,0.7,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
2026-09-04,50 insider-cluster-smallcap OPP hold=6m cap5%,0.183,0.82,-0.48700000000000004,1.04,0.7,0.57,0.6,0.54,"KILL 4a (DD) / KILL 4b (H2,OOS,DD)",research/backtests/2026-09-04_insider-cluster-smallcap.py,0,[],none
