panel,family,lag,decay,se,t
U56,MACRO2,5,0.022205633296925154,0.021235966461134514,1.045661535469332
U56,MACRO2,21,0.007744343696417744,0.025947438695263236,0.2984627418285987
U56,SPYFILT,5,0.0632397353708829,0.07847939439484242,0.8058132438269547
U56,SPYFILT,21,0.006665919970970213,0.0983144379311181,0.0678020452666428
U56,BREADTH,5,0.010181810487235543,0.011102748045477171,0.9170531876910615
U56,BREADTH,21,0.013720274995201676,0.0246116435178888,0.5574708972697898
U56,STOP,5,0.0019314542933979162,0.024836184614109868,0.07776775392064945
U56,STOP,21,0.0822425689072579,0.07128699518322382,1.1536826414954895
U56,VOLTGT,5,-0.033845456615048786,0.018926662732301296,-1.788242179498779
U56,VOLTGT,21,-0.020425445669940645,0.054626423380704815,-0.37391145906790846
U56,BAND,5,0.0163982570352188,0.043188701359187814,0.3796885879674706
U56,BAND,21,-0.04016754081243512,0.04872681392694931,-0.8243416216921928
U56,MAXVOL,5,-0.015539492825126011,0.04013772640632781,-0.3871542864140948
U56,MAXVOL,21,-0.01352476830416749,0.05750100527053734,-0.2352092496563252
U56,MADIST,5,-0.08487674143376611,0.04442514035481963,-1.9105565172301802
U56,MADIST,21,0.02419621683155171,0.08887218048968172,0.2722586156683862
B136,MACRO2,5,0.021348457483066907,0.022497931911647753,0.9489075514542857
B136,MACRO2,21,0.007132998948054636,0.02596419569113497,0.2747244333276257
B136,SPYFILT,5,0.05058139285959984,0.08382712149556278,0.6034012853736993
B136,SPYFILT,21,-0.012466393976412027,0.0980448918836543,-0.12714985693701786
B136,BREADTH,5,0.010999976434320713,0.013120933792791953,0.8383531696778778
B136,BREADTH,21,0.022956204288434034,0.024504664460762656,0.9368095745686277
B136,STOP,5,-0.11491758906994998,0.05494729404418929,-2.0914148925610756
B136,STOP,21,-0.09561103574854735,0.07149603436591159,-1.3372914539457796
B136,VOLTGT,5,-0.012930936949269833,0.0255401531744584,-0.5062983319223592
B136,VOLTGT,21,-0.023126872996362957,0.0614660015895569,-0.3762547164006878
B136,BAND,5,0.03194743640226294,0.03681373719281481,0.8678129100269217
B136,BAND,21,-0.038272334259663365,0.043045097263337974,-0.8891217976701001
B136,MAXVOL,5,0.015748916398208634,0.04013197936175794,0.39242809970185255
B136,MAXVOL,21,-0.10677238042204928,0.055833335604700246,-1.9123410640911236
B136,MADIST,5,-0.01712687900923815,0.04429212504998111,-0.38668000214285164
B136,MADIST,21,-0.006219104847165258,0.0677011621271299,-0.09186112397135757
SMALL,MACRO2,5,0.015467774390220623,0.02361480828057205,0.6550031745523842
SMALL,MACRO2,21,0.02123678360234338,0.02568404883177858,0.8268471899207476
SMALL,SPYFILT,5,0.05601610823520603,0.0991497281356463,0.5649648192536709
SMALL,SPYFILT,21,0.07961558171357858,0.10780380648695771,0.7385229177710956
SMALL,BREADTH,5,0.012047787785668673,0.02254289392980367,0.5344383832521364
SMALL,BREADTH,21,0.07619778582872994,0.0744262641568635,1.0238023726158378
SMALL,STOP,5,,,
SMALL,STOP,21,,,
SMALL,VOLTGT,5,0.013731158767625595,0.03413378765249123,0.402274687691257
SMALL,VOLTGT,21,0.004525500373201985,0.09292677438673529,0.04869963907676507
SMALL,BAND,5,0.09660444838947035,0.07297957188229538,1.3237190339411444
SMALL,BAND,21,-0.049509253350842,0.10071091839179457,-0.49159767522163483
SMALL,MAXVOL,5,0.024781501166138115,0.08107453047906686,0.30566320914478323
SMALL,MAXVOL,21,-0.10303841593613935,0.11675674381296904,-0.8825050491404173
SMALL,MADIST,5,0.13046876299327248,0.07746174169089036,1.684299373410756
SMALL,MADIST,21,,,
