se_basis,L,bar,bar_value,panel,H,cadence,t_best,N_argmax,N_pick,moved,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,63,W,1.2934912090730784,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,63,M,1.778694856039964,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,126,W,1.9300204653121826,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,126,M,1.2091539878129924,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,252,W,1.4196731683017745,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,21,BAR_QUOTED,1.959963984540054,SMALL,252,M,0.7696812430441844,5,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,21,W,1.5267209297002697,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,21,M,2.159788503295416,5,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,63,W,1.1525369219924009,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,63,M,0.3617898584344359,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,126,W,0.7031425578545973,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,126,M,0.917097860826702,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,252,W,2.231812802537298,10,10,True,1.1165735222498971,0.1804568189856468,-0.2329895245962077,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,U56,252,M,1.132531079540246,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,21,W,1.6638161156520226,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,21,M,3.1355341209003242,40,40,True,1.0588286290341873,0.1488241103245378,-0.27434821462752956,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,63,W,1.2705883876446336,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,63,M,2.564196681038856,30,30,True,0.9750837981160982,0.1476707708601923,-0.28625875280354174,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,126,W,1.2658422527377193,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,126,M,1.1668518071583212,30,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,252,W,1.76153421424127,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,B136,252,M,2.740830634679461,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,21,W,1.1131521890734337,5,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,21,M,1.4302698958116549,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,63,W,1.2934912090730784,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,63,M,1.778694856039964,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,126,W,1.9300204653121826,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,126,M,1.2091539878129924,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,252,W,1.4196731683017745,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,21,BAR_HONEST,1.9819665201255314,SMALL,252,M,0.7696812430441844,5,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,21,W,1.5285553985912215,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,21,M,2.1210373975452015,5,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,63,W,1.1122947347735987,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,63,M,0.37493533996070083,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,126,W,0.7223940789705497,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,126,M,0.9384504533193072,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,252,W,2.30121243195809,10,10,True,1.1165735222498971,0.1804568189856468,-0.2329895245962077,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,U56,252,M,1.1441727407042854,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,21,W,1.6122032965096527,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,21,M,3.1314799641755893,40,40,True,1.0588286290341873,0.1488241103245378,-0.27434821462752956,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,63,W,1.3284266668331117,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,63,M,2.604193715463221,30,30,True,0.9750837981160982,0.1476707708601923,-0.28625875280354174,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,126,W,1.3200847604373898,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,126,M,1.1466267898272453,30,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,252,W,1.6493449150830612,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,B136,252,M,2.6598301474619315,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,21,W,1.1574522765310393,5,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,21,M,1.5478954157809346,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,63,W,1.2387323559550312,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,63,M,1.7533457503975778,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,126,W,1.8695405363750754,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,126,M,1.20792026885626,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,252,W,1.2159203320535068,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,63,BAR_QUOTED,1.959963984540054,SMALL,252,M,0.7905330670215981,5,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,21,W,1.5285553985912215,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,21,M,2.1210373975452015,5,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,63,W,1.1122947347735987,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,63,M,0.37493533996070083,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,126,W,0.7223940789705497,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,126,M,0.9384504533193072,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,252,W,2.30121243195809,10,10,True,1.1165735222498971,0.1804568189856468,-0.2329895245962077,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,U56,252,M,1.1441727407042854,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,21,W,1.6122032965096527,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,21,M,3.1314799641755893,40,40,True,1.0588286290341873,0.1488241103245378,-0.27434821462752956,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,63,W,1.3284266668331117,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,63,M,2.604193715463221,30,30,True,0.9750837981160982,0.1476707708601923,-0.28625875280354174,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,126,W,1.3200847604373898,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,126,M,1.1466267898272453,30,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,252,W,1.6493449150830612,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,B136,252,M,2.6598301474619315,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,21,W,1.1574522765310393,5,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,21,M,1.5478954157809346,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,63,W,1.2387323559550312,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,63,M,1.7533457503975778,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,126,W,1.8695405363750754,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,126,M,1.20792026885626,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,252,W,1.2159203320535068,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,63,BAR_HONEST,1.983467920683248,SMALL,252,M,0.7905330670215981,5,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,21,W,1.5469487787406362,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,21,M,2.2653362889098005,5,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,63,W,1.138170547902814,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,63,M,0.36546986570532186,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,126,W,0.7139748056891948,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,126,M,0.986913788704141,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,252,W,2.131774626786472,10,10,True,1.1165735222498971,0.1804568189856468,-0.2329895245962077,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,U56,252,M,1.0879817045297215,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,21,W,1.6458209880228272,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,21,M,3.459644119943621,40,40,True,1.0588286290341873,0.1488241103245378,-0.27434821462752956,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,63,W,1.2298123930053404,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,63,M,2.4334850196146443,30,30,True,0.9750837981160982,0.1476707708601923,-0.28625875280354174,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,126,W,1.3776780005183173,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,126,M,1.1992395560369518,25,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,252,W,1.7065964493977432,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,B136,252,M,2.7701214181990528,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,21,W,1.1967638153357258,5,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,21,M,1.5799571704847344,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,63,W,1.3115068481135645,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,63,M,1.8250685382583631,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,126,W,1.873151011211671,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,126,M,1.1873437849143946,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,252,W,1.2512667417167578,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,126,BAR_QUOTED,1.959963984540054,SMALL,252,M,0.7434492545609581,25,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,21,W,1.5469487787406362,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,21,M,2.2653362889098005,5,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,63,W,1.138170547902814,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,63,M,0.36546986570532186,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,126,W,0.7139748056891948,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,126,M,0.986913788704141,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,252,W,2.131774626786472,10,10,True,1.1165735222498971,0.1804568189856468,-0.2329895245962077,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,U56,252,M,1.0879817045297215,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,21,W,1.6458209880228272,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,21,M,3.459644119943621,40,40,True,1.0588286290341873,0.1488241103245378,-0.27434821462752956,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,63,W,1.2298123930053404,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,63,M,2.4334850196146443,30,30,True,0.9750837981160982,0.1476707708601923,-0.28625875280354174,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,126,W,1.3776780005183173,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,126,M,1.1992395560369518,25,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,252,W,1.7065964493977432,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,B136,252,M,2.7701214181990528,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,21,W,1.1967638153357258,5,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,21,M,1.5799571704847344,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,63,W,1.3115068481135645,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,63,M,1.8250685382583631,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,126,W,1.873151011211671,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,126,M,1.1873437849143946,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,252,W,1.2512667417167578,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,126,BAR_HONEST,1.9758651616652367,SMALL,252,M,0.7434492545609581,25,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,21,W,1.588654592807919,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,21,M,2.1322688466914865,8,8,True,0.9764876838419481,0.16946039763441978,-0.2693258340619519,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,63,W,1.0580537072502507,15,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,63,M,0.38160689475845,30,20,False,1.1770914972918733,0.17044573733068202,-0.23940605544821025,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,126,W,0.7067720550945394,40,20,False,1.1615297831443132,0.16919746270303992,-0.19127561830465012,True,True,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,126,M,1.0311487406197861,5,20,False,1.0718629300047582,0.15849175682599115,-0.2307735785481957,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,252,W,2.139777502544366,15,15,True,1.1296238674329304,0.16655412469137398,-0.21097510572488332,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,U56,252,M,1.1234832364597431,5,20,False,1.0549587806469196,0.15571732243233516,-0.18915655002855358,True,True,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,21,W,1.7470857832672824,40,20,False,0.9966114494768078,0.15547309710536084,-0.2569070436953067,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,21,M,3.1803256209378463,30,30,True,1.013588089595137,0.1488353276935499,-0.2807881317205373,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,63,W,1.1805827642482958,5,20,False,0.9960363388880005,0.16487229134834314,-0.28694818362899355,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,63,M,2.5070492846560777,40,40,True,1.0296892029713058,0.1488967764081035,-0.27728951385115674,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,126,W,1.4317855925458174,10,20,False,1.0100346106764955,0.16023726571201902,-0.20740302267849475,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,126,M,1.132436557516698,30,20,False,1.0654743736275754,0.18061041709598946,-0.2762786363864471,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,252,W,1.7996959911360144,15,20,False,1.0475859407578672,0.17047323820552207,-0.23490998276411423,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,B136,252,M,2.7191955717303773,10,10,True,0.7581835851860829,0.1263820473342736,-0.26803083336320666,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,21,W,1.0826452592196028,40,20,False,0.4353158102219297,0.06613330401210393,-0.38294667892209755,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,21,M,1.4479061455764561,25,20,False,0.44561793701672026,0.06750417216231508,-0.35075734420038274,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,63,W,1.2297546540118613,5,20,False,0.4615529999466303,0.07217183938825045,-0.36589477067213816,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,63,M,1.7533450863094964,15,20,False,0.24937972736366745,0.02963581493264411,-0.43056692794894924,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,126,W,1.8881784690378578,25,20,False,0.45333717990397243,0.070860770065448,-0.3581405418032817,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,126,M,1.182382019345442,25,20,False,0.2482123898640132,0.029782993979285077,-0.3852385659953811,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,252,W,1.3668087996596863,40,20,False,0.6676058493481922,0.11159184725299265,-0.37411836270629684,False,False,False
S_IID,252,BAR_QUOTED,1.959963984540054,SMALL,252,M,0.7538598701729404,25,20,False,0.5601091433785563,0.09243559648173827,-0.3373715741988218,False,False,False
S_IID,252,BAR_HONEST,1.9416406771245802,U56,21,W,1.588654592807919,25,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
S_IID,252,BAR_HONEST,1.9416406771245802,U56,21,M,2.1322688466914865,8,8,True,0.9764876838419481,0.16946039763441978,-0.2693258340619519,False,False,False
