stem,comparand,pool_def,n_pool,sel_OOS_Sharpe,comparand_OOS_Sharpe,sel_dOOS,pool_mean_dOOS,pool_median_dOOS,lift,selector,date
2026-09-04_earnings-season-avoidance_cloud,CONTROL,ALL,31,0.5435711467670186,0.747063834691694,-0.20349268792467545,-0.08658509074340448,-0.08285842488130257,-0.11690759718127097,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,SPY,ALL,31,0.5435711467670186,0.8820107671822842,-0.33843962041526565,-0.22153202323399468,-0.21780535737189277,-0.11690759718127097,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,CONTROL,LIVE,31,0.5435711467670186,0.747063834691694,-0.20349268792467545,-0.08658509074340448,-0.08285842488130257,-0.11690759718127097,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,SPY,LIVE,31,0.5435711467670186,0.8820107671822842,-0.33843962041526565,-0.22153202323399468,-0.21780535737189277,-0.11690759718127097,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,CONTROL,ALL,31,0.5336961177754252,0.747063834691694,-0.21336771691626877,-0.08415697728798766,-0.08648370316935827,-0.1292107396282811,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,SPY,ALL,31,0.5336961177754252,0.8820107671822842,-0.34831464940685897,-0.21910390977857785,-0.22143063565994847,-0.1292107396282811,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,CONTROL,LIVE,31,0.5336961177754252,0.747063834691694,-0.21336771691626877,-0.08415697728798766,-0.08648370316935827,-0.1292107396282811,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,SPY,LIVE,31,0.5336961177754252,0.8820107671822842,-0.34831464940685897,-0.21910390977857785,-0.22143063565994847,-0.1292107396282811,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,CONTROL,ALL,31,0.9585631200820004,1.167991233806965,-0.2094281137249645,-0.08331615258534475,-0.05511722687405274,-0.12611196113961975,,2026-09-04
2026-09-04_earnings-season-avoidance_cloud,SPY,ALL,31,0.9585631200820004,0.8820107671822842,0.07655235289971618,0.20266431403933594,0.23086323975062795,-0.12611196113961975,,2026-09-04
