panel,book,dial,level,phase,cost,turn_yr,trades_yr,per_trade,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,pass4b,pass4a
u56,V2,CAD,1.0,0,0.0,1.7749433117431328,52.26120243188471,0.03396292525141432,0.08824663599428928,1.2271748845796517,-0.12029816459609066,1.2560492276801523,1.2047946097529552,1.12994537073111,0.07798685468328026,1.3033814514046218,0.09677994358088626,-0.120298164596091,0.2973553058892241,0.3791359175389798,0.427603071275651,0.0820052471042991,-0.01783306899555616,-0.01783306899555616,False,False
u56,V2,CAD,1.0,0,5.0,1.7749433117431328,52.26120243188471,0.03396292525141432,0.08728152962436453,1.2146601764835987,-0.12042381687213677,1.2434595811575537,1.192310423152565,1.1171041276661051,0.07704011768378383,1.2911117186818721,0.09579949209392935,-0.12042381687213677,0.28476565936662557,0.3666517309385896,0.41533333855290133,0.081879594828253,-0.01879817536548091,-0.01879817536548091,False,False
u56,V2,CAD,1.0,0,10.0,1.7749433117431328,52.26120243188471,0.03396292525141432,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2308642154162701,1.1798211368254472,1.1042576843073322,0.0760941827405992,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.27217029362534195,0.35416244461147184,0.4030581574681712,0.08175395027448248,-0.019762454800725374,-0.019762454800725374,False,False
u56,V2,CAD,1.0,0,25.0,1.7749433117431328,52.26120243188471,0.03396292525141432,0.08342936664540979,1.164549391629259,-0.12092634875468744,1.1930457098338718,1.1423243244859869,1.0656891496685539,0.07326118369335433,1.2419798947110108,0.09188615777182041,-0.120926348754687,0.23435178804294365,0.3166656322720115,0.36620151458204,0.08137706294570232,-0.022650338344435653,-0.022650338344435653,False,False
u56,V2,CAD,1.0,0,50.0,1.7749433117431328,52.26120243188471,0.03396292525141432,0.07863270228506258,1.1018072365635407,-0.12155433986760844,1.1299183106227435,1.0797430212732624,1.0013229194916335,0.06855549863316046,1.1804580613683513,0.08701349791686952,-0.12155433986760844,0.17122438883181534,0.254084329059287,0.3046796812393805,0.08074907183278132,-0.027447002704782855,-0.027447002704782855,False,False
u56,V2,CAD,2.0,0,0.0,1.5177131018871086,26.15897320423328,0.05801883315670428,0.08990885271211768,1.235727863083224,-0.12123414479657824,1.236117222277202,1.2379727902555058,1.1133554611779968,0.07830320285210512,1.3324514588352558,0.0995724109506455,-0.12123414479657824,0.27742330048627395,0.4123140980415304,0.45667307870628504,0.08106926690381153,-0.016170852277727757,-0.016170852277727757,False,False
u56,V2,CAD,2.0,0,5.0,1.5177131018871086,26.15897320423328,0.05801883315670428,0.08908238357035203,1.2251619051373461,-0.12132362154880583,1.2254908733235725,1.2274441550564792,1.1024891211933021,0.07748007745217622,1.322111950125054,0.09874320222939148,-0.12132362154880538,0.2667969515326444,0.4017854628425038,0.4463335699960832,0.08097979015158394,-0.016997321419493408,-0.016997321419493408,False,False
u56,V2,CAD,2.0,0,10.0,1.5177131018871086,26.15897320423328,0.05801883315670428,0.08825650496111992,1.214588515463605,-0.12141309830103275,1.214855339046102,1.2169095146396045,1.091614161465473,0.07665754232020672,1.3117659596939506,0.09791458425410693,-0.12141309830103297,0.25616141725517394,0.39125082242562914,0.4359875795649798,0.08089031339935701,-0.01782320002872552,-0.01782320002872552,False,False
u56,V2,CAD,2.0,0,25.0,1.5177131018871086,26.15897320423328,0.05801883315670428,0.08578240835366935,1.1828256654211977,-0.12168152855771486,1.1828957055358706,1.1852713273485154,1.0589397523155057,0.07419347455281788,1.2806908033716913,0.09543227083262451,-0.12168152855771464,0.22420178374494248,0.35961263513454,0.4049124232427205,0.0806218831426749,-0.02029729663617609,-0.02029729663617609,False,False
u56,V2,CAD,2.0,0,50.0,1.5177131018871086,26.15897320423328,0.05801883315670428,0.0816706875967641,1.1297568221403873,-0.12212891231885126,1.1294654518639762,1.132437419828875,1.0043305154274889,0.0700984631979551,1.2287851947057353,0.09130685968712715,-0.12212891231885181,0.17077153007304802,0.30677872761489955,0.3530068145767645,0.0801744993815385,-0.024409017393081336,-0.024409017393081336,False,False
