panel,N,gross,row_support,file_support,rows,files,gap_pp
B136,25,0.7,0.0,0.0,3,3,0.0
B136,25,0.74,0.0,0.0,4,1,0.0
B136,25,0.75,0.0,0.0,71,9,0.0
B136,25,0.8,0.0,0.0,3,3,0.0
B136,25,0.85,0.0,0.0,53,6,0.0
B136,25,0.9,0.0,0.0,1,1,0.0
B136,25,0.95,0.0,0.0,1,1,0.0
B136,25,1.0,0.0,0.0,1,1,0.0
B136,28,0.75,0.0,0.0,2,1,0.0
B136,30,0.2,0.0,0.0,3,2,0.0
B136,30,0.25,0.0,0.0,1,1,0.0
B136,30,0.3,0.0,0.0,3,2,0.0
B136,30,0.35,0.0,0.0,1,1,0.0
B136,30,0.4,0.0,0.0,3,2,0.0
B136,30,0.45,0.0,0.0,32,3,0.0
B136,30,0.5,0.09090909090909091,0.2,11,5,10.90909090909091
B136,30,0.55,0.11764705882352941,0.8,34,5,68.23529411764706
B136,30,0.6,0.6,0.75,5,4,15.000000000000002
B136,30,0.65,0.1891891891891892,0.08888888888888889,37,6,10.03003003003003
B136,30,0.7,0.0,0.0,5,4,0.0
B136,30,0.74,0.0,0.0,13,2,0.0
B136,30,0.75,0.0,0.0,143,15,0.0
B136,30,0.8,0.0,0.0,5,4,0.0
B136,30,0.85,0.0,0.0,44,6,0.0
B136,30,0.9,0.0,0.0,3,2,0.0
B136,30,0.95,0.0,0.0,1,1,0.0
B136,30,1.0,0.0,0.0,13,7,0.0
B136,32,0.73,0.0,0.0,4,2,0.0
B136,32,0.74,0.2857142857142857,0.27083333333333337,28,2,1.4880952380952328
B136,32,0.75,0.4375,0.39743589743589747,16,2,4.006410256410254
B136,36,0.5,0.0,0.0,5,2,0.0
B136,36,0.75,0.0,0.0,5,2,0.0
B136,36,1.0,0.0,0.0,5,2,0.0
B136,40,0.2,0.0,0.0,8,2,0.0
B136,40,0.3,0.0,0.0,2,1,0.0
B136,40,0.35,0.0,0.0,6,1,0.0
B136,40,0.4,0.0,0.0,2,1,0.0
B136,40,0.5,0.0,0.0,25,8,0.0
B136,40,0.6,0.1111111111111111,0.41818181818181815,117,5,30.707070707070706
B136,40,0.65,0.0,0.0,6,1,0.0
B136,40,0.7,0.0,0.0,2,1,0.0
B136,40,0.73,0.0,0.0,4,1,0.0
B136,40,0.74,0.23076923076923078,0.5833333333333334,13,2,35.256410256410255
B136,40,0.75,0.2077922077922078,0.20276292335115864,231,17,0.5029284441049164
B136,40,0.8,0.0,0.0,2,1,0.0
B136,40,0.9,0.0,0.0,8,2,0.0
B136,40,1.0,0.27586206896551724,0.025974025974025976,145,14,24.988804299149127
B136,40,1.05,0.0,0.0,6,1,0.0
B136,40,1.2,0.0,0.0,6,1,0.0
B136,40,1.35,0.0,0.0,6,1,0.0
B136,48,0.72,0.375,0.358974358974359,32,2,1.6025641025641024
B136,48,0.75,0.75,0.717948717948718,16,2,3.205128205128205
B136,50,0.5,0.0,0.0,10,2,0.0
B136,50,0.72,0.0,0.0,4,1,0.0
B136,50,0.73,0.375,0.375,8,1,0.0
B136,50,0.74,0.0,0.0,4,1,0.0
B136,50,0.75,0.1,0.25,10,2,15.0
B136,50,1.0,0.0,0.0,10,2,0.0
B136,56,0.75,0.0,0.0,2,1,0.0
B136,60,0.5,0.0,0.0,6,2,0.0
B136,60,0.72,1.0,1.0,1,1,0.0
B136,60,0.75,0.033707865168539325,0.375,89,4,34.12921348314607
B136,60,1.0,0.0,0.0,6,2,0.0
B136,69,0.7,0.1875,0.24358974358974358,32,2,5.608974358974359
B136,69,0.75,0.6666666666666666,0.6666666666666666,3,1,0.0
B136,80,0.5,0.0,0.0,3,2,0.0
B136,80,0.75,0.14285714285714285,0.08333333333333333,7,3,5.952380952380952
B136,80,1.0,0.0,0.0,3,2,0.0
B136,90,0.5,0.0,0.0,4,1,0.0
B136,90,0.75,0.011904761904761904,0.125,84,2,11.30952380952381
B136,90,1.0,0.0,0.0,4,1,0.0
B136,91,0.67,0.0,0.0,32,2,0.0
B136,91,0.75,1.0,1.0,3,1,0.0
B136,132,0.5,0.0,0.0,5,2,0.0
B136,132,0.75,0.0,0.0,5,2,0.0
B136,132,1.0,0.0,0.0,5,2,0.0
B136,136,0.75,0.5,0.5,2,1,0.0
B136,384,0.5,0.0,0.0,5,2,0.0
B136,384,0.75,0.0,0.0,5,2,0.0
B136,384,1.0,0.0,0.0,5,2,0.0
SMALL,2,0.75,0.0,0.0,2,1,0.0
SMALL,3,0.74,0.0,0.0,4,1,0.0
SMALL,3,0.75,0.0,0.0,14,2,0.0
SMALL,5,0.2,0.0,0.0,5,3,0.0
SMALL,5,0.25,0.0,0.0,1,1,0.0
SMALL,5,0.3,0.0,0.0,3,2,0.0
SMALL,5,0.35,0.0,0.0,3,2,0.0
SMALL,5,0.4,0.0,0.0,3,2,0.0
SMALL,5,0.45,0.0,0.0,33,4,0.0
SMALL,5,0.5,0.0,0.0,21,7,0.0
SMALL,5,0.55,0.0,0.0,35,6,0.0
SMALL,5,0.6,0.0,0.0,119,7,0.0
SMALL,5,0.65,0.0,0.0,36,6,0.0
SMALL,5,0.69,0.0,0.0,4,1,0.0
SMALL,5,0.7,0.0,0.0,5,4,0.0
SMALL,5,0.74,0.0,0.0,8,2,0.0
SMALL,5,0.75,0.0,0.0,320,22,0.0
SMALL,5,0.8,0.0,0.0,5,4,0.0
SMALL,5,0.85,0.0,0.0,41,6,0.0
SMALL,5,0.9,0.0,0.0,3,2,0.0
SMALL,5,0.95,0.0,0.0,1,1,0.0
SMALL,5,1.0,0.0,0.0,197,12,0.0
SMALL,7,0.75,0.0,0.0,48,2,0.0
SMALL,8,0.74,0.0,0.0,4,1,0.0
SMALL,8,0.75,0.0,0.0,14,2,0.0
SMALL,10,0.2,0.0,0.0,9,3,0.0
SMALL,10,0.25,0.0,0.0,1,1,0.0
SMALL,10,0.3,0.0,0.0,3,2,0.0
SMALL,10,0.35,0.0,0.0,7,2,0.0
SMALL,10,0.4,0.0,0.0,3,2,0.0
SMALL,10,0.45,0.0,0.0,53,5,0.0
SMALL,10,0.5,0.0,0.0,33,9,0.0
SMALL,10,0.55,0.0,0.0,55,7,0.0
SMALL,10,0.6,0.0,0.0,119,7,0.0
SMALL,10,0.65,0.0,0.0,55,7,0.0
SMALL,10,0.7,0.0,0.0,5,4,0.0
SMALL,10,0.74,0.0,0.0,4,1,0.0
SMALL,10,0.75,0.0,0.0,344,25,0.0
SMALL,10,0.8,0.0,0.0,5,4,0.0
SMALL,10,0.85,0.0,0.0,57,6,0.0
SMALL,10,0.9,0.0,0.0,9,3,0.0
SMALL,10,0.95,0.0,0.0,1,1,0.0
SMALL,10,1.0,0.0,0.0,192,15,0.0
SMALL,10,1.05,0.0,0.0,6,1,0.0
SMALL,10,1.2,0.0,0.0,6,1,0.0
SMALL,10,1.35,0.0,0.0,6,1,0.0
SMALL,12,0.75,0.0,0.0,4,1,0.0
SMALL,14,0.75,0.0,0.0,50,3,0.0
SMALL,15,0.2,0.0,0.0,1,1,0.0
SMALL,15,0.25,0.0,0.0,1,1,0.0
SMALL,15,0.3,0.0,0.0,1,1,0.0
SMALL,15,0.35,0.0,0.0,1,1,0.0
SMALL,15,0.4,0.0,0.0,1,1,0.0
SMALL,15,0.45,0.0,0.0,51,5,0.0
SMALL,15,0.5,0.0,0.0,1,1,0.0
SMALL,15,0.55,0.0,0.0,52,7,0.0
SMALL,15,0.6,0.0,0.0,3,3,0.0
SMALL,15,0.65,0.0,0.0,50,7,0.0
SMALL,15,0.7,0.0,0.0,3,3,0.0
SMALL,15,0.74,0.0,0.0,4,1,0.0
SMALL,15,0.75,0.0,0.0,146,10,0.0
SMALL,15,0.8,0.0,0.0,3,3,0.0
SMALL,15,0.85,0.0,0.0,47,6,0.0
SMALL,15,0.9,0.0,0.0,1,1,0.0
SMALL,15,0.95,0.0,0.0,1,1,0.0
SMALL,15,1.0,0.0,0.0,2,2,0.0
SMALL,20,0.2,0.0,0.0,17,5,0.0
SMALL,20,0.25,0.0,0.0,7,2,0.0
SMALL,20,0.3,0.0,0.0,9,3,0.0
SMALL,20,0.35,0.0,0.0,15,4,0.0
SMALL,20,0.4,0.0,0.0,9,3,0.0
SMALL,20,0.45,0.0,0.0,54,6,0.0
SMALL,20,0.5,0.0,0.0,41,11,0.0
SMALL,20,0.51,0.0,0.0,4,1,0.0
SMALL,20,0.55,0.0,0.0,58,8,0.0
SMALL,20,0.6,0.023809523809523808,0.0030303030303030303,126,9,2.0779220779220777
SMALL,20,0.65,0.0,0.0,93,10,0.0
SMALL,20,0.7,0.0,0.0,11,5,0.0
SMALL,20,0.71,0.0,0.0,4,1,0.0
SMALL,20,0.74,0.0,0.0,12,2,0.0
SMALL,20,0.75,0.02763819095477387,0.0032258064516129032,398,31,2.4412384503160967
SMALL,20,0.79,0.0,0.0,6,1,0.0
SMALL,20,0.8,0.0,0.0,5,4,0.0
SMALL,20,0.84,0.0,0.0,6,1,0.0
SMALL,20,0.85,0.0,0.0,44,6,0.0
SMALL,20,0.89,0.0,0.0,6,1,0.0
SMALL,20,0.9,0.0,0.0,9,3,0.0
SMALL,20,0.94,0.0,0.0,6,1,0.0
SMALL,20,0.95,0.0,0.0,1,1,0.0
SMALL,20,0.99,0.0,0.0,6,1,0.0
SMALL,20,1.0,0.03717472118959108,0.005050505050505051,269,18,3.212421613908603
SMALL,20,1.04,0.0,0.0,6,1,0.0
SMALL,20,1.05,0.0,0.0,6,1,0.0
SMALL,20,1.09,0.0,0.0,6,1,0.0
SMALL,20,1.14,0.0,0.0,6,1,0.0
SMALL,20,1.19,0.0,0.0,6,1,0.0
SMALL,20,1.2,0.0,0.0,6,1,0.0
SMALL,20,1.24,0.0,0.0,6,1,0.0
SMALL,20,1.29,0.0,0.0,6,1,0.0
SMALL,20,1.34,0.0,0.0,6,1,0.0
SMALL,20,1.35,0.0,0.0,6,1,0.0
SMALL,20,1.39,0.0,0.0,6,1,0.0
SMALL,25,0.2,0.0,0.0,1,1,0.0
SMALL,25,0.25,0.0,0.0,1,1,0.0
SMALL,25,0.3,0.0,0.0,1,1,0.0
SMALL,25,0.35,0.0,0.0,1,1,0.0
SMALL,25,0.4,0.0,0.0,1,1,0.0
SMALL,25,0.45,0.0,0.0,51,5,0.0
SMALL,25,0.5,0.0,0.0,1,1,0.0
SMALL,25,0.55,0.0,0.0,50,7,0.0
SMALL,25,0.6,0.0,0.0,3,3,0.0
SMALL,25,0.65,0.0,0.0,49,6,0.0
SMALL,25,0.7,0.0,0.0,3,3,0.0
SMALL,25,0.74,0.0,0.0,4,1,0.0
SMALL,25,0.75,0.0,0.0,65,8,0.0
SMALL,25,0.8,0.0,0.0,3,3,0.0
SMALL,25,0.85,0.0,0.0,52,6,0.0
SMALL,25,0.9,0.0,0.0,1,1,0.0
SMALL,25,0.95,0.0,0.0,1,1,0.0
SMALL,25,1.0,0.0,0.0,1,1,0.0
SMALL,28,0.74,0.0,0.0,32,2,0.0
SMALL,28,0.75,0.0,0.0,18,3,0.0
SMALL,30,0.2,0.0,0.0,3,2,0.0
SMALL,30,0.25,0.0,0.0,1,1,0.0
SMALL,30,0.3,0.0,0.0,3,2,0.0
SMALL,30,0.35,0.0,0.0,1,1,0.0
SMALL,30,0.4,0.0,0.0,3,2,0.0
SMALL,30,0.45,0.0,0.0,36,4,0.0
SMALL,30,0.5,0.0,0.0,9,4,0.0
SMALL,30,0.55,0.0,0.0,38,8,0.0
SMALL,30,0.6,0.0,0.0,5,4,0.0
SMALL,30,0.65,0.0,0.0,34,5,0.0
SMALL,30,0.7,0.0,0.0,5,4,0.0
SMALL,30,0.74,0.0,0.0,5,2,0.0
SMALL,30,0.75,0.0,0.0,140,14,0.0
SMALL,30,0.8,0.0,0.0,5,4,0.0
SMALL,30,0.85,0.0,0.0,48,6,0.0
SMALL,30,0.9,0.0,0.0,3,2,0.0
SMALL,30,0.95,0.0,0.0,1,1,0.0
SMALL,30,1.0,0.0,0.0,12,7,0.0
SMALL,40,0.2,0.0,0.0,8,2,0.0
SMALL,40,0.3,0.0,0.0,2,1,0.0
SMALL,40,0.35,0.0,0.0,6,1,0.0
SMALL,40,0.4,0.0,0.0,2,1,0.0
SMALL,40,0.5,0.0,0.0,22,6,0.0
SMALL,40,0.6,0.06837606837606838,0.014545454545454545,117,5,5.383061383061384
SMALL,40,0.65,0.0,0.0,6,1,0.0
SMALL,40,0.7,0.0,0.0,2,1,0.0
SMALL,40,0.74,0.0,0.0,5,2,0.0
SMALL,40,0.75,0.0423728813559322,0.005681818181818182,236,16,3.669106317411402
SMALL,40,0.8,0.0,0.0,2,1,0.0
SMALL,40,0.9,0.0,0.0,8,2,0.0
SMALL,40,1.0,0.0823045267489712,0.01652892561983471,243,11,6.577560112913648
SMALL,40,1.05,0.0,0.0,6,1,0.0
SMALL,40,1.2,0.0,0.0,6,1,0.0
SMALL,40,1.35,0.0,0.0,6,1,0.0
SMALL,49,0.74,0.0,0.0,32,2,0.0
SMALL,49,0.75,0.0,0.0,16,2,0.0
SMALL,50,0.5,0.0,0.0,10,2,0.0
SMALL,50,0.74,0.0,0.0,4,1,0.0
SMALL,50,0.75,0.0,0.0,22,3,0.0
SMALL,50,1.0,0.0,0.0,10,2,0.0
SMALL,56,0.75,0.0,0.0,2,1,0.0
SMALL,60,0.5,0.0,0.0,4,1,0.0
SMALL,60,0.73,0.0,0.0,1,1,0.0
SMALL,60,0.75,0.0,0.0,85,3,0.0
SMALL,60,1.0,0.0,0.0,4,1,0.0
SMALL,75,0.72,0.0,0.0,32,2,0.0
SMALL,75,0.75,0.0,0.0,16,2,0.0
SMALL,80,0.75,0.0,0.0,2,1,0.0
SMALL,90,0.5,0.0,0.0,4,1,0.0
SMALL,90,0.75,0.0,0.0,84,2,0.0
SMALL,90,1.0,0.0,0.0,4,1,0.0
SMALL,106,0.69,0.0,0.0,32,2,0.0
SMALL,106,0.75,0.0,0.0,3,1,0.0
SMALL,140,0.75,0.0,0.0,82,2,0.0
SMALL,141,0.64,0.0,0.0,32,2,0.0
SMALL,141,0.75,0.0,0.0,3,1,0.0
SMALL,220,0.75,0.0,0.0,80,1,0.0
SMALL,240,0.75,0.0,0.0,2,1,0.0
SMALL,484,0.75,0.0,0.0,2,1,0.0
U56,2,0.73,0.0,0.0,4,2,0.0
U56,2,0.75,0.0,0.0,46,3,0.0
U56,3,0.74,0.0,0.0,16,1,0.0
U56,3,0.75,0.0,0.0,2,1,0.0
U56,4,0.74,0.0,0.0,4,2,0.0
U56,4,0.75,0.045454545454545456,0.02702702702702703,44,2,1.8427518427518428
U56,5,0.2,0.0,0.0,5,3,0.0
U56,5,0.25,0.0,0.0,1,1,0.0
U56,5,0.3,0.0,0.0,3,2,0.0
U56,5,0.35,0.0,0.0,3,2,0.0
U56,5,0.4,0.0,0.0,3,2,0.0
U56,5,0.45,0.0625,0.6666666666666666,32,3,60.416666666666664
U56,5,0.5,0.25,0.2638888888888889,24,9,1.3888888888888895
U56,5,0.55,0.15789473684210525,0.6777777777777777,38,6,51.98830409356725
U56,5,0.6,0.10084033613445378,0.015584415584415584,119,7,8.52559205500382
U56,5,0.65,0.08333333333333333,0.09444444444444444,36,6,1.1111111111111114
U56,5,0.7,0.0,0.0,5,4,0.0
U56,5,0.72,0.0,0.0,2,1,0.0
U56,5,0.73,0.0,0.0,2,1,0.0
U56,5,0.74,0.0,0.0,109,6,0.0
U56,5,0.75,0.06521739130434782,0.014267676767676768,230,24,5.094971453667106
U56,5,0.8,0.0,0.0,5,4,0.0
U56,5,0.85,0.0,0.0,46,6,0.0
U56,5,0.9,0.0,0.0,3,2,0.0
U56,5,0.95,0.0,0.0,1,1,0.0
U56,5,1.0,0.031007751937984496,0.06693368107302533,258,16,3.5925929135040837
U56,7,0.74,0.0,0.0,4,2,0.0
U56,7,0.75,0.045454545454545456,0.02702702702702703,44,2,1.8427518427518428
U56,8,0.74,0.0,0.0,8,1,0.0
U56,8,0.75,0.0,0.0,10,2,0.0
U56,10,0.2,0.0,0.0,9,3,0.0
U56,10,0.25,0.0,0.0,1,1,0.0
U56,10,0.3,0.0,0.0,3,2,0.0
U56,10,0.35,0.0,0.0,7,2,0.0
U56,10,0.4,0.0,0.0,3,2,0.0
U56,10,0.45,0.2127659574468085,0.16666666666666666,47,4,4.6099290780141855
U56,10,0.5,0.19444444444444445,0.23863636363636365,36,11,4.41919191919192
U56,10,0.55,0.5813953488372093,0.709375,172,8,12.797965116279064
U56,10,0.6,0.15,0.6386363636363637,120,8,48.86363636363637
U56,10,0.65,0.4550561797752809,0.6925925925925926,178,9,23.753641281731174
U56,10,0.7,0.6,0.75,5,4,15.000000000000002
U56,10,0.74,0.010309278350515464,0.3333333333333333,97,3,32.302405498281786
U56,10,0.75,0.17110266159695817,0.13572261072261071,263,26,3.5380050874347453
U56,10,0.8,0.0,0.0,5,4,0.0
U56,10,0.85,0.0,0.0,46,6,0.0
U56,10,0.9,0.0,0.0,9,3,0.0
U56,10,0.95,0.0,0.0,1,1,0.0
U56,10,1.0,0.18565400843881857,0.12394781144781145,237,18,6.170619699100713
U56,10,1.05,0.0,0.0,6,1,0.0
U56,10,1.2,0.0,0.0,6,1,0.0
U56,10,1.35,0.0,0.0,6,1,0.0
U56,12,0.5,0.0,0.0,5,2,0.0
U56,12,0.75,0.1111111111111111,0.08333333333333333,9,3,2.7777777777777777
U56,12,1.0,0.0,0.0,5,2,0.0
U56,13,0.73,0.5,0.5,4,2,0.0
U56,13,0.74,0.21428571428571427,0.125,28,2,8.928571428571427
U56,13,0.75,0.4375,0.39743589743589747,16,2,4.006410256410254
U56,14,0.75,0.0,0.0,2,1,0.0
U56,15,0.2,0.0,0.0,1,1,0.0
U56,15,0.25,0.0,0.0,1,1,0.0
U56,15,0.3,0.0,0.0,1,1,0.0
U56,15,0.35,0.0,0.0,1,1,0.0
U56,15,0.4,0.0,0.0,1,1,0.0
U56,15,0.45,0.0,0.0,47,4,0.0
U56,15,0.5,1.0,1.0,1,1,0.0
U56,15,0.55,0.6842105263157895,0.7270833333333333,171,8,4.287280701754382
U56,15,0.6,1.0,1.0,5,5,0.0
U56,15,0.65,0.7294117647058823,0.8770833333333333,170,8,14.7671568627451
U56,15,0.7,1.0,1.0,3,3,0.0
U56,15,0.74,0.1875,0.1875,16,1,0.0
U56,15,0.75,0.2074074074074074,0.7083333333333333,135,10,50.09259259259259
U56,15,0.8,0.0,0.0,3,3,0.0
U56,15,0.85,0.075,0.016666666666666666,40,6,5.833333333333333
U56,15,0.9,0.0,0.0,1,1,0.0
U56,15,0.95,0.0,0.0,1,1,0.0
U56,15,1.0,0.0,0.0,2,2,0.0
U56,20,0.19,0.0,0.0,6,1,0.0
U56,20,0.2,0.0,0.0,11,4,0.0
U56,20,0.24,0.0,0.0,6,1,0.0
U56,20,0.25,0.0,0.0,1,1,0.0
U56,20,0.29,0.0,0.0,6,1,0.0
U56,20,0.3,0.0,0.0,3,2,0.0
U56,20,0.33,0.0,0.0,2,1,0.0
U56,20,0.34,0.0,0.0,4,1,0.0
U56,20,0.35,0.0,0.0,9,3,0.0
U56,20,0.38,0.0,0.0,6,1,0.0
U56,20,0.4,0.0,0.0,3,2,0.0
U56,20,0.43,0.0,0.0,6,1,0.0
U56,20,0.45,0.0,0.0,47,4,0.0
U56,20,0.48,0.0,0.0,6,1,0.0
U56,20,0.5,0.017241379310344827,0.008928571428571428,58,14,0.83128078817734
U56,20,0.52,0.0,0.0,2,1,0.0
U56,20,0.53,0.0,0.0,4,1,0.0
U56,20,0.55,0.5470588235294118,0.7020833333333334,170,8,15.502450980392158
U56,20,0.57,0.0,0.0,6,1,0.0
U56,20,0.6,0.23529411764705882,0.6012987012987013,119,7,36.60045836516425
U56,20,0.62,0.2,0.16666666666666666,10,2,3.3333333333333353
U56,20,0.65,0.6540284360189573,0.7360714285714286,211,10,8.204299255247127
U56,20,0.67,0.3333333333333333,0.3333333333333333,6,1,0.0
U56,20,0.69,0.0,0.0,4,1,0.0
U56,20,0.7,0.5714285714285714,0.7,7,5,12.857142857142856
U56,20,0.71,0.16666666666666666,0.16666666666666666,6,1,0.0
U56,20,0.72,0.391304347826087,0.40705128205128205,69,8,1.5746934225195075
U56,20,0.73,0.21428571428571427,0.125,14,2,8.928571428571427
U56,20,0.75,0.29177057356608477,0.5256555944055944,401,34,23.388502083950964
U56,20,0.76,0.5,0.5,2,1,0.0
U56,20,0.77,0.25,0.25,4,1,0.0
