panel,form,cadence,cstar,slope0,slope300,xslope0,xslope300,span0,span300
B136,EWall,M,0.26169754690683344,0.0006530118885209478,-0.7479346950723993,0.0006530118885209478,0.005035351586722318,0.0008019687168265843,0.7320077999989592
B136,EWall,W,0.6678133651928994,0.0016431479600018369,-0.7365037860387853,0.0016431479600018369,0.0028737980441058365,0.001312222922112527,0.7205905926045819
B136,MA-DG,M,1.6946470352833298,0.00706054678391023,-1.2428540319288959,0.00706054678391023,0.008885182279080259,0.005647993532640561,1.2167248071767598
B136,MA-DG,W,-0.0868737186252988,-0.00037708699573926,-1.3025672143656772,-0.00037708699573926,0.0003550622183720264,0.000346453432967575,1.2736325471858208
B136,MA-RS,M,2.069043304699546,0.005660750588383465,-0.8151172257148461,0.005660750588383465,0.009914623597937825,0.004526764349258139,0.7986178030974438
B136,MA-RS,W,0.6744032416333335,0.0018870773429420541,-0.8375561043231565,0.0018870773429420541,0.003261779516695047,0.0015071661579233453,0.8194597606316862
B136,MA20,M,9.676258308151255,0.019020799765203558,-0.5706947439748954,0.019020799765203558,0.0219376405541894,0.015220758666548262,0.5617567039872262
B136,MA20,W,5.264349838764711,0.010718698037011882,-0.6001087563667618,0.010718698037011882,0.01151273341241472,0.008558176779216886,0.5887825836679915
B136,TOP10,M,13.141505255968715,0.021634510552407078,-0.47224750975681756,0.021634510552407078,0.02409323986257787,0.017320351479613638,0.46581895513757976
B136,TOP10,W,9.972194579188724,0.016871404221360794,-0.49068199600721796,0.016871404221360794,0.017392661736677646,0.013479809540398957,0.48283271187308174
B136,TOP20,M,9.398445431658276,0.01843669239102792,-0.5700657102166846,0.01843669239102792,0.02133423495449256,0.014752666483148325,0.5610356613723895
B136,TOP20,W,5.6449745467824055,0.0114498746859508,-0.5970493093791295,0.0114498746859508,0.012214231453515105,0.00914360750691412,0.585915379460928
SMALL663,EWall,M,-3.225216078129546,-0.0066463184817934845,-0.6248670814436348,-0.0066463184817934845,-0.0019955210645977856,0.005314209645447376,0.6102489516759584
SMALL663,EWall,W,-1.4613352759708873,-0.0029460907940388977,-0.6077540720593025,-0.0029460907940388977,-0.001907960563118915,0.002353871496340476,0.5938097713131139
SMALL663,MA-DG,M,2.1488762678988977,0.009600409752044861,-1.330692174161849,0.009600409752044861,0.009889042692472632,0.007684295143710718,1.3027588721175052
SMALL663,MA-DG,W,0.16655288000229407,0.0007710141263903321,-1.3880025568494685,0.0007710141263903321,0.0009725272956820844,0.0006157072808748998,1.357273163905081
SMALL663,MA-RS,M,-3.8150178289234944,-0.008813534907220255,-0.701879882361792,-0.008813534907220255,-0.0033285854932236275,0.007057666572074961,0.6853312476726374
SMALL663,MA-RS,W,0.571934911701015,0.0013359610808250514,-0.6994226673014056,0.0013359610808250514,0.0026704729030858415,0.0010712046014247356,0.6842798367080726
SMALL663,MA20,M,15.236256743816396,0.02215733889727743,-0.41411790776926244,0.02215733889727743,0.023912936807922967,0.017790541418532646,0.40886118729243004
SMALL663,MA20,W,1.8960410987783014,0.0028431492390570386,-0.4470124853601611,0.0028431492390570386,0.003250739668255804,0.002272967675445159,0.4376108073638695
SMALL663,TOP10,M,34.185247567788984,0.039984523266092746,-0.3109082691889321,0.039984523266092746,0.04011687082787357,0.03209101049670815,0.3107830563723549
SMALL663,TOP10,W,5.8422861176702225,0.007085836244008284,-0.3567701664212957,0.007085836244008284,0.007287061521429473,0.005664740438204197,0.3500980297651638
SMALL663,TOP20,M,15.236256743816396,0.02215733889727743,-0.41411790776926244,0.02215733889727743,0.023912936807922967,0.017790541418532646,0.40886118729243004
SMALL663,TOP20,W,1.8587884436573157,0.0027874051117887585,-0.4470871012582285,0.0027874051117887585,0.003194881426470279,0.0022282828240157704,0.43767391370463127
U56,EWall,M,0.14899095919118285,0.0003963676533870678,-0.7977077365260922,0.0003963676533870678,0.004208014053480191,0.0005247151643468229,0.7805650528374135
U56,EWall,W,1.11749396264398,0.002936914726270109,-0.7855008284150164,0.002936914726270109,0.003977717259794167,0.0023333550025179672,0.7687038352941571
U56,MA-DG,M,1.7218981643282363,0.0072755259647692815,-1.2603126709727102,0.0072755259647692815,0.00888450861763093,0.005818654224375663,1.2337923462564595
U56,MA-DG,W,0.003596282663307757,1.5920976156633214e-05,-1.3281034995915437,1.5920976156633214e-05,0.0005481148435031508,0.00016328777645435721,1.2986354190884195
U56,MA-RS,M,2.2977567620590738,0.006587266473574506,-0.8534602262390354,0.006587266473574506,0.009842305299105578,0.005270299565778291,0.8361241075299934
U56,MA-RS,W,0.1843638007346762,0.0005380614609488345,-0.8750049553428366,0.0005380614609488345,0.001560930667741615,0.00042921496006154136,0.8557824274505093
U56,MA20,M,3.9802491624980445,0.009243437424359378,-0.6874544611482594,0.009243437424359378,0.011800157811290981,0.007392544350893759,0.6741573489141623
U56,MA20,W,0.5895877929906911,0.0014093367233203556,-0.7157035716892564,0.0014093367233203556,0.0021629815518132162,0.001111330916072406,0.7001495014147505
U56,TOP10,M,5.982711634215537,0.011385596964474913,-0.5595393110334255,0.011385596964474913,0.01358466870955985,0.009122183481733881,0.549366836208188
U56,TOP10,W,3.2264739566126948,0.0063810105113212565,-0.5869301952007197,0.0063810105113212565,0.00690087506270834,0.005086034624475877,0.5750865546762889
U56,TOP20,M,3.6605303157101585,0.00846910887051935,-0.6856195728299331,0.00846910887051935,0.011012336281516133,0.006774856428388931,0.6722221895876503
U56,TOP20,W,0.8304126251672793,0.0019674953175435527,-0.7088220295215873,0.0019674953175435527,0.0026845389635580335,0.0015544908192224316,0.6935148122415413
