instr,floor,share_floor,names,held,turnover,p25_dv,p50_dv,participation,passes
DV,0.0,,347.9115404168785,19.879481311975592,24.77461737435308,1353336.7175,4587515.605,0.1761731413304279,False
DV,250000.0,,302.3136756481952,19.838799898296465,24.186387136838256,2069238.25,5487125.375,0.11271682870493295,False
DV,500000.0,,281.07066598881545,19.82659547419273,23.660300550735602,2425558.445,5925865.675,0.09412479076552294,True
DV,1000000.0,,252.0950686324352,19.79633867276888,23.051681786957513,3063036.0,6618310.0600000005,0.0727292812546015,True
DV,2000000.0,,212.63472292831725,19.761250953470633,22.251766455531882,4293917.225,8119299.545,0.050169531746697506,True
DV,5000000.0,,141.44687341128622,19.63970400612401,19.584800982363113,7678238.077500001,12315398.745000001,0.024907610193859436,True
DV,10000000.0,,86.19013726487036,18.89831374552887,17.60023611149725,13460387.25,19530471.53,0.01326927805124434,True
DV,20000000.0,,43.58896797153025,14.922466734902764,17.877622073876648,25055228.86515,33120379.165,0.009192815506548307,True
VOLSH,0.0,0.0,347.9115404168785,19.879481311975592,24.77461737435308,1353336.7175,4587515.605,0.1761731413304279,False
VOLSH,250000.0,22150.000000009662,302.25953228266394,19.84693618103229,24.046617556577367,2290980.5075000003,5796280.0,0.10117722996314123,False
VOLSH,500000.0,39125.00000000652,281.07015760040673,19.825324180015254,23.659696310089036,2776206.33,6375400.705,0.08223956116087261,True
VOLSH,1000000.0,69649.99999998778,252.13167259786476,19.795321637426902,23.185679454500548,3535832.2225,7405852.0,0.06337373033430158,True
VOLSH,2000000.0,118050.00000000288,212.61642094560244,19.75489448258327,22.121433929179016,4693560.5,9346435.865,0.04564359007362496,True
VOLSH,5000000.0,267450.0000000135,141.44128113879003,19.478227654698244,19.634511870437837,7554870.0,13883372.5,0.025526268426391618,True
VOLSH,10000000.0,508699.99999998417,86.1952211489578,18.42849833717063,18.433669217339794,10322365.71,19438217.4,0.018630323075723425,True
VOLSH,20000000.0,1017699.9999999881,43.59074733096085,11.945980542754736,19.590870418767995,16021117.5,27556976.775,0.019679629096180137,True
