panel,gross,kind,devices,tier,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,legs,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,dCAGR,dSharpe,cut,turnover_yr,mean_risk_gross,dgross_rel,pp_per_1pct,clears_bar
U56,0.75,SINGLE,DRIFT,MILD,25.0,0.11109219382920799,1.2176783311773174,-0.14756881424751456,0.7528161989759911,1.2478843797252037,1.1977676509054647,0.09690653039048702,1.1289561280712188,-0.09838666224685177,0.12288331464392455,1.286171422778501,-0.14756881424751456,11111,False,True,True,True,True,True,True,0.0007187386921987393,0.007912645610839375,0.06032060797564831,3.2948757912213242,0.6577848202167136,0.002579320651392658,0.011915309150877544,False
U56,0.75,SINGLE,DRIFT,MILD,50.0,0.10197316327887163,1.1250305946061645,-0.1486192446275506,0.6861370042246072,1.152815136147387,1.1067164553046493,0.08787005590330588,1.0308012448869044,-0.11082925616918327,0.11369599577937373,1.1974876341534433,-0.14861924462755072,11110,False,False,True,True,True,True,False,0.0012945584657622078,0.013690705655083457,0.06032060797564831,3.2948757912213242,0.6577848202167136,0.002579320651392658,0.021461296714463264,False
U56,0.75,SINGLE,BANDW,MILD,0.0,0.11807835958063606,1.2500528983138495,-0.1555692575391049,0.7590083121079055,1.310912784414031,1.2073854711884249,0.1046450386582154,1.1931534660297607,-0.08660854767958659,0.12923638882444033,1.2951231970214814,-0.1555692575391049,11111,False,True,True,True,True,True,True,-0.0020716349812572865,-0.05782004292967513,0.18879840735999998,2.8443834270236428,0.6613059831709036,0.007946189958822902,-0.010972735470734676,False
U56,0.75,SINGLE,BANDW,MILD,10.0,0.11490258290668742,1.219219379764349,-0.15595820117116732,0.7367524249691716,1.279631939981626,1.1767152223261659,0.10159215399054022,1.1610034359856722,-0.087731337566888,0.12595776091052313,1.26515962286342,-0.15595820117116743,11111,False,True,True,True,True,True,True,-0.001326951086341177,-0.04945593490666722,0.18879840735999998,2.8443834270236428,0.6613059831709036,0.007946189958822902,-0.007028401907071984,False
U56,0.75,SINGLE,BANDW,MILD,25.0,0.11015495702990719,1.1728875979875446,-0.15654147070016888,0.7036790732654612,1.2326276433615206,1.1306298188517818,0.09702787898553611,1.112703576697165,-0.0894136050367863,0.1210567040105317,1.2201280135534618,-0.15654147070016866,11111,False,True,True,True,True,True,True,-0.00021849810710206086,-0.036878087578933405,0.18879840735999998,2.8443834270236428,0.6613059831709036,0.007946189958822902,-0.0011573090586798733,False
U56,0.75,SINGLE,BANDW,MILD,50.0,0.10228483529130439,1.0954852944384532,-0.15751319748802017,0.6493731123646561,1.1541003449798086,1.0536422549842197,0.08946072483372869,1.0320410616025197,-0.09754548668844787,0.11293310619325458,1.144878675864106,-0.1575131974880205,11110,False,False,True,True,True,True,False,0.0016062304781949699,-0.01585459451262783,0.18879840735999998,2.8443834270236428,0.6613059831709036,0.007946189958822902,0.008507648452416321,False
U56,0.75,SINGLE,ROTA,MILD,0.0,0.11888243071227533,1.2609586737228404,-0.18237143711564996,0.651869791632374,1.3288476016475046,1.2128731055569708,0.10691569477173157,1.2200015137191162,-0.10067474072055538,0.12881021026742512,1.2944287222222493,-0.18237143711564952,11111,False,True,True,True,True,True,True,-0.0012675638496180142,-0.04691426752068417,0.14967796731700622,2.9815546706771854,0.6568463654022301,0.0011489510815125836,-0.008468606785215176,False
U56,0.75,SINGLE,ROTA,MILD,10.0,0.11555200809019772,1.2286277413597777,-0.18272394144290793,0.6323857025944349,1.2944639541452216,1.1819616761157028,0.10357465124092258,1.1845447431776412,-0.10368394199287057,0.12548897798269798,1.264269975758264,-0.18272394144290816,11111,False,True,True,True,True,True,True,-0.0006775259028308778,-0.04004757331123843,0.14967796731700622,2.9815546706771854,0.6568463654022301,0.0011489510815125836,-0.004526557348256413,False
U56,0.75,SINGLE,ROTA,MILD,25.0,0.11057360907849612,1.179983817418527,-0.18325267070252527,0.6033942569818841,1.242750831936688,1.1354419041517683,0.09858063681960116,1.1312369983896597,-0.10860908209547893,0.1205241037777669,1.2188725314633517,-0.18325267070252538,11111,False,True,True,True,True,True,True,0.00020015394148686916,-0.02978186814795092,0.14967796731700622,2.9815546706771854,0.6568463654022301,0.0011489510815125836,0.0013372304893943326,False
U56,0.75,SINGLE,ROTA,MILD,50.0,0.10232204078804896,1.0985756485186575,-0.18413381351849956,0.5556939208113933,1.1562658904060246,1.0575523223134957,0.09030387875527945,1.0421388426002876,-0.11914015394357491,0.11229438700627226,1.142833511434831,-0.1841338135185,11110,False,False,True,True,True,True,False,0.0016434359749395444,-0.012764240432423524,0.14967796731700622,2.9815546706771854,0.6568463654022301,0.0011489510815125836,0.010979812222188157,False
U56,0.75,SINGLE,PARTIAL,MILD,0.0,0.12016696113491498,1.300191842193185,-0.15001724365345137,0.8010209907102926,1.335831578482504,1.276456425677532,0.10630667481630796,1.2236753382149592,-0.0915627919791715,0.13168344518617414,1.3596795269248818,-0.15001724365345137,11111,False,True,True,True,True,True,True,1.6966573021637288e-05,-0.007681099050339535,0.13832363506914758,3.0213673075898226,0.6560313561539324,-9.32658158211419e-05,0.0001226585247933641,False
U56,0.75,SINGLE,PARTIAL,MILD,10.0,0.11678752971872686,1.2665833138854452,-0.15038299605975214,0.7766006315788742,1.3010477064045358,1.243672814247906,0.10294074164097289,1.1878320154351014,-0.09419917992255278,0.12829306703589372,1.3276751520133776,-0.15038299605975203,11111,False,True,True,True,True,True,True,0.0005579957256982571,-0.0020920007855709244,0.13832363506914758,3.0213673075898226,0.6560313561539324,-9.32658158211419e-05,0.004033986855675941,False
U56,0.75,SINGLE,PARTIAL,MILD,25.0,0.11173674280298007,1.2161017732689345,-0.15146917815670813,0.7376863343602394,1.2487945940731284,1.1944347451973847,0.09791027547413367,1.1339982434186293,-0.09814054992788956,0.12322579826575253,1.2796006743524646,-0.1514691781567078,11111,False,True,True,True,True,True,True,0.0013632876659708248,0.006336087702456528,0.13832363506914758,3.0213673075898226,0.6560313561539324,-9.32658158211419e-05,0.009855782529784743,False
U56,0.75,SINGLE,PARTIAL,MILD,50.0,0.10336749786593957,1.1318158754515375,-0.1536648362301135,0.6726815347080868,1.1615384550393018,1.1122339396168797,0.08957509155941734,1.0441327950045571,-0.10753456934344174,0.11482892102917908,1.1993239147695478,-0.1536648362301135,11110,False,False,True,True,True,True,False,0.0026888930528301547,0.020475986500456456,0.13832363506914758,3.0213673075898226,0.6560313561539324,-9.32658158211419e-05,0.0194391439430144,False
U56,0.75,SINGLE,HOLD,MID,0.0,0.12076576584946053,1.2883665612056643,-0.14765004422980488,0.8179189276875445,1.3751079497817225,1.2210010848231454,0.11176512247991299,1.2640123392327869,-0.0970786130615896,0.1282145674314885,1.3089081798747788,-0.14765004422980466,11111,False,True,True,True,True,True,True,0.0006157712875671795,-0.019506380037860316,0.005342526127555258,3.487649999601933,0.6659892012550336,0.015084234895315074,0.11525845131410833,False
U56,0.75,SINGLE,HOLD,MID,10.0,0.11686380134183727,1.2501663414589672,-0.14809080759214654,0.7891360931982297,1.336507889600393,1.1829281519387822,0.1079679987283042,1.224350614550531,-0.09985409150525182,0.12422539351417972,1.271723439790091,-0.14809080759214654,11111,False,True,True,True,True,True,True,0.0006342673488086703,-0.018508973212048918,0.005342526127555258,3.487649999601933,0.6659892012550336,0.015084234895315074,0.11872049544826677,False
U56,0.75,SINGLE,HOLD,MID,25.0,0.1110352661936358,1.192769771880703,-0.1487517938718177,0.7464465691709038,1.2785005832230016,1.1257306208227833,0.10229560317384068,1.1647617283918268,-0.1040027819443683,0.1182669918385515,1.2158503851386475,-0.14875179387181792,11111,False,True,True,True,True,True,True,0.0006618110566265489,-0.01699591368577491,0.005342526127555258,3.487649999601933,0.6659892012550336,0.015084234895315074,0.12387605429070571,False
U56,0.75,SINGLE,HOLD,MID,50.0,0.101385791253082,1.0969040279244748,-0.14985301432639253,0.6765682472843367,1.1815915817556248,1.0302155871054022,0.0929033927862315,1.0652490554733274,-0.11087869135682882,0.1084035800954879,1.1225199996811173,-0.14985301432639264,11110,False,False,True,True,True,True,False,0.0007071864399725847,-0.014435861026606212,0.005342526127555258,3.487649999601933,0.6659892012550336,0.015084234895315074,0.13236929929553634,False
U56,0.75,SINGLE,DRIFT,MID,0.0,0.12023753421896788,1.3010016715742982,-0.14838984211204875,0.8102814350875638,1.3324058447025418,1.2802239794473673,0.10582925393837961,1.216026753044054,-0.09220997965799616,0.13221473782309112,1.3668516127349413,-0.1483898421120491,11111,False,True,True,True,True,True,True,8.753965707453126e-05,-0.006871269669226354,0.09804133901117607,3.1626124633554404,0.6643369348454354,0.012565891383033545,0.0008928851641301261,False
U56,0.75,SINGLE,DRIFT,MID,10.0,0.11670029323942632,1.2658356396095074,-0.14878511079353718,0.7843546482373925,1.2963626266768185,1.2456358468593072,0.10232625537403339,1.1787952134096729,-0.09514355753949122,0.12864914312312847,1.3331729444454652,-0.1487851107935374,11111,False,True,True,True,True,True,True,0.0004707592463977228,-0.0028396750615087285,0.09804133901117607,3.1626124633554404,0.6643369348454354,0.012565891383033545,0.004801640319743689,False
U56,0.75,SINGLE,DRIFT,MID,25.0,0.1114143600853923,1.212985126323284,-0.1493779127547965,0.7458556491432485,1.2421876673506749,1.1936584356670292,0.09709154908659556,1.122849157376926,-0.10027402076631564,0.12332079221911085,1.282552616378815,-0.1493779127547964,11111,False,True,True,True,True,True,True,0.001040904948383048,0.0032194407568060246,0.09804133901117607,3.1626124633554404,0.6643369348454354,0.012565891383033545,0.010617000531422687,False
U56,0.75,SINGLE,DRIFT,MID,50.0,0.1026573599442826,1.1246783105833964,-0.15036564652763207,0.6827181760922877,1.1516560620611358,1.1068194267549678,0.08841956361168402,1.0293997286468728,-0.10994006084176855,0.11449339568934369,1.1979543940830715,-0.15036564652763218,11110,False,False,True,True,True,True,False,0.001978755131173182,0.013338421632315356,0.09804133901117607,3.1626124633554404,0.6643369348454354,0.012565891383033545,0.02018286521920735,False
U56,0.75,SINGLE,BANDW,MID,0.0,0.12010328427258066,1.240070999635795,-0.17138303006378441,0.7007886616771875,1.3316220129319571,1.1742015176974874,0.10982639951510942,1.2250419668098513,-0.09907394058859575,0.12861722660085517,1.2550795263605738,-0.1713830300637843,11111,False,True,True,True,True,True,True,-4.671028931269028e-05,-0.06780194160772957,0.3739221868455108,2.1952685644616707,0.6588569354828203,0.00421341216903981,-0.00012491981207841255,False
U56,0.75,SINGLE,BANDW,MID,10.0,0.11764614064047585,1.2167686516562817,-0.17156536801185984,0.6857219612780086,1.3087288909539172,1.1503809534850822,0.10755831904039215,1.2016569339956642,-0.09983628396532562,0.12600230846784966,1.23175847005781,-0.17156536801185984,11111,False,True,True,True,True,True,True,0.0014166066474472494,-0.051906663014734455,0.3739221868455108,2.1952685644616707,0.6588569354828203,0.00421341216903981,0.003788506532329767,True
U56,0.75,SINGLE,BANDW,MID,25.0,0.11396992478447254,1.1817664788230473,-0.17183883556494872,0.6632372967948571,1.2743389273714658,1.114603641217098,0.10416439924283782,1.1665340973698515,-0.10097894864693013,0.12209058632923342,1.196725907524702,-0.17183883556494872,11111,False,True,True,True,True,True,True,0.0035964696474632962,-0.027999206743430705,0.3739221868455108,2.1952685644616707,0.6588569354828203,0.00421341216903981,0.009618230139815716,True
U56,0.75,SINGLE,BANDW,MID,50.0,0.10786814776814047,1.1233172679687897,-0.17229450984181227,0.6260683980422638,1.216904042397785,1.0548696819956502,0.09852966865111057,1.107891868998722,-0.10288112390969495,0.11559936488458233,1.1382204474391526,-0.1722945098418125,11111,False,True,True,True,True,True,True,0.0071895429550310475,0.011977379017708678,0.3739221868455108,2.1952685644616707,0.6588569354828203,0.00421341216903981,0.019227377267135713,True
U56,0.75,SINGLE,ROTA,MID,0.0,0.12143376211866896,1.2723555118942234,-0.18186819332461823,0.667702031338271,1.317330159640345,1.2447892084251437,0.10646733055339763,1.2079578301097358,-0.1004019127514787,0.13388049739379815,1.323101198320254,-0.18186819332461857,11111,False,True,True,True,True,True,True,0.0012837675567756168,-0.035517429349301244,0.2409212063454126,2.661620933767559,0.656239672706534,0.00022424511080521015,0.005328578485262351,False
U56,0.75,SINGLE,ROTA,MID,10.0,0.11845399089369546,1.2438803559727776,-0.18219919178288668,0.6501345573192681,1.286989346069854,1.2176404167510297,0.10346196630929216,1.1766062320747905,-0.1009193754041795,0.13092268277271502,1.2966142498686837,-0.18219919178288668,11111,False,True,True,True,True,True,True,0.00222445690066686,-0.024794958698238556,0.2409212063454126,2.661620933767559,0.656239672706534,0.00022424511080521015,0.009233130343360561,False
U56,0.75,SINGLE,ROTA,MID,25.0,0.11399770483436877,1.2009959111266737,-0.18269568947028947,0.6239758867048006,1.2412668745983735,1.176771174790654,0.09896767431787534,1.1293813720794614,-0.10169513235165772,0.12649901792719698,1.2567300040388745,-0.1826956894702897,11111,False,True,True,True,True,True,True,0.0036242496973595273,-0.008769774439804312,0.2409212063454126,2.661620933767559,0.656239672706534,0.00022424511080521015,0.015043298812655712,False
U56,0.75,SINGLE,ROTA,MID,50.0,0.10660608853605691,1.129119689163514,-0.18352318561596093,0.580886214339914,1.1645707585071483,1.1083121167471106,0.09151373151748876,1.0502227498989218,-0.10379476942312094,0.11916093877204625,1.1898900333538749,-0.18352318561596082,11110,False,False,True,True,True,True,False,0.005927483722947491,0.017779800212432972,0.2409212063454126,2.661620933767559,0.656239672706534,0.00022424511080521015,0.024603412098348713,False
U56,0.75,SINGLE,PARTIAL,MID,0.0,0.12035930839097264,1.2869829948903322,-0.1619277665704909,0.7432901159578301,1.3243583046859007,1.262830079723357,0.10624764132514963,1.2147115826196542,-0.0939168315193003,0.13208706698095973,1.3432855351136015,-0.16192776657049102,11111,False,True,True,True,True,True,True,0.00020931382907929397,-0.020889946353192412,0.26956592205218066,2.5611815912325238,0.655923405398444,-0.0002578016819205775,0.0007764847555128889,False
U56,0.75,SINGLE,PARTIAL,MID,10.0,0.11749332043533767,1.2588365811434339,-0.1625582955983138,0.7227765276628332,1.2950908440867268,1.235467803886441,0.10339253166973883,1.184546241673154,-0.09606948649569436,0.1292122822803825,1.3165687026702881,-0.16255829559831392,11111,False,True,True,True,True,True,True,0.0012637864423090672,-0.009838733527582244,0.26956592205218066,2.5611815912325238,0.655923405398444,-0.0002578016819205775,0.004688227772590752,False
U56,0.75,SINGLE,PARTIAL,MID,25.0,0.11320760041757394,1.2165774509022047,-0.16350356278783518,0.6923861381814286,1.2511426278137454,1.1943900856998426,0.0991231918392177,1.1392564937113812,-0.09928956288588497,0.12491331443463083,1.2764557700335972,-0.16350356278783507,11111,False,True,True,True,True,True,True,0.0028341452805646927,0.006811765335726694,0.26956592205218066,2.5611815912325238,0.655923405398444,-0.0002578016819205775,0.010513737266894141,False
U56,0.75,SINGLE,PARTIAL,MID,50.0,0.10609995845715359,1.146057388842743,-0.16507760500244673,0.64272775495853,1.1777903693495937,1.125850884679473,0.09204301567896822,1.0636836970182495,-0.10512003879998255,0.11778345368833598,1.20951493198711,-0.16507760500244661,11110,False,False,True,True,True,True,False,0.005421353644044169,0.03471749989166195,0.26956592205218066,2.5611815912325238,0.655923405398444,-0.0002578016819205775,0.0201114206230962,False
U56,0.75,SINGLE,HOLD,STRONG,0.0,0.12510257121268875,1.3052415250897536,-0.15091541404244713,0.8289582081887398,1.3941317127705575,1.23707017707367,0.11605370056521824,1.2864331271984806,-0.09348609246830342,0.13259136685503203,1.3218436340280912,-0.15091541404244713,11111,False,True,True,True,True,True,True,0.004952576650795404,-0.002631416153771049,0.05222918534153653,3.3232474175227598,0.679820815902086,0.036166039142158324,0.09482393068950948,False
U56,0.75,SINGLE,HOLD,STRONG,10.0,0.12136944760840751,1.2695270983046543,-0.15140077584577938,0.8016434983928845,1.3587275591017252,1.2008733564593979,0.11252348849657778,1.250293933365691,-0.09621789833271877,0.12868927886801207,1.2863675960620098,-0.15140077584577916,11111,False,True,True,True,True,True,True,0.0051399136153789104,0.0008517836336381368,0.05222918534153653,3.3232474175227598,0.679820815902086,0.036166039142158324,0.09841075601252523,False
U56,0.75,SINGLE,HOLD,STRONG,25.0,0.1157920143000144,1.215874536414444,-0.15212857888191544,0.7611457041868113,1.3055345681279658,1.1465018656065875,0.10724820340224928,1.1960078465420383,-0.10030158367850073,0.12286032386069201,1.2330702423435846,-0.15212857888191555,11111,False,True,True,True,True,True,True,0.005418559163005154,0.006108850847966085,0.05222918534153653,3.3232474175227598,0.679820815902086,0.036166039142158324,0.103745810461568,False
U56,0.75,SINGLE,HOLD,STRONG,50.0,0.10655532941795398,1.1262804105098327,-0.15334094492168004,0.6948915664526383,1.2166918522796681,1.0557214337725307,0.09850922472289048,1.1053705133664014,-0.10707048611877412,0.11320952980310062,1.144059854433085,-0.15334094492168016,11110,False,False,True,True,True,True,False,0.005876724604844563,0.014940521558751696,0.05222918534153653,3.3232474175227598,0.679820815902086,0.036166039142158324,0.1125180216083316,False
U56,0.75,SINGLE,DRIFT,STRONG,0.0,0.1224801596621441,1.3038914528579162,-0.14559227134065578,0.8412545428016978,1.308440591961585,1.3048004337101102,0.1063724430275168,1.1932274044801252,-0.09670268722582787,0.13588846300586233,1.3896050298062521,-0.1455922713406561,11111,False,True,True,True,True,True,True,0.0023301651002507473,-0.0039814883856084116,0.12317438000328473,3.074486397138032,0.6780155724150979,0.03341453175985265,0.01891761176462677,False
U56,0.75,SINGLE,DRIFT,STRONG,10.0,0.11903465032189775,1.270263135205338,-0.14602248341518043,0.8151802896232825,1.274209663282914,1.271568792153136,0.1029498771092816,1.1578100705416552,-0.09994746331589999,0.13242414808222924,1.3573037069350669,-0.1460224834151801,11111,False,True,True,True,True,True,True,0.0028051163288691505,0.0015878205343218266,0.12317438000328473,3.074486397138032,0.6780155724150979,0.03341453175985265,0.02277353723066717,False
U56,0.75,SINGLE,DRIFT,STRONG,25.0,0.11388526177190883,1.2197251309504777,-0.1466676700150974,0.7764851092281341,1.222762786109539,1.2216295327743631,0.09783491170805769,1.1045936175385216,-0.1049026647942618,0.1272465432304224,1.3087538420212776,-0.1466676700150974,11111,False,True,True,True,True,True,True,0.0035118066348995836,0.009959445383999732,0.12317438000328473,3.074486397138032,0.6780155724150979,0.03341453175985265,0.02851085294527915,False
U56,0.75,SINGLE,DRIFT,STRONG,50.0,0.10535304843093773,1.13528214244094,-0.14774263033874058,0.7130849653169632,1.1367962017599038,1.1381911585920608,0.08936009010197554,1.0157077430624368,-0.11339443969201113,0.1186672828690627,1.2276129842587038,-0.14774263033874024,11110,False,False,True,True,True,True,False,0.004674443617828317,0.02394225348985901,0.12317438000328473,3.074486397138032,0.6780155724150979,0.03341453175985265,0.03794980431566745,False
U56,0.75,SINGLE,BANDW,STRONG,0.0,0.12248974061181084,1.2271572290352262,-0.16834592198839882,0.7276074119588828,1.299691394486935,1.1667204051287636,0.11598635370927735,1.2005038129966508,-0.11414536899627026,0.12786082050115932,1.2484538972360752,-0.16834592198839882,11111,False,True,True,True,True,True,True,0.0023397460499174905,-0.08071571220829843,0.5024660978380311,1.744544387648833,0.6624544281528416,0.009696621337609734,0.0046565252063467625,True
U56,0.75,SINGLE,BANDW,STRONG,10.0,0.12053200479393866,1.2091537638957222,-0.16845379054846576,0.7155196947572424,1.2830473070934214,1.147481574295208,0.11421280036964476,1.183712143901897,-0.11460956971713399,0.12575023306422395,1.2294998334573288,-0.16845379054846565,11111,False,True,True,True,True,True,True,0.004302470800910063,-0.059521550775293974,0.5024660978380311,1.744544387648833,0.6624544281528416,0.009696621337609734,0.008562708647254755,True
U56,0.75,SINGLE,BANDW,STRONG,25.0,0.11760141341842356,1.1821217814257463,-0.16861557767889557,0.6974528393952946,1.2580508513657902,1.118601215057877,0.11155745127438621,1.15849687212405,-0.11530548072343716,0.12259129622981679,1.2010432728375757,-0.16861557767889546,11111,False,True,True,True,True,True,True,0.007227958281414315,-0.0276439041407317,0.5024660978380311,1.744544387648833,0.6624544281528416,0.009696621337609734,0.014384967090345332,True
U56,0.75,SINGLE,BANDW,STRONG,50.0,0.11273308568054263,1.1370051998510522,-0.1688851810059422,0.6675131885998697,1.2163153982963664,1.0704182081061646,0.10714512027399681,1.11640371463966,-0.1164642928739078,0.11734486810071498,1.1535573744035468,-0.1688851810059423,11111,False,True,True,True,True,True,True,0.012054480867433215,0.02566531089997115,0.5024660978380311,1.744544387648833,0.6624544281528416,0.009696621337609734,0.023990635227531216,True
U56,0.75,SINGLE,ROTA,STRONG,0.0,0.1194012737245691,1.2443288514416873,-0.18278313184860728,0.6532401131164822,1.2895148727557237,1.2184504150513422,0.10329541023251276,1.177223410391734,-0.1016343857053511,0.13280850274913414,1.2972564315442108,-0.18278313184860706,11111,False,True,True,True,True,True,True,-0.000748720837324246,-0.06354408980183734,0.2837432223432086,2.511470547327272,0.6574445495617703,0.002060688552284251,-0.0026387267725415916,False
U56,0.75,SINGLE,ROTA,STRONG,10.0,0.11659333414383677,1.2175197230908374,-0.18311248277777625,0.6367306716349505,1.2601153581447517,1.1934373084449534,0.10043973246984317,1.1468133133882419,-0.10524861706305588,0.13004128301665574,1.2728917690693162,-0.18311248277777636,11111,False,True,True,True,True,True,True,0.00036380015080816896,-0.05115559158017868,0.2837432223432086,2.511470547327272,0.6574445495617703,0.002060688552284251,0.0012821456942789123,False
U56,0.75,SINGLE,ROTA,STRONG,25.0,0.11239298026272704,1.1771298749769759,-0.18360650917152965,0.6121404996471382,1.2158304402584095,1.1557499921939607,0.09616831169442785,1.1010277967775428,-0.1106458572679877,0.1259015715067009,1.2361718244526114,-0.18360650917152954,11111,False,True,True,True,True,True,True,0.0020195251257177915,-0.03263581058950216,0.2837432223432086,2.511470547327272,0.6574445495617703,0.002060688552284251,0.007117439172784981,False
U56,0.75,SINGLE,ROTA,STRONG,50.0,0.10542310672027577,1.1094027683437082,-0.1844298864944518,0.5716161774216958,1.141608369303551,1.0925364333187906,0.08908142719637935,1.0243508133011598,-0.11957730649979592,0.11903160776161581,1.1745544866272117,-0.18442988649445213,11110,False,False,True,True,True,True,False,0.004744501907166354,-0.001937120607372833,0.2837432223432086,2.511470547327272,0.6574445495617703,0.002060688552284251,0.01672111096781556,False
U56,0.75,SINGLE,PARTIAL,STRONG,0.0,0.12066119948812615,1.2744101019410263,-0.172368478911601,0.7000189376272625,1.315969915021208,1.248191295225101,0.10624181617680728,1.2077664312091432,-0.09463913722411077,0.13264768850731268,1.3266337985246217,-0.17236847891160112,11111,False,True,True,True,True,True,True,0.0005112049262328,-0.03346283930249827,0.3670848927396727,2.2192427358843876,0.6558040747714661,-0.0004396824661091481,0.0013926068229545298,True
U56,0.75,SINGLE,PARTIAL,STRONG,10.0,0.11817677323599507,1.2503437404004274,-0.17283500633309323,0.6837548465629756,1.2906870849344467,1.2249817196030803,0.10376054735867557,1.181728264307678,-0.09646188038925507,0.1301609223252045,1.3039419535288803,-0.17283500633309268,11111,False,True,True,True,True,True,True,0.0019472392429664698,-0.018331574270588735,0.3670848927396727,2.2192427358843876,0.6558040747714661,-0.0004396824661091481,0.00530460196395879,True
