selector,k,draw,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_Sharpe,full_MaxDD,cell_mean_OOS,cell_sd_OOS,cell_4b_rate,f4b
S0 do-nothing (full B136 CAND-20),-1,-1,1.043837850225855,0.12486792010130943,0.8919165372280256,-0.2005204833110832,0.9569274633118441,-0.20052048331108274,,,,H2
S1 IS-Sharpe argmax,20,19,1.3228890348164943,0.0836671928954773,1.1044581300449343,-0.10539828313352739,1.2047248273451474,-0.10539828313352728,0.9915445499570517,0.11622068692331328,0.0,CAGR
S2 DISPERSION (max IS sd),20,39,1.1706200754628853,0.09031437873095238,1.1841432001887722,-0.09434014715091654,1.1743705001474019,-0.09434014715091654,0.9915445499570517,0.11622068692331328,0.0,CAGR
S3 COUNT (max IS n_elig),80,26,0.9750126417431767,0.11996423956624103,0.952572427620686,-0.19643571399084603,0.9619643793772903,-0.19643571399084625,0.9389499601805943,0.06286070778536892,0.46,-
S5 RESID-DISP (max IS sd | W_IS),20,16,1.1475969708982412,0.05988440197968159,0.955855946152813,-0.1267303174569967,1.0369189968581864,-0.12673031745699648,0.9915445499570517,0.11622068692331328,0.0,"H2,CAGR"
S6 WINNERNESS (max IS name ret),20,12,1.0140015140284846,0.060598198733766484,0.7751814996982674,-0.12028628979717437,0.8868201537046412,-0.12028628979717404,0.9915445499570517,0.11622068692331328,0.0,"H2,OOS,CAGR"
S4 random sub-panel,40,35,1.0248291963711884,0.1029539781447475,0.9837469968493124,-0.17614790007413494,1.002606631522404,-0.1761479000741354,0.9939674855786583,0.09363733226749583,0.34,CAGR
