sel,panel,book,cost,arm,IS_adm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,CAGR,Sharpe,MaxDD,pass4a,pass4b,pass4b_oos
S0_CONTROL,broad,EWall,10.0,control,False,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.14157411947237497,1.1219549467170122,-0.2537106610635025,False,False,False
S1_SHARPE,broad,EWall,10.0,vol60-dg,True,0.12011126700793429,1.1224553129457142,-0.18696236312424186,0.12359420654058484,1.1381201336577496,-0.18696236312424186,True,True,True
S2_RAW,broad,EWall,10.0,vol60-dg,True,0.12011126700793429,1.1224553129457142,-0.18696236312424186,0.12359420654058484,1.1381201336577496,-0.18696236312424186,True,True,True
S3_LIFT,broad,EWall,10.0,vol60-dg,True,0.12011126700793429,1.1224553129457142,-0.18696236312424186,0.12359420654058484,1.1381201336577496,-0.18696236312424186,True,True,True
S4_RANDOM,broad,EWall,10.0,v1gate-rw,True,0.10583657394304091,1.0185476662771331,-0.17687931105226462,0.10716215168162102,1.0261183690583502,-0.17687931105226473,True,True,False
S0_CONTROL,broad,EWall,25.0,control,False,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.1400924235152614,1.1115111687130292,-0.25391347869315684,True,False,False
S1_SHARPE,broad,EWall,25.0,vol60-dg,True,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.12130922960363022,1.1191160964632159,-0.18709252316824732,True,True,True
S2_RAW,broad,EWall,25.0,vol60-dg,True,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.12130922960363022,1.1191160964632159,-0.18709252316824732,True,True,True
S3_LIFT,broad,EWall,25.0,vol60-dg,True,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.12130922960363022,1.1191160964632159,-0.18709252316824732,True,True,True
S4_RANDOM,broad,EWall,25.0,vol60-dg,True,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.12130922960363022,1.1191160964632159,-0.18709252316824732,True,True,True
S0_CONTROL,broad,TOP20,10.0,control,True,0.14862653950160798,0.9301240819488711,-0.2596966291762923,0.1468667394709784,0.9760590036829483,-0.2596966291762923,False,False,False
S1_SHARPE,broad,TOP20,10.0,ebud-0.10,True,0.12228211061770566,0.8535342288080167,-0.2288828170330488,0.13109579172129493,0.9672442730359546,-0.22888281703304925,False,False,False
S2_RAW,broad,TOP20,10.0,ebud-0.10,True,0.12228211061770566,0.8535342288080167,-0.2288828170330488,0.13109579172129493,0.9672442730359546,-0.22888281703304925,False,False,False
S3_LIFT,broad,TOP20,10.0,ebud-0.10,True,0.12228211061770566,0.8535342288080167,-0.2288828170330488,0.13109579172129493,0.9672442730359546,-0.22888281703304925,False,False,False
S4_RANDOM,broad,TOP20,10.0,band3-rw,True,0.14375931821500898,0.9225017689681876,-0.22151787929685207,0.14672492906876622,0.9926531565823958,-0.22151787929685185,False,False,False
S0_CONTROL,broad,TOP20,25.0,control,False,0.1257100029253504,0.8066189970303554,-0.26149610286554237,0.12441906717919538,0.8460226666711287,-0.2614961028655425,True,False,False
S1_SHARPE,broad,TOP20,25.0,ebud-0.10,True,0.10539299399804758,0.7510865702437203,-0.23016855578352646,0.114206466055917,0.8574289131192526,-0.23016855578352668,True,False,False
S2_RAW,broad,TOP20,25.0,ebud-0.10,True,0.10539299399804758,0.7510865702437203,-0.23016855578352646,0.114206466055917,0.8574289131192526,-0.23016855578352668,True,False,False
S3_LIFT,broad,TOP20,25.0,ebud-0.10,True,0.10539299399804758,0.7510865702437203,-0.23016855578352646,0.114206466055917,0.8574289131192526,-0.23016855578352668,True,False,False
S4_RANDOM,broad,TOP20,25.0,ebud-0.10,True,0.10539299399804758,0.7510865702437203,-0.23016855578352646,0.114206466055917,0.8574289131192526,-0.23016855578352668,True,False,False
S0_CONTROL,broad,V1u,10.0,control,False,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.06211404538728038,0.6265883868313114,-0.23464470864180664,False,False,False
S1_SHARPE,broad,V1u,10.0,ebud-0.20,False,0.028643756322064506,0.39907214268929586,-0.17941747934872254,0.03832013402443035,0.5352009726291048,-0.17941747934872165,False,False,False
S2_RAW,broad,V1u,10.0,ebud-0.20,False,0.028643756322064506,0.39907214268929586,-0.17941747934872254,0.03832013402443035,0.5352009726291048,-0.17941747934872165,False,False,False
S3_LIFT,broad,V1u,10.0,ebud-0.20,False,0.028643756322064506,0.39907214268929586,-0.17941747934872254,0.03832013402443035,0.5352009726291048,-0.17941747934872165,False,False,False
S4_RANDOM,broad,V1u,10.0,control,False,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.06211404538728038,0.6265883868313114,-0.23464470864180664,False,False,False
S0_CONTROL,broad,V1u,25.0,control,False,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.016219255382610376,0.20552854363085435,-0.2889669180204921,False,False,False
S1_SHARPE,broad,V1u,25.0,ebud-0.10,False,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,0.005577747083338913,0.15268206000308707,-0.115103629027415,False,False,False
S2_RAW,broad,V1u,25.0,ebud-0.10,False,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,0.005577747083338913,0.15268206000308707,-0.115103629027415,False,False,False
S3_LIFT,broad,V1u,25.0,ebud-0.10,False,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,0.005577747083338913,0.15268206000308707,-0.115103629027415,False,False,False
S4_RANDOM,broad,V1u,25.0,control,False,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.016219255382610376,0.20552854363085435,-0.2889669180204921,False,False,False
S0_CONTROL,small,EWall,10.0,control,False,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.1018177783174512,0.6781352696586781,-0.36166373582084177,False,False,False
S1_SHARPE,small,EWall,10.0,control,False,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.1018177783174512,0.6781352696586781,-0.36166373582084177,False,False,False
S2_RAW,small,EWall,10.0,vol60-dg,False,0.027033005525108678,0.3045044582097228,-0.21427820921876595,0.041117888489200505,0.4342762868876826,-0.21427820921876561,False,False,False
S3_LIFT,small,EWall,10.0,vol60-dg,False,0.027033005525108678,0.3045044582097228,-0.21427820921876595,0.041117888489200505,0.4342762868876826,-0.21427820921876561,False,False,False
S4_RANDOM,small,EWall,10.0,control,False,0.10089643214031607,0.6366624355474834,-0.36166373582084055,0.1018177783174512,0.6781352696586781,-0.36166373582084177,False,False,False
S0_CONTROL,small,EWall,25.0,control,False,0.09782050310343715,0.6206770724346838,-0.36426007858274945,0.09894356898141088,0.6620350100338488,-0.36426007858275145,True,False,False
S1_SHARPE,small,EWall,25.0,ddctl-8/.5/recover,False,0.07553049086706154,0.6830863344772165,-0.23421384151565972,0.07537951602540693,0.7202362679223339,-0.23421384151566071,True,False,False
S2_RAW,small,EWall,25.0,vol60-dg,False,0.020494985817709033,0.24428871161050636,-0.22114209511898586,0.035059502821073174,0.3789800730205009,-0.22114209511898597,False,False,False
S3_LIFT,small,EWall,25.0,vol60-dg,False,0.020494985817709033,0.24428871161050636,-0.22114209511898586,0.035059502821073174,0.3789800730205009,-0.22114209511898597,False,False,False
S4_RANDOM,small,EWall,25.0,control,False,0.09782050310343715,0.6206770724346838,-0.36426007858274945,0.09894356898141088,0.6620350100338488,-0.36426007858275145,True,False,False
S0_CONTROL,small,TOP20,10.0,control,False,0.17097711041046781,0.8091056551333645,-0.30849894580592363,0.146625770635207,0.7674534724329153,-0.30849894580592396,True,False,False
S1_SHARPE,small,TOP20,10.0,ebud-0.20,False,0.16378025010645647,0.7922553146106635,-0.30167155631651643,0.1432010184902841,0.7619186685741891,-0.30167155631651654,True,False,False
S2_RAW,small,TOP20,10.0,ebud-0.10,False,0.10021988722810327,0.62238966886037,-0.26842195996962714,0.09373323578810777,0.6240784863241083,-0.26842195996962726,False,False,False
S3_LIFT,small,TOP20,10.0,ebud-0.10,False,0.10021988722810327,0.62238966886037,-0.26842195996962714,0.09373323578810777,0.6240784863241083,-0.26842195996962726,False,False,False
S4_RANDOM,small,TOP20,10.0,control,False,0.17097711041046781,0.8091056551333645,-0.30849894580592363,0.146625770635207,0.7674534724329153,-0.30849894580592396,True,False,False
S0_CONTROL,small,TOP20,25.0,control,False,0.14135706840808382,0.6962918593916119,-0.3097889357986776,0.11900427179259498,0.6491016368132165,-0.3097889357986777,True,False,False
S1_SHARPE,small,TOP20,25.0,ebud-0.20,False,0.1353727316144473,0.681419573302655,-0.3029070451977667,0.11640286244374232,0.6448886894425385,-0.30290704519776646,True,False,False
S2_RAW,small,TOP20,25.0,ebud-0.10,False,0.08299788704128974,0.5344445801461954,-0.26934734559187623,0.07672720681897482,0.529424216439558,-0.2693473455918759,True,False,False
