panel,cost_bps,chooser,pick_c,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,full4b,pick_is_live
U56,0.0,C_ISSHARPE,0.08,0.75,0.14932377405176522,1.2444075187661248,-0.1920706328121008,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,0.0,C_ISCALMAR,0.02,0.75,0.1403052614735052,1.2520968197486249,-0.17293570179935458,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,10.0,C_ISSHARPE,0.08,0.75,0.14599560438542158,1.2192590633487,-0.19311470698167776,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,10.0,C_ISCALMAR,0.08,0.75,0.14599560438542158,1.2192590633487,-0.19311470698167776,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,25.0,C_ISSHARPE,0.12,0.75,0.15182389007192865,1.2695621027917903,-0.19123879737587313,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,25.0,C_ISCALMAR,0.08,0.75,0.141020239848473,1.1814944691878655,-0.19468006494195067,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,50.0,C_ISSHARPE,0.12,0.75,0.1454546894387685,1.2208022680694612,-0.1931208391098299,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,50.0,C_ISCALMAR,0.08,0.75,0.13277281370332172,1.1184650977564898,-0.1972869866459982,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
B136,0.0,C_ISSHARPE,0.12,0.75,0.14292408081961105,1.2062038772896766,-0.21250370103933758,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
B136,0.0,C_ISCALMAR,0.02,0.75,0.13028724393253932,1.1577654260188945,-0.18348756946815814,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False
B136,10.0,C_ISSHARPE,0.12,0.75,0.14025746225218216,1.1856274015586992,-0.21338812353763736,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
B136,10.0,C_ISCALMAR,0.12,0.75,0.14025746225218216,1.1856274015586992,-0.21338812353763736,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False
