panel,cost,chooser,raw,bandmode,delta,d_NUNIQ
U56,0.0,IS_SHARPE,1.2115244194360681,1.194208852403233,-0.0173155670328351,-1.0
U56,0.0,IS_LEGS,1.1953623901641497,1.1937208564409663,-0.0016415337231834304,0.0
U56,0.0,IS_CAGR,1.3494331509319404,1.3466819147771587,-0.0027512361547816777,-1.0
U56,10.0,IS_SHARPE,1.1556956251247201,1.1552553834467987,-0.0004402416779214491,0.0
U56,10.0,IS_LEGS,1.1556956251247201,1.1552553834467987,-0.0004402416779214491,0.0
U56,10.0,IS_CAGR,1.261756730745027,1.2586469202678308,-0.003109810477196273,-1.0
U56,25.0,IS_SHARPE,1.1203644643999953,1.1188340418472629,-0.0015304225527323911,0.0
U56,25.0,IS_LEGS,1.1161397656498537,1.1146093430971213,-0.0015304225527323911,0.0
U56,25.0,IS_CAGR,1.1393563791224368,1.1306875186124585,-0.008668860509978282,-1.0
B136,0.0,IS_SHARPE,1.1216572085863084,1.1225011311309807,0.0008439225446723597,1.0
B136,0.0,IS_LEGS,1.0657538959473802,1.070398913775243,0.004645017827862752,1.0
B136,0.0,IS_CAGR,1.2001396546093501,1.2001396546093501,0.0,0.0
B136,10.0,IS_SHARPE,1.0480812684664886,1.0480812684664886,0.0,0.0
B136,10.0,IS_LEGS,1.0480812684664886,1.0480812684664886,0.0,0.0
B136,10.0,IS_CAGR,1.1179667931074377,1.1179667931074377,0.0,0.0
B136,25.0,IS_SHARPE,1.0215590001525217,1.0215590001525217,0.0,0.0
B136,25.0,IS_LEGS,1.0215590001525217,1.0215590001525217,0.0,0.0
B136,25.0,IS_CAGR,0.994357500683381,0.994357500683381,0.0,0.0
