panel,n,gross,cadence,bps,narrow,pass4b,pass4a,fail4b,turnover_yr,CAGR,Sharpe,MaxDD,H1,H2,IS,OOS_CAGR,OOS,OOS_DD
U56,5,0.5,D,10.0,False,False,False,H2/OOS/DD,29.165706562243617,0.11942735608876398,0.9056713890140149,-0.2202492451717507,1.1120006236881048,0.7726264847265435,1.1264205911879017,0.11153012875082036,0.7810277730378596,-0.22024924517175082
U56,5,0.5,D,25.0,False,False,False,H1/H2/OOS/DD/CAGR,29.165706562243617,0.07150891245887991,0.5802085646731348,-0.23732240414357053,0.7258806308437865,0.4850103093111762,0.7443882525492465,0.06352620169900436,0.48605204970277316,-0.23732240414357075
U56,5,0.5,W,10.0,False,True,False,-,10.830191992431516,0.15694192425667652,1.1380145692215033,-0.1969742231899887,1.3006133822754344,1.0447304974899776,1.3032791684918157,0.16038554181861442,1.0537586005940494,-0.1969742231899887
U56,5,0.5,W,25.0,False,True,False,-,10.830191992431516,0.1383108106439801,1.0189537087009972,-0.19711475565212944,1.158619393362572,0.9395495693571249,1.1632828855731292,0.1414033109459174,0.9456246487715572,-0.19711475565212966
U56,5,0.5,M,10.0,False,True,False,-,4.48865933547782,0.16251717755837936,1.1504770601409382,-0.20147702533319045,1.5183841820607242,0.8996987636678563,1.5733864629775627,0.13524965083755447,0.8986357267007249,-0.20147702533319023
U56,5,0.5,M,25.0,False,False,False,OOS,4.48865933547782,0.15471780086655307,1.1020371112051264,-0.2015188469427599,1.4616496721515713,0.8565380100389822,1.5180290709590119,0.1274544749127986,0.8539273032742671,-0.20151884694276023
U56,5,0.5,Q,10.0,False,False,False,H2/OOS/DD,2.4873690169584237,0.1375008840401084,0.9806616373275222,-0.2407645966441435,1.3991633402877532,0.6960146301846172,1.42130586297718,0.10662268915924877,0.7211583925365693,-0.24076459664414418
U56,5,0.5,Q,25.0,False,False,False,H2/OOS/DD,2.4873690169584237,0.1332625282631532,0.954145300202973,-0.24543653049359337,1.369333796685469,0.671331242268302,1.393408070921791,0.10211611045986646,0.6951644770185957,-0.24543653049359304
U56,5,0.75,D,10.0,False,False,False,H2/OOS/DD,43.62380250926743,0.17645203487695515,0.9062909821307448,-0.31696025251398874,1.1125899950001747,0.7732794405897563,1.127002339020066,0.16212954015650727,0.781678837178938,-0.3169602525139886
U56,5,0.75,D,25.0,False,False,False,H1/H2/OOS/DD/CAGR,43.62380250926743,0.10192867360313351,0.5817543592136187,-0.34352465383448905,0.7273531545411327,0.4866387274826808,0.7458420217988123,0.0878959237981416,0.48767570799475424,-0.34352465383449027
