panel,dial,dial_set,value,is_default,JAC_IS,JAC_FULL
u56,n,TRAIN,5,False,0.7512312674690842,0.7500572773783242
u56,n,TRAIN,10,False,0.5018257578101633,0.4994093064547741
u56,n,TRAIN,15,False,0.25091989232340106,0.24980343284115886
u56,n,TRAIN,20,True,0.0,0.0
u56,n,TRAIN,30,False,0.3336205294405765,0.3317439437412966
u56,n,TRAIN,40,False,0.5002266309966115,0.4975841587708881
u56,n,TRAIN,60,False,0.5973778385837888,0.6049643040878251
u56,volcap,TRAIN,0.3,False,0.321682562302475,0.3587515455424901
u56,volcap,TRAIN,0.45,False,0.09578172577561773,0.10847229845502664
u56,volcap,TRAIN,0.6,True,0.0,0.0
u56,volcap,TRAIN,0.8,False,0.046406336927567536,0.05691090135347584
u56,volcap,TRAIN,1.0,False,0.05594641216812587,0.07215247091806659
u56,volcap,TRAIN,9.99,False,0.060603914265241504,0.0803661032425661
u56,look,TRAIN,REC,True,0.0,0.0
u56,look,TRAIN,63,False,0.43470459026787855,0.417017656293586
u56,look,TRAIN,126,False,0.3859610193377557,0.37100468669079484
u56,look,TRAIN,189,False,0.4214644020266555,0.40157233140374204
u56,look,TRAIN,252,False,0.4319633297659093,0.4194833151867108
u56,skip,TRAIN,REC,True,0.0,0.0
u56,skip,TRAIN,0,False,0.1221272769098856,0.11645226804249377
u56,skip,TRAIN,5,False,0.20319809108805353,0.19673012571213308
u56,skip,TRAIN,21,False,0.30623065543992123,0.29746244059940397
u56,skip,TRAIN,42,False,0.4587246942919206,0.4400789894832316
u56,gross,TRAIN,0.25,False,0.0,0.0
u56,gross,TRAIN,0.5,False,0.0,0.0
u56,gross,TRAIN,0.75,True,0.0,0.0
u56,gross,TRAIN,1.0,False,0.0,0.0
u56,lambda,TRAIN,1.0,True,0.0,0.0
u56,lambda,TRAIN,0.7,False,0.28166512533021365,0.2790166495284064
u56,lambda,TRAIN,0.5,False,0.3454548900633811,0.34503006016549037
u56,lambda,TRAIN,0.35,False,0.40422616859832006,0.4056374399093689
u56,lambda,TRAIN,0.25,False,0.452582367536843,0.456501251094155
u56,lambda,TRAIN,0.15,False,0.5166002416488862,0.5243256327272245
u56,lambda,TRAIN,0.1,False,0.5545999215804174,0.5663004563769323
u56,lambda,TRAIN,0.06,False,0.583814327905892,0.601355452295981
u56,wscheme,TRAIN,EW,True,0.0,0.0
u56,wscheme,TRAIN,INVVOL,False,0.0,0.0
u56,wscheme,TRAIN,SQRTIV,False,0.0,0.0
u56,wscheme,TRAIN,RANKLIN,False,0.0,0.0
u56,phase,TRAIN,W,True,0.0,0.0
u56,phase,TRAIN,MON,False,0.0,0.0
u56,phase,TRAIN,TUE,False,0.0,0.0
u56,phase,TRAIN,WED,False,0.0,0.0
u56,phase,TRAIN,THU,False,0.0,0.0
u56,mafilt,TEST,OFF,True,0.0,0.0
u56,mafilt,TEST,50,False,0.2733970179037934,0.2824912053743373
u56,mafilt,TEST,100,False,0.12892350306896738,0.1361853144271452
u56,mafilt,TEST,200,False,0.04861629443246529,0.05342437214710247
u56,mafilt,TEST,300,False,0.05489765526353372,0.05192591156679957
u56,revfilt,TEST,OFF,True,0.0,0.0
u56,revfilt,TEST,5,False,0.24789481014601789,0.2480056340639551
u56,revfilt,TEST,10,False,0.2659271967967621,0.26371835720520875
u56,revfilt,TEST,21,False,0.2923419132308021,0.2937656483311044
u56,revfilt,TEST,42,False,0.34926126848241723,0.34888128292056136
u56,bufn,TEST,0,True,0.0,0.0
u56,bufn,TEST,5,False,0.14518293122157855,0.14301944178095563
u56,bufn,TEST,10,False,0.2597786262960713,0.25028008121240597
u56,bufn,TEST,20,False,0.47239154126117694,0.4527942839942304
u56,bufn,TEST,40,False,0.7429502880604877,0.7684839544172455
u56,spow,TEST,0.0,True,0.0,0.0
u56,spow,TEST,0.5,False,0.0,0.0
u56,spow,TEST,1.0,False,0.0,0.0
u56,spow,TEST,1.5,False,0.0,0.0
u56,spow,TEST,2.0,False,0.0,0.0
u56,cash,TEST,0.0,True,0.0,0.0
u56,cash,TEST,0.05,False,0.0,0.0
u56,cash,TEST,0.1,False,0.0,0.0
u56,cash,TEST,0.2,False,0.0,0.0
u56,cash,TEST,0.35,False,0.0,0.0
u56,lag,TEST,1,True,0.0,0.0
u56,lag,TEST,2,False,0.0,0.0
u56,lag,TEST,3,False,0.0,0.0
u56,lag,TEST,4,False,0.0,0.0
u56,lag,TEST,5,False,0.0,0.0
broad136,n,TRAIN,5,False,0.751049331146797,0.7497407062444658
broad136,n,TRAIN,10,False,0.5006236785379086,0.4984017903566776
broad136,n,TRAIN,15,False,0.2506859741947461,0.24904940923737912
broad136,n,TRAIN,20,True,0.0,0.0
broad136,n,TRAIN,30,False,0.33360331781540536,0.3318596859467669
broad136,n,TRAIN,40,False,0.5000728464549603,0.49778049565908056
broad136,n,TRAIN,60,False,0.6668545095520876,0.66332700447758
broad136,volcap,TRAIN,0.3,False,0.42905249972092935,0.4624759000980378
broad136,volcap,TRAIN,0.45,False,0.12979437366335633,0.1447488038473221
broad136,volcap,TRAIN,0.6,True,0.0,0.0
broad136,volcap,TRAIN,0.8,False,0.05187520477375549,0.06536442238996949
broad136,volcap,TRAIN,1.0,False,0.059804090659496295,0.07999450466943094
broad136,volcap,TRAIN,9.99,False,0.06594332984221374,0.08866799297919531
broad136,look,TRAIN,REC,True,0.0,0.0
broad136,look,TRAIN,63,False,0.5920735553364004,0.5871214728824985
broad136,look,TRAIN,126,False,0.523922544997836,0.5277009162151742
broad136,look,TRAIN,189,False,0.5540383870379139,0.5489540614408375
broad136,look,TRAIN,252,False,0.5789790884488264,0.572668773493511
broad136,skip,TRAIN,REC,True,0.0,0.0
broad136,skip,TRAIN,0,False,0.19335230613008392,0.19250987404236328
broad136,skip,TRAIN,5,False,0.2906068069621478,0.29325157412352826
broad136,skip,TRAIN,21,False,0.4108204955057264,0.42042938925437
