panel,dial,dial_set,value,is_default,JAC_IS,JAC_FULL
broad136,skip,TRAIN,42,False,0.5885383535872051,0.5999095136211293
broad136,gross,TRAIN,0.25,False,0.0,0.0
broad136,gross,TRAIN,0.5,False,0.0,0.0
broad136,gross,TRAIN,0.75,True,0.0,0.0
broad136,gross,TRAIN,1.0,False,0.0,0.0
broad136,lambda,TRAIN,1.0,True,0.0,0.0
broad136,lambda,TRAIN,0.7,False,0.3785415400876633,0.386254759943288
broad136,lambda,TRAIN,0.5,False,0.4644278197685685,0.4721522589064279
broad136,lambda,TRAIN,0.35,False,0.5410245234045857,0.5473459424275136
broad136,lambda,TRAIN,0.25,False,0.6022599610620369,0.6083856144680679
broad136,lambda,TRAIN,0.15,False,0.6816056310851085,0.6876023690284278
broad136,lambda,TRAIN,0.1,False,0.730357654342882,0.7366440598462479
broad136,lambda,TRAIN,0.06,False,0.7737619186874913,0.7830143280672114
broad136,wscheme,TRAIN,EW,True,0.0,0.0
broad136,wscheme,TRAIN,INVVOL,False,0.0,0.0
broad136,wscheme,TRAIN,SQRTIV,False,0.0,0.0
broad136,wscheme,TRAIN,RANKLIN,False,0.0,0.0
broad136,phase,TRAIN,W,True,0.0,0.0
broad136,phase,TRAIN,MON,False,0.0,0.0
broad136,phase,TRAIN,TUE,False,0.0,0.0
broad136,phase,TRAIN,WED,False,0.0,0.0
broad136,phase,TRAIN,THU,False,0.0,0.0
broad136,mafilt,TEST,OFF,True,0.0,0.0
broad136,mafilt,TEST,50,False,0.19799961934875493,0.20124785199731418
broad136,mafilt,TEST,100,False,0.054153575495497125,0.05271785653148817
broad136,mafilt,TEST,200,False,0.01194905525877077,0.011997314394829924
broad136,mafilt,TEST,300,False,0.02433245651388432,0.01599906269519265
broad136,revfilt,TEST,OFF,True,0.0,0.0
broad136,revfilt,TEST,5,False,0.296902330457812,0.29666298720270884
broad136,revfilt,TEST,10,False,0.32745066479815715,0.32841395925929706
broad136,revfilt,TEST,21,False,0.3637983786798991,0.373582639660706
broad136,revfilt,TEST,42,False,0.4903795105114839,0.5002499653113285
broad136,bufn,TEST,0,True,0.0,0.0
broad136,bufn,TEST,5,False,0.1418805724602826,0.1395448547311901
broad136,bufn,TEST,10,False,0.21679689716458367,0.21580992882115674
broad136,bufn,TEST,20,False,0.31073216624531713,0.3206997205589228
broad136,bufn,TEST,40,False,0.42774280871341486,0.45579145874875215
broad136,spow,TEST,0.0,True,0.0,0.0
broad136,spow,TEST,0.5,False,0.0,0.0
broad136,spow,TEST,1.0,False,0.0,0.0
broad136,spow,TEST,1.5,False,0.0,0.0
broad136,spow,TEST,2.0,False,0.0,0.0
broad136,cash,TEST,0.0,True,0.0,0.0
broad136,cash,TEST,0.05,False,0.0,0.0
broad136,cash,TEST,0.1,False,0.0,0.0
broad136,cash,TEST,0.2,False,0.0,0.0
broad136,cash,TEST,0.35,False,0.0,0.0
broad136,lag,TEST,1,True,0.0,0.0
broad136,lag,TEST,2,False,0.0,0.0
broad136,lag,TEST,3,False,0.0,0.0
broad136,lag,TEST,4,False,0.0,0.0
broad136,lag,TEST,5,False,0.0,0.0
small439,n,TRAIN,5,False,0.75,0.7466323998582062
small439,n,TRAIN,10,False,0.5,0.4975186104218362
small439,n,TRAIN,15,False,0.25,0.24882133995037223
small439,n,TRAIN,20,True,0.0,0.0
small439,n,TRAIN,30,False,0.3333333333333334,0.3315233011476702
small439,n,TRAIN,40,False,0.5,0.4969174603383553
small439,n,TRAIN,60,False,0.6666666666666669,0.6623236289408904
small439,volcap,TRAIN,0.3,False,0.7914120351582608,0.8500356144378782
small439,volcap,TRAIN,0.45,False,0.3936825498236359,0.4805668192177674
small439,volcap,TRAIN,0.6,True,0.0,0.0
small439,volcap,TRAIN,0.8,False,0.23623717210439552,0.3256072032274546
small439,volcap,TRAIN,1.0,False,0.29734856527658554,0.4134542757095036
small439,volcap,TRAIN,9.99,False,0.3482475737109328,0.4879583330943596
small439,look,TRAIN,REC,True,0.0,0.0
small439,look,TRAIN,63,False,0.6682520162653922,0.6693123240999577
small439,look,TRAIN,126,False,0.6203050295648133,0.624669202537084
small439,look,TRAIN,189,False,0.620857002718257,0.6460696971011508
small439,look,TRAIN,252,False,0.6476809868207667,0.6700176206456844
small439,skip,TRAIN,REC,True,0.0,0.0
small439,skip,TRAIN,0,False,0.22701049305122684,0.2335196104966307
small439,skip,TRAIN,5,False,0.3203021982163973,0.3303978835092931
small439,skip,TRAIN,21,False,0.46419333903417126,0.47573509496942246
small439,skip,TRAIN,42,False,0.6670735703284517,0.6886663409342682
small439,gross,TRAIN,0.25,False,0.0,0.0
small439,gross,TRAIN,0.5,False,0.0,0.0
small439,gross,TRAIN,0.75,True,0.0,0.0
small439,gross,TRAIN,1.0,False,0.0,0.0
small439,lambda,TRAIN,1.0,True,0.0,0.0
small439,lambda,TRAIN,0.7,False,0.4739744281464067,0.5097501917084087
small439,lambda,TRAIN,0.5,False,0.5685353116502758,0.6047881307588123
small439,lambda,TRAIN,0.35,False,0.6455076112112318,0.6800511211972682
small439,lambda,TRAIN,0.25,False,0.7054596132431423,0.7367629840657729
small439,lambda,TRAIN,0.15,False,0.7777847225515612,0.8047494139115384
small439,lambda,TRAIN,0.1,False,0.8199075122663453,0.8451360951063609
small439,lambda,TRAIN,0.06,False,0.8568472804271164,0.8821988058606974
small439,wscheme,TRAIN,EW,True,0.0,0.0
small439,wscheme,TRAIN,INVVOL,False,0.0,0.0
small439,wscheme,TRAIN,SQRTIV,False,0.0,0.0
small439,wscheme,TRAIN,RANKLIN,False,0.0,0.0
small439,phase,TRAIN,W,True,0.0,0.0
small439,phase,TRAIN,MON,False,0.0,0.0
small439,phase,TRAIN,TUE,False,0.0,0.0
small439,phase,TRAIN,WED,False,0.0,0.0
small439,phase,TRAIN,THU,False,0.0,0.0
small439,mafilt,TEST,OFF,True,0.0,0.0
small439,mafilt,TEST,50,False,0.21674958469924774,0.224567444753611
small439,mafilt,TEST,100,False,0.04569401113168266,0.045557128097046096
small439,mafilt,TEST,200,False,0.005673884591983681,0.00964375736465498
small439,mafilt,TEST,300,False,0.017948828580057814,0.021406608818951033
small439,revfilt,TEST,OFF,True,0.0,0.0
small439,revfilt,TEST,5,False,0.25760005598126406,0.252384653127954
small439,revfilt,TEST,10,False,0.2858383816051162,0.27542617467915365
small439,revfilt,TEST,21,False,0.33345781147636033,0.32412991942933206
small439,revfilt,TEST,42,False,0.5275003031402132,0.5268396940692853
small439,bufn,TEST,0,True,0.0,0.0
small439,bufn,TEST,5,False,0.13974498706551283,0.14126850241857253
small439,bufn,TEST,10,False,0.2171995369453119,0.22166914252360365
small439,bufn,TEST,20,False,0.30890584971086255,0.3145343346001082
small439,bufn,TEST,40,False,0.4258418781886525,0.425937258361959
small439,spow,TEST,0.0,True,0.0,0.0
small439,spow,TEST,0.5,False,0.0,0.0
small439,spow,TEST,1.0,False,0.0,0.0
small439,spow,TEST,1.5,False,0.0,0.0
small439,spow,TEST,2.0,False,0.0,0.0
small439,cash,TEST,0.0,True,0.0,0.0
small439,cash,TEST,0.05,False,0.0,0.0
small439,cash,TEST,0.1,False,0.0,0.0
small439,cash,TEST,0.2,False,0.0,0.0
small439,cash,TEST,0.35,False,0.0,0.0
small439,lag,TEST,1,True,0.0,0.0
small439,lag,TEST,2,False,0.0,0.0
small439,lag,TEST,3,False,0.0,0.0
small439,lag,TEST,4,False,0.0,0.0
small439,lag,TEST,5,False,0.0,0.0
