wording,panel,family,gross,cadence,sharpe_legs_clear,lam_DD_needed,lam_CAGR_needed
W1_EWP_FULL,U56,BAND-DG,0.5,W,True,0.27530454417433553,0.32411908459767613
W1_EWP_FULL,U56,BAND-DG,0.5,M,True,0.3315660510174898,0.3333524707450705
W1_EWP_FULL,U56,BAND-DG,0.75,W,True,0.40891664903769803,0.4881275972172223
W1_EWP_FULL,U56,BAND-DG,0.75,M,True,0.4877178884557015,0.5029474658122426
W1_EWP_FULL,U56,BAND-DG,1.0,W,True,0.5398209990800119,0.6531628797436007
W1_EWP_FULL,U56,BAND-DG,1.0,M,True,0.6378015195518317,0.6743444050980124
W1_EWP_FULL,U56,MA-RS,0.5,W,False,0.4362477835169301,0.4344692818476149
W1_EWP_FULL,U56,MA-RS,0.5,M,True,0.4269273527110975,0.47157255582219004
W1_EWP_FULL,U56,MA-RS,0.75,W,False,0.640123422165678,0.653017921002143
W1_EWP_FULL,U56,MA-RS,0.75,M,True,0.6258511178636218,0.7123460703397754
W1_EWP_FULL,U56,MA-RS,1.0,W,False,0.8347557386410335,0.871718349882854
W1_EWP_FULL,U56,MA-RS,1.0,M,True,0.8156767923203828,0.9560323146691532
W1_EWP_FULL,U56,CAND20,0.5,W,False,0.4111757143027577,0.4015677936278376
W1_EWP_FULL,U56,CAND20,0.5,M,False,0.4398096866403054,0.4275562320125865
W1_EWP_FULL,U56,CAND20,0.75,W,False,0.6043908447670047,0.6020879217157025
W1_EWP_FULL,U56,CAND20,0.75,M,False,0.6425146180458753,0.6435715074816855
W1_EWP_FULL,U56,CAND20,1.0,W,False,0.7895829213897384,0.8015426170475226
W1_EWP_FULL,U56,CAND20,1.0,M,False,0.8345969411009418,0.8605453811645566
W1_EWP_FULL,U56,EWALL,0.5,W,False,0.5295497589926264,0.4967722806741151
W1_EWP_FULL,U56,EWALL,0.5,M,False,0.5212668439052582,0.49651184737421805
W1_EWP_FULL,U56,EWALL,0.75,W,False,0.7718960280322075,0.7479876022321243
W1_EWP_FULL,U56,EWALL,0.75,M,False,0.763364985276817,0.7490367369669403
W1_EWP_FULL,U56,EWALL,1.0,W,False,1.0,1.0
W1_EWP_FULL,U56,EWALL,1.0,M,True,0.9938239909553807,1.0037292817664023
W1_EWP_FULL,B136,BAND-DG,0.5,W,False,0.2506295159244459,0.28200091407238986
W1_EWP_FULL,B136,BAND-DG,0.5,M,False,0.3245624079021934,0.29423784875741565
W1_EWP_FULL,B136,BAND-DG,0.75,W,False,0.3722608893861915,0.423915112225221
W1_EWP_FULL,B136,BAND-DG,0.75,M,False,0.4771409387654322,0.4433729780600598
W1_EWP_FULL,B136,BAND-DG,1.0,W,False,0.4914220615400221,0.5661654429471218
W1_EWP_FULL,B136,BAND-DG,1.0,M,False,0.6235802614970063,0.5937045984956976
W1_EWP_FULL,B136,MA-RS,0.5,W,False,0.4196681000416751,0.40949134434652973
W1_EWP_FULL,B136,MA-RS,0.5,M,False,0.4549025372847915,0.4353131044665394
W1_EWP_FULL,B136,MA-RS,0.75,W,False,0.6149271905683219,0.6152122223528496
W1_EWP_FULL,B136,MA-RS,0.75,M,False,0.6659108442662967,0.6570208236028322
W1_EWP_FULL,B136,MA-RS,1.0,W,False,0.8007138505228085,0.8208512401495945
W1_EWP_FULL,B136,MA-RS,1.0,M,False,0.8665705062012883,0.8810175981688564
W1_EWP_FULL,B136,CAND20,0.5,W,False,0.4150260371029433,0.3191947896346216
W1_EWP_FULL,B136,CAND20,0.5,M,False,0.3876124891440654,0.39585875972195206
W1_EWP_FULL,B136,CAND20,0.75,W,False,0.6085603346997153,0.47562538585736347
W1_EWP_FULL,B136,CAND20,0.75,M,False,0.5675424402636804,0.5961015268032314
W1_EWP_FULL,B136,CAND20,1.0,W,False,0.7930089185718201,0.629116689181554
W1_EWP_FULL,B136,CAND20,1.0,M,False,0.7387663348294334,0.7974541508821985
W1_EWP_FULL,B136,EWALL,0.5,W,False,0.5343048296355468,0.49682713793197303
W1_EWP_FULL,B136,EWALL,0.5,M,False,0.5221923247546497,0.49108031807156416
W1_EWP_FULL,B136,EWALL,0.75,W,False,0.7753521983388482,0.7480896345747029
W1_EWP_FULL,B136,EWALL,0.75,M,False,0.7638920018849474,0.7413920907320168
W1_EWP_FULL,B136,EWALL,1.0,W,False,1.0,1.0
W1_EWP_FULL,B136,EWALL,1.0,M,False,0.9933634032062958,0.9941835176504753
W1_EWP_FULL,SMALL439,BAND-DG,0.5,W,False,0.21728559039222498,0.19622462509086527
W1_EWP_FULL,SMALL439,BAND-DG,0.5,M,False,0.24789807906915595,0.23747183214188594
W1_EWP_FULL,SMALL439,BAND-DG,0.75,W,False,0.31941642341595056,0.28986703184139045
W1_EWP_FULL,SMALL439,BAND-DG,0.75,M,False,0.36405444790170677,0.3532249248436853
W1_EWP_FULL,SMALL439,BAND-DG,1.0,W,False,0.4173623462781728,0.38031443696547423
W1_EWP_FULL,SMALL439,BAND-DG,1.0,M,False,0.4751845634852822,0.46684875858916625
W1_EWP_FULL,SMALL439,MA-RS,0.5,W,False,0.5864275762283656,0.3436924820008996
W1_EWP_FULL,SMALL439,MA-RS,0.5,M,False,0.5973940860358385,0.4487970229659906
W1_EWP_FULL,SMALL439,MA-RS,0.75,W,False,0.8307111617188223,0.4937201171167579
W1_EWP_FULL,SMALL439,MA-RS,0.75,M,False,0.8567028721463839,0.6565971794063573
W1_EWP_FULL,SMALL439,MA-RS,1.0,W,False,1.0455178050237746,0.6275643386602168
W1_EWP_FULL,SMALL439,MA-RS,1.0,M,False,1.090803479540744,0.8517723525370705
W1_EWP_FULL,SMALL439,CAND20,0.5,W,False,0.5058411524301634,0.2951105426755875
W1_EWP_FULL,SMALL439,CAND20,0.5,M,False,0.5417528638085147,0.31952240297826495
W1_EWP_FULL,SMALL439,CAND20,0.75,W,False,0.7240334923271887,0.4233723681837312
W1_EWP_FULL,SMALL439,CAND20,0.75,M,False,0.7793275579284491,0.4620150536401897
W1_EWP_FULL,SMALL439,CAND20,1.0,W,False,0.9206945406538233,0.5374426810203933
W1_EWP_FULL,SMALL439,CAND20,1.0,M,False,0.9959608839385762,0.5920414805925648
W1_EWP_FULL,SMALL439,EWALL,0.5,W,True,0.5477491017354053,0.5330066730795003
W1_EWP_FULL,SMALL439,EWALL,0.5,M,False,0.5135215106794484,0.5100985384870366
W1_EWP_FULL,SMALL439,EWALL,0.75,W,True,0.7856656483673089,0.7759214771172466
W1_EWP_FULL,SMALL439,EWALL,0.75,M,False,0.7551273526965268,0.7434797405561676
W1_EWP_FULL,SMALL439,EWALL,1.0,W,False,1.0,1.0
W1_EWP_FULL,SMALL439,EWALL,1.0,M,False,0.9839770111245204,0.959957941353575
W2_EWP_GROSS,U56,BAND-DG,0.5,W,True,0.8766610884241544,1.0551984410752793
W2_EWP_GROSS,U56,BAND-DG,0.5,M,False,1.0558164088473057,1.0852585490157622
W2_EWP_GROSS,U56,BAND-DG,0.75,W,True,0.8837785052036791,1.0565436364749101
W2_EWP_GROSS,U56,BAND-DG,0.75,M,False,1.054089109442784,1.0886209825350943
W2_EWP_GROSS,U56,BAND-DG,1.0,W,True,0.8908948250644448,1.0579732138127016
W2_EWP_GROSS,U56,BAND-DG,1.0,M,False,1.052597201952764,1.092282399388984
W2_EWP_GROSS,U56,MA-RS,0.5,W,False,0.8341818073303502,0.8736542547519377
W2_EWP_GROSS,U56,MA-RS,0.5,M,True,0.8163595189234564,0.9482635183465127
W2_EWP_GROSS,U56,MA-RS,0.75,W,False,0.837036290571197,0.873186289706221
W2_EWP_GROSS,U56,MA-RS,0.75,M,True,0.8183735823539612,0.9525172313682246
W2_EWP_GROSS,U56,MA-RS,1.0,W,False,0.8402599832184666,0.8732663470277022
W2_EWP_GROSS,U56,MA-RS,1.0,M,True,0.8210552334058873,0.9577300365235679
W2_EWP_GROSS,U56,CAND20,0.5,W,False,0.8499979253453376,0.9162269409009055
W2_EWP_GROSS,U56,CAND20,0.5,M,False,0.9091911515858109,0.9755228002250173
W2_EWP_GROSS,U56,CAND20,0.75,W,False,0.8559048671058006,0.9138037991709881
W2_EWP_GROSS,U56,CAND20,0.75,M,False,0.9098936450370787,0.9767644680516543
W2_EWP_GROSS,U56,CAND20,1.0,W,False,0.8619312070588043,0.9114553078450807
W2_EWP_GROSS,U56,CAND20,1.0,M,False,0.911069793131508,0.9785489113394205
