panel,s,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,0.10,0.75,0.0,0.06401580786009742,1.3512401437667543,-0.07668797543494432,0.8347567854937452,1.3590762413634567,1.3541403682681539,1.2671427671525697,1.2442121878588495,0.07054296004816729,1.4164407650603723,-0.07668797543494477,True,False,True,True,True,True,False
U56,0.10,0.75,10.0,0.061603557710009804,1.3024436835134967,-0.07931238413007813,0.7767205384845758,1.3077217651201631,1.307150123707956,1.214428444407839,1.145034345760979,0.0681464347586016,1.3704064055172978,-0.07931238413007735,True,False,True,True,True,True,False
U56,0.10,0.75,25.0,0.05799498547643944,1.229065363154477,-0.08323547362301886,0.6967580401969488,1.2304625285904236,1.2365104168742025,1.1351447221514475,1.005051007113758,0.06456127185007143,1.3011911934271831,-0.08323547362301953,True,False,True,True,True,True,False
U56,0.10,0.75,50.0,0.052006749362123905,1.1063945505220436,-0.08973805291112846,0.5795395339547703,1.1012335389506236,1.1184642804985858,1.002589324433484,0.7919390940162951,0.058611579294842064,1.1854913209816258,-0.08973805291112757,False,False,True,True,True,True,False
U56,0.20,0.75,0.0,0.10145283809743666,1.2762654705119116,-0.12886733815612195,0.7872657226342893,1.3154619265981677,1.247188570715107,1.2138776652780858,1.1296450582853828,0.10908515885528214,1.3251882020910501,-0.12886733815612195,False,False,True,True,True,True,False
U56,0.20,0.75,10.0,0.0976302764552186,1.2315325031780426,-0.12928053601630796,0.7551815568192194,1.269668439954095,1.2031984647698064,1.1670898754919314,1.0462384273332637,0.1052499225980672,1.2819838157893684,-0.1292805360163075,False,False,True,True,True,True,False
U56,0.20,0.75,25.0,0.09192027363422639,1.1643044659660613,-0.12990018437463124,0.7076223492426227,1.2008310526608459,1.1370984472883512,1.0967753298869234,0.9189044090175061,0.09952091785354966,1.2170525318658987,-0.12990018437463136,False,False,True,True,True,True,False
U56,0.20,0.75,50.0,0.08246683648556274,1.0519980983886814,-0.13093253584098907,0.6298422004574519,1.0858031338036649,1.0267012679450023,0.9793275193519932,0.7153164030859156,0.09003583803864057,1.1085748132363342,-0.13093253584098907,False,False,True,True,True,True,False
U56,0.30,0.75,0.0,0.11921409074481759,1.3035266112359878,-0.14765004422980477,0.8074097868827657,1.3385334791819887,1.279629468112462,1.2238860482889478,1.1805609621009394,0.13055791376323111,1.3653970373577873,-0.14765004422980488,False,True,True,True,True,True,True
U56,0.30,0.75,10.0,0.11527049410393486,1.2639000246081074,-0.14809080759214632,0.7783771050894586,1.297837161656734,1.2407234609782278,1.182002967859875,1.0980299209988422,0.12658197904526447,1.3273987796550932,-0.14809080759214632,False,True,True,True,True,True,True
U56,0.30,0.75,25.0,0.10938003088786097,1.2043465149664383,-0.1487517938718177,0.7353190710568228,1.236670796217836,1.182256829186699,1.119068849908336,0.9758482340856223,0.12064317412668268,1.2702860993805927,-0.14875179387181758,False,True,True,True,True,True,True
U56,0.30,0.75,50.0,0.0996287188087237,1.104847893536484,-0.1498530143263921,0.6648429413086361,1.1344694663386738,1.0845804653780073,1.013958475375208,0.771420556293714,0.11081173160617608,1.1748435375908304,-0.14985301432639242,False,False,True,True,True,True,False
U56,0.40,0.75,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,0.40,0.75,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,0.40,0.75,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,False,True,True,True,True,True,True
U56,0.40,0.75,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,0.60,0.75,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,0.60,0.75,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,0.60,0.75,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,False,True,True,True,True,True,True
U56,0.60,0.75,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,INF,0.75,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,INF,0.75,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,INF,0.75,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,False,True,True,True,True,True,True
U56,INF,0.75,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,0.10,1.0,0.0,0.06405831247901594,1.35184320160806,-0.07668797543494388,0.8353110395169845,1.3604919855518087,1.3540898856672796,1.268552227677942,1.2457426262114137,0.07056336984465883,1.4164514375416313,-0.07668797543494477,True,False,True,True,True,True,False
U56,0.10,1.0,10.0,0.06164617496042779,1.3030643375904216,-0.07931238413007768,0.7772578726081905,1.309200211209994,1.3070777149139972,1.215905554572659,1.1465671805634454,0.06816468229908068,1.3703968666135788,-0.07931238413007768,True,False,True,True,True,True,False
U56,0.10,1.0,25.0,0.058037770347470596,1.2297117854247124,-0.08323547362301864,0.697272062273943,1.232034848943121,1.236404214244337,1.1367231219633211,1.0065793027109577,0.06457629390196296,1.3011504671879741,-0.08323547362301931,True,False,True,True,True,True,False
U56,0.10,1.0,50.0,0.05204981008430809,1.107082144628912,-0.08973805291112813,0.5800193830353718,1.1029616208712991,1.11829931963664,1.0043358102863598,0.7934342930657523,0.05862127300148767,1.1853962700510685,-0.08973805291112746,False,False,True,True,True,True,False
U56,0.20,1.0,0.0,0.10294718021213911,1.2506346367605938,-0.133861696422774,0.7690562943935964,1.2813385412410978,1.229352056711034,1.1771894019203044,1.0677475483016827,0.11181650953061162,1.307910353815691,-0.133861696422774,False,False,True,True,True,True,False
