book,parent,dial,point,fin,is_incumbent,is_added,CAGR,Sharpe,MaxDD,H1,H2,turnover,IS_Sharpe,IS_CAGR,IS_MaxDD,IS_margin,IS_worstbar,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_margin,OOS_worstbar,fail4a,fail4b
U56,U56,GROSS,0.2,0.0,False,False,0.03404723321088565,1.1062433681878276,-0.0504372249536692,1.1089196124274912,1.1100206025321728,2.5509545901343804,1.0156341276843208,0.029135629433458154,-0.03161823929871865,-0.7217534681017028,CAGR,1.1758274926770405,0.03811816742632623,-0.0504372249536692,-0.6475598999898904,CAGR,-,CAGR
U56,U56,GROSS,0.3,0.0,False,False,0.05115550226977983,1.1065502829988172,-0.07513974796118783,1.1091663916271814,1.1103935090171717,3.8150397916906824,1.015844121738401,0.04371242785271612,-0.0472718206818914,-0.5825444074015612,CAGR,1.176204904282232,0.057337834368837104,-0.07513974796118761,-0.4698550994516245,CAGR,-,CAGR
U56,U56,GROSS,0.4,0.0,False,False,0.06830957181921149,1.1068282663159736,-0.09949955868134308,1.1093842523418096,1.1107381897658937,5.073123759245873,1.0160253590840278,0.05828590901385855,-0.06281984004212005,-0.4433670266611118,CAGR,1.1765530398649129,0.07665303040028393,-0.0994995586813433,-0.29126703815000904,CAGR,-,CAGR
U56,U56,GROSS,0.5,0.0,False,False,0.08550086340911789,1.1070738800016655,-0.12351728800265382,1.1095685630369165,1.1110522601773196,6.326658036209174,1.0161741855650626,0.0728485936107579,-0.07826084111782472,-0.30429275358009744,CAGR,1.17686860255645,0.09605440657678499,-0.12351728800265382,-0.11188215630342627,CAGR,-,CAGR
U56,U56,GROSS,0.6,0.0,False,False,0.10272032476792536,1.1072839891516388,-0.14719383654535767,1.1097167624897584,1.1113321320210976,7.577272676961068,1.0162884096650593,0.08739271628717615,-0.09359273333101925,-0.16539574764929302,CAGR,1.1771477463155644,0.11553196899890072,-0.14719383654535778,0.06820714261870787,CAGR,DD,CAGR
U56,U56,GROSS,0.7,0.0,False,False,0.1199582654992617,1.1074544085858813,-0.17052999601828622,1.1098236689546699,1.111574464487784,8.826910710554511,1.016363114418858,0.10190989830384933,-0.1088141013970032,-0.07371310528408381,H1,1.1773868083415056,0.13507505074368376,-0.17052999601828656,0.15705822959209118,DD,DD,-
U56,U56,GROSS,0.75,0.0,True,False,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,9.451966076017927,1.0163842999145696,0.10915564078622952,-0.11638322019804193,-0.07388289242805428,H1,1.17749120356185,0.14486778681551393,-0.18207063572861204,0.10001203539632986,DD,DD,-
U56,U56,GROSS,0.8,0.0,False,False,0.1372045591754698,1.1075821979491802,-0.1935264825671691,1.1098854833005565,1.1117770867248447,10.077628172950291,1.0163933831996361,0.11639120226471467,-0.12392432363340966,-0.07406700265561465,H1,1.1775842807296992,0.15467264025819638,-0.1935264825671692,0.04338497833254089,DD,DD,-
U56,U56,GROSS,0.9,0.0,False,False,0.15444767608908472,1.1076591465633887,-0.21618504589557563,1.109893131786273,1.1119325356319494,11.332429551538763,1.0163695442968035,0.13082640910089594,-0.1389221149980241,-0.07448982179020283,H1,1.1777329895987005,0.1743122082037467,-0.2161850458955754,-0.06861789466874801,DD,DD,DD
U56,U56,GROSS,1.0,0.0,False,False,0.17167599048314908,1.1076822412577438,-0.23850902493128767,1.1098474798763216,1.112034506817548,12.594089597991042,1.0162940502666915,0.14520636821817967,-0.15387002317843412,-0.16240902272367158,DD,1.1778258965716302,0.19398011607584031,-0.23850902493128778,-0.17896689396676316,DD,DD,DD
