panel,cost,conv,volcap,trend_half_pp,trend_half_dS,vol_half_pp_trendon,vol_half_dS_trendon,vol_half_pp_trendoff,vol_half_dS_trendoff
U56,0,rw,0.30,-1.1728579938860673,-0.11604196284382584,-3.9461674891865917,-0.13867957969035238,-3.7025131760984653,0.011012373810496134
U56,0,rw,0.45,-0.8147566313169818,-0.013817655441919596,-1.7799423971443407,-0.04763417171214823,-1.8943894466252997,-0.00016652561320595893
U56,0,rw,0.60,-1.069786293608166,-0.01029137568434324,-1.1015261330694193,-0.0317127290962298,-0.9609435202591943,0.01222863724513612
U56,0,rw,0.90,-1.2919368869104497,-0.0047491029448070154,-0.8796179608850707,-0.05174452601929014,-0.5168847547725619,-0.013345432417460446
U56,0,rw,off,-0.9292036807979409,0.03364999065702268,0.0,0.0,0.0,0.0
U56,0,dg,0.30,-2.1012410848790575,-0.08026068552246524,-3.3367996320793125,-0.14351628691791363,-6.071983260567748,0.023071657667476986
U56,0,dg,0.45,-3.0788370953992006,0.025718998583811103,-1.3168994929989575,-0.03801752102298961,-3.07448711096725,0.022590739456124664
U56,0,dg,0.60,-4.066753082252661,0.016786545030030853,-0.8764552782435153,-0.05322298878757614,-1.6461269093583475,0.016317725245318382
U56,0,dg,0.90,-4.265023662698075,0.08089386964116696,-0.33222469697604673,-0.027501113742808725,-0.9036257476454645,-0.022067724321050308
U56,0,dg,off,-4.836424713367493,0.08632725906292538,0.0,0.0,0.0,0.0
U56,10,rw,0.30,-1.707720089352338,-0.1778305721308432,-4.240867284651628,-0.19501881943814403,-4.219235777825325,-0.04891984923218762
U56,10,rw,0.45,-1.4570999632113502,-0.07762036498047609,-1.8972099456661562,-0.06828853508580757,-2.1261985649808413,-0.022399772030218257
U56,10,rw,0.60,-1.7679025789089087,-0.07566458797996023,-1.159483758813451,-0.04223759372293934,-1.0776697624305775,0.0016953923321341158
U56,10,rw,0.90,-2.030730512541812,-0.07077678271012178,-0.894735562778215,-0.05523845125647897,-0.5500936327624384,-0.01619327047124397
U56,10,rw,off,-1.6860885825260352,-0.031731601924886776,0.0,0.0,0.0,0.0
U56,10,dg,0.30,-2.196563954957842,-0.11273339889121758,-3.374474448206266,-0.17275099809758698,-6.2603810508757185,-0.011956918364836477
U56,10,dg,0.45,-3.241685750948853,-0.009616961003725777,-1.3409360648972468,-0.04874302870544911,-3.1817208715756884,0.008934613139809588
U56,10,dg,0.60,-4.26517147099803,-0.01995220429350142,-0.8909621538102597,-0.058475783730862485,-1.7082612404395237,0.009537101404171855
U56,10,dg,0.90,-4.4984361042305965,0.043021379277027316,-0.33656937109054486,-0.02890379199672033,-0.9206038244872428,-0.023864490432214724
U56,10,dg,off,-5.082470557627294,0.04806068084153292,0.0,0.0,0.0,0.0
SMALL439,0,rw,0.30,-1.1193952719962486,-0.09853574972941903,-2.6554899281040933,-0.07275743697487425,-4.324234038236208,-0.08873012036798589
SMALL439,0,rw,0.45,-0.5671027737313095,-0.026948273587823146,-2.2261413707244992,-0.08764262795350808,-4.447177979121553,-0.1752027874882156
SMALL439,0,rw,0.60,-1.0511870225548225,-0.05211068550891029,-2.5239297865523813,-0.1382081735170344,-4.260882146125922,-0.20060592113065479
SMALL439,0,rw,0.90,-1.6851828046933637,-0.06908155797658067,-1.2811309652568603,-0.0695953238467718,-2.3840875426918595,-0.11502219899272181
SMALL439,0,rw,off,-2.788139382128363,-0.11450843312253067,0.0,0.0,0.0,0.0
SMALL439,0,dg,0.30,-0.7123194421801093,-0.11731609093624196,-3.3533252465716368,-0.3090042030624116,-9.071237381026576,-0.2873892070280796
SMALL439,0,dg,0.45,-1.8192645144192277,-0.10510158139234882,-2.5450545093611554,-0.23407722445391704,-7.156021571576976,-0.22467673796347815
SMALL439,0,dg,0.60,-2.449413684227153,-0.060714198955636456,-1.8753768779395275,-0.18274237613906547,-5.856194770347423,-0.21772927208533893
SMALL439,0,dg,0.90,-3.7061886337880656,-0.03481589174786448,-0.8682195192263098,-0.08581845876858474,-3.5922624620732924,-0.14670366192263018
SMALL439,0,dg,off,-6.430231576635048,-0.09570109490190992,0.0,0.0,0.0,0.0
SMALL439,10,rw,0.30,-1.5446836400924147,-0.13893441086759067,-3.9409700866860575,-0.21654354082278982,-6.099382231513029,-0.2523571052192047
SMALL439,10,rw,0.45,-1.186568561466017,-0.07932752467464887,-2.8050350654927447,-0.14813421003487454,-5.321562288946113,-0.2435546606242312
SMALL439,10,rw,0.60,-1.7879719921787718,-0.10830134315035206,-2.8124021341232153,-0.1672738601886251,-4.727525926863829,-0.2337204923022786
SMALL439,10,rw,0.90,-2.539410355713412,-0.1290149871196251,-1.3698388987138266,-0.07904062609401719,-2.5335243279198005,-0.12477361423839761
SMALL439,10,rw,off,-3.7030957849193857,-0.17474797526400554,0.0,0.0,0.0,0.0
SMALL439,10,dg,0.30,-0.6000941505326374,-0.13632386905816438,-3.2768538795178825,-0.3982146894458475,-9.300062536304065,-0.4005065712983816
SMALL439,10,dg,0.45,-1.7370937472264592,-0.13796511490714597,-2.5565541802351266,-0.27605065990304434,-7.442763240327488,-0.2767012959065968
SMALL439,10,dg,0.60,-2.449101759234984,-0.09853814319795628,-1.8957879347412332,-0.20378137505825344,-6.06998898282507,-0.2438589827709956
SMALL439,10,dg,0.90,-3.82615529138699,-0.07658825664406727,-0.8786608886642622,-0.0925836362872095,-3.6758084045960926,-0.15461113055384068
SMALL439,10,dg,off,-6.6233028073188205,-0.13861575091069844,0.0,0.0,0.0,0.0
