SET,TOL,CHOOSER,panel,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep_4a,keep_4b,keep_4b_OOS
ALL4,T_NONE,CH_ANCHOR,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_NONE,CH_ANCHOR,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_NONE,CH_ANCHOR,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_NONE,CH_WIDEST,U56,0.15812582445245504,1.1129710067224137,-0.2245551801328194,1.0903203550637566,1.1493730311232675,0.1637535480868566,1.127840884532439,-0.22455518013281928,False,False,False
ALL4,T_NONE,CH_WIDEST,B136,0.1474492380354262,0.9368010011716258,-0.28694818362899344,1.1009856847704917,0.8166928806771088,0.13706408138185067,0.8441143710490847,-0.2869481836289939,False,False,False
ALL4,T_NONE,CH_WIDEST,SMALL,0.0833513961815564,0.5486153320769209,-0.37411836270629717,0.6329061795683745,0.5018120711902465,0.08599622215317582,0.5410770082364208,-0.37411836270629684,False,False,False
ALL4,T_NONE,CH_RESOLVED,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_NONE,CH_RESOLVED,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_NONE,CH_RESOLVED,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_EXACT,CH_ANCHOR,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_EXACT,CH_ANCHOR,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_EXACT,CH_ANCHOR,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_EXACT,CH_WIDEST,U56,0.159768638389302,1.0891048405530286,-0.22455518013281894,1.105336602702556,1.0985961010070755,0.16608727686704539,1.0958237275331024,-0.22455518013281905,False,False,False
ALL4,T_EXACT,CH_WIDEST,B136,0.13885777464189375,0.8846935081464294,-0.28694818362899344,1.1009856847704917,0.7255348886111734,0.125046137431444,0.77564153522116,-0.2869481836289939,False,False,False
ALL4,T_EXACT,CH_WIDEST,SMALL,0.09210785944109534,0.5952463520495034,-0.3741183627062967,0.7470416997520783,0.5018120711902465,0.08599622215317582,0.5410770082364208,-0.37411836270629684,False,False,False
ALL4,T_EXACT,CH_RESOLVED,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_EXACT,CH_RESOLVED,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_EXACT,CH_RESOLVED,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_095,CH_ANCHOR,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_095,CH_ANCHOR,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_095,CH_ANCHOR,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_095,CH_WIDEST,U56,0.159768638389302,1.0891048405530286,-0.22455518013281894,1.105336602702556,1.0985961010070755,0.16608727686704539,1.0958237275331024,-0.22455518013281905,False,False,False
ALL4,T_095,CH_WIDEST,B136,0.13885777464189375,0.8846935081464294,-0.28694818362899344,1.1009856847704917,0.7255348886111734,0.125046137431444,0.77564153522116,-0.2869481836289939,False,False,False
ALL4,T_095,CH_WIDEST,SMALL,0.09210785944109534,0.5952463520495034,-0.3741183627062967,0.7470416997520783,0.5018120711902465,0.08599622215317582,0.5410770082364208,-0.37411836270629684,False,False,False
ALL4,T_095,CH_RESOLVED,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_095,CH_RESOLVED,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_095,CH_RESOLVED,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_090,CH_ANCHOR,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_090,CH_ANCHOR,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_090,CH_ANCHOR,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_090,CH_WIDEST,U56,0.1595752274094,1.0952235516231779,-0.22455518013281894,1.105336602702556,1.1077406608439035,0.16581245243604825,1.103945653179601,-0.22455518013281905,False,False,False
ALL4,T_090,CH_WIDEST,B136,0.1350981514829137,0.8674768254918798,-0.28694818362899344,1.1009856847704917,0.6925575411961995,0.11979885916457844,0.7516361302141766,-0.2869481836289939,False,False,False
ALL4,T_090,CH_WIDEST,SMALL,0.09251465400990622,0.5961282614303985,-0.37411836270629684,0.7469057999246251,0.5018120711902465,0.08599622215317582,0.5410770082364208,-0.37411836270629684,False,False,False
ALL4,T_090,CH_RESOLVED,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_090,CH_RESOLVED,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
ALL4,T_090,CH_RESOLVED,SMALL,0.07447405618000791,0.48888467814412,-0.3581405418032817,0.6925498264947522,0.36249768073989097,0.07086077006544778,0.4534302580652866,-0.3581405418032817,False,False,False
ALL4,T_080,CH_ANCHOR,U56,0.16890194301828143,1.219918122108594,-0.19127561830465023,1.2635422378766217,1.204336900166008,0.1716196082191408,1.1759465345181017,-0.19127561830465023,False,True,True
ALL4,T_080,CH_ANCHOR,B136,0.1636366333867525,1.077649394639459,-0.2074030226784952,1.3055401033243341,0.9100590020303296,0.1628665539757932,1.024015074035567,-0.20740302267849475,False,False,False
