panel,mech,freq,hold,CAGR,Sharpe,MaxDD,H1,H2,turn_yr,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,pass4a
U56,CAND20,D,0,0.1130695366733796,0.9702146811938596,-0.18337216286830704,0.9514754210217491,0.9911366636697868,25.815624406091022,0.13092262170858882,1.0620731486953552,-0.18337216286830682,False,False
U56,CAND20,D,5,0.12894678380602342,1.0667345895665878,-0.17160878235034527,1.0470894122722434,1.0898843355906174,15.166940097620998,0.14828861620344025,1.1537348264037217,-0.1716087823503455,True,False
U56,CAND20,D,21,0.14203112004859975,1.1132252374527998,-0.20188696387039184,1.2190286128635215,1.0375140847442708,8.488302520691708,0.1499886003277906,1.1023924343743483,-0.20188696387039196,True,False
U56,CAND20,D,63,0.1518278488560536,1.0910154901363527,-0.26232566577378613,1.2338758113166346,0.998299011879114,5.261049777862611,0.16362526525584764,1.0804941398765175,-0.26232566577378635,False,False
U56,CAND20,D,126,0.15418245757639903,1.0977079179818106,-0.2313086085733017,1.204142263015966,1.0323358747653755,4.059312071238496,0.1719911413770463,1.1219633479868307,-0.2313086085733016,False,False
U56,CAND20,W,0,0.1272724603341857,1.0606524904455705,-0.18308351902203612,1.0756286355793212,1.0547141873333674,10.792011078668367,0.14339023140535012,1.1252424151195661,-0.183083519022036,True,False
U56,CAND20,W,5,0.13108216647617232,1.0863036293633248,-0.1848248123803885,1.0889183124021695,1.0910549965086527,9.852592281960149,0.14948361403242716,1.1639868831630351,-0.18482481238038817,True,False
U56,CAND20,W,21,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.049232487247172,6.14345584006961,0.15388681224346845,1.1166795464756158,-0.20241626421443537,False,False
U56,CAND20,W,63,0.14948381406354772,1.1013999201094502,-0.25692120073193647,1.1998433771927466,1.0395983536662596,3.8712935732522777,0.16254771801486534,1.1046265416960457,-0.25692120073193647,False,False
U56,CAND20,W,126,0.1557866816870579,1.1397009737484207,-0.19127568902302317,1.203742907417884,1.097065152768937,2.8973943077144946,0.16969477580854853,1.1643314948267134,-0.19127568902302305,True,False
U56,CAND20,M,0,0.152627171790098,1.2121060493482891,-0.1950686665734842,1.2036418684517998,1.22660002228299,4.771229027457567,0.1749561105698203,1.3056734986331744,-0.1950686665734842,True,False
U56,CAND20,M,5,0.152627171790098,1.2121060493482891,-0.1950686665734842,1.2036418684517998,1.22660002228299,4.771229027457567,0.1749561105698203,1.3056734986331744,-0.1950686665734842,True,False
U56,CAND20,M,21,0.14833756570431778,1.11991327587494,-0.2524710892757249,1.174768022208316,1.0880556995918997,4.21968865599296,0.1666107591414605,1.164420246076921,-0.25247108927572515,False,False
U56,CAND20,M,63,0.15181854796632366,1.1396552363334564,-0.23940598342923003,1.2083521908746941,1.1003084632038158,2.9680148128453787,0.17133893104441045,1.182388793676529,-0.23940598342922992,False,False
U56,CAND20,M,126,0.14672070496000966,1.080835817350338,-0.23077357286098255,1.2246316260051378,0.988385737615356,2.144338438052346,0.15915014650748005,1.0755954811702544,-0.23077357286098277,False,False
U56,CAND20,Q,0,0.14296023614426545,1.0543557918897755,-0.2712234865349642,1.1392044458791926,1.003169077647587,2.7021204302825117,0.16141449127405294,1.091119777073039,-0.27122348653496386,False,False
U56,CAND20,Q,5,0.14296023614426545,1.0543557918897755,-0.2712234865349642,1.1392044458791926,1.003169077647587,2.7021204302825117,0.16141449127405294,1.091119777073039,-0.27122348653496386,False,False
U56,CAND20,Q,21,0.14296023614426545,1.0543557918897755,-0.2712234865349642,1.1392044458791926,1.003169077647587,2.7021204302825117,0.16141449127405294,1.091119777073039,-0.27122348653496386,False,False
