panel,L,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,100,0.75,0.0,0.12323077085470113,1.1539977964857164,-0.21461302314485364,0.5741998740287358,1.354800236984001,0.9797397862178205,1.2803726030954363,1.2036640916939119,0.11439578380799231,1.0562260558590664,-0.2146130231448532,False,False,True,True,True,False,True
U56,100,0.75,10.0,0.11544273725195975,1.0878498343156,-0.22012334318789162,0.5244456838610742,1.2915242044479383,0.9107336103788436,1.2153139654757321,1.078515600207769,0.10634988411841695,0.9891491695808857,-0.22012334318789128,False,False,True,True,True,False,True
U56,100,0.75,25.0,0.10385727775027798,0.9883492858137278,-0.22832194936726014,0.4548720700663851,1.1963564391850288,0.8069379117307971,1.1174912452993875,0.9142867009983726,0.09438484902767863,0.8882275868334395,-0.22832194936726002,False,False,True,False,True,False,False
U56,100,0.75,50.0,0.08480304482416434,0.8220722951612488,-0.2502241863922027,0.3389082648119539,1.0373273127408402,0.6335166467546748,0.9541005561849298,0.6892989121109878,0.07471693565137372,0.719529132715658,-0.25022418639220256,False,False,True,False,False,False,False
U56,150,0.75,0.0,0.1265801969191429,1.2068042840782067,-0.17633681755523523,0.717831923441021,1.361152576704507,1.0821690637397123,1.2712325123233503,1.435419939926273,0.12628287099861613,1.16070725626182,-0.17633681755523534,False,True,True,True,True,True,True
U56,150,0.75,10.0,0.12070330807121588,1.1557399679871776,-0.17770880137614598,0.6792196398631385,1.3106390201246927,1.0303208695605317,1.2194443539136446,1.3046441566346676,0.12020934808985761,1.110083468754553,-0.17770880137614564,False,True,True,True,True,True,True
U56,150,0.75,25.0,0.1119427809982727,1.0789937100174405,-0.17976421139253773,0.622720062748372,1.2347030826850351,0.9524138059697755,1.1416146494095023,1.1317612428729182,0.11115759573203565,1.0339971397670131,-0.17976421139253762,False,True,True,True,True,True,True
U56,150,0.75,50.0,0.09748689676108357,0.9508231322518728,-0.19299523305860022,0.5051259309160402,1.1078382430241365,0.8223513198234385,1.0116482941082967,0.8910107201889857,0.0962261520743557,0.9069216877635164,-0.19299523305860133,False,False,True,False,True,True,False
U56,200,0.75,0.0,0.13091115306515166,1.236081945622843,-0.17274816551070726,0.7578150116855368,1.2807509256361373,1.2090273914491203,1.180358816360604,1.2430758214498494,0.14353853330986377,1.2803390722324455,-0.17274816551070737,False,True,True,True,True,True,True
U56,200,0.75,10.0,0.12594978357199493,1.1933695908106956,-0.17392304314971851,0.7241696171540267,1.2364672466858724,1.167296002072809,1.1346044674593434,1.1398035382729579,0.13852464950781207,1.2397071765466103,-0.17392304314971785,False,True,True,True,True,True,True
U56,200,0.75,25.0,0.1185465394594245,1.1291912901285504,-0.1756836938565104,0.6747725805233089,1.169889847070909,1.104616438942883,1.065836403590113,1.0010733757351957,0.13104300062203,1.178665567851114,-0.1756836938565105,False,True,True,True,True,True,True
U56,200,0.75,50.0,0.1063106078235736,1.0220208374642827,-0.17861367175230702,0.5951986025515456,1.0586218343412692,1.000008065087603,0.9509640652165173,0.8048439043976536,0.11867736655768168,1.0767540132346374,-0.17861367175230713,False,False,True,True,True,True,False
U56,250,0.75,0.0,0.13034372379443826,1.2238706736670792,-0.17389882528834344,0.7495376899660707,1.3100866445447952,1.165271521684737,1.2155966754835206,1.1605961898752835,0.1396921547548835,1.2346211424032165,-0.173898825288344,False,True,True,True,True,True,True
U56,250,0.75,10.0,0.12593037247873196,1.1860879640562585,-0.1750499831994743,0.7193966556125334,1.271588671775971,1.1277826923324643,1.1758536447703758,1.0846020257874383,0.1351541487869783,1.1981099982863033,-0.17504998319947407,False,True,True,True,True,True,True
U56,250,0.75,25.0,0.11934095788220378,1.1293217120156906,-0.1767752402317493,0.6750999615429731,1.2136959361073376,1.071492220478027,1.116103470173694,0.9794349261958999,0.12837919777188955,1.1432758427676983,-0.17677524023174918,False,True,True,True,True,True,True
U56,250,0.75,50.0,0.10843975525507465,1.0345297415645143,-0.17964672413813565,0.6036277910177318,1.1168884728719628,0.9775832368469014,1.016231507497249,0.8243157241446438,0.11717259129479762,1.051764464690324,-0.17964672413813598,False,True,True,True,True,True,True
U56,300,0.75,0.0,0.12671127888091194,1.1701962578744187,-0.17800360067584897,0.7118467177057715,1.2513185810526763,1.1119066247099771,1.1555540601945054,1.0337391757939167,0.1351369357993355,1.1842130254334804,-0.1780036006758483,False,True,True,True,True,True,True
U56,300,0.75,10.0,0.12242050693705742,1.1341075947631325,-0.17907957374083672,0.6836095506583231,1.2123418856805903,1.077952179009862,1.1153851777874044,0.9631673390467616,0.13096022262403362,1.1509991691762576,-0.17907957374083716,False,True,True,True,True,True,True
U56,300,0.75,25.0,0.11601314410694519,1.0798811442714178,-0.18069226929804272,0.6420481881025436,1.1537168678107557,1.0269682418122763,1.0549866837128845,0.8657033276024729,0.12472239494702109,1.1011179038339853,-0.1806922692980426,False,True,True,True,True,True,True
U56,300,0.75,50.0,0.10541055918831832,0.9893194109409585,-0.1833767258958917,0.5748306317136611,1.0556759490355,0.941902321216167,0.9540349356630151,0.7223583622470549,0.11439826153684063,1.0178662764515993,-0.18337672589589205,False,False,True,True,True,True,False
U56,100,1.0,0.0,0.15963382481962474,1.1210262797960668,-0.2723213787881672,0.5861964474842072,1.3290713295524486,0.9389062031491234,1.254675541202339,1.1784550151334,0.14578668779059534,1.016868964511222,-0.2723213787881674,False,False,True,True,True,False,True
U56,100,1.0,10.0,0.14923178161048667,1.0569157400931153,-0.27903611009225426,0.5348117186737874,1.2680911435490412,0.8717175606170114,1.1919637520058042,1.0587232841668588,0.1350670706589454,0.9515906303394409,-0.27903611009225393,False,False,True,True,True,False,True
U56,100,1.0,25.0,0.1337953878998417,0.9604914028104223,-0.2890011206423615,0.46295802453103047,1.1763853687985897,0.7706699967625431,1.0976786724651126,0.9006318578940747,0.11916662813996726,0.8533888178879303,-0.2890011206423614,False,False,True,False,False,False,True
U56,100,1.0,50.0,0.10850649034732096,0.7993752664559942,-0.3091474011648606,0.3509862607237547,1.0231540449884031,0.6018688643254071,0.9402086286787728,0.6822476783008665,0.0931364364352496,0.6892640529877699,-0.3091474011648616,False,False,True,False,False,False,True
U56,150,1.0,0.0,0.16440289037060163,1.1725646464594388,-0.23449493353158612,0.7010935711685933,1.3337678610326904,1.0408371338444098,1.243967066528127,1.3864016470283773,0.162237195585601,1.1207155899129526,-0.23449493353158624,False,False,True,True,True,False,True
U56,150,1.0,10.0,0.15648468537884286,1.1227356174226684,-0.2362239657794205,0.6624420382687335,1.284711871959881,0.9900567342771226,1.1936506027096905,1.2627468282775065,0.1540580583748028,1.0711638628993574,-0.23622396577942062,False,False,True,True,True,False,True
U56,150,1.0,25.0,0.14470344197179053,1.0478517730365955,-0.2388131652174511,0.6059274070591164,1.2109712565906259,0.9137618010202893,1.1180372935950582,1.0983212787097203,0.14189200738186858,0.9966956527171272,-0.23881316521745088,False,False,True,True,True,False,True
U56,150,1.0,50.0,0.12532157741920535,0.9228058036092623,-0.2431169112626519,0.515478650861165,1.0877827864643985,0.7864106382745741,0.9917818939225929,0.8651399890545004,0.12188609560368646,0.8723404065961111,-0.2431169112626521,False,False,True,False,False,False,True
U56,200,1.0,0.0,0.17030054382337712,1.201728416708261,-0.2299676229676395,0.7405413928522512,1.2537450125288212,1.1677291870716016,1.153507222534832,1.1971134585475425,0.18588102761864755,1.240320117227432,-0.2299676229676395,False,False,True,True,True,False,True
U56,200,1.0,10.0,0.1636677374794857,1.1604224628583475,-0.23143958043721102,0.7071726330055648,1.2109434519866835,1.1273737338276295,1.109249813530472,1.0997489520593338,0.1791787324880838,1.2010516293259708,-0.23143958043721102,False,False,True,True,True,False,True
U56,200,1.0,25.0,0.15378538419563648,1.0983626711241536,-0.23364478801083488,0.6582016466316593,1.1465981187349945,1.0667672497930605,1.042735960286498,0.9682864290496876,0.16919261159408938,1.142064220896412,-0.23364478801083466,False,False,True,True,True,False,True
U56,200,1.0,50.0,0.1374915615644634,0.9947423463816243,-0.23731286202349577,0.5793683510961606,1.0390687184438803,0.9656343767375746,0.9316386920880466,0.7810158480772765,0.15272707929432028,1.0435965710638826,-0.23731286202349577,False,False,True,True,True,False,True
U56,250,1.0,0.0,0.16948259042915303,1.1894990903700864,-0.23139121890045777,0.7324503982238962,1.2829835322333376,1.1240263113630558,1.188573062553515,1.123884694830804,0.1804851804429377,1.1946263591038404,-0.23139121890045744,False,False,True,True,True,False,True
U56,250,1.0,10.0,0.1636102630369125,1.153139382942764,-0.2328314970497467,0.7026981534287674,1.2459879977331612,1.0879269927989255,1.1503503165892124,1.05213843258946,0.1744479824057905,1.1594886011929912,-0.23283149704974682,False,False,True,True,True,False,True
U56,250,1.0,25.0,0.154853990648961,1.098514841690613,-0.23498953154010382,0.6589825071528059,1.1903558994536607,1.0337285200539845,1.0928874828006578,0.9524300451353708,0.16544677527802554,1.1067221345930365,-0.23498953154010382,False,False,True,True,True,False,True
U56,250,1.0,50.0,0.14039841080071103,1.0073077949261933,-0.238579905412736,0.5884754231829628,1.0973304494767853,0.9433232692953494,0.9968416787405558,0.8044676244665024,0.15058922959175702,1.0186737382830504,-0.238579905412736,False,False,True,True,True,False,True
U56,300,1.0,0.0,0.16437111487658007,1.1365334770187352,-0.23778671730745038,0.6912544011617505,1.2252933268089445,1.0710719617821658,1.1296509051348822,1.0028561336848616,0.17411675360257095,1.144615875294517,-0.23778671730745027,False,False,True,True,True,False,True
U56,300,1.0,10.0,0.15872616079651936,1.1021753993516932,-0.2391247714446042,0.6637796654759792,1.1883387655617965,1.0386433813500564,1.0915528637161513,0.9370205820231767,0.1686109185517075,1.1129071192460789,-0.2391247714446042,False,False,True,True,True,False,True
U56,300,1.0,25.0,0.15030677911969192,1.0505525116993115,-0.24112985854767943,0.623343703782629,1.1327549357606033,0.9899557809521201,1.0342678623568557,0.845578994591334,0.16039777637075558,1.0652910865762018,-0.24112985854767943,False,False,True,True,True,False,True
U56,300,1.0,50.0,0.13640169232707522,0.964344810990225,-0.24446635572661646,0.5579569095373249,1.0397948240381183,0.9087333706653576,0.9385149352232773,0.7099871308703478,0.14682998649572698,0.985831348499502,-0.24446635572661668,False,False,True,True,True,False,True
B136,100,0.75,0.0,0.1229963475026441,1.1076457537970132,-0.18707939499821746,0.6574553413742654,1.297370480287019,0.9240423763142829,1.2000269640118115,1.0465687728111566,0.11114867711716503,1.0287389510800147,-0.18707939499821646,False,True,True,True,True,True,True
B136,100,0.75,10.0,0.11487145579684754,1.0414362118524503,-0.19630957093704127,0.585154637384889,1.2357890377436276,0.8532262915665039,1.1370792881741274,0.972174413799635,0.10288973571907856,0.9596859107516039,-0.1963095709370407,False,True,True,True,True,True,True
B136,100,0.75,25.0,0.10278969975298513,0.941923508493484,-0.2099653271360582,0.4895555907017785,1.1432636581253626,0.7467654278661936,1.0425295852205587,0.8651962474545818,0.09061160041296556,0.8558430412026731,-0.2099653271360583,False,False,True,False,False,False,False
B136,100,0.75,50.0,0.08293187500043375,0.7758099561275129,-0.2322284460154328,0.3571133356975678,0.9888689134761681,0.5690180507400335,0.8848347916412416,0.6983253969170492,0.07043876863958243,0.6823767869856288,-0.2322284460154319,False,False,True,False,False,False,False
