family,side,state,form,q,w,depth,cadence,base,gross,rate,gate_turn,gbar,CAGR_0,Sharpe_0,MaxDD_0,H1_0,H2_0,oCAGR_0,oSharpe_0,oMaxDD_0,fail4b_0,pass4b_0,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isCAGR,isSharpe,isMaxDD,fail4b,pass4b,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR,pass4a,fail4a,cagr_ratio,dd_ratio,sharpe_legs_ok,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,oCAGR_25,oSharpe_25,oMaxDD_25,fail4b_25,pass4b_25
CORR,LO,CORR,BINARY,0.07,252,0.25,D,EWALL,0.75,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.1037516948702486,1.0631683150602569,-0.15844264747951087,1.1017235097050595,1.0317794427081504,0.11132050950287953,1.1117158106387353,-0.15844264747951065,CAGR,False,0.10185315662779582,1.0454963915248983,-0.15844264747951087,1.0830395591076403,1.0149384820448002,0.10934198329573652,1.0938951004804576,-0.15844264747951098,0.0928277772290782,0.9842836504088108,-0.11128010647150177,CAGR,False,True,True,True,True,False,False,"H1,H2,DD",0.6731758343040528,0.4699154416944193,True,0.09901080556387387,1.018924191889433,-0.15844264747951087,1.0549494036770912,0.9896131582940167,0.10638010403080411,1.067091477558928,-0.15844264747951076,CAGR,False
CORR,LO,CORR,BINARY,0.07,252,0.25,D,EWALL,1.0,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.13840331860734123,1.0632512113199593,-0.20841177877563255,1.102005056315105,1.0317569522359522,0.14873788097967133,1.1116004942771205,-0.20841177877563233,DD,False,0.13579363228022756,1.0455972853601445,-0.20841177877563244,1.0833319695184709,1.0149388760353883,0.14601274634315042,1.0938032496529368,-0.20841177877563222,0.12350749524126359,0.9846065097574945,-0.1469349527341206,DD,False,True,True,True,False,True,False,"H1,H2,DD",0.8974978756669506,0.618115858549609,True,0.1318890982983687,1.0190521780182826,-0.20841177877563222,1.055258124960716,0.9896480379366519,0.14193589099359039,1.067035002579071,-0.20841177877563233,DD,False
CORR,LO,CORR,BINARY,0.07,252,0.25,D,TOP20,0.75,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.1483896286393387,1.2372268821803207,-0.19647486521671698,1.253404980680382,1.2297017844357367,0.16589692780472887,1.309254484819957,-0.1964748652167171,-,True,0.14641490975461746,1.222604895146178,-0.1964748652167172,1.2375719280361788,1.2160231831039776,0.16382236630561975,1.2949100962920643,-0.1964748652167172,0.1256275451912945,1.128669346639543,-0.11210595212502783,-,True,True,True,True,True,True,False,DD,0.9676968519375204,0.582712890366872,True,0.1434585049289947,1.200619154514563,-0.1964748652167172,1.213768245311857,1.195454065019813,0.16071671758037342,1.273336548162194,-0.19647486521671698,-,True
CORR,LO,CORR,BINARY,0.07,252,0.25,D,TOP20,1.0,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.19968253203944974,1.2393519017226964,-0.25430421363550904,1.256010982504874,1.231347466848479,0.22360205953280654,1.3109221333041852,-0.25430421363550904,DD,False,0.19693344777402877,1.224758618657463,-0.25430421363550937,1.2402165783312478,1.2176908488513616,0.22070138041014964,1.2965980988841885,-0.2543042136355089,0.16869449000016257,1.1314841321328912,-0.14712786894607055,DD,False,True,True,True,False,True,False,DD,1.3015879173201463,0.7542254486168932,True,0.19282034662534508,1.202816073726521,-0.25430421363550915,1.2164709880483529,1.1971548520037931,0.21636189880429435,1.2750552134519304,-0.25430421363550926,DD,False
CORR,LO,CORR,BINARY,0.07,252,0.25,D,RULESv2,0.75,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.08625743673296427,1.2334169111738371,-0.1189657147133022,1.2729209816493132,1.201676347571161,0.09379797404616541,1.2996302613232975,-0.1189657147133022,CAGR,False,0.08438876483767888,1.2084953307870683,-0.11896571471330253,1.24647708376252,1.1779994617858771,0.09185028333879819,1.2747077338194044,-0.11896571471330242,0.07539712978927304,1.124021176466997,-0.08318558081555627,CAGR,False,True,True,True,True,False,False,"H2,DD",0.5577488126665473,0.3528332003113182,True,0.08159112811209179,1.1709670649171633,-0.1189657147133022,1.206668561039484,1.1423372223653696,0.08893456629604568,1.237159139620352,-0.1189657147133022,CAGR,False
CORR,LO,CORR,BINARY,0.07,252,0.25,D,RULESv2,1.0,0.10643564356435643,2.2965796579657964,0.9733910891089109,0.11547622465990526,1.2331772444035258,-0.15704959672521634,1.2734782988901354,1.2007919241395093,0.1257155896360851,1.298789328210204,-0.157049596725216,-,True,0.11291869248214059,1.20826944325432,-0.157049596725216,1.247039005122677,1.1771348477928052,0.12304441686452461,1.2738866047246489,-0.15704959672521623,0.10074618386908085,1.124538965462654,-0.11043447353538338,-,True,True,True,True,True,True,False,"H2,DD",0.7463110377419903,0.46578387692369133,True,0.10909219152952776,1.1707619599211565,-0.15704959672521623,1.2072372868649939,1.141502606203821,0.11904829214772028,1.2363680096043368,-0.15704959672521612,-,True
CORR,LO,CORR,BINARY,0.07,252,0.25,W,EWALL,0.75,0.10598559855985598,1.1908190819081907,0.973503600360036,0.10308675527366162,1.0556576023128843,-0.15844264747951042,1.1014697221107517,1.0179728062789686,0.10992466936999046,1.097062669462129,-0.15844264747951076,CAGR,False,0.10210209833529715,1.04646483039613,-0.15844264747951065,1.0906502420960085,1.010183109538912,0.1089788603523183,1.0885258553699184,-0.15844264747951076,0.09380928950731837,0.9932815483380545,-0.11128010647150244,CAGR,False,True,True,True,True,False,False,"H1,H2,DD",0.6748211592717677,0.4699154416944186,True,0.10062641508530712,1.032643159811631,-0.15844264747951053,1.0743836260034683,0.9984705225021957,0.1075613259852568,1.075687914906474,-0.15844264747951053,CAGR,False
CORR,LO,CORR,BINARY,0.07,252,0.25,W,EWALL,1.0,0.10598559855985598,1.1908190819081907,0.973503600360036,0.13747719134289538,1.0557397335963714,-0.20841177877563233,1.1017497065817914,1.0179586186863163,0.14679978171364927,1.0969527151038483,-0.20841177877563244,DD,False,0.13612361502641113,1.0465559024094993,-0.20841177877563222,1.0909358055560145,1.0101792236267522,0.14549728647399807,1.0884268494845806,-0.20841177877563222,0.1248446899343465,0.9935973870591638,-0.14693495273412005,DD,False,True,True,True,False,True,False,"H1,H2,DD",0.8996788233942736,0.6181158585496084,True,0.13409563692857907,1.0327477006743884,-0.20841177877563233,1.0746775806459603,0.9984821647863301,0.14354570801614241,1.0756054187414519,-0.2084117787756321,DD,False
CORR,LO,CORR,BINARY,0.07,252,0.25,W,TOP20,0.75,0.10598559855985598,1.1908190819081907,0.973503600360036,0.14646758218481004,1.221610048271937,-0.1964748652167171,1.249110479345469,1.2046699228197557,0.1624953600325567,1.2828165631287587,-0.1964748652167172,-,True,0.14544487907343373,1.214032201120909,-0.19647486521671675,1.2399612086742375,1.198378508807512,0.16150562935710577,1.2759720918866007,-0.1964748652167171,0.1262413641106881,1.134083918794885,-0.11103535199492331,-,True,True,True,True,True,True,False,DD,0.9612856494306343,0.5827128903668707,True,0.14391217597602157,1.202638227198678,-0.1964748652167171,1.2262048875423286,1.188918553157331,0.16002226616300996,1.265679442912836,-0.1964748652167171,-,True
CORR,LO,CORR,BINARY,0.07,252,0.25,W,TOP20,1.0,0.10598559855985598,1.1908190819081907,0.973503600360036,0.1969947984341507,1.223771839205057,-0.25430421363550926,1.251669995676879,1.2064107638678239,0.21883043862106866,1.2845837686126986,-0.25430421363550926,DD,False,0.1955716359146653,1.2162085834176346,-0.25430421363550915,1.2425428856391958,1.2001291658510898,0.21744774768662523,1.2777488234945897,-0.25430421363550926,0.16953632282396636,1.1368138309891451,-0.14574794137698555,DD,False,True,True,True,False,True,False,DD,1.2925873240646795,0.7542254486168926,True,0.19343939898927087,1.204836564240457,-0.25430421363550926,1.2288198944268987,1.1906839866854595,0.2153760062469836,1.267470509772453,-0.25430421363550926,DD,False
