K,window,stat,cost,n_refresh,n_switch,picks,turn_py,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,L1_H1,L2_H2,L4_DD,L5_CAGR,O3_OOS,O4_DD,O5_CAGR,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos
2,EXPANDING,IS_CAGRSLACK,0.0,7,5,306|223|166|18|30|33|33,2.14098768920312,0.11415868428520715,1.256002350100744,-0.14725175699404003,1.1239032151444108,1.3818063459417615,0.1284546153888646,1.3064763328126765,-0.14725175699404025,0.07132191440813163,0.5469173273326955,0.05505197821000274,0.01146113256370343,0.4328151963400019,0.055051978210002434,0.021652441879778245,True,True,True,False,False
2,EXPANDING,IS_CAGRSLACK,10.0,7,5,306|223|166|18|30|33|33,2.14098768920312,0.11177638314721361,1.2319594145471802,-0.1475248481020619,1.0956184116759093,1.3600617906989947,0.12595976549606913,1.2834265086809888,-0.1475248481020619,0.04303711093963014,0.5251727720899286,0.054778887101980867,0.009078831425709893,0.4097653722083142,0.05477888710198078,0.019157591986982775,True,True,True,False,False
2,EXPANDING,IS_CAGRSLACK,25.0,7,5,306|223|166|18|30|33|33,2.14098768920312,0.10821189245257234,1.1958249642413308,-0.14793439954129162,1.053114661356413,1.327381544979523,0.12222726769577696,1.248788968623445,-0.14793439954129184,0.0005333606201338714,0.49249252637045693,0.05436933566275115,0.005514340731068629,0.3751278321507704,0.054369335662750845,0.015425094186690608,True,True,True,False,False
2,EXPANDING,IS_CAGRSLACK,50.0,7,5,306|223|166|18|30|33|33,2.14098768920312,0.10229489478235854,1.1354342185359378,-0.14861675802205532,0.9821084143456825,1.2727583970124587,0.11603242359471677,1.1909077878926428,-0.14861675802205543,-0.07047288639059668,0.4378693784033927,0.05368697718198745,-0.0004026569391451795,0.3172466514199682,0.053686977181987255,0.009230250085630415,False,True,False,False,False
2,EXPANDING,IS_LEGS,0.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07446525934016823,1.1386407912035572,-0.11198975866233718,0.9139180278946781,1.3268969175294698,0.0889440969079367,1.2740916706148486,-0.11198975866233729,-0.13866327284160107,0.49200789892040375,0.09031397654170559,-0.028232292381335483,0.400430534142174,0.09031397654170539,-0.01785807660114966,False,False,False,False,False
2,EXPANDING,IS_LEGS,10.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07278708111563903,1.1145418801629936,-0.11230133491091865,0.8863528796517894,1.3048407710535925,0.0872653674695667,1.2516640585644974,-0.11230133491091854,-0.16622842108448976,0.46995175244452647,0.09000240029312412,-0.029910470605864686,0.37800292209182274,0.09000240029312415,-0.019536806039519655,False,False,False,False,False
2,EXPANDING,IS_LEGS,25.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07027443647742104,1.0783306809970028,-0.11276860999327798,0.8449382438535501,1.2717021384955096,0.08475189476903355,1.2179710348568464,-0.11276860999327787,-0.2076430568827291,0.43681311988644356,0.08953512521076479,-0.03242311524408267,0.3443098983841718,0.08953512521076482,-0.022050278740052803,False,False,False,False,False
2,EXPANDING,IS_LEGS,50.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.06609899388754625,1.017830602205468,-0.11354716370044926,0.7757718924110762,1.2163377010359964,0.08057506874423193,1.1616907202623354,-0.11354716370044926,-0.27680940832520295,0.3814486824269303,0.0887565715035935,-0.03659855783395746,0.2880295837896608,0.08875657150359342,-0.02622710476485443,False,False,False,False,False
2,EXPANDING,IS_SHARPE,0.0,7,2,446|472|241|241|241|241|241,1.8081841307137387,0.09597738733373595,1.240239532880712,-0.12574816391254817,1.0941115332111189,1.3728031439660395,0.1131561989542138,1.3458697228844116,-0.12574816391254806,0.04153023247483967,0.5379141253569735,0.0765555712914946,-0.006720164387767763,0.472208586411737,0.07655557129149462,0.006354025445127448,False,True,False,False,False
2,EXPANDING,IS_SHARPE,10.0,7,2,446|472|241|241|241|241|241,1.8081841307137387,0.09399811027461102,1.2165248595916967,-0.12615869605737684,1.0650774195016388,1.3524917807677608,0.11117751847160684,1.3242985754409482,-0.1261586960573764,0.01249611876535961,0.5176027621586947,0.07614503914666593,-0.008699441446892692,0.4506374389682736,0.07614503914666629,0.004375344962520483,False,True,False,False,False
2,EXPANDING,IS_SHARPE,25.0,7,2,446|472|241|241|241|241|241,1.8081841307137387,0.0910354872775041,1.1808820362362349,-0.12677427837115418,1.0214367074602737,1.3219763278955239,0.10821577227956514,1.2918857100307328,-0.12677427837115407,-0.031144593276005494,0.4870873092864578,0.07552945683288859,-0.011662064443999615,0.4182245735580582,0.07552945683288861,0.00141359877047878,False,True,False,False,False
2,EXPANDING,IS_SHARPE,50.0,7,2,446|472|241|241|241|241|241,1.8081841307137387,0.08611451736088194,1.1213076414210348,-0.127799673271768,0.9485115898513221,1.2709953011128425,0.10329621551548018,1.2377257685484073,-0.12779967327176778,-0.10406971088495709,0.4361062825037765,0.07450406193227477,-0.01658303436062178,0.3640646320757327,0.0745040619322749,-0.0035059579936061736,False,False,False,False,False
2,ROLL4,IS_CAGRSLACK,0.0,7,6,306|396|367|272|95|187|229,2.174156949277082,0.09015560891717267,1.0972468664964161,-0.11937002097886407,0.9048577706742994,1.2651361759488793,0.10575475312611116,1.2178106051230357,-0.11937002097886396,-0.1477235300619798,0.4302471573398132,0.0829337142251787,-0.012541942804331047,0.3441494686503611,0.08293371422517873,-0.0010474203829752005,False,False,False,False,False
2,ROLL4,IS_CAGRSLACK,10.0,7,6,306|396|367|272|95|187|229,2.174156949277082,0.08778811132884923,1.0705472606345703,-0.11955699760730099,0.875533345248014,1.2404060483753443,0.10331798525312008,1.191991073877642,-0.11955699760730076,-0.17704795548826524,0.40551702976627824,0.08274673759674178,-0.014909440392654488,0.3183299374049674,0.08274673759674192,-0.003484188255966275,False,False,False,False,False
2,ROLL4,IS_CAGRSLACK,25.0,7,6,306|396|367|272|95|187|229,2.174156949277082,0.08424581926559238,1.0304155119121854,-0.11983743214418519,0.8314962924077338,1.2032115642826235,0.09967218639304098,1.1531682349362602,-0.1198374321441853,-0.22108500832854538,0.3683225456735575,0.08246630305985758,-0.018451732455911335,0.27950709846358557,0.08246630305985739,-0.007129987116045372,False,False,False,False,False
2,ROLL4,IS_CAGRSLACK,50.0,7,6,306|396|367|272|95|187|229,2.174156949277082,0.07836580150693617,0.9633417569441786,-0.12030474196006169,0.7580097367377804,1.140980986343361,0.09362071569634556,1.0882430806167058,-0.12030474196006191,-0.2945715639984988,0.30609196773429503,0.08199899324398108,-0.024331750214567543,0.2145819441440312,0.08199899324398077,-0.013181457812740799,False,False,False,False,False
2,ROLL4,IS_LEGS,0.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07446525934016823,1.1386407912035572,-0.11198975866233718,0.9139180278946781,1.3268969175294698,0.0889440969079367,1.2740916706148486,-0.11198975866233729,-0.13866327284160107,0.49200789892040375,0.09031397654170559,-0.028232292381335483,0.400430534142174,0.09031397654170539,-0.01785807660114966,False,False,False,False,False
2,ROLL4,IS_LEGS,10.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07278708111563903,1.1145418801629936,-0.11230133491091865,0.8863528796517894,1.3048407710535925,0.0872653674695667,1.2516640585644974,-0.11230133491091854,-0.16622842108448976,0.46995175244452647,0.09000240029312412,-0.029910470605864686,0.37800292209182274,0.09000240029312415,-0.019536806039519655,False,False,False,False,False
2,ROLL4,IS_LEGS,25.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.07027443647742104,1.0783306809970028,-0.11276860999327798,0.8449382438535501,1.2717021384955096,0.08475189476903355,1.2179710348568464,-0.11276860999327787,-0.2076430568827291,0.43681311988644356,0.08953512521076479,-0.03242311524408267,0.3443098983841718,0.08953512521076482,-0.022050278740052803,False,False,False,False,False
2,ROLL4,IS_LEGS,50.0,7,0,0|0|0|0|0|0|0,1.5634239548142048,0.06609899388754625,1.017830602205468,-0.11354716370044926,0.7757718924110762,1.2163377010359964,0.08057506874423193,1.1616907202623354,-0.11354716370044926,-0.27680940832520295,0.3814486824269303,0.0887565715035935,-0.03659855783395746,0.2880295837896608,0.08875657150359342,-0.02622710476485443,False,False,False,False,False
2,ROLL4,IS_SHARPE,0.0,7,6,446|396|241|25|187|105|229,2.050080625655228,0.0882516509416591,1.1593964988654317,-0.12424344423246203,1.0898954578141042,1.22798303561329,0.10258343340913045,1.2631665103407204,-0.1242434442324617,0.03731415707782504,0.39309401700422386,0.07806029097158074,-0.014445900779844617,0.38950537386804573,0.07806029097158099,-0.004218740099955903,False,False,False,False,False
2,ROLL4,IS_SHARPE,10.0,7,6,446|396|241|25|187|105|229,2.050080625655228,0.0860230582502044,1.1321085292842092,-0.12451162688697437,1.0607353278164349,1.201841130231699,0.10024805297801653,1.2365754928313872,-0.12451162688697448,0.008154027080155668,0.36695211162263286,0.0777921083170684,-0.016674493471299318,0.3629143563587126,0.0777921083170682,-0.006554120531069824,False,False,False,False,False
2,ROLL4,IS_SHARPE,25.0,7,6,446|396|241|25|187|105|229,2.050080625655228,0.0826880459200543,1.0910720358320984,-0.12491382986611654,1.016920607603044,1.1625065814253677,0.09675354815053572,1.1965771301978594,-0.12491382986611643,-0.03566069313323528,0.3276175628163016,0.07738990533792622,-0.020009505801449418,0.32291599372518476,0.07738990533792625,-0.010048625358550639,False,False,False,False,False
