conv,panel,n,n_tradable,mean_elig,sat_share,mean_gross,mean_held,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,pass_4a,fail_4b,pass_4b
FIXED,U56,5,56,37.91921664626683,0.0024479804161566705,0.7406192664355173,4.934926283680732,17.28489193856,0.17029807337470926,0.9779552268822402,-0.2157977985023959,0.9701824711656836,0.9936518604194359,0.9577308420825544,0.9938232266964573,0.18450685681430068,-0.2157977985023969,False,DD,False
FIXED,U56,10,56,37.91921664626683,0.025703794369645042,0.7388465501155221,9.847229283172343,13.611309088372764,0.13113473080057214,0.9522717029850674,-0.17538190355779537,0.9625326377884578,0.9523093004001012,0.9264920569159065,0.9713041910854872,0.14305502309526497,-0.17538190355779537,False,-,True
FIXED,U56,20,56,37.91921664626683,0.09547123623011015,0.7213248935075551,19.228520589730554,9.617577047630485,0.12500418731827478,1.0917979074678539,-0.18308348697878096,1.0593569411503958,1.1266412450934877,0.9555830866407248,1.167991233806965,0.14360571273280298,-0.18308348697878107,False,-,True
FIXED,U56,30,56,37.91921664626683,0.1835985312117503,0.6950440439781048,27.792577529232332,6.978500408780637,0.10895906768473718,1.1019238595997969,-0.16562311744972702,0.9538206145843685,1.2361935108803828,0.8550873921628118,1.2382460376991062,0.1302167719154561,-0.16562311744972658,False,-,True
FIXED,U56,40,56,37.91921664626683,0.42472460220318237,0.6555846121714256,34.952974072191154,5.068491592406817,0.0933974850592647,1.1052822626106913,-0.13972400558977816,0.9443615734495923,1.2516379644009281,0.8155315378797191,1.2662442817436643,0.11325660646213853,-0.13972400558977793,False,CAGR,False
FIXED,U56,60,56,37.91921664626683,1.0,0.4737103775467062,37.877732587697004,3.0121248532828733,0.06346196849271712,1.0964030295619998,-0.1000377313872336,0.9335225311296195,1.2431280071587631,0.8090918197850925,1.2549831331338466,0.0768181311175109,-0.10003773138723338,True,CAGR,False
FIXED,ETF36,5,36,24.416156670746634,0.01346389228886169,0.7383559563397264,4.921453990849009,14.452488651617207,0.05814975435699643,0.5104812416875409,-0.23362769098213176,0.3864827314959661,0.6131858351418036,0.3665234952293039,0.5861845086605967,0.07283499487167422,-0.2254226019006067,False,"H1,H2,OOS,DD,CAGR",False
FIXED,ETF36,10,36,24.416156670746634,0.08200734394124846,0.7212890741728463,9.615658362989324,11.46909434086729,0.06650031423703728,0.6866582170028832,-0.18527491134234364,0.6037261003653865,0.7605033131903184,0.532723484945586,0.7687925551603697,0.08061980508086819,-0.18527491134234364,False,"H1,H2,OOS,CAGR",False
FIXED,ETF36,20,36,24.416156670746634,0.20563035495716034,0.6803513743293356,18.14006100660905,6.670429199201329,0.06549820767640036,0.8127641433674964,-0.15168285881703947,0.6520364900713753,0.9548804744454347,0.5770594239918132,0.9418936547049168,0.08073733344914702,-0.15168285881703936,True,"H1,CAGR",False
FIXED,ETF36,30,36,24.416156670746634,0.7025703794369645,0.5985690807660213,23.938993390950685,3.837862001136532,0.047929102612020325,0.7662468020786911,-0.11816952859307184,0.5812225581774991,0.926589849808222,0.4918859618120579,0.9165167649268859,0.06084086089958585,-0.11816952859307184,True,"H1,CAGR",False
FIXED,ETF36,40,36,24.416156670746634,1.0,0.4575418369428561,24.39654295882054,2.738725886106715,0.03640022785482433,0.7684558231653221,-0.08935157942999383,0.5798113799676434,0.9314649153452864,0.4919923191467003,0.9195986535593832,0.04613221023732561,-0.08935157942999383,True,"H1,CAGR",False
FIXED,ETF36,60,36,24.416156670746634,1.0,0.3050537205795572,24.39654295882054,1.8326145616862342,0.024378923348202575,0.7685136214708937,-0.06001488251317355,0.5790248601021749,0.9322365599540663,0.4909105483347066,0.920287224739271,0.03082733248320091,-0.06001488251317366,True,"H1,CAGR",False
FIXED,ETF24,5,24,17.36107711138311,0.08812729498164015,0.704354702223703,4.694712760549059,12.863913002356902,0.06606154145800502,0.576484230652231,-0.23414432866141743,0.4944431458652514,0.6485239182869073,0.495264387302715,0.6215308035376078,0.07610352647674401,-0.23414432866141566,False,"H1,H2,OOS,DD,CAGR",False
FIXED,ETF24,10,24,17.36107711138311,0.15422276621787026,0.6791548887777967,9.053380782918149,9.243557451078225,0.0691561149849158,0.6843441269702881,-0.21484725241238656,0.6219937511464566,0.7413525882213867,0.5944281834857116,0.7347269751632187,0.07867828463148552,-0.21484725241238667,True,"H1,H2,OOS,DD,CAGR",False
FIXED,ETF24,20,24,17.36107711138311,0.47613219094247244,0.6177313178710961,16.4689883070666,4.057823962486905,0.06334396885943772,0.7574595154969961,-0.15233049239108376,0.65278278322302,0.8533522222739574,0.5303716996249822,0.888571103209948,0.07738655756737511,-0.15233049239108376,True,"H1,H2,CAGR",False
FIXED,ETF24,30,24,17.36107711138311,1.0,0.43354731085942805,17.335790543975598,2.3670576962048675,0.043917735531176394,0.7529019103225694,-0.11146283935084234,0.6463109716363911,0.8489222108963197,0.5237452189581259,0.8828191060025754,0.053792656809874995,-0.11146283935084267,True,"H1,H2,CAGR",False
FIXED,ETF24,40,24,17.36107711138311,1.0,0.32518507080326986,17.335790543975598,1.7878220521613235,0.03308999846653782,0.7528754317707678,-0.08423906022114591,0.6454697044803703,0.8496144612255745,0.522619684605206,0.8834371743459272,0.04046004294935468,-0.0842390602211458,True,"H1,H2,CAGR",False
FIXED,ETF24,60,24,17.36107711138311,1.0,0.21680722528264657,17.335790543975598,1.201433612530121,0.02215560018833873,0.7528034650631411,-0.0565882238440607,0.6445972340694199,0.8502484651299881,0.5214632830177529,0.8840008474882023,0.02704327200650214,-0.056588223844061036,True,"H1,H2,CAGR",False
FIXED,STK20,5,20,13.503059975520197,0.03182374541003672,0.7254913564305818,4.833248601931876,14.33699955913393,0.18725600341135462,1.0662931472298887,-0.18447211091294824,1.0038212040120411,1.1256588363295912,1.0248003704338693,1.0920195203817564,0.20215526955453544,-0.18447211091294824,False,-,True
FIXED,STK20,10,20,13.503059975520197,0.15299877600979192,0.7028173764382406,9.364768683274022,8.542656737993145,0.19012660592444064,1.298291902122335,-0.1726734608376871,1.2377670742233953,1.3565002180254044,1.1848325825744488,1.3635356506313179,0.21130645694099348,-0.17267346083768687,True,-,True
FIXED,STK20,20,20,13.503059975520197,0.99265605875153,0.5060060628736336,13.48118962887646,3.5343905294670375,0.11838598601127681,1.3003381674869559,-0.1211394688166969,1.1847599830882802,1.4074716069771136,1.0391687589154979,1.4458357630694096,0.13941730843529965,-0.1211394688166969,True,-,True
FIXED,STK20,30,20,13.503059975520197,1.0,0.33746179015098815,13.48118962887646,2.3717553233372275,0.07833457138567756,1.299581946467124,-0.08176246430681267,1.1839796268887244,1.4067141856552587,1.0381118239708613,1.4452198362688635,0.09191810025373814,-0.08176246430681222,True,CAGR,False
FIXED,STK20,40,20,13.503059975520197,1.0,0.25314426590816413,13.48118962887646,1.7866133214519682,0.058519783901118005,1.2991540330485758,-0.06170006561159147,1.1835446851651947,1.4062808355628005,1.0375443071535175,1.4448553565492954,0.06854362811244918,-0.06170006561159169,True,CAGR,False
FIXED,STK20,60,20,13.503059975520197,1.0,0.16879535648531085,13.48118962887646,1.1970658244827623,0.03885490457835572,1.2986959724240803,-0.041386637700763895,1.1830881615820057,1.4058094555550553,1.0369551586925176,1.4444555552138598,0.04542842257845314,-0.041386637700763784,True,CAGR,False
FIXED,B136,5,136,92.85801713586291,0.0012239902080783353,0.7448086797799203,4.963141840366039,21.449929736536777,0.15688176931323738,0.8425992830003888,-0.23360448342667073,0.8777868988733322,0.824638823370362,0.9124972375513386,0.8138426077132945,0.16050924299153935,-0.23360448342667006,False,"H1,H2,OOS,DD",False
FIXED,B136,10,136,92.85801713586291,0.006119951040391677,0.7451242624842874,9.931113370615149,17.54089902852326,0.1358855026648842,0.8692243525295696,-0.21444792932259593,1.0457013966674165,0.7345354131704929,1.0467249994848387,0.7830912652526079,0.1274626435621795,-0.21444792932259582,False,"H2,OOS,DD",False
FIXED,B136,20,136,92.85801713586291,0.012239902080783354,0.7432813454499884,19.814184036603965,13.753881792217772,0.1255282013940704,0.935991030753547,-0.20052048331108308,1.0617784075260728,0.8339833115883555,1.0251067862751462,0.8919165372280256,0.12486792010130943,-0.2005204833110832,True,H2,False
FIXED,B136,30,136,92.85801713586291,0.02447980416156671,0.7409204484697384,29.627859684799187,11.691421643046555,0.11861379159830765,0.9611984914921277,-0.20296607416739587,1.1167671348326793,0.8292149085308856,1.0719098431950154,0.9031992549593698,0.11536715176486134,-0.20296607416739576,True,"H2,DD",False
FIXED,B136,40,136,92.85801713586291,0.056303549571603426,0.7356281359705552,39.221911540416876,10.212793383029606,0.11599710186872203,0.9954532930143527,-0.19113372902660108,1.1217990576658303,0.8852212848603158,1.0274263982858798,0.9790278415998385,0.11784547596327943,-0.19113372902660142,True,-,True
FIXED,B136,60,136,92.85801713586291,0.11260709914320685,0.7182493379703614,57.444077275038126,8.047960642309352,0.10613658207269738,1.0086358661765682,-0.1901414482741901,1.0792256865523853,0.9466260333881685,0.9794287701383682,1.0264095330336584,0.11175642933138774,-0.19014144827419033,True,-,True
FIXED,BSTK100,5,100,68.44430844553244,0.006119951040391677,0.7386303106691685,4.92170818505338,20.69685140769933,0.15292222950990864,0.829267679689204,-0.22112603361760907,0.8500107139061079,0.8196037905174043,0.892481740036998,0.8003694058368261,0.15457017418308383,-0.22112603361760907,False,"H1,H2,OOS,DD",False
FIXED,BSTK100,10,100,68.44430844553244,0.006119951040391677,0.7406661481643156,9.871377732587696,17.067533555201898,0.13658832954293665,0.8759927098506007,-0.22426883407313591,1.0817027382045166,0.7119086465439912,1.0797786257279578,0.7727132689532417,0.12412953677451055,-0.22426883407313536,False,"H2,OOS,DD",False
FIXED,BSTK100,20,100,68.44430844553244,0.01591187270501836,0.7410120624319393,19.753431621759024,12.647367980321864,0.13247335811762095,0.9772021760328579,-0.20402298310419353,1.1301225485700932,0.8474549754765368,1.0520485674942817,0.9383178038128173,0.13172766443583872,-0.2040229831041933,True,"H2,DD",False
FIXED,BSTK100,30,100,68.44430844553244,0.04895960832313342,0.7352848415297797,29.40162684290798,10.492905080396223,0.12621879406980274,1.012384725052398,-0.1936530305053521,1.1756724604467708,0.8676829227202355,1.0780740073696486,0.9762737416940748,0.12489532717111596,-0.1936530305053521,True,-,True
FIXED,BSTK100,40,100,68.44430844553244,0.08445532435740515,0.7256730040855295,38.69039145907473,8.7952641663824,0.1206689954246889,1.034574287440427,-0.1904679315650557,1.1452916004235012,0.9351313394083266,1.0383418439841732,1.0332562706252537,0.12379178800483448,-0.1904679315650556,True,-,True
FIXED,BSTK100,60,100,68.44430844553244,0.23133414932680538,0.697340126226732,55.769191662430096,6.34030835763056,0.11395513172280292,1.1078200697367384,-0.17071744829757118,1.1783654783642716,1.0402646946027094,1.0731784381931155,1.1285294917837687,0.11778801306562459,-0.17071744829757107,True,-,True
FIXED,SMALL484,5,483,148.34149326805385,0.004895960832313341,0.7478768410391969,4.985510930350788,31.43352678707511,0.05258359661064027,0.32918591260814284,-0.527827225153152,0.6807031377405839,0.02185590620657873,0.28441148467485755,0.35435239223254406,0.060545227445817584,-0.5278272251531522,False,"H1,H2,OOS,DD,CAGR",False
FIXED,SMALL484,10,483,148.34149326805385,0.006119951040391677,0.7469527714338449,9.957549567869853,25.063266639852674,0.07753375727478806,0.47554282581377055,-0.35912225824782706,0.6825108490873422,0.30379470102091594,0.46038428690679845,0.4850320999603517,0.08231707855809378,-0.35912225824782773,False,"H1,H2,OOS,DD,CAGR",False
FIXED,SMALL484,20,483,148.34149326805385,0.008567931456548347,0.7457322136868629,19.88256227758007,20.919698961080886,0.07207972860696898,0.49566000550891354,-0.26346801916687745,0.6626037357032599,0.35983714083656543,0.47089855921483276,0.5103667394938518,0.07733245191648264,-0.2634680191668777,False,"H1,H2,OOS,DD,CAGR",False
