k_bps,seed,cap,gross,cost_bps,joint4b,joint4a
10,0,0.030,0.75,50.0,False,False
10,0,0.030,1.0,0.0,False,False
10,0,0.030,1.0,10.0,False,False
10,0,0.030,1.0,25.0,False,False
10,0,0.030,1.0,50.0,False,False
10,0,INF,0.75,0.0,True,False
10,0,INF,0.75,10.0,True,False
10,0,INF,0.75,25.0,True,False
10,0,INF,0.75,50.0,False,False
10,0,INF,1.0,0.0,False,False
10,0,INF,1.0,10.0,False,False
10,0,INF,1.0,25.0,False,False
10,0,INF,1.0,50.0,False,False
10,1,0.015,0.75,0.0,False,False
10,1,0.015,0.75,10.0,False,False
10,1,0.015,0.75,25.0,False,False
10,1,0.015,0.75,50.0,False,False
10,1,0.015,1.0,0.0,False,False
10,1,0.015,1.0,10.0,False,False
10,1,0.015,1.0,25.0,False,False
10,1,0.015,1.0,50.0,False,False
10,1,0.020,0.75,0.0,True,False
10,1,0.020,0.75,10.0,True,False
10,1,0.020,0.75,25.0,True,False
10,1,0.020,0.75,50.0,False,False
10,1,0.020,1.0,0.0,False,False
10,1,0.020,1.0,10.0,False,False
10,1,0.020,1.0,25.0,False,False
10,1,0.020,1.0,50.0,False,False
10,1,0.030,0.75,0.0,True,False
10,1,0.030,0.75,10.0,True,False
10,1,0.030,0.75,25.0,True,False
10,1,0.030,0.75,50.0,False,False
10,1,0.030,1.0,0.0,False,False
10,1,0.030,1.0,10.0,False,False
10,1,0.030,1.0,25.0,False,False
10,1,0.030,1.0,50.0,False,False
10,1,INF,0.75,0.0,True,False
10,1,INF,0.75,10.0,True,False
10,1,INF,0.75,25.0,True,False
10,1,INF,0.75,50.0,False,False
10,1,INF,1.0,0.0,False,False
10,1,INF,1.0,10.0,False,False
10,1,INF,1.0,25.0,False,False
10,1,INF,1.0,50.0,False,False
10,2,0.015,0.75,0.0,False,False
10,2,0.015,0.75,10.0,False,False
10,2,0.015,0.75,25.0,False,False
10,2,0.015,0.75,50.0,False,False
10,2,0.015,1.0,0.0,False,False
10,2,0.015,1.0,10.0,False,False
10,2,0.015,1.0,25.0,False,False
10,2,0.015,1.0,50.0,False,False
10,2,0.020,0.75,0.0,True,False
10,2,0.020,0.75,10.0,True,False
10,2,0.020,0.75,25.0,True,False
10,2,0.020,0.75,50.0,False,False
10,2,0.020,1.0,0.0,False,False
10,2,0.020,1.0,10.0,False,False
10,2,0.020,1.0,25.0,False,False
10,2,0.020,1.0,50.0,False,False
10,2,0.030,0.75,0.0,True,False
10,2,0.030,0.75,10.0,True,False
10,2,0.030,0.75,25.0,True,False
10,2,0.030,0.75,50.0,False,False
10,2,0.030,1.0,0.0,False,False
10,2,0.030,1.0,10.0,False,False
10,2,0.030,1.0,25.0,False,False
10,2,0.030,1.0,50.0,False,False
10,2,INF,0.75,0.0,True,False
10,2,INF,0.75,10.0,True,False
10,2,INF,0.75,25.0,True,False
10,2,INF,0.75,50.0,False,False
10,2,INF,1.0,0.0,False,False
10,2,INF,1.0,10.0,False,False
10,2,INF,1.0,25.0,False,False
10,2,INF,1.0,50.0,False,False
10,3,0.015,0.75,0.0,False,False
10,3,0.015,0.75,10.0,False,False
10,3,0.015,0.75,25.0,False,False
10,3,0.015,0.75,50.0,False,False
10,3,0.015,1.0,0.0,False,False
10,3,0.015,1.0,10.0,False,False
10,3,0.015,1.0,25.0,False,False
10,3,0.015,1.0,50.0,False,False
10,3,0.020,0.75,0.0,True,False
10,3,0.020,0.75,10.0,True,False
10,3,0.020,0.75,25.0,True,False
10,3,0.020,0.75,50.0,False,False
10,3,0.020,1.0,0.0,False,False
10,3,0.020,1.0,10.0,False,False
10,3,0.020,1.0,25.0,False,False
10,3,0.020,1.0,50.0,False,False
10,3,0.030,0.75,0.0,True,False
10,3,0.030,0.75,10.0,True,False
10,3,0.030,0.75,25.0,True,False
10,3,0.030,0.75,50.0,False,False
10,3,0.030,1.0,0.0,False,False
10,3,0.030,1.0,10.0,False,False
10,3,0.030,1.0,25.0,False,False
10,3,0.030,1.0,50.0,False,False
10,3,INF,0.75,0.0,True,False
10,3,INF,0.75,10.0,True,False
10,3,INF,0.75,25.0,True,False
10,3,INF,0.75,50.0,False,False
10,3,INF,1.0,0.0,False,False
10,3,INF,1.0,10.0,False,False
10,3,INF,1.0,25.0,False,False
10,3,INF,1.0,50.0,False,False
10,4,0.015,0.75,0.0,False,False
10,4,0.015,0.75,10.0,False,False
10,4,0.015,0.75,25.0,False,False
10,4,0.015,0.75,50.0,False,False
10,4,0.015,1.0,0.0,False,False
10,4,0.015,1.0,10.0,False,False
10,4,0.015,1.0,25.0,False,False
10,4,0.015,1.0,50.0,False,False
10,4,0.020,0.75,0.0,True,False
10,4,0.020,0.75,10.0,True,False
10,4,0.020,0.75,25.0,True,False
10,4,0.020,0.75,50.0,False,False
10,4,0.020,1.0,0.0,False,False
10,4,0.020,1.0,10.0,False,False
10,4,0.020,1.0,25.0,False,False
10,4,0.020,1.0,50.0,False,False
10,4,0.030,0.75,0.0,True,False
10,4,0.030,0.75,10.0,True,False
10,4,0.030,0.75,25.0,True,False
10,4,0.030,0.75,50.0,False,False
10,4,0.030,1.0,0.0,False,False
10,4,0.030,1.0,10.0,False,False
10,4,0.030,1.0,25.0,False,False
10,4,0.030,1.0,50.0,False,False
10,4,INF,0.75,0.0,True,False
10,4,INF,0.75,10.0,True,False
10,4,INF,0.75,25.0,True,False
10,4,INF,0.75,50.0,False,False
10,4,INF,1.0,0.0,False,False
10,4,INF,1.0,10.0,False,False
10,4,INF,1.0,25.0,False,False
10,4,INF,1.0,50.0,False,False
10,5,0.015,0.75,0.0,False,False
10,5,0.015,0.75,10.0,False,False
10,5,0.015,0.75,25.0,False,False
10,5,0.015,0.75,50.0,False,False
10,5,0.015,1.0,0.0,False,False
10,5,0.015,1.0,10.0,False,False
10,5,0.015,1.0,25.0,False,False
10,5,0.015,1.0,50.0,False,False
10,5,0.020,0.75,0.0,True,False
10,5,0.020,0.75,10.0,True,False
10,5,0.020,0.75,25.0,True,False
10,5,0.020,0.75,50.0,False,False
10,5,0.020,1.0,0.0,False,False
10,5,0.020,1.0,10.0,False,False
10,5,0.020,1.0,25.0,False,False
10,5,0.020,1.0,50.0,False,False
10,5,0.030,0.75,0.0,True,False
10,5,0.030,0.75,10.0,True,False
10,5,0.030,0.75,25.0,True,False
10,5,0.030,0.75,50.0,False,False
10,5,0.030,1.0,0.0,False,False
10,5,0.030,1.0,10.0,False,False
10,5,0.030,1.0,25.0,False,False
10,5,0.030,1.0,50.0,False,False
10,5,INF,0.75,0.0,True,False
10,5,INF,0.75,10.0,True,False
10,5,INF,0.75,25.0,True,False
10,5,INF,0.75,50.0,False,False
10,5,INF,1.0,0.0,False,False
10,5,INF,1.0,10.0,False,False
10,5,INF,1.0,25.0,False,False
10,5,INF,1.0,50.0,False,False
10,6,0.015,0.75,0.0,False,False
10,6,0.015,0.75,10.0,False,False
10,6,0.015,0.75,25.0,False,False
10,6,0.015,0.75,50.0,False,False
10,6,0.015,1.0,0.0,False,False
10,6,0.015,1.0,10.0,False,False
10,6,0.015,1.0,25.0,False,False
10,6,0.015,1.0,50.0,False,False
10,6,0.020,0.75,0.0,True,False
10,6,0.020,0.75,10.0,True,False
10,6,0.020,0.75,25.0,True,False
10,6,0.020,0.75,50.0,False,False
10,6,0.020,1.0,0.0,False,False
10,6,0.020,1.0,10.0,False,False
10,6,0.020,1.0,25.0,False,False
10,6,0.020,1.0,50.0,False,False
10,6,0.030,0.75,0.0,True,False
10,6,0.030,0.75,10.0,True,False
10,6,0.030,0.75,25.0,True,False
10,6,0.030,0.75,50.0,False,False
10,6,0.030,1.0,0.0,False,False
10,6,0.030,1.0,10.0,False,False
10,6,0.030,1.0,25.0,False,False
10,6,0.030,1.0,50.0,False,False
10,6,INF,0.75,0.0,True,False
10,6,INF,0.75,10.0,True,False
10,6,INF,0.75,25.0,True,False
10,6,INF,0.75,50.0,False,False
10,6,INF,1.0,0.0,False,False
10,6,INF,1.0,10.0,False,False
10,6,INF,1.0,25.0,False,False
10,6,INF,1.0,50.0,False,False
10,7,0.015,0.75,0.0,False,False
10,7,0.015,0.75,10.0,False,False
10,7,0.015,0.75,25.0,False,False
10,7,0.015,0.75,50.0,False,False
10,7,0.015,1.0,0.0,False,False
10,7,0.015,1.0,10.0,False,False
10,7,0.015,1.0,25.0,False,False
10,7,0.015,1.0,50.0,False,False
10,7,0.020,0.75,0.0,True,False
10,7,0.020,0.75,10.0,True,False
10,7,0.020,0.75,25.0,True,False
10,7,0.020,0.75,50.0,False,False
10,7,0.020,1.0,0.0,False,False
10,7,0.020,1.0,10.0,False,False
10,7,0.020,1.0,25.0,False,False
10,7,0.020,1.0,50.0,False,False
10,7,0.030,0.75,0.0,True,False
10,7,0.030,0.75,10.0,True,False
10,7,0.030,0.75,25.0,True,False
10,7,0.030,0.75,50.0,False,False
10,7,0.030,1.0,0.0,False,False
10,7,0.030,1.0,10.0,False,False
10,7,0.030,1.0,25.0,False,False
10,7,0.030,1.0,50.0,False,False
10,7,INF,0.75,0.0,True,False
10,7,INF,0.75,10.0,True,False
10,7,INF,0.75,25.0,True,False
10,7,INF,0.75,50.0,False,False
10,7,INF,1.0,0.0,False,False
10,7,INF,1.0,10.0,False,False
10,7,INF,1.0,25.0,False,False
10,7,INF,1.0,50.0,False,False
25,0,0.015,0.75,0.0,False,False
25,0,0.015,0.75,10.0,False,False
25,0,0.015,0.75,25.0,False,False
25,0,0.015,0.75,50.0,False,False
25,0,0.015,1.0,0.0,False,False
25,0,0.015,1.0,10.0,False,False
25,0,0.015,1.0,25.0,False,False
25,0,0.015,1.0,50.0,False,False
25,0,0.020,0.75,0.0,True,False
25,0,0.020,0.75,10.0,True,False
25,0,0.020,0.75,25.0,True,False
25,0,0.020,0.75,50.0,False,False
25,0,0.020,1.0,0.0,False,False
25,0,0.020,1.0,10.0,False,False
25,0,0.020,1.0,25.0,False,False
25,0,0.020,1.0,50.0,False,False
25,0,0.030,0.75,0.0,True,False
25,0,0.030,0.75,10.0,True,False
25,0,0.030,0.75,25.0,True,False
25,0,0.030,0.75,50.0,False,False
25,0,0.030,1.0,0.0,False,False
25,0,0.030,1.0,10.0,False,False
25,0,0.030,1.0,25.0,False,False
25,0,0.030,1.0,50.0,False,False
25,0,INF,0.75,0.0,True,False
25,0,INF,0.75,10.0,True,False
25,0,INF,0.75,25.0,True,False
25,0,INF,0.75,50.0,False,False
25,0,INF,1.0,0.0,False,False
25,0,INF,1.0,10.0,False,False
25,0,INF,1.0,25.0,False,False
25,0,INF,1.0,50.0,False,False
25,1,0.015,0.75,0.0,False,False
25,1,0.015,0.75,10.0,False,False
25,1,0.015,0.75,25.0,False,False
25,1,0.015,0.75,50.0,False,False
25,1,0.015,1.0,0.0,False,False
25,1,0.015,1.0,10.0,False,False
25,1,0.015,1.0,25.0,False,False
25,1,0.015,1.0,50.0,False,False
25,1,0.020,0.75,0.0,True,False
25,1,0.020,0.75,10.0,True,False
25,1,0.020,0.75,25.0,True,False
25,1,0.020,0.75,50.0,False,False
25,1,0.020,1.0,0.0,False,False
25,1,0.020,1.0,10.0,False,False
25,1,0.020,1.0,25.0,False,False
25,1,0.020,1.0,50.0,False,False
25,1,0.030,0.75,0.0,True,False
25,1,0.030,0.75,10.0,True,False
25,1,0.030,0.75,25.0,True,False
25,1,0.030,0.75,50.0,False,False
25,1,0.030,1.0,0.0,False,False
25,1,0.030,1.0,10.0,False,False
25,1,0.030,1.0,25.0,False,False
25,1,0.030,1.0,50.0,False,False
25,1,INF,0.75,0.0,True,False
25,1,INF,0.75,10.0,True,False
25,1,INF,0.75,25.0,True,False
25,1,INF,0.75,50.0,False,False
25,1,INF,1.0,0.0,False,False
25,1,INF,1.0,10.0,False,False
25,1,INF,1.0,25.0,False,False
25,1,INF,1.0,50.0,False,False
25,2,0.015,0.75,0.0,False,False
25,2,0.015,0.75,10.0,False,False
25,2,0.015,0.75,25.0,False,False
25,2,0.015,0.75,50.0,False,False
25,2,0.015,1.0,0.0,False,False
25,2,0.015,1.0,10.0,False,False
25,2,0.015,1.0,25.0,False,False
25,2,0.015,1.0,50.0,False,False
25,2,0.020,0.75,0.0,True,False
25,2,0.020,0.75,10.0,True,False
25,2,0.020,0.75,25.0,True,False
25,2,0.020,0.75,50.0,False,False
25,2,0.020,1.0,0.0,False,False
25,2,0.020,1.0,10.0,False,False
25,2,0.020,1.0,25.0,False,False
25,2,0.020,1.0,50.0,False,False
25,2,0.030,0.75,0.0,True,False
25,2,0.030,0.75,10.0,True,False
25,2,0.030,0.75,25.0,True,False
25,2,0.030,0.75,50.0,False,False
25,2,0.030,1.0,0.0,False,False
25,2,0.030,1.0,10.0,False,False
25,2,0.030,1.0,25.0,False,False
25,2,0.030,1.0,50.0,False,False
25,2,INF,0.75,0.0,True,False
25,2,INF,0.75,10.0,True,False
25,2,INF,0.75,25.0,True,False
25,2,INF,0.75,50.0,False,False
25,2,INF,1.0,0.0,False,False
25,2,INF,1.0,10.0,False,False
25,2,INF,1.0,25.0,False,False
25,2,INF,1.0,50.0,False,False
25,3,0.015,0.75,0.0,False,False
25,3,0.015,0.75,10.0,False,False
25,3,0.015,0.75,25.0,False,False
25,3,0.015,0.75,50.0,False,False
25,3,0.015,1.0,0.0,False,False
25,3,0.015,1.0,10.0,False,False
25,3,0.015,1.0,25.0,False,False
25,3,0.015,1.0,50.0,False,False
25,3,0.020,0.75,0.0,True,False
25,3,0.020,0.75,10.0,True,False
25,3,0.020,0.75,25.0,True,False
25,3,0.020,0.75,50.0,False,False
25,3,0.020,1.0,0.0,False,False
25,3,0.020,1.0,10.0,False,False
25,3,0.020,1.0,25.0,False,False
25,3,0.020,1.0,50.0,False,False
25,3,0.030,0.75,0.0,True,False
25,3,0.030,0.75,10.0,True,False
25,3,0.030,0.75,25.0,True,False
25,3,0.030,0.75,50.0,False,False
25,3,0.030,1.0,0.0,False,False
25,3,0.030,1.0,10.0,False,False
25,3,0.030,1.0,25.0,False,False
25,3,0.030,1.0,50.0,False,False
25,3,INF,0.75,0.0,True,False
25,3,INF,0.75,10.0,True,False
25,3,INF,0.75,25.0,True,False
25,3,INF,0.75,50.0,False,False
25,3,INF,1.0,0.0,False,False
25,3,INF,1.0,10.0,False,False
25,3,INF,1.0,25.0,False,False
25,3,INF,1.0,50.0,False,False
25,4,0.015,0.75,0.0,False,False
25,4,0.015,0.75,10.0,False,False
25,4,0.015,0.75,25.0,False,False
25,4,0.015,0.75,50.0,False,False
25,4,0.015,1.0,0.0,False,False
25,4,0.015,1.0,10.0,False,False
25,4,0.015,1.0,25.0,False,False
25,4,0.015,1.0,50.0,False,False
25,4,0.020,0.75,0.0,True,False
25,4,0.020,0.75,10.0,True,False
25,4,0.020,0.75,25.0,True,False
25,4,0.020,0.75,50.0,False,False
25,4,0.020,1.0,0.0,False,False
25,4,0.020,1.0,10.0,False,False
25,4,0.020,1.0,25.0,False,False
25,4,0.020,1.0,50.0,False,False
25,4,0.030,0.75,0.0,True,False
25,4,0.030,0.75,10.0,True,False
25,4,0.030,0.75,25.0,True,False
25,4,0.030,0.75,50.0,False,False
25,4,0.030,1.0,0.0,False,False
25,4,0.030,1.0,10.0,False,False
25,4,0.030,1.0,25.0,False,False
25,4,0.030,1.0,50.0,False,False
25,4,INF,0.75,0.0,True,False
25,4,INF,0.75,10.0,True,False
25,4,INF,0.75,25.0,True,False
25,4,INF,0.75,50.0,False,False
25,4,INF,1.0,0.0,False,False
25,4,INF,1.0,10.0,False,False
25,4,INF,1.0,25.0,False,False
25,4,INF,1.0,50.0,False,False
25,5,0.015,0.75,0.0,False,False
25,5,0.015,0.75,10.0,False,False
25,5,0.015,0.75,25.0,False,False
25,5,0.015,0.75,50.0,False,False
25,5,0.015,1.0,0.0,False,False
25,5,0.015,1.0,10.0,False,False
25,5,0.015,1.0,25.0,False,False
25,5,0.015,1.0,50.0,False,False
25,5,0.020,0.75,0.0,True,False
25,5,0.020,0.75,10.0,True,False
25,5,0.020,0.75,25.0,True,False
25,5,0.020,0.75,50.0,False,False
25,5,0.020,1.0,0.0,False,False
25,5,0.020,1.0,10.0,False,False
25,5,0.020,1.0,25.0,False,False
25,5,0.020,1.0,50.0,False,False
25,5,0.030,0.75,0.0,True,False
25,5,0.030,0.75,10.0,True,False
25,5,0.030,0.75,25.0,True,False
25,5,0.030,0.75,50.0,False,False
25,5,0.030,1.0,0.0,False,False
25,5,0.030,1.0,10.0,False,False
25,5,0.030,1.0,25.0,False,False
25,5,0.030,1.0,50.0,False,False
25,5,INF,0.75,0.0,True,False
25,5,INF,0.75,10.0,True,False
25,5,INF,0.75,25.0,True,False
25,5,INF,0.75,50.0,False,False
25,5,INF,1.0,0.0,False,False
25,5,INF,1.0,10.0,False,False
25,5,INF,1.0,25.0,False,False
25,5,INF,1.0,50.0,False,False
25,6,0.015,0.75,0.0,False,False
25,6,0.015,0.75,10.0,False,False
25,6,0.015,0.75,25.0,False,False
25,6,0.015,0.75,50.0,False,False
25,6,0.015,1.0,0.0,False,False
25,6,0.015,1.0,10.0,False,False
25,6,0.015,1.0,25.0,False,False
25,6,0.015,1.0,50.0,False,False
25,6,0.020,0.75,0.0,True,False
25,6,0.020,0.75,10.0,True,False
25,6,0.020,0.75,25.0,True,False
25,6,0.020,0.75,50.0,False,False
25,6,0.020,1.0,0.0,False,False
25,6,0.020,1.0,10.0,False,False
25,6,0.020,1.0,25.0,False,False
25,6,0.020,1.0,50.0,False,False
25,6,0.030,0.75,0.0,True,False
25,6,0.030,0.75,10.0,True,False
25,6,0.030,0.75,25.0,True,False
25,6,0.030,0.75,50.0,False,False
25,6,0.030,1.0,0.0,False,False
25,6,0.030,1.0,10.0,False,False
25,6,0.030,1.0,25.0,False,False
25,6,0.030,1.0,50.0,False,False
25,6,INF,0.75,0.0,True,False
25,6,INF,0.75,10.0,True,False
25,6,INF,0.75,25.0,True,False
25,6,INF,0.75,50.0,False,False
25,6,INF,1.0,0.0,False,False
25,6,INF,1.0,10.0,False,False
25,6,INF,1.0,25.0,False,False
25,6,INF,1.0,50.0,False,False
25,7,0.015,0.75,0.0,False,False
25,7,0.015,0.75,10.0,False,False
25,7,0.015,0.75,25.0,False,False
25,7,0.015,0.75,50.0,False,False
25,7,0.015,1.0,0.0,False,False
25,7,0.015,1.0,10.0,False,False
25,7,0.015,1.0,25.0,False,False
25,7,0.015,1.0,50.0,False,False
25,7,0.020,0.75,0.0,True,False
25,7,0.020,0.75,10.0,True,False
25,7,0.020,0.75,25.0,True,False
25,7,0.020,0.75,50.0,False,False
25,7,0.020,1.0,0.0,False,False
25,7,0.020,1.0,10.0,False,False
25,7,0.020,1.0,25.0,False,False
25,7,0.020,1.0,50.0,False,False
25,7,0.030,0.75,0.0,True,False
25,7,0.030,0.75,10.0,True,False
25,7,0.030,0.75,25.0,True,False
25,7,0.030,0.75,50.0,False,False
25,7,0.030,1.0,0.0,False,False
25,7,0.030,1.0,10.0,False,False
25,7,0.030,1.0,25.0,False,False
25,7,0.030,1.0,50.0,False,False
25,7,INF,0.75,0.0,True,False
25,7,INF,0.75,10.0,True,False
25,7,INF,0.75,25.0,True,False
25,7,INF,0.75,50.0,False,False
25,7,INF,1.0,0.0,False,False
25,7,INF,1.0,10.0,False,False
25,7,INF,1.0,25.0,False,False
25,7,INF,1.0,50.0,False,False
50,0,0.015,0.75,0.0,False,False
50,0,0.015,0.75,10.0,False,False
50,0,0.015,0.75,25.0,False,False
50,0,0.015,0.75,50.0,False,False
50,0,0.015,1.0,0.0,False,False
50,0,0.015,1.0,10.0,False,False
50,0,0.015,1.0,25.0,False,False
50,0,0.015,1.0,50.0,False,False
50,0,0.020,0.75,0.0,True,False
50,0,0.020,0.75,10.0,True,False
50,0,0.020,0.75,25.0,True,False
50,0,0.020,0.75,50.0,False,False
50,0,0.020,1.0,0.0,False,False
50,0,0.020,1.0,10.0,False,False
50,0,0.020,1.0,25.0,False,False
50,0,0.020,1.0,50.0,False,False
50,0,0.030,0.75,0.0,True,False
50,0,0.030,0.75,10.0,True,False
50,0,0.030,0.75,25.0,True,False
50,0,0.030,0.75,50.0,False,False
50,0,0.030,1.0,0.0,False,False
50,0,0.030,1.0,10.0,False,False
50,0,0.030,1.0,25.0,False,False
50,0,0.030,1.0,50.0,False,False
50,0,INF,0.75,0.0,True,False
50,0,INF,0.75,10.0,True,False
50,0,INF,0.75,25.0,True,False
50,0,INF,0.75,50.0,False,False
50,0,INF,1.0,0.0,False,False
50,0,INF,1.0,10.0,False,False
50,0,INF,1.0,25.0,False,False
50,0,INF,1.0,50.0,False,False
50,1,0.015,0.75,0.0,False,False
50,1,0.015,0.75,10.0,False,False
50,1,0.015,0.75,25.0,False,False
50,1,0.015,0.75,50.0,False,False
50,1,0.015,1.0,0.0,False,False
50,1,0.015,1.0,10.0,False,False
50,1,0.015,1.0,25.0,False,False
50,1,0.015,1.0,50.0,False,False
50,1,0.020,0.75,0.0,True,False
50,1,0.020,0.75,10.0,True,False
50,1,0.020,0.75,25.0,True,False
50,1,0.020,0.75,50.0,False,False
50,1,0.020,1.0,0.0,False,False
50,1,0.020,1.0,10.0,False,False
50,1,0.020,1.0,25.0,False,False
50,1,0.020,1.0,50.0,False,False
50,1,0.030,0.75,0.0,True,False
50,1,0.030,0.75,10.0,True,False
50,1,0.030,0.75,25.0,True,False
50,1,0.030,0.75,50.0,False,False
50,1,0.030,1.0,0.0,False,False
50,1,0.030,1.0,10.0,False,False
50,1,0.030,1.0,25.0,False,False
50,1,0.030,1.0,50.0,False,False
50,1,INF,0.75,0.0,True,False
50,1,INF,0.75,10.0,True,False
50,1,INF,0.75,25.0,True,False
50,1,INF,0.75,50.0,False,False
50,1,INF,1.0,0.0,False,False
50,1,INF,1.0,10.0,False,False
50,1,INF,1.0,25.0,False,False
50,1,INF,1.0,50.0,False,False
50,2,0.015,0.75,0.0,False,False
50,2,0.015,0.75,10.0,False,False
50,2,0.015,0.75,25.0,False,False
50,2,0.015,0.75,50.0,False,False
50,2,0.015,1.0,0.0,False,False
50,2,0.015,1.0,10.0,False,False
50,2,0.015,1.0,25.0,False,False
50,2,0.015,1.0,50.0,False,False
50,2,0.020,0.75,0.0,True,False
50,2,0.020,0.75,10.0,True,False
50,2,0.020,0.75,25.0,True,False
50,2,0.020,0.75,50.0,False,False
50,2,0.020,1.0,0.0,False,False
50,2,0.020,1.0,10.0,False,False
50,2,0.020,1.0,25.0,False,False
50,2,0.020,1.0,50.0,False,False
50,2,0.030,0.75,0.0,True,False
50,2,0.030,0.75,10.0,True,False
50,2,0.030,0.75,25.0,True,False
50,2,0.030,0.75,50.0,False,False
50,2,0.030,1.0,0.0,False,False
50,2,0.030,1.0,10.0,False,False
50,2,0.030,1.0,25.0,False,False
50,2,0.030,1.0,50.0,False,False
50,2,INF,0.75,0.0,True,False
50,2,INF,0.75,10.0,True,False
50,2,INF,0.75,25.0,True,False
50,2,INF,0.75,50.0,False,False
50,2,INF,1.0,0.0,False,False
50,2,INF,1.0,10.0,False,False
50,2,INF,1.0,25.0,False,False
50,2,INF,1.0,50.0,False,False
50,3,0.015,0.75,0.0,False,False
50,3,0.015,0.75,10.0,False,False
50,3,0.015,0.75,25.0,False,False
50,3,0.015,0.75,50.0,False,False
50,3,0.015,1.0,0.0,False,False
50,3,0.015,1.0,10.0,False,False
50,3,0.015,1.0,25.0,False,False
50,3,0.015,1.0,50.0,False,False
50,3,0.020,0.75,0.0,True,False
50,3,0.020,0.75,10.0,True,False
50,3,0.020,0.75,25.0,True,False
50,3,0.020,0.75,50.0,False,False
50,3,0.020,1.0,0.0,False,False
50,3,0.020,1.0,10.0,False,False
50,3,0.020,1.0,25.0,False,False
50,3,0.020,1.0,50.0,False,False
50,3,0.030,0.75,0.0,True,False
50,3,0.030,0.75,10.0,True,False
50,3,0.030,0.75,25.0,True,False
50,3,0.030,0.75,50.0,False,False
50,3,0.030,1.0,0.0,False,False
50,3,0.030,1.0,10.0,False,False
50,3,0.030,1.0,25.0,False,False
50,3,0.030,1.0,50.0,False,False
50,3,INF,0.75,0.0,True,False
50,3,INF,0.75,10.0,True,False
50,3,INF,0.75,25.0,True,False
50,3,INF,0.75,50.0,False,False
50,3,INF,1.0,0.0,False,False
50,3,INF,1.0,10.0,False,False
50,3,INF,1.0,25.0,False,False
50,3,INF,1.0,50.0,False,False
50,4,0.015,0.75,0.0,False,False
50,4,0.015,0.75,10.0,False,False
50,4,0.015,0.75,25.0,False,False
50,4,0.015,0.75,50.0,False,False
50,4,0.015,1.0,0.0,False,False
50,4,0.015,1.0,10.0,False,False
50,4,0.015,1.0,25.0,False,False
50,4,0.015,1.0,50.0,False,False
50,4,0.020,0.75,0.0,True,False
50,4,0.020,0.75,10.0,True,False
50,4,0.020,0.75,25.0,True,False
50,4,0.020,0.75,50.0,False,False
50,4,0.020,1.0,0.0,False,False
50,4,0.020,1.0,10.0,False,False
50,4,0.020,1.0,25.0,False,False
50,4,0.020,1.0,50.0,False,False
50,4,0.030,0.75,0.0,True,False
50,4,0.030,0.75,10.0,True,False
50,4,0.030,0.75,25.0,True,False
50,4,0.030,0.75,50.0,False,False
50,4,0.030,1.0,0.0,False,False
50,4,0.030,1.0,10.0,False,False
50,4,0.030,1.0,25.0,False,False
50,4,0.030,1.0,50.0,False,False
50,4,INF,0.75,0.0,True,False
50,4,INF,0.75,10.0,True,False
50,4,INF,0.75,25.0,True,False
50,4,INF,0.75,50.0,False,False
50,4,INF,1.0,0.0,False,False
50,4,INF,1.0,10.0,False,False
50,4,INF,1.0,25.0,False,False
50,4,INF,1.0,50.0,False,False
50,5,0.015,0.75,0.0,False,False
