panel,N,cadence,K,seed,CH_PCT,CH_Z,SATURATED,pool_mean,pool_sd
U56,20,W,10,0,1.0,11.337104240409417,True,0.6105204479906139,0.04634512764195853
U56,20,W,10,1,1.0,4.131765296080276,True,0.6600790048514463,0.11517134981083536
U56,20,W,10,2,1.0,6.6393859034352225,True,0.6669487052521557,0.07063775064012555
U56,20,W,10,3,1.0,6.731016743881766,True,0.6738217647478102,0.06865504038075897
U56,20,W,10,4,1.0,4.988115671841161,True,0.6765450965208272,0.09209788320970981
U56,20,W,10,5,1.0,4.4471345433949665,True,0.6787861806341183,0.10279738694828548
U56,20,W,10,6,1.0,7.698735407908138,True,0.6617101832972442,0.06159840320245384
U56,20,W,10,7,1.0,6.270334598522204,True,0.6716219804258401,0.07404995752318676
U56,20,W,10,8,1.0,5.032155082824381,True,0.6559420042188615,0.09538616735442686
U56,20,W,10,9,1.0,6.227394647066328,True,0.6819059305946761,0.07290915161797126
U56,20,W,10,10,1.0,5.334169993021751,True,0.7063637597531882,0.0805329098831436
U56,20,W,10,11,1.0,3.634247187568057,True,0.7255648752033642,0.1129188783038794
U56,20,W,10,12,1.0,4.758934548919231,True,0.6645195894116839,0.09906007255299504
U56,20,W,10,13,1.0,3.498534869448228,True,0.7011258764824675,0.12428463080852097
U56,20,W,10,14,1.0,5.456422223052419,True,0.6990543006324086,0.0800681605291475
U56,20,W,10,15,1.0,5.278628108809617,True,0.6527842500423644,0.09153055132902128
U56,20,W,10,16,1.0,6.1373283918944335,True,0.6674220634745567,0.07633906770359433
U56,20,W,10,17,1.0,4.645934766502983,True,0.6183345937808988,0.11141038850859346
U56,20,W,10,18,1.0,5.080095431733748,True,0.7173007338674973,0.08240775451184901
U56,20,W,10,19,1.0,5.056193625498315,True,0.6834032972436312,0.0895014565060978
U56,20,W,20,0,1.0,4.812636368084885,True,0.6698005443047931,0.09685740021602289
U56,20,W,20,1,1.0,4.442476606003583,True,0.6808084018672325,0.10244996869995403
U56,20,W,20,2,1.0,4.8685142270233985,True,0.6809879012602569,0.09344783000058678
U56,20,W,20,3,1.0,5.4499963267005676,True,0.6784339772559149,0.08394611416621582
U56,20,W,20,4,1.0,5.311557105142939,True,0.6395222254454722,0.09345993196165521
U56,20,W,20,5,1.0,4.283617236036225,True,0.6734692150993251,0.10796267512248416
U56,20,W,20,6,1.0,4.237213936895392,True,0.69483922116126,0.10410160461817802
U56,20,W,20,7,1.0,3.897966447018409,True,0.7040424971330456,0.11080072130941364
U56,20,W,20,8,1.0,5.036036032664348,True,0.6651419065077595,0.0934858451252461
U56,20,W,20,9,1.0,6.514886728913892,True,0.6641932751410168,0.07241057835555133
U56,20,W,20,10,1.0,4.70788477363798,True,0.6858989246478258,0.09559305040233305
U56,20,W,20,11,1.0,4.922054202197343,True,0.6737865488801053,0.09389442359577312
U56,20,W,20,12,1.0,3.920075994270922,True,0.6731286104668992,0.11806183893171049
U56,20,W,20,13,1.0,4.217265280656086,True,0.6771668654045028,0.1087845072972746
U56,20,W,20,14,1.0,4.370382960001648,True,0.6827834553230282,0.10368806118980897
U56,20,W,20,15,1.0,5.4868893589848895,True,0.6703360787598343,0.08485753618857063
U56,20,W,20,16,1.0,4.397930585772557,True,0.6604063339161215,0.1081266854744871
U56,20,W,20,17,1.0,5.576537590591261,True,0.7145096959940447,0.07557203520327209
U56,20,W,20,18,1.0,5.4258025911467405,True,0.6396505859362425,0.09146838588932972
U56,20,W,20,19,1.0,4.037703088779185,True,0.6579473176631307,0.11838232354622431
U56,20,W,50,0,1.0,5.01494483683793,True,0.6494190701971657,0.09701421186761798
U56,20,W,50,1,1.0,4.3392066379592125,True,0.6838557191009146,0.1041859283784384
