K,basis,panel,cost,sd,sd_pred,n_dists
1,SEQ,U56,0.0,0.09226019775262854,0.1063985411712928,1
1,SEQ,U56,10.0,0.07161364096593087,0.08694461229635994,1
1,SEQ,U56,25.0,0.05783245186703291,0.07530849223850405,1
1,SEQ,B136,0.0,0.08649914741899463,0.07856986249369863,1
1,SEQ,B136,10.0,0.06318826833207389,0.05817006809611708,1
1,SEQ,B136,25.0,0.04888349212452375,0.052019935441340384,1
1,FIXED,U56,0.0,0.09357043221100567,0.1063985411712928,1
1,FIXED,U56,10.0,0.07225962828257608,0.08694461229635994,1
1,FIXED,U56,25.0,0.05984088466203554,0.07530849223850405,1
1,FIXED,B136,0.0,0.08927746755899264,0.07856986249369863,1
1,FIXED,B136,10.0,0.0656743398099841,0.05817006809611708,1
1,FIXED,B136,25.0,0.05018539460754497,0.052019935441340384,1
1,RAW,U56,0.0,0.09357043221100567,0.1063985411712928,1
1,RAW,U56,10.0,0.07225962828257608,0.08694461229635994,1
1,RAW,U56,25.0,0.05984088466203554,0.07530849223850405,1
1,RAW,B136,0.0,0.08927746755899264,0.07856986249369863,1
1,RAW,B136,10.0,0.0656743398099841,0.05817006809611708,1
1,RAW,B136,25.0,0.05018539460754497,0.052019935441340384,1
2,SEQ,U56,0.0,0.07286532317803499,0.0752351299705772,1
2,SEQ,U56,10.0,0.05836033035439359,0.0614791249423914,1
2,SEQ,U56,25.0,0.05003752558897942,0.053251145542780695,1
2,SEQ,B136,0.0,0.05889736865541342,0.05555728256618888,1
2,SEQ,B136,10.0,0.04216891320878307,0.04113244961284763,1
2,SEQ,B136,25.0,0.03567259971744239,0.036783649107458204,1
2,FIXED,U56,0.0,0.10342920742882517,0.1052939261606248,1
2,FIXED,U56,10.0,0.08314514241774347,0.08540740891171354,1
2,FIXED,U56,25.0,0.06956154489077818,0.0731285736233314,1
2,FIXED,B136,0.0,0.08373233506844474,0.07704965700262942,1
2,FIXED,B136,10.0,0.061572573551755064,0.05582871759616351,1
2,FIXED,B136,25.0,0.05059915398243363,0.0496263382472295,1
2,RAW,U56,0.0,0.10476832343765505,0.1063985411712928,2
2,RAW,U56,10.0,0.08473300752622871,0.08694461229635994,2
2,RAW,U56,25.0,0.07174795899652639,0.07530849223850405,2
2,RAW,B136,0.0,0.08424270771783901,0.07856986249369863,2
2,RAW,B136,10.0,0.06237788792688684,0.05817006809611708,2
2,RAW,B136,25.0,0.05167586082792429,0.052019935441340384,2
4,SEQ,U56,0.0,0.052967920455107,0.0531992705856464,1
4,SEQ,U56,10.0,0.04294386836725363,0.04347230614817997,1
4,SEQ,U56,25.0,0.03757233130180091,0.03765424611925203,1
4,SEQ,B136,0.0,0.0407097183021902,0.039284931246849314,1
4,SEQ,B136,10.0,0.028421655380343604,0.02908503404805854,1
4,SEQ,B136,25.0,0.025871187372331416,0.026009967720670192,1
4,FIXED,U56,0.0,0.10706142709507371,0.10473725004881987,1
4,FIXED,U56,10.0,0.08688653514818552,0.08462833710901328,1
4,FIXED,U56,25.0,0.07316556874565854,0.07201387309856407,1
4,FIXED,B136,0.0,0.0792673348140096,0.07627819360862517,1
4,FIXED,B136,10.0,0.05755455214630642,0.05462041881471448,1
4,FIXED,B136,25.0,0.04989588122393111,0.04838515609235997,1
4,RAW,U56,0.0,0.10887552632128691,0.1063985411712928,4
4,RAW,U56,10.0,0.08947583575730154,0.08694461229635994,4
4,RAW,U56,25.0,0.07691822773903076,0.07530849223850405,4
4,RAW,B136,0.0,0.08029198544608543,0.07856986249369863,4
4,RAW,B136,10.0,0.05968912703735059,0.05817006809611708,4
4,RAW,B136,25.0,0.05167586082792429,0.052019935441340384,4
8,SEQ,U56,0.0,0.03623022349047086,0.0376175649852886,1
8,SEQ,U56,10.0,0.02992831499979831,0.0307395624711957,1
8,SEQ,U56,25.0,0.026766379395371555,0.026625572771390348,1
8,SEQ,B136,0.0,0.028351921106689333,0.02777864128309444,1
8,SEQ,B136,10.0,0.019759567566680607,0.020566224806423814,1
8,SEQ,B136,25.0,0.01826631287986363,0.018391824553729102,1
8,FIXED,U56,0.0,0.10525605288929278,0.10445779951025184,1
8,FIXED,U56,10.0,0.08497815730348361,0.08423609923452575,1
8,FIXED,U56,25.0,0.07151724220019329,0.07145000166474899,1
8,FIXED,B136,0.0,0.07694933549325406,0.07588952106965058,1
8,FIXED,B136,10.0,0.0547663333683682,0.05400613273533049,1
8,FIXED,B136,25.0,0.047443108786021725,0.04775246874465071,1
8,RAW,U56,0.0,0.11159196997025,0.1063985411712928,8
8,RAW,U56,10.0,0.09106130101165169,0.08694461229635994,8
8,RAW,U56,25.0,0.07530230130830351,0.07530849223850405,8
8,RAW,B136,0.0,0.07982493227154276,0.07856986249369863,8
8,RAW,B136,10.0,0.05943753206930502,0.05817006809611708,8
8,RAW,B136,25.0,0.05280884314143696,0.052019935441340384,8
16,SEQ,U56,0.0,0.02568701673436351,0.0265996352928232,1
16,SEQ,U56,10.0,0.021143019777400365,0.021736153074089985,1
16,SEQ,U56,25.0,0.018396362402640816,0.018827123059626014,1
16,SEQ,B136,0.0,0.01954803016121659,0.019642465623424657,1
16,SEQ,B136,10.0,0.014278760297078556,0.01454251702402927,1
16,SEQ,B136,25.0,0.01273414939860531,0.013004983860335096,1
16,FIXED,U56,0.0,0.10444746430068298,0.10431779351525534,1
16,FIXED,U56,10.0,0.08429674897342872,0.08403929378841131,1
16,FIXED,U56,25.0,0.07142157264245735,0.07116639057526317,1
